Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs MEM, 8:00 PM,50.0,19300,"",
PG,Chris Paul,LAC,LAC vs GSW,10:30 PM,43.4,18300,"",
PG,Stephen Curry,GSW,GSW @ LAC,10:30 PM,41.9,17700,"",
PF,Blake Griffin,LAC,LAC vs GSW,10:30 PM,42.3,17200,"",
PG,Russell Westbrook,OKC,OKC vs MEM, 8:00 PM,39.6,16200,"",
PF,Zach Randolph,MEM,MEM @ OKC, 8:00 PM,33.4,14500,"",
PF,David Lee,GSW,GSW @ LAC,10:30 PM,33.0,13800,"",
C,Marc Gasol,MEM,MEM @ OKC, 8:00 PM,31.8,13800,"",
PF-C,Serge Ibaka,OKC,OKC vs MEM, 8:00 PM,32.6,13700,"",
PG,Mike Conley,MEM,MEM @ OKC, 8:00 PM,31.4,13500,"",
C,DeAndre Jordan,LAC,LAC vs GSW,10:30 PM,34.2,13400,"",
SG,Klay Thompson,GSW,GSW @ LAC,10:30 PM,26.8,11400,"",
C,Andrew Bogut,GSW,GSW @ LAC,10:30 PM,25.9,10200,"",OUT
PG,Reggie Jackson,OKC,OKC vs MEM, 8:00 PM,24.4,10100,"",
SG,Jamal Crawford,LAC,LAC vs GSW,10:30 PM,26.2,9700,"",
SF,Draymond Green,GSW,GSW @ LAC,10:30 PM,18.4,9400,"",
SG,JJ Redick,LAC,LAC vs GSW,10:30 PM,22.1,9400,"",
SF,Harrison Barnes,GSW,GSW @ LAC,10:30 PM,17.9,9200,"",
PG,Darren Collison,LAC,LAC vs GSW,10:30 PM,20.9,9000,"",
SG-SF,Andre Iguodala,GSW,GSW @ LAC,10:30 PM,23.2,8800,"",
SF,Matt Barnes,LAC,LAC vs GSW,10:30 PM,19.8,8700,"",
SF,Caron Butler,OKC,OKC vs MEM, 8:00 PM,19.0,8100,"",
PF-C,Glen Davis,LAC,LAC vs GSW,10:30 PM,19.1,8100,"",
SG,Jordan Crawford,GSW,GSW @ LAC,10:30 PM,18.4,8100,"",
SG,Tony Allen,MEM,MEM @ OKC, 8:00 PM,18.7,8100,"",
SF,Mike Miller,MEM,MEM @ OKC, 8:00 PM,12.3,8000,"",
PG,Steve Blake,GSW,GSW @ LAC,10:30 PM,18.9,7900,"",
SG,Courtney Lee,MEM,MEM @ OKC, 8:00 PM,16.1,7900,"",
PF-C,Marreese Speights,GSW,GSW @ LAC,10:30 PM,12.0,7800,"",
PF-C,Jermaine O'Neal,GSW,GSW @ LAC,10:30 PM,17.0,7700,"",
SF,Tayshaun Prince,MEM,MEM @ OKC, 8:00 PM,13.0,7600,"",OUT
PG,Derek Fisher,OKC,OKC vs MEM, 8:00 PM,10.5,7500,"",
SG,Thabo Sefolosha,OKC,OKC vs MEM, 8:00 PM,15.1,7300,"",
SF,Jared Dudley,LAC,LAC vs GSW,10:30 PM,12.3,7300,"",
SF,James Johnson,MEM,MEM @ OKC, 8:00 PM,16.9,7300,"",
C,Ognjen Kuzmic,GSW,GSW @ LAC,10:30 PM,2.5,7100,"",
PF-C,Hilton Armstrong,GSW,GSW @ LAC,10:30 PM,7.0,7100,"",
C,Kendrick Perkins,OKC,OKC vs MEM, 8:00 PM,11.5,7000,"",
PF-C,Nick Collison,OKC,OKC vs MEM, 8:00 PM,11.3,7000,"",
SG,Willie Green,LAC,LAC vs GSW,10:30 PM,8.7,5900,"",
SF,Hedo Turkoglu,LAC,LAC vs GSW,10:30 PM,8.2,5600,"",
SG,Reggie Bullock,LAC,LAC vs GSW,10:30 PM,4.8,5500,"",
C,Ryan Hollins,LAC,LAC vs GSW,10:30 PM,5.1,5000,"",
PG,Nemanja Nedovic,GSW,GSW @ LAC,10:30 PM,2.2,5000,"",OUT
C,Festus Ezeli,GSW,GSW @ LAC,10:30 PM,0,5000,"",OUT
SF,Danny Granger,LAC,LAC vs GSW,10:30 PM,13.9,5000,"",
PF,Grant Jerrett,OKC,OKC vs MEM, 8:00 PM,0,5000,"",
C,Kosta Koufos,MEM,MEM @ OKC, 8:00 PM,15.3,5000,"",
SG,Jeremy Lamb,OKC,OKC vs MEM, 8:00 PM,14.9,5000,"",
PF,Ed Davis,MEM,MEM @ OKC, 8:00 PM,12.6,5000,"",
SG,Nick Calathes,MEM,MEM @ OKC, 8:00 PM,12.3,5000,"",OUT
PF,Jon Leuer,MEM,MEM @ OKC, 8:00 PM,11.3,5000,"",
PG,Beno Udrih,MEM,MEM @ OKC, 8:00 PM,11.1,5000,"",
C,Steven Adams,OKC,OKC vs MEM, 8:00 PM,10.7,5000,"",
SF,Quincy Pondexter,MEM,MEM @ OKC, 8:00 PM,10.3,5000,"",OUT
SF,Perry Jones,OKC,OKC vs MEM, 8:00 PM,7.1,5000,"",
SG-SF,Andre Roberson,OKC,OKC vs MEM, 8:00 PM,6.4,5000,"",
C,Hasheem Thabeet,OKC,OKC vs MEM, 8:00 PM,3.8,5000,"",
SG,Jamaal Franklin,MEM,MEM @ OKC, 8:00 PM,3.8,5000,"",
