Position,PlayerName,Team,Opponent,Salary,PPG
C,Jermaine O'Neal,Warriors,Thunder,5000,13.5
C,Bismack Biyombo,Bobcats,Magic,5000,12.4
C,Ryan Hollins,Clippers,Knicks,5000,5.3
C,Tyson Chandler,Knicks,Clippers,7950,22.6
C,Timofey Mozgov,Nuggets,Cavaliers,6050,18.2
C,DeAndre Jordan,Clippers,Knicks,12600,33.2
C,Andrew Bynum,Bulls,Wizards,6750,17.7
C,Marc Gasol,Grizzlies,Kings,9400,29.9
C,Andrew Bogut,Warriors,Thunder,10250,26.9
C,Nikola Pekovic,Timberwolves,Raptors,11650,31.6
C,Nazr Mohammed,Bulls,Wizards,5000,5.5
C,Kendrick Perkins,Thunder,Warriors,5000,11.4
C,Marcin Gortat,Wizards,Bulls,10300,27.6
C,Robin Lopez,Trail Blazers,Spurs,9050,24.6
C,Greg Oden,Heat,76ers,5000,8.2
C,Samuel Dalembert,Mavericks,Suns,6700,17.5
C,Tiago Splitter,Spurs,Trail Blazers,5000,18.3
C,Jonas Valanciunas,Raptors,Timberwolves,9050,23.5
C,Enes Kanter,Jazz,Pistons,9700,20.8
C,JaVale McGee,Nuggets,Cavaliers,6800,13.2
C,Robert Sacre,Lakers,Celtics,5000,11.5
C,Aron Baynes,Spurs,Trail Blazers,5000,5.8
C,Alex Len,Suns,Mavericks,5000,6.0
C,Steven Adams,Thunder,Warriors,5000,12.5
C,Kelly Olynyk,Celtics,Lakers,5600,14.2
C,Rudy Gobert,Jazz,Pistons,5000,9.2
C,Vitor Faverani,Celtics,Lakers,5000,11.1
C,Dewayne Dedmon,76ers,Heat,5000,2.5
PF,Josh Smith,Pistons,Jazz,13750,33.0
SF,Josh Smith,Pistons,Jazz,13750,33.0
PF,Marvin Williams,Jazz,Pistons,6400,20.5
SF,Marvin Williams,Jazz,Pistons,6400,20.5
PF,Luol Deng,Cavaliers,Nuggets,12200,32.5
SF,Luol Deng,Cavaliers,Nuggets,12200,32.5
PF,Shawn Marion,Mavericks,Suns,8950,25.9
SF,Shawn Marion,Mavericks,Suns,8950,25.9
PF,Tayshaun Prince,Grizzlies,Kings,5000,13.1
SF,Tayshaun Prince,Grizzlies,Kings,5000,13.1
PF,Jonas Jerebko,Pistons,Jazz,5000,6.6
SF,Jonas Jerebko,Pistons,Jazz,5000,6.6
PF,Metta World Peace,Knicks,Clippers,5000,11.2
SF,Metta World Peace,Knicks,Clippers,5000,11.2
PF,Rudy Gay,Kings,Grizzlies,12900,34.4
SF,Rudy Gay,Kings,Grizzlies,12900,34.4
PF,LeBron James,Heat,76ers,18300,45.0
SF,LeBron James,Heat,76ers,18300,45.0
PF,Luc Richard Mbah a Moute,Timberwolves,Raptors,5000,10.1
SF,Luc Richard Mbah a Moute,Timberwolves,Raptors,5000,10.1
PF,Tobias Harris,Magic,Bobcats,10200,23.9
SF,Tobias Harris,Magic,Bobcats,10200,23.9
PF,Anthony Tolliver,Bobcats,Magic,5550,11.4
SF,Anthony Tolliver,Bobcats,Magic,5550,11.4
PF,Michael Beasley,Heat,76ers,5000,16.3
SF,Michael Beasley,Heat,76ers,5000,16.3
PF,Derrick Williams,Kings,Grizzlies,7450,14.4
SF,Derrick Williams,Kings,Grizzlies,7450,14.4
PF,Travis Outlaw,Kings,Grizzlies,5000,9.8
SF,Travis Outlaw,Kings,Grizzlies,5000,9.8
PF,Carl Landry,Kings,Grizzlies,5000,0.0
SF,Carl Landry,Kings,Grizzlies,5000,0.0
PF,Carmelo Anthony,Knicks,Clippers,16750,43.3
SF,Carmelo Anthony,Knicks,Clippers,16750,43.3
PF,Kevin Durant,Thunder,Warriors,19600,50.4
SF,Kevin Durant,Thunder,Warriors,19600,50.4
PF,Earl Clark,Cavaliers,Nuggets,5000,11.5
SF,Earl Clark,Cavaliers,Nuggets,5000,11.5
PF,Thaddeus Young,76ers,Heat,11200,31.8
SF,Thaddeus Young,76ers,Heat,11200,31.8
PF,Gerald Wallace,Celtics,Lakers,5000,13.0
SF,Gerald Wallace,Celtics,Lakers,5000,13.0
PF,James Johnson,Grizzlies,Kings,9400,23.8
SF,James Johnson,Grizzlies,Kings,9400,23.8
PF,Jeremy Evans,Jazz,Pistons,6000,15.7
SF,Jeremy Evans,Jazz,Pistons,6000,15.7
PF,Rashard Lewis,Heat,76ers,5000,11.5
SF,Rashard Lewis,Heat,76ers,5000,11.5
PF,Harrison Barnes,Warriors,Thunder,6950,19.8
SF,Harrison Barnes,Warriors,Thunder,6950,19.8
PF,Perry Jones,Thunder,Warriors,5000,7.1
SF,Perry Jones,Thunder,Warriors,5000,7.1
PF,Jae Crowder,Mavericks,Suns,5000,12.8
SF,Jae Crowder,Mavericks,Suns,5000,12.8
PF,Robbie Hummel,Timberwolves,Raptors,5000,7.4
SF,Robbie Hummel,Timberwolves,Raptors,5000,7.4
PF,Hollis Thompson,76ers,Heat,5000,11.9
SF,Hollis Thompson,76ers,Heat,5000,11.9
PF,Anthony Bennett,Cavaliers,Nuggets,5000,5.6
SF,Anthony Bennett,Cavaliers,Nuggets,5000,5.6
PF,Andre Roberson,Thunder,Warriors,5000,6.2
SF,Andre Roberson,Thunder,Warriors,5000,6.2
C,Glen Davis,Magic,Bobcats,10200,26.4
PF,Glen Davis,Magic,Bobcats,10200,26.4
C,Boris Diaw,Spurs,Trail Blazers,6150,17.6
PF,Boris Diaw,Spurs,Trail Blazers,6150,17.6
C,Carlos Boozer,Bulls,Wizards,10750,27.7
PF,Carlos Boozer,Bulls,Wizards,10750,27.7
C,Joakim Noah,Bulls,Wizards,14900,33.8
PF,Joakim Noah,Bulls,Wizards,14900,33.8
C,Taj Gibson,Bulls,Wizards,9750,23.0
PF,Taj Gibson,Bulls,Wizards,9750,23.0
C,Anderson Varejao,Cavaliers,Nuggets,12850,27.3
PF,Anderson Varejao,Cavaliers,Nuggets,12850,27.3
C,Tristan Thompson,Cavaliers,Nuggets,9350,25.7
PF,Tristan Thompson,Cavaliers,Nuggets,9350,25.7
C,Dirk Nowitzki,Mavericks,Suns,13500,35.5
PF,Dirk Nowitzki,Mavericks,Suns,13500,35.5
C,Al Harrington,Wizards,Bulls,5000,12.1
PF,Al Harrington,Wizards,Bulls,5000,12.1
C,Kenyon Martin,Knicks,Clippers,6250,14.4
PF,Kenyon Martin,Knicks,Clippers,6250,14.4
C,Chris Andersen,Heat,76ers,5000,14.8
PF,Chris Andersen,Heat,76ers,5000,14.8
C,Nene Hilario,Wizards,Bulls,11100,26.8
PF,Nene Hilario,Wizards,Bulls,11100,26.8
C,Kosta Koufos,Grizzlies,Kings,7450,19.0
PF,Kosta Koufos,Grizzlies,Kings,7450,19.0
C,Greg Monroe,Pistons,Jazz,12300,29.8
PF,Greg Monroe,Pistons,Jazz,12300,29.8
C,David Lee,Warriors,Thunder,13000,35.0
PF,David Lee,Warriors,Thunder,13000,35.0
C,Chuck Hayes,Raptors,Timberwolves,5000,7.0
PF,Chuck Hayes,Raptors,Timberwolves,5000,7.0
C,Jordan Hill,Lakers,Celtics,7800,20.8
PF,Jordan Hill,Lakers,Celtics,7800,20.8
C,Patrick Patterson,Raptors,Timberwolves,7300,17.2
