"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",10700,"Bkn@OKC 08:00PM ET",51.355
"SF/PF","LeBron James",10300,"GS@Mia 07:30PM ET",46.658
"PG/SG","Stephen Curry",10000,"GS@Mia 07:30PM ET",47.808
"PF/C","DeMarcus Cousins",10000,"Phi@Sac 10:00PM ET",46.526
"PF/C","LaMarcus Aldridge",9600,"Cha@Por 10:00PM ET",45.172
"PG/SG","Kyrie Irving",8800,"Orl@Cle 07:00PM ET",37.613
"PF/C","Al Jefferson",8600,"Cha@Por 10:00PM ET",37.458
"PG","Michael Carter-Williams",8500,"Phi@Sac 10:00PM ET",42.938
"PG","Damian Lillard",8400,"Cha@Por 10:00PM ET",37.609
"SF/PF","Carmelo Anthony",8300,"NY@SA 08:30PM ET",45.250
"PG","Rajon Rondo",8200,"Bos@Chi 08:00PM ET",0
"PG","Kemba Walker",8100,"Cha@Por 10:00PM ET",34.280
"C","Marc Gasol",8000,"Mem@Pho 09:00PM ET",34.692
"SF/PF","Thaddeus Young",7900,"Phi@Sac 10:00PM ET",33.063
"PF/C","Tim Duncan",7900,"NY@SA 08:30PM ET",35.095
"PF/C","David Lee",7900,"GS@Mia 07:30PM ET",35.280
"PF/C","Zach Randolph",7900,"Mem@Pho 09:00PM ET",34.196
"SF/PF","Rudy Gay",7700,"Phi@Sac 10:00PM ET",35.589
"C","Brook Lopez",7700,"Bkn@OKC 08:00PM ET",33.382
"SG/SF","Gordon Hayward",7500,"Mil@Uta 09:00PM ET",33.551
"PF/C","Nikola Vucevic",7400,"Orl@Cle 07:00PM ET",34.648
"PG/SG","Goran Dragic",7400,"Mem@Pho 09:00PM ET",33.370
"PG/SG","Eric Bledsoe",7400,"Mem@Pho 09:00PM ET",34.854
"PF/C","Joakim Noah",7400,"Bos@Chi 08:00PM ET",32.526
"PG","Mike Conley",7400,"Mem@Pho 09:00PM ET",33.152
"SG/SF","Evan Turner",7300,"Phi@Sac 10:00PM ET",35.150
"PF/C","Spencer Hawes",7300,"Phi@Sac 10:00PM ET",35.276
"PG","Tony Parker",7200,"NY@SA 08:30PM ET",30.405
"PG","Isaiah Thomas",7200,"Phi@Sac 10:00PM ET",34.350
"SG/SF","Nicolas Batum",7100,"Cha@Por 10:00PM ET",32.969
"PF/C","Derrick Favors",7000,"Mil@Uta 09:00PM ET",31.172
"PF/C","Chris Bosh",7000,"GS@Mia 07:30PM ET",29.442
"PG/SG","Brandon Knight",6900,"Mil@Uta 09:00PM ET",28.576
"PG/SG","Dwyane Wade",6900,"GS@Mia 07:30PM ET",36.413
"SG/SF","Arron Afflalo",6900,"Orl@Cle 07:00PM ET",34.542
"PF/C","Serge Ibaka",6800,"Bkn@OKC 08:00PM ET",32.056
"PG","Deron Williams",6700,"Bkn@OKC 08:00PM ET",27.563
"SF/PF","Luol Deng",6600,"Bos@Chi 08:00PM ET",35.381
"SG/SF","Klay Thompson",6600,"GS@Mia 07:30PM ET",31.098
"SG/SF","Wesley Matthews",6300,"Cha@Por 10:00PM ET",28.484
"SG/SF","J.R. Smith",6200,"NY@SA 08:30PM ET",25.640
"SG/SF","Andre Iguodala",6200,"GS@Mia 07:30PM ET",26.738
"SG/SF","Jeff Green",6200,"Bos@Chi 08:00PM ET",25.677
"PG","Jameer Nelson",6200,"Orl@Cle 07:00PM ET",28.545
"PF/C","Carlos Boozer",6100,"Bos@Chi 08:00PM ET",29.342
"PG","Trey Burke",6100,"Mil@Uta 09:00PM ET",26.977
"SF/PF","Tobias Harris",6100,"Orl@Cle 07:00PM ET",23.350
"PF/C","Tristan Thompson",6000,"Orl@Cle 07:00PM ET",26.895
"PF/C","Larry Sanders",6000,"Mil@Uta 09:00PM ET",20.875
"PG","Reggie Jackson",6000,"Bkn@OKC 08:00PM ET",24.250
"PG/SG","Victor Oladipo",5900,"Orl@Cle 07:00PM ET",27.169
"SG/SF","Gerald Henderson",5800,"Cha@Por 10:00PM ET",26.295
"PF/C","Anderson Varejao",5800,"Orl@Cle 07:00PM ET",25.758
"SG/SF","Kawhi Leonard",5800,"NY@SA 08:30PM ET",26.290
"C","Tyson Chandler",5800,"NY@SA 08:30PM ET",26.375
"SG/SF","Paul Pierce",5700,"Bkn@OKC 08:00PM ET",25.048
"C","Andrew Bogut",5600,"GS@Mia 07:30PM ET",27.445
"PF/C","Miles Plumlee",5600,"Mem@Pho 09:00PM ET",26.783
"PF/C","Glen Davis",5500,"Orl@Cle 07:00PM ET",26.800
"PF/C","Jared Sullinger",5500,"Bos@Chi 08:00PM ET",26.810
"PG/SG","Jordan Crawford",5500,"Bos@Chi 08:00PM ET",27.613
"PF/C","Cody Zeller",5500,"Cha@Por 10:00PM ET",13.288
"SG/SF","Jimmy Butler",5500,"Bos@Chi 08:00PM ET",24.319
"C","Robin Lopez",5400,"Cha@Por 10:00PM ET",25.086
"SG/SF","Manu Ginobili",5400,"NY@SA 08:30PM ET",25.685
"PF/C","Taj Gibson",5300,"Bos@Chi 08:00PM ET",23.658
"SF/PF","Marvin Williams",5300,"Mil@Uta 09:00PM ET",22.594
"PG","Mario Chalmers",5300,"GS@Mia 07:30PM ET",24.397
"PF/C","Markieff Morris",5300,"Mem@Pho 09:00PM ET",25.155
"PG","Nate Wolters",5300,"Mil@Uta 09:00PM ET",16.413
"PG/SG","O.J. Mayo",5300,"Mil@Uta 09:00PM ET",22.617
"PG/SG","Jarrett Jack",5200,"Orl@Cle 07:00PM ET",20.806
"PF/C","Andray Blatche",5200,"Bkn@OKC 08:00PM ET",23.214
"PF/C","John Henson",5200,"Mil@Uta 09:00PM ET",30.438
"SG","Dion Waiters",5200,"Orl@Cle 07:00PM ET",24.260
"C","Kelly Olynyk",5100,"Bos@Chi 08:00PM ET",16.607
"SF/PF","Anthony Bennett",5100,"Orl@Cle 07:00PM ET",6.350
"SF","Michael Kidd-Gilchrist",5100,"Cha@Por 10:00PM ET",18.486
"PF/C","Andrea Bargnani",5100,"NY@SA 08:30PM ET",25.783
"PG/SG","Avery Bradley",5000,"Bos@Chi 08:00PM ET",23.395
"PF/C","Channing Frye",5000,"Mem@Pho 09:00PM ET",23.250
"SG","Ben McLemore",4900,"Phi@Sac 10:00PM ET",15.925
"C","Enes Kanter",4900,"Mil@Uta 09:00PM ET",21.068
"C","Tiago Splitter",4900,"NY@SA 08:30PM ET",19.054
"SG/SF","Joe Johnson",4900,"Bkn@OKC 08:00PM ET",25.383
