Position,PlayerName,Team,Opponent,Salary,PPG
C,Elton Brand,Hawks,Nets,6250,11.2
PF,Elton Brand,Hawks,Nets,6250,11.2
SG,Kyle Korver,Hawks,Nets,10200,25.9
SF,Kyle Korver,Hawks,Nets,10200,25.9
PG,Lou Williams,Hawks,Nets,6550,18.1
SG,Lou Williams,Hawks,Nets,6550,18.1
PF,Paul Millsap,Hawks,Nets,13550,36.3
PG,Jeff Teague,Hawks,Nets,11250,32.0
PF,DeMarre Carroll,Hawks,Nets,7750,21.4
SF,DeMarre Carroll,Hawks,Nets,7750,21.4
PG,Shelvin Mack,Hawks,Nets,6250,15.5
C,Gustavo Ayon,Hawks,Nets,5000,10.0
PF,Gustavo Ayon,Hawks,Nets,5000,10.0
PF,Mike Scott,Hawks,Nets,7450,13.7
C,Pero Antic,Hawks,Nets,6300,11.6
C,Dwight Howard,Rockets,Thunder,15100,39.4
PF,Dwight Howard,Rockets,Thunder,15100,39.4
SG,Francisco Garcia,Rockets,Thunder,5000,13.3
SF,Francisco Garcia,Rockets,Thunder,5000,13.3
SG,Ronnie Brewer,Rockets,Thunder,5000,2.4
SF,Ronnie Brewer,Rockets,Thunder,5000,2.4
PG,Aaron Brooks,Rockets,Thunder,5350,13.6
C,Omer Asik,Rockets,Thunder,5000,13.6
PF,Omer Asik,Rockets,Thunder,5000,13.6
SG,James Harden,Rockets,Thunder,15500,40.2
SF,James Harden,Rockets,Thunder,15500,40.2
SF,Omri Casspi,Rockets,Thunder,6150,16.3
PG,Patrick Beverley,Rockets,Thunder,7550,20.7
SG,Patrick Beverley,Rockets,Thunder,7550,20.7
PG,Jeremy Lin,Rockets,Thunder,10450,25.1
SG,Jeremy Lin,Rockets,Thunder,10450,25.1
PF,Donatas Motiejunas,Rockets,Thunder,5000,6.4
SF,Donatas Motiejunas,Rockets,Thunder,5000,6.4
PF,Chandler Parsons,Rockets,Thunder,11500,31.9
SF,Chandler Parsons,Rockets,Thunder,11500,31.9
C,Greg Smith,Rockets,Thunder,5000,6.5
PF,Greg Smith,Rockets,Thunder,5000,6.5
PF,Terrence Jones,Rockets,Thunder,10900,25.3
SF,Terrence Jones,Rockets,Thunder,10900,25.3
C,Luis Scola,Pacers,Knicks,6450,15.8
PF,Luis Scola,Pacers,Knicks,6450,15.8
PF,David West,Pacers,Knicks,10750,27.3
SF,Danny Granger,Pacers,Knicks,6450,16.8
C,Ian Mahinmi,Pacers,Knicks,5000,9.5
PG,C.J. Watson,Pacers,Knicks,5000,13.2
C,Roy Hibbert,Pacers,Knicks,9650,28.2
PG,George Hill,Pacers,Knicks,8100,22.2
SG,George Hill,Pacers,Knicks,8100,22.2
SG,Paul George,Pacers,Knicks,15050,39.0
SF,Paul George,Pacers,Knicks,15050,39.0
SG,Lance Stephenson,Pacers,Knicks,11100,29.8
C,Kevin Garnett,Nets,Hawks,8150,19.2
PF,Kevin Garnett,Nets,Hawks,8150,19.2
SG,Paul Pierce,Nets,Hawks,10100,24.8
SF,Paul Pierce,Nets,Hawks,10100,24.8
PG,Jason Terry,Nets,Hawks,5000,7.8
SG,Jason Terry,Nets,Hawks,5000,7.8
PF,Andrei Kirilenko,Nets,Hawks,5000,11.7
SF,Andrei Kirilenko,Nets,Hawks,5000,11.7
SG,Joe Johnson,Nets,Hawks,10600,24.8
SF,Joe Johnson,Nets,Hawks,10600,24.8
C,Reggie Evans,Nets,Hawks,5000,9.4
PF,Reggie Evans,Nets,Hawks,5000,9.4
PG,Shaun Livingston,Nets,Hawks,10450,17.3
SG,Shaun Livingston,Nets,Hawks,10450,17.3
PG,Deron Williams,Nets,Hawks,11950,28.0
C,Andray Blatche,Nets,Hawks,8700,21.1
PF,Andray Blatche,Nets,Hawks,8700,21.1
SG,Alan Anderson,Nets,Hawks,5950,15.2
SF,Alan Anderson,Nets,Hawks,5950,15.2
PF,Mirza Teletovic,Nets,Hawks,6750,15.4
SF,Mirza Teletovic,Nets,Hawks,6750,15.4
PF,Mason Plumlee,Nets,Hawks,5000,12.1
PF,Metta World Peace,Knicks,Pacers,5000,11.2
SF,Metta World Peace,Knicks,Pacers,5000,11.2
C,Kenyon Martin,Knicks,Pacers,6250,14.9
PF,Kenyon Martin,Knicks,Pacers,6250,14.9
C,Tyson Chandler,Knicks,Pacers,7950,22.2
C,Amar'e Stoudemire,Knicks,Pacers,6650,15.9
PF,Amar'e Stoudemire,Knicks,Pacers,6650,15.9
PF,Carmelo Anthony,Knicks,Pacers,16750,43.4
SF,Carmelo Anthony,Knicks,Pacers,16750,43.4
SG,J.R. Smith,Knicks,Pacers,8500,23.1
SF,J.R. Smith,Knicks,Pacers,8500,23.1
PG,Beno Udrih,Knicks,Pacers,7550,14.9
PG,Raymond Felton,Knicks,Pacers,8850,23.4
SG,Raymond Felton,Knicks,Pacers,8850,23.4
C,Andrea Bargnani,Knicks,Pacers,9450,23.5
PF,Andrea Bargnani,Knicks,Pacers,9450,23.5
SG,Iman Shumpert,Knicks,Pacers,8650,19.5
SF,Iman Shumpert,Knicks,Pacers,8650,19.5
PG,Pablo Prigioni,Knicks,Pacers,6550,13.8
SG,Pablo Prigioni,Knicks,Pacers,6550,13.8
SG,Tim Hardaway Jr.,Knicks,Pacers,5000,12.7
SG,Toure' Murry,Knicks,Pacers,5000,6.7
PG,Derek Fisher,Thunder,Rockets,5000,8.7
C,Nick Collison,Thunder,Rockets,5000,11.0
PF,Nick Collison,Thunder,Rockets,5000,11.0
C,Kendrick Perkins,Thunder,Rockets,5000,11.1
SG,Thabo Sefolosha,Thunder,Rockets,5000,15.5
SF,Thabo Sefolosha,Thunder,Rockets,5000,15.5
PF,Kevin Durant,Thunder,Rockets,19300,50.5
SF,Kevin Durant,Thunder,Rockets,19300,50.5
C,Serge Ibaka,Thunder,Rockets,12200,30.9
PF,Serge Ibaka,Thunder,Rockets,12200,30.9
PG,Reggie Jackson,Thunder,Rockets,9950,23.4
SG,Jeremy Lamb,Thunder,Rockets,7300,17.7
SF,Jeremy Lamb,Thunder,Rockets,7300,17.7
PF,Perry Jones,Thunder,Rockets,5000,7.2
SF,Perry Jones,Thunder,Rockets,5000,7.2
C,Steven Adams,Thunder,Rockets,5000,12.5
PF,Andre Roberson,Thunder,Rockets,5000,6.2
SF,Andre Roberson,Thunder,Rockets,5000,6.2
