Position,PlayerName,Team,Opponent,Salary,PPG
PG,Jeff Teague,Hawks,Bulls,10800,30.3
SG,Kyle Korver,Hawks,Bulls,8650,25.0
SF,Kyle Korver,Hawks,Bulls,8650,25.0
C,Elton Brand,Hawks,Bulls,6150,13.1
PF,Elton Brand,Hawks,Bulls,6150,13.1
PG,Lou Williams,Hawks,Bulls,6350,18.4
SG,Lou Williams,Hawks,Bulls,6350,18.4
C,Paul Millsap,Hawks,Bulls,14800,37.2
PF,Paul Millsap,Hawks,Bulls,14800,37.2
PG,Shelvin Mack,Hawks,Bulls,5450,16.3
PF,DeMarre Carroll,Hawks,Bulls,9750,23.3
SF,DeMarre Carroll,Hawks,Bulls,9750,23.3
C,Gustavo Ayon,Hawks,Bulls,5700,12.5
PF,Gustavo Ayon,Hawks,Bulls,5700,12.5
PF,Mike Scott,Hawks,Bulls,6950,15.4
PG,Dennis Schroder,Hawks,Bulls,5000,7.8
C,Pero Antic,Hawks,Bulls,7750,13.2
SG,Gerald Henderson,Bobcats,Mavericks,9950,24.4
SF,Gerald Henderson,Bobcats,Mavericks,9950,24.4
C,Bismack Biyombo,Bobcats,Mavericks,5000,11.7
PG,Kemba Walker,Bobcats,Mavericks,12000,33.0
PG,Jannero Pargo,Bobcats,Mavericks,5000,9.4
PG,Ramon Sessions,Bobcats,Mavericks,6650,18.0
SG,Ramon Sessions,Bobcats,Mavericks,6650,18.0
SG,Ben Gordon,Bobcats,Mavericks,5000,9.0
C,Josh McRoberts,Bobcats,Mavericks,8300,23.0
PF,Josh McRoberts,Bobcats,Mavericks,8300,23.0
SG,Chris Douglas-Roberts,Bobcats,Mavericks,5000,9.2
SF,Chris Douglas-Roberts,Bobcats,Mavericks,5000,9.2
PF,Anthony Tolliver,Bobcats,Mavericks,5550,11.7
SF,Anthony Tolliver,Bobcats,Mavericks,5550,11.7
C,Al Jefferson,Bobcats,Mavericks,14650,38.7
PF,Al Jefferson,Bobcats,Mavericks,14650,38.7
SF,Michael Kidd-Gilchrist,Bobcats,Mavericks,6150,16.5
SG,Jeffery Taylor,Bobcats,Mavericks,5000,12.2
SF,Jeffery Taylor,Bobcats,Mavericks,5000,12.2
C,Cody Zeller,Bobcats,Mavericks,5450,12.1
PF,Cody Zeller,Bobcats,Mavericks,5450,12.1
PG,Kirk Hinrich,Bulls,Hawks,7250,19.9
SG,Kirk Hinrich,Bulls,Hawks,7250,19.9
PG,D.J. Augustin,Bulls,Hawks,8750,21.0
C,Carlos Boozer,Bulls,Hawks,9600,27.7
PF,Carlos Boozer,Bulls,Hawks,9600,27.7
C,Joakim Noah,Bulls,Hawks,14650,35.5
PF,Joakim Noah,Bulls,Hawks,14650,35.5
C,Taj Gibson,Bulls,Hawks,12500,24.3
PF,Taj Gibson,Bulls,Hawks,12500,24.3
SG,Jimmy Butler,Bulls,Hawks,10550,25.1
SF,Jimmy Butler,Bulls,Hawks,10550,25.1
SG,Mike Dunleavy,Bulls,Hawks,8050,20.7
SF,Mike Dunleavy,Bulls,Hawks,8050,20.7
C,Nazr Mohammed,Bulls,Hawks,5000,5.4
