Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs DET, 8:00 PM,49.2,18900,"",
C,Al Jefferson,CHA,CHA vs CLE, 7:00 PM,40.0,17700,"",
C,DeMarcus Cousins,SAC,SAC @ TOR, 7:00 PM,43.1,16700,"",
SF,Carmelo Anthony,NYK,NYK vs UTA, 7:30 PM,44.1,16400,"",
PG,Ty Lawson,DEN,DEN vs LAL, 9:00 PM,36.3,16300,"",OUT
PF-C,Pau Gasol,LAL,LAL @ DEN, 9:00 PM,36.4,16000,"",
SG,DeMar DeRozan,TOR,TOR vs SAC, 7:00 PM,35.3,15700,"",
SG,James Harden,HOU,HOU vs IND, 9:30 PM,38.9,15700,"",
PG,Stephen Curry,GSW,GSW vs ATL,10:30 PM,42.2,15400,"",OUT
PF-C,Anthony Davis,NOP,NOP vs MIL, 8:00 PM,41.8,15200,"",
C,Andre Drummond,DET,DET @ MIN, 8:00 PM,35.2,15000,"",
PG,Kyrie Irving,CLE,CLE @ CHA, 7:00 PM,35.9,14800,"",
C,Dwight Howard,HOU,HOU vs IND, 9:30 PM,39.3,14800,"",OUT
PF,LaMarcus Aldridge,POR,POR @ DAL, 8:30 PM,43.4,14400,"",
C,Joakim Noah,CHI,CHI vs MEM, 7:00 PM,36.1,14300,"",OUT
PG,Kyle Lowry,TOR,TOR vs SAC, 7:00 PM,35.3,14300,"",
PF,Zach Randolph,MEM,MEM @ CHI, 7:00 PM,33.2,14200,"",OUT
SF-PF,Josh Smith,DET,DET @ MIN, 8:00 PM,34.1,14100,"",
PG,Isaiah Thomas,SAC,SAC @ TOR, 7:00 PM,33.7,14100,"",
SG-SF,Tyreke Evans,NOP,NOP vs MIL, 8:00 PM,26.0,14000,"",
SG-SF,Paul George,IND,IND @ HOU, 9:30 PM,37.1,13900,"",
SF,Nicolas Batum,POR,POR @ DAL, 8:30 PM,30.1,13700,"",
C,Marc Gasol,MEM,MEM @ CHI, 7:00 PM,30.2,13700,"",
PF,David Lee,GSW,GSW vs ATL,10:30 PM,33.9,13600,"",
SF,Rudy Gay,SAC,SAC @ TOR, 7:00 PM,34.1,13500,"",
PF,Paul Millsap,ATL,ATL @ GSW,10:30 PM,35.9,13500,"",OUT
PG,Rajon Rondo,BOS,BOS vs BKN, 7:30 PM,29.5,13000,"",
PF,Dirk Nowitzki,DAL,DAL vs POR, 8:30 PM,34.8,12900,"",
PG,Damian Lillard,POR,POR @ DAL, 8:30 PM,33.7,12900,"",
PF-C,Greg Monroe,DET,DET @ MIN, 8:00 PM,29.9,12800,"",
C,Spencer Hawes,CLE,CLE @ CHA, 7:00 PM,30.2,12800,"",
C,Brook Lopez,BKN,BKN @ BOS, 7:30 PM,32.6,12700,"",OUT
SG,Monta Ellis,DAL,DAL vs POR, 8:30 PM,32.8,12700,"",
SG-SF,Gordon Hayward,UTA,UTA @ NYK, 7:30 PM,31.9,12600,"",
PG,Jeff Teague,ATL,ATL @ GSW,10:30 PM,29.5,12300,"",
C,Tyson Chandler,NYK,NYK vs UTA, 7:30 PM,26.7,12200,"",
PG,Kemba Walker,CHA,CHA vs CLE, 7:00 PM,32.5,12000,"",
SF,Chandler Parsons,HOU,HOU vs IND, 9:30 PM,30.5,11900,"",
SG-SF,Jimmy Butler,CHI,CHI vs MEM, 7:00 PM,26.3,11900,"",
