Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs MIN, 8:00 PM,49.8,20000,"",
PF-C,Kevin Love,MIN,MIN @ OKC, 8:00 PM,48.3,19000,"",
SF,LeBron James,MIA,MIA @ LAC,10:30 PM,44.5,18400,"",
PF-C,Anthony Davis,NOP,NOP vs ATL, 8:00 PM,43.5,18000,"",
PF,LaMarcus Aldridge,POR,POR @ NYK, 8:00 PM,45.1,17900,"",
SF,Carmelo Anthony,NYK,NYK vs POR, 8:00 PM,44.0,17100,"",
PF,Blake Griffin,LAC,LAC vs MIA,10:30 PM,41.4,17000,"",
C,DeMarcus Cousins,SAC,SAC vs TOR,10:00 PM,44.1,17000,"",
PG,John Wall,WAS,WAS vs SAS, 7:00 PM,39.6,16600,"",
PF,Dirk Nowitzki,DAL,DAL @ MEM, 8:00 PM,35.6,15200,"",
PG,Ty Lawson,DEN,DEN vs MIL, 9:00 PM,36.0,15000,"",
PF-C,Pau Gasol,LAL,LAL @ CLE, 7:00 PM,36.1,14900,"",OUT
C,Dwight Howard,HOU,HOU vs PHO, 8:00 PM,38.3,14600,"",
PF,Tim Duncan,SAS,SAS @ WAS, 7:00 PM,35.1,14600,"",
PF,Paul Millsap,ATL,ATL @ NOP, 8:00 PM,35.9,14600,"",
SF,Rudy Gay,SAC,SAC vs TOR,10:00 PM,33.5,14500,"",
PG,Kyrie Irving,CLE,CLE vs LAL, 7:00 PM,35.4,14200,"",
SG,DeMar DeRozan,TOR,TOR @ SAC,10:00 PM,34.4,14200,"",
PG,Goran Dragic,PHO,PHO @ HOU, 8:00 PM,33.6,14000,"",
SG,James Harden,HOU,HOU vs PHO, 8:00 PM,38.0,14000,"",
C,Andre Drummond,DET,DET @ ORL, 7:00 PM,34.4,13900,"",
C,DeAndre Jordan,LAC,LAC vs MIA,10:30 PM,33.8,13800,"",
PG,Brandon Jennings,DET,DET @ ORL, 7:00 PM,33.6,13800,"",
PF,Zach Randolph,MEM,MEM vs DAL, 8:00 PM,33.9,13800,"",
PF-C,Serge Ibaka,OKC,OKC vs MIN, 8:00 PM,31.9,13500,"",
PG,Tony Parker,SAS,SAS @ WAS, 7:00 PM,29.9,13200,"",
PG,Damian Lillard,POR,POR @ NYK, 8:00 PM,33.6,13200,"",
PG,Michael Carter-Williams,PHI,PHI vs BOS, 7:00 PM,36.5,13100,"",
PG,Russell Westbrook,OKC,OKC vs MIN, 8:00 PM,39.0,13000,"",OUT
PG,Mike Conley,MEM,MEM vs DAL, 8:00 PM,32.5,12900,"",OUT
SG,Dwyane Wade,MIA,MIA @ LAC,10:30 PM,33.3,12800,"",
SF,Luol Deng,CLE,CLE vs LAL, 7:00 PM,31.0,12700,"",
PF-C,Greg Monroe,DET,DET @ ORL, 7:00 PM,29.0,12700,"",
PG,Eric Bledsoe,PHO,PHO @ HOU, 8:00 PM,32.5,12700,"",OUT
PF,Thaddeus Young,PHI,PHI vs BOS, 7:00 PM,31.4,12600,"",
SF-PF,Josh Smith,DET,DET @ ORL, 7:00 PM,32.4,12600,"",
PG,Jeff Teague,ATL,ATL @ NOP, 8:00 PM,30.1,12600,"",
PG,Kyle Lowry,TOR,TOR @ SAC,10:00 PM,34.5,12400,"",OUT
PG,Isaiah Thomas,SAC,SAC vs TOR,10:00 PM,32.7,12400,"",
SG,Monta Ellis,DAL,DAL @ MEM, 8:00 PM,33.1,12300,"",
C,Nikola Vucevic,ORL,ORL vs DET, 7:00 PM,31.4,11700,"",
PG,Jeremy Lin,HOU,HOU vs PHO, 8:00 PM,23.8,11700,"",
PF,Ryan Anderson,NOP,NOP vs ATL, 8:00 PM,29.6,11600,"",OUT
PG,Chris Paul,LAC,LAC vs MIA,10:30 PM,44.7,11500,"",OUT
SF,Trevor Ariza,WAS,WAS vs SAS, 7:00 PM,28.6,11400,"",
C,Nikola Pekovic,MIN,MIN @ OKC, 8:00 PM,31.6,11400,"",OUT
C,JJ Hickson,DEN,DEN vs MIL, 9:00 PM,26.5,11300,"",
SG,Victor Oladipo,ORL,ORL vs DET, 7:00 PM,26.6,11300,"",
SG-SF,Arron Afflalo,ORL,ORL vs DET, 7:00 PM,29.8,11200,"",
PF,Jared Sullinger,BOS,BOS @ PHI, 7:00 PM,25.7,11200,"",
SF,DeMarre Carroll,ATL,ATL @ NOP, 8:00 PM,22.2,11200,"",
PF,John Henson,MIL,MIL @ DEN, 9:00 PM,28.6,11200,"",OUT
C,Marcin Gortat,WAS,WAS vs SAS, 7:00 PM,28.1,11200,"",
PG,Brandon Knight,MIL,MIL @ DEN, 9:00 PM,27.4,11100,"",
C,Anderson Varejao,CLE,CLE vs LAL, 7:00 PM,28.2,11100,"",
SF,Nicolas Batum,POR,POR @ NYK, 8:00 PM,30.0,11100,"",
PG,Jrue Holiday,NOP,NOP vs ATL, 8:00 PM,32.3,11000,"",OUT
PG,Kendall Marshall,LAL,LAL @ CLE, 7:00 PM,26.2,10900,"",
PF-C,Nene Hilario,WAS,WAS vs SAS, 7:00 PM,27.7,10900,"",
SF-PF,Terrence Jones,HOU,HOU vs PHO, 8:00 PM,26.2,10800,"",
C,Marc Gasol,MEM,MEM vs DAL, 8:00 PM,29.0,10800,"",
PG,Ricky Rubio,MIN,MIN @ OKC, 8:00 PM,29.3,10800,"",
PF-C,Chris Bosh,MIA,MIA @ LAC,10:30 PM,28.8,10700,"",
PF,Kenneth Faried,DEN,DEN vs MIL, 9:00 PM,24.0,10600,"",
SG,Randy Foye,DEN,DEN vs MIL, 9:00 PM,19.7,10600,"",
SG,JR Smith,NYK,NYK vs POR, 8:00 PM,23.5,10500,"",
SG,Jamal Crawford,LAC,LAC vs MIA,10:30 PM,25.8,10400,"",
SF,Chandler Parsons,HOU,HOU vs PHO, 8:00 PM,30.4,10400,"",
SG-SF,Evan Turner,PHI,PHI vs BOS, 7:00 PM,30.3,10200,"",
SG,Kobe Bryant,LAL,LAL @ CLE, 7:00 PM,25.8,10100,"",OUT
C,Spencer Hawes,PHI,PHI vs BOS, 7:00 PM,30.7,9900,"",
PG,Rajon Rondo,BOS,BOS @ PHI, 7:00 PM,22.2,9800,"",
SG,Eric Gordon,NOP,NOP vs ATL, 8:00 PM,25.4,9800,"",
SG,Kevin Martin,MIN,MIN @ OKC, 8:00 PM,27.3,9800,"",
SG,Bradley Beal,WAS,WAS vs SAS, 7:00 PM,26.8,9800,"",
SF-PF,Jeff Green,BOS,BOS @ PHI, 7:00 PM,24.8,9800,"",
PF,Brandon Bass,BOS,BOS @ PHI, 7:00 PM,21.9,9700,"",
SF-PF,Tobias Harris,ORL,ORL vs DET, 7:00 PM,25.7,9700,"",
SG-SF,Kawhi Leonard,SAS,SAS @ WAS, 7:00 PM,24.9,9700,"",OUT
PF,Tristan Thompson,CLE,CLE vs LAL, 7:00 PM,25.3,9700,"",
PG,Steve Blake,LAL,LAL @ CLE, 7:00 PM,24.5,9700,"",
C,Robin Lopez,POR,POR @ NYK, 8:00 PM,24.6,9700,"",
SG,Jodie Meeks,LAL,LAL @ CLE, 7:00 PM,21.6,9600,"",
C,Jonas Valanciunas,TOR,TOR @ SAC,10:00 PM,23.2,9400,"",
PG,Jose Calderon,DAL,DAL @ MEM, 8:00 PM,23.0,9400,"",
PF,Amir Johnson,TOR,TOR @ SAC,10:00 PM,22.9,9400,"",
