Position,PlayerName,Team,Opponent,Salary,PPG
PG,C.J. Watson,Pacers,Wizards,5750,13.2
C,Ian Mahinmi,Pacers,Wizards,5000,10.2
C,Luis Scola,Pacers,Wizards,5000,14.3
PF,Luis Scola,Pacers,Wizards,5000,14.3
C,Roy Hibbert,Pacers,Wizards,8500,22.9
PG,George Hill,Pacers,Wizards,9300,22.3
SG,George Hill,Pacers,Wizards,9300,22.3
SG,Paul George,Pacers,Wizards,16950,39.4
SF,Paul George,Pacers,Wizards,16950,39.4
SG,Lance Stephenson,Pacers,Wizards,13250,30.2
SF,Lance Stephenson,Pacers,Wizards,13250,30.2
C,Andrew Bynum,Pacers,Wizards,5200,18.1
PF,David West,Pacers,Wizards,12900,28.1
SG,Evan Turner,Pacers,Wizards,5000,23.9
SF,Evan Turner,Pacers,Wizards,5000,23.9
C,Lavoy Allen,Pacers,Wizards,6700,12.9
PF,Lavoy Allen,Pacers,Wizards,6700,12.9
PF,Chris Copeland,Pacers,Wizards,5000,6.1
SF,Chris Copeland,Pacers,Wizards,5000,6.1
PG,Jamal Crawford,Clippers,Thunder,10650,27.0
SG,Jamal Crawford,Clippers,Thunder,10650,27.0
C,Glen Davis,Clippers,Thunder,5000,17.4
PF,Glen Davis,Clippers,Thunder,5000,17.4
C,Ryan Hollins,Clippers,Thunder,5000,5.1
SF,Danny Granger,Clippers,Thunder,5000,13.3
PG,Darren Collison,Clippers,Thunder,8000,21.0
C,DeAndre Jordan,Clippers,Thunder,15100,35.2
C,Blake Griffin,Clippers,Thunder,17350,42.2
PF,Blake Griffin,Clippers,Thunder,17350,42.2
SF,Matt Barnes,Clippers,Thunder,7500,20.8
SG,Willie Green,Clippers,Thunder,5000,8.6
PG,Chris Paul,Clippers,Thunder,17100,44.7
PF,Hedo Turkoglu,Clippers,Thunder,5000,8.4
SF,Hedo Turkoglu,Clippers,Thunder,5000,8.4
SG,J.J. Redick,Clippers,Thunder,8650,22.7
SG,Jared Dudley,Clippers,Thunder,5000,12.5
SF,Jared Dudley,Clippers,Thunder,5000,12.5
SG,Reggie Bullock,Clippers,Thunder,5000,4.9
SF,Reggie Bullock,Clippers,Thunder,5000,4.9
SG,Ray Allen,Heat,Nets,5500,17.2
C,Chris Andersen,Heat,Nets,6000,16.5
PF,Chris Andersen,Heat,Nets,6000,16.5
SG,Shane Battier,Heat,Nets,5000,10.3
SF,Shane Battier,Heat,Nets,5000,10.3
PF,LeBron James,Heat,Nets,20400,47.1
SF,LeBron James,Heat,Nets,20400,47.1
C,Chris Bosh,Heat,Nets,11400,28.7
PF,Chris Bosh,Heat,Nets,11400,28.7
PG,Dwyane Wade,Heat,Nets,11600,32.1
SG,Dwyane Wade,Heat,Nets,11600,32.1
SG,James Jones,Heat,Nets,5000,9.2
SF,James Jones,Heat,Nets,5000,9.2
PF,Udonis Haslem,Heat,Nets,5000,9.3
PG,Mario Chalmers,Heat,Nets,8500,23.2
PG,Norris Cole,Heat,Nets,6000,14.4
PF,Michael Beasley,Heat,Nets,5900,13.6
SF,Michael Beasley,Heat,Nets,5900,13.6
PG,Toney Douglas,Heat,Nets,5450,8.5
SG,Toney Douglas,Heat,Nets,5450,8.5
C,Greg Oden,Heat,Nets,5000,7.0
PF,Rashard Lewis,Heat,Nets,5000,9.9
SF,Rashard Lewis,Heat,Nets,5000,9.9
SG,Joe Johnson,Nets,Heat,9450,25.4
SF,Joe Johnson,Nets,Heat,9450,25.4
C,Jason Collins,Nets,Heat,5000,3.0
PF,Jason Collins,Nets,Heat,5000,3.0
C,Kevin Garnett,Nets,Heat,6850,18.7
PF,Kevin Garnett,Nets,Heat,6850,18.7
PF,Paul Pierce,Nets,Heat,10850,25.0
SF,Paul Pierce,Nets,Heat,10850,25.0
PG,Shaun Livingston,Nets,Heat,7050,18.7
SG,Shaun Livingston,Nets,Heat,7050,18.7
PG,Deron Williams,Nets,Heat,12650,29.0
SG,Marcus Thornton,Nets,Heat,5900,15.8
PF,Andrei Kirilenko,Nets,Heat,5000,12.2
SF,Andrei Kirilenko,Nets,Heat,5000,12.2
C,Andray Blatche,Nets,Heat,7700,21.0
PF,Andray Blatche,Nets,Heat,7700,21.0
SG,Alan Anderson,Nets,Heat,6400,12.8
SF,Alan Anderson,Nets,Heat,6400,12.8
PG,Marquis Teague,Nets,Heat,5000,5.9
PF,Mirza Teletovic,Nets,Heat,6500,16.1
SF,Mirza Teletovic,Nets,Heat,6500,16.1
C,Mason Plumlee,Nets,Heat,5000,15.3
PF,Mason Plumlee,Nets,Heat,5000,15.3
PG,Jorge Gutierrez,Nets,Heat,5000,9.6
SF,Caron Butler,Thunder,Clippers,6300,19.3
C,Hasheem Thabeet,Thunder,Clippers,5000,3.9
PG,Derek Fisher,Thunder,Clippers,5000,10.9
C,Nick Collison,Thunder,Clippers,5000,11.0
PF,Nick Collison,Thunder,Clippers,5000,11.0
C,Kendrick Perkins,Thunder,Clippers,5200,11.8
SG,Thabo Sefolosha,Thunder,Clippers,5000,15.3
SF,Thabo Sefolosha,Thunder,Clippers,5000,15.3
PF,Kevin Durant,Thunder,Clippers,18850,51.7
SF,Kevin Durant,Thunder,Clippers,18850,51.7
PG,Russell Westbrook,Thunder,Clippers,19550,42.2
C,Serge Ibaka,Thunder,Clippers,11700,32.6
PF,Serge Ibaka,Thunder,Clippers,11700,32.6
PG,Reggie Jackson,Thunder,Clippers,9550,24.7
SG,Reggie Jackson,Thunder,Clippers,9550,24.7
SG,Jeremy Lamb,Thunder,Clippers,5000,14.9
SF,Jeremy Lamb,Thunder,Clippers,5000,14.9
PF,Perry Jones,Thunder,Clippers,5000,6.9
SF,Perry Jones,Thunder,Clippers,5000,6.9
C,Steven Adams,Thunder,Clippers,5000,10.4
PF,Andre Roberson,Thunder,Clippers,5000,6.4
SF,Andre Roberson,Thunder,Clippers,5000,6.4
SG,Dorell Wright,Trail Blazers,Spurs,5000,11.2
SF,Dorell Wright,Trail Blazers,Spurs,5000,11.2
PG,Mo Williams,Trail Blazers,Spurs,5600,18.9
SG,Mo Williams,Trail Blazers,Spurs,5600,18.9
C,Robin Lopez,Trail Blazers,Spurs,10900,26.3
C,LaMarcus Aldridge,Trail Blazers,Spurs,17550,42.8
PF,LaMarcus Aldridge,Trail Blazers,Spurs,17550,42.8
SG,Nicolas Batum,Trail Blazers,Spurs,13650,32.8
SF,Nicolas Batum,Trail Blazers,Spurs,13650,32.8
