Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs POR, 8:00 PM,47.7,20000,"",
PG,Stephen Curry,GSW,GSW @ ORL, 5:00 PM,43.9,18300,"",
C,DeMarcus Cousins,SAC,SAC @ HOU, 7:00 PM,43.8,16900,"",
PF,LaMarcus Aldridge,POR,POR @ OKC, 8:00 PM,43.4,16500,"",
PG,Jeff Teague,ATL,ATL @ BOS, 1:00 PM,32.5,15100,"",
SG,Paul George,IND,IND vs CLE, 3:00 PM,38.7,14900,"",
PF,Tim Duncan,SAS,SAS vs BKN, 7:00 PM,34.0,14600,"",
PG,Isaiah Thomas,SAC,SAC @ HOU, 7:00 PM,31.8,14500,"",
C,Dwight Howard,HOU,HOU vs SAC, 7:00 PM,39.2,14200,"",
PF,Paul Millsap,ATL,ATL @ BOS, 1:00 PM,35.1,13700,"",
PF,Pau Gasol,LAL,LAL vs MIL,10:30 PM,31.9,13400,"",OUT
SG,Victor Oladipo,ORL,ORL vs GSW, 5:00 PM,25.4,13200,"",
PG,Kyrie Irving,CLE,CLE @ IND, 3:00 PM,35.3,13100,"",
C,Nikola Vucevic,ORL,ORL vs GSW, 5:00 PM,33.5,13000,"",
PF,David Lee,GSW,GSW @ ORL, 5:00 PM,33.1,12900,"",
SG,James Harden,HOU,HOU vs SAC, 7:00 PM,37.1,12800,"",
C,Joakim Noah,CHI,CHI vs TOR, 7:00 PM,30.8,12800,"",
SG-SF,Arron Afflalo,ORL,ORL vs GSW, 5:00 PM,32.8,12700,"",
SF,Nicolas Batum,POR,POR @ OKC, 8:00 PM,30.7,12700,"",
PG,Damian Lillard,POR,POR @ OKC, 8:00 PM,34.5,12600,"",
PG,Kyle Lowry,TOR,TOR @ CHI, 7:00 PM,33.1,12500,"",
SF,Rudy Gay,SAC,SAC @ HOU, 7:00 PM,33.0,12500,"",
SG,DeMar DeRozan,TOR,TOR @ CHI, 7:00 PM,32.0,12200,"",
SG,Klay Thompson,GSW,GSW @ ORL, 5:00 PM,28.7,12100,"",
SF,Chandler Parsons,HOU,HOU vs SAC, 7:00 PM,30.7,12100,"",
C,Roy Hibbert,IND,IND vs CLE, 3:00 PM,29.1,12000,"",
PG,Brandon Knight,MIL,MIL @ LAL,10:30 PM,25.0,11700,"",
SF,Khris Middleton,MIL,MIL @ LAL,10:30 PM,22.0,11600,"",
SG,Wesley Matthews,POR,POR @ OKC, 8:00 PM,26.2,11400,"",
PF,John Henson,MIL,MIL @ LAL,10:30 PM,29.4,11300,"",OUT
PF-C,Serge Ibaka,OKC,OKC vs POR, 8:00 PM,30.7,11300,"",
PF,Jordan Hill,LAL,LAL vs MIL,10:30 PM,22.7,11000,"",
PG,Tony Parker,SAS,SAS vs BKN, 7:00 PM,29.0,10900,"",
PG,Russell Westbrook,OKC,OKC vs POR, 8:00 PM,39.0,10900,"",OUT
PG,Jameer Nelson,ORL,ORL vs GSW, 5:00 PM,26.2,10800,"",
PF-C,Glen Davis,ORL,ORL vs GSW, 5:00 PM,26.3,10700,"",
SG,Lance Stephenson,IND,IND vs CLE, 3:00 PM,29.1,10700,"",
PF,Carlos Boozer,CHI,CHI vs TOR, 7:00 PM,28.4,10600,"",
C,Anderson Varejao,CLE,CLE @ IND, 3:00 PM,24.7,10500,"",
SF-PF,Tobias Harris,ORL,ORL vs GSW, 5:00 PM,22.8,10500,"",
C,Jonas Valanciunas,TOR,TOR @ CHI, 7:00 PM,22.8,10100,"",
PG,Jeremy Lin,HOU,HOU vs SAC, 7:00 PM,23.5,10000,"",
SF,DeMarre Carroll,ATL,ATL @ BOS, 1:00 PM,20.4,10000,"",OUT
SF-PF,Terrence Jones,HOU,HOU vs SAC, 7:00 PM,23.0,10000,"",
C,Robin Lopez,POR,POR @ OKC, 8:00 PM,24.1,10000,"",
SG,Manu Ginobili,SAS,SAS vs BKN, 7:00 PM,23.9,10000,"",
PG,Deron Williams,BKN,BKN @ SAS, 7:00 PM,25.5,9900,"",
PF,Brandon Bass,BOS,BOS vs ATL, 1:00 PM,23.9,9900,"",
SG-SF,Kyle Korver,ATL,ATL @ BOS, 1:00 PM,23.0,9900,"",
PF-C,Taj Gibson,CHI,CHI vs TOR, 7:00 PM,22.6,9800,"",
C,Andrew Bogut,GSW,GSW @ ORL, 5:00 PM,26.5,9800,"",
PF,Tristan Thompson,CLE,CLE @ IND, 3:00 PM,25.7,9800,"",
PG-SG,Avery Bradley,BOS,BOS vs ATL, 1:00 PM,22.1,9800,"",
SF,Andre Iguodala,GSW,GSW @ ORL, 5:00 PM,25.4,9700,"",
SG,Nick Young,LAL,LAL vs MIL,10:30 PM,22.2,9600,"",
PG,Reggie Jackson,OKC,OKC vs POR, 8:00 PM,22.6,9500,"",
SF-PF,Jeff Green,BOS,BOS vs ATL, 1:00 PM,24.3,9500,"",
SG,Jordan Crawford,BOS,BOS vs ATL, 1:00 PM,25.8,9400,"",
PF,David West,IND,IND vs CLE, 3:00 PM,27.9,9300,"",
PF,Jared Sullinger,BOS,BOS vs ATL, 1:00 PM,25.6,9200,"",
SF,Paul Pierce,BKN,BKN @ SAS, 7:00 PM,23.0,9200,"",
SG-SF,Jimmy Butler,CHI,CHI vs TOR, 7:00 PM,22.4,9200,"",
PF,Amir Johnson,TOR,TOR @ CHI, 7:00 PM,24.5,8900,"",
SG,Jodie Meeks,LAL,LAL vs MIL,10:30 PM,19.6,8900,"",
SG,OJ Mayo,MIL,MIL @ LAL,10:30 PM,21.3,8800,"",
SF,Omri Casspi,HOU,HOU vs SAC, 7:00 PM,16.4,8700,"",
SF,Kawhi Leonard,SAS,SAS vs BKN, 7:00 PM,25.3,8700,"",
SG-SF,Giannis Antetokounmpo,MIL,MIL @ LAL,10:30 PM,16.2,8600,"",
PG,George Hill,IND,IND vs CLE, 3:00 PM,22.7,8500,"",
SG,Dion Waiters,CLE,CLE @ IND, 3:00 PM,22.5,8500,"",
SG,Louis Williams,ATL,ATL @ BOS, 1:00 PM,18.9,8400,"",
PG,Jordan Farmar,LAL,LAL vs MIL,10:30 PM,19.8,8400,"",
C,Vitor Faverani,BOS,BOS vs ATL, 1:00 PM,11.6,8300,"",
PF,Boris Diaw,SAS,SAS vs BKN, 7:00 PM,18.4,8200,"",
SG,Jeremy Lamb,OKC,OKC vs POR, 8:00 PM,16.6,8100,"",
PF,Kevin Garnett,BKN,BKN @ SAS, 7:00 PM,19.8,8100,"",
PG-SG,Jarrett Jack,CLE,CLE @ IND, 3:00 PM,19.4,8100,"",
C,Omer Asik,HOU,HOU vs SAC, 7:00 PM,13.6,8100,"",OUT
PF,Andrew Nicholson,ORL,ORL vs GSW, 5:00 PM,15.6,8100,"",
PG,Shelvin Mack,ATL,ATL @ BOS, 1:00 PM,15.7,8100,"",
SG,Ben McLemore,SAC,SAC @ HOU, 7:00 PM,14.5,8000,"",
SG-SF,Mike Dunleavy,CHI,CHI vs TOR, 7:00 PM,19.1,8000,"",
SF,Shawne Williams,LAL,LAL vs MIL,10:30 PM,13.5,8000,"",
SF,Harrison Barnes,GSW,GSW @ ORL, 5:00 PM,20.4,8000,"",
SG,John Salmons,TOR,TOR @ CHI, 7:00 PM,14.6,8000,"",
SG,Terrence Ross,TOR,TOR @ CHI, 7:00 PM,14.2,8000,"",
C,Larry Sanders,MIL,MIL @ LAL,10:30 PM,16.3,8000,"",
PG,DJ Augustin,CHI,CHI vs TOR, 7:00 PM,12.6,8000,"",
SF,Tony Snell,CHI,CHI vs TOR, 7:00 PM,9.9,8000,"",
C,Al Horford,ATL,ATL @ BOS, 1:00 PM,35.6,8000,"",OUT
PG,Shaun Livingston,BKN,BKN @ SAS, 7:00 PM,15.5,8000,"",
C,Chris Kaman,LAL,LAL vs MIL,10:30 PM,17.8,8000,"",
SG-SF,Joe Johnson,BKN,BKN @ SAS, 7:00 PM,24.1,8000,"",
PF-C,Jason Thompson,SAC,SAC @ HOU, 7:00 PM,16.2,8000,"",
PF,Mirza Teletovic,BKN,BKN @ SAS, 7:00 PM,14.3,8000,"",
SF,Xavier Henry,LAL,LAL vs MIL,10:30 PM,16.4,8000,"",OUT
C,Tiago Splitter,SAS,SAS vs BKN, 7:00 PM,18.5,7800,"",
SG,Marcus Thornton,SAC,SAC @ HOU, 7:00 PM,15.2,7500,"",
SF,Danny Granger,IND,IND vs CLE, 3:00 PM,11.9,7500,"",
PG,Mo Williams,POR,POR @ OKC, 8:00 PM,18.5,7500,"",
SG-SF,Danny Green,SAS,SAS vs BKN, 7:00 PM,16.7,7500,"",
PF,Andray Blatche,BKN,BKN @ SAS, 7:00 PM,22.1,7500,"",OUT
SG,Thabo Sefolosha,OKC,OKC vs POR, 8:00 PM,15.8,7500,"",
SG-SF,Wesley Johnson,LAL,LAL vs MIL,10:30 PM,17.9,7500,"",
PG-SG,Kirk Hinrich,CHI,CHI vs TOR, 7:00 PM,20.7,7500,"",
C,Kendrick Perkins,OKC,OKC vs POR, 8:00 PM,10.3,7500,"",
SF,Draymond Green,GSW,GSW @ ORL, 5:00 PM,15.1,7500,"",
SF,Caron Butler,MIL,MIL @ LAL,10:30 PM,22.3,7500,"",
SF,Derrick Williams,SAC,SAC @ HOU, 7:00 PM,13.9,7500,"",
SF,Luol Deng,CHI,CHI vs TOR, 7:00 PM,34.1,6700,"",OUT
C,Brook Lopez,BKN,BKN @ SAS, 7:00 PM,32.6,6400,"",OUT
PF-C,Donatas Motiejunas,HOU,HOU vs SAC, 7:00 PM,5.4,6000,"",
SG-SF,Francisco Garcia,HOU,HOU vs SAC, 7:00 PM,13.6,6000,"",
C,Tyler Zeller,CLE,CLE @ IND, 3:00 PM,7.3,6000,"",
PG,Matthew Dellavedova,CLE,CLE @ IND, 3:00 PM,9.0,6000,"",
C,Ian Mahinmi,IND,IND vs CLE, 3:00 PM,9.4,6000,"",
SF,Earl Clark,CLE,CLE @ IND, 3:00 PM,11.8,6000,"",
PG-SG,CJ Watson,IND,IND vs CLE, 3:00 PM,12.8,6000,"",
SG,CJ Miles,CLE,CLE @ IND, 3:00 PM,14.0,6000,"",
PF,Luis Scola,IND,IND vs CLE, 3:00 PM,15.4,6000,"",
PF,Patrick Patterson,TOR,TOR @ CHI, 7:00 PM,15.5,6000,"",
SG,Jason Terry,BKN,BKN @ SAS, 7:00 PM,8.8,6000,"",
PF,Reggie Evans,BKN,BKN @ SAS, 7:00 PM,9.0,6000,"",
PF-C,Mason Plumlee,BKN,BKN @ SAS, 7:00 PM,12.0,6000,"",
SF,Moe Harkless,ORL,ORL vs GSW, 5:00 PM,14.1,6000,"",
SG-SF,Alan Anderson,BKN,BKN @ SAS, 7:00 PM,14.5,6000,"",
SG,Marco Belinelli,SAS,SAS vs BKN, 7:00 PM,16.2,6000,"",
C,Kelly Olynyk,BOS,BOS vs ATL, 1:00 PM,14.3,6000,"",
PF,Mike Scott,ATL,ATL @ BOS, 1:00 PM,11.9,6000,"",
SG,Courtney Lee,BOS,BOS vs ATL, 1:00 PM,11.6,6000,"",
C,Pero Antic,ATL,ATL @ BOS, 1:00 PM,9.2,6000,"",
PF,Ersan Ilyasova,MIL,MIL @ LAL,10:30 PM,17.0,6000,"",
PF,Perry Jones,OKC,OKC vs POR, 8:00 PM,6.9,6000,"",
PG,Aaron Brooks,HOU,HOU vs SAC, 7:00 PM,13.4,6000,"",
PF,Kris Humphries,BOS,BOS vs ATL, 1:00 PM,13.7,5700,"",
PG,Greivis Vasquez,TOR,TOR @ CHI, 7:00 PM,18.0,5600,"",
C,Steven Adams,OKC,OKC vs POR, 8:00 PM,12.9,5500,"",
PG,Phil Pressey,BOS,BOS vs ATL, 1:00 PM,7.2,5500,"",
C,Andrew Bynum,CLE,CLE @ IND, 3:00 PM,18.3,5500,"",OUT
PF-C,Tyler Hansbrough,TOR,TOR @ CHI, 7:00 PM,12.9,5500,"",
PF,Ryan Kelly,LAL,LAL vs MIL,10:30 PM,5.6,5500,"",
PG,Nate Wolters,MIL,MIL @ LAL,10:30 PM,15.8,5500,"",
C,Miroslav Raduljica,MIL,MIL @ LAL,10:30 PM,9.0,5500,"",
PG,Luke Ridnour,MIL,MIL @ LAL,10:30 PM,12.6,5500,"",
SG,Kent Bazemore,GSW,GSW @ ORL, 5:00 PM,4.7,5500,"",
PG,Derek Fisher,OKC,OKC vs POR, 8:00 PM,6.9,5500,"",
PF-C,Marreese Speights,GSW,GSW @ ORL, 5:00 PM,10.3,5500,"",
SF,Gerald Wallace,BOS,BOS vs ATL, 1:00 PM,13.2,5500,"",OUT
SF,Anthony Bennett,CLE,CLE @ IND, 3:00 PM,5.7,5500,"",
PG,Kendall Marshall,LAL,LAL vs MIL,10:30 PM,4.4,5500,"",
PF,Joel Freeland,POR,POR @ OKC, 8:00 PM,10.5,5500,"",
PF-C,Elton Brand,ATL,ATL @ BOS, 1:00 PM,10.0,5500,"",
PG,Patty Mills,SAS,SAS vs BKN, 7:00 PM,13.1,5500,"",
PF-C,Nick Collison,OKC,OKC vs POR, 8:00 PM,11.3,5500,"",
SG-SF,Carrick Felix,CLE,CLE @ IND, 3:00 PM,2.3,5000,"",
PF,Jermaine O'Neal,GSW,GSW @ ORL, 5:00 PM,13.7,5000,"",OUT
SG,E'Twaun Moore,ORL,ORL vs GSW, 5:00 PM,11.9,5000,"",
PF,Jason Maxiell,ORL,ORL vs GSW, 5:00 PM,9.1,5000,"",
PF,Kyle O'Quinn,ORL,ORL vs GSW, 5:00 PM,8.9,5000,"",
PG,Ronnie Price,ORL,ORL vs GSW, 5:00 PM,7.8,5000,"",
PG,Toney Douglas,GSW,GSW @ ORL, 5:00 PM,7.3,5000,"",OUT
PF,Solomon Jones,ORL,ORL vs GSW, 5:00 PM,3.9,5000,"",
PG,Nemanja Nedovic,GSW,GSW @ ORL, 5:00 PM,2.4,5000,"",
SG,Doron Lamb,ORL,ORL vs GSW, 5:00 PM,2.1,5000,"",
C,Ognjen Kuzmic,GSW,GSW @ ORL, 5:00 PM,1.1,5000,"",OUT
C,Festus Ezeli,GSW,GSW @ ORL, 5:00 PM,0,5000,"",OUT
SG,Kobe Bryant,LAL,LAL vs MIL,10:30 PM,25.8,5000,"",OUT
PG,Steve Blake,LAL,LAL vs MIL,10:30 PM,24.8,5000,"",OUT
C,Zaza Pachulia,MIL,MIL @ LAL,10:30 PM,18.5,5000,"",OUT
PG,Steve Nash,LAL,LAL vs MIL,10:30 PM,14.8,5000,"",OUT
SG,Gary Neal,MIL,MIL @ LAL,10:30 PM,14.5,5000,"",
C,Ekpe Udoh,MIL,MIL @ LAL,10:30 PM,12.9,5000,"",
C,Robert Sacre,LAL,LAL vs MIL,10:30 PM,11.0,5000,"",
SG-SF,Carlos Delfino,MIL,MIL @ LAL,10:30 PM,0,5000,"",OUT
PG,Patrick Beverley,HOU,HOU vs SAC, 7:00 PM,20.1,5000,"",OUT
SF,Travis Outlaw,SAC,SAC @ HOU, 7:00 PM,10.9,5000,"",
PF,Quincy Acy,SAC,SAC @ HOU, 7:00 PM,8.8,5000,"",
PG-SG,Jimmer Fredette,SAC,SAC @ HOU, 7:00 PM,8.2,5000,"",
PF,Greg Smith,HOU,HOU vs SAC, 7:00 PM,7.2,5000,"",OUT
C,Aaron Gray,SAC,SAC @ HOU, 7:00 PM,4.9,5000,"",
C,Hamady Ndiaye,SAC,SAC @ HOU, 7:00 PM,2.7,5000,"",
SF,Ronnie Brewer,HOU,HOU vs SAC, 7:00 PM,2.1,5000,"",
PG,Isaiah Canaan,HOU,HOU vs SAC, 7:00 PM,2.0,5000,"",
PG,Ray McCallum Jr,SAC,SAC @ HOU, 7:00 PM,0.7,5000,"",
PF,Robert Covington,HOU,HOU vs SAC, 7:00 PM,0,5000,"",
PF,Carl Landry,SAC,SAC @ HOU, 7:00 PM,0,5000,"",OUT
PG,Derrick Rose,CHI,CHI vs TOR, 7:00 PM,24.2,5000,"",OUT
SF,Landry Fields,TOR,TOR @ CHI, 7:00 PM,8.5,5000,"",
PG,Dwight Buycks,TOR,TOR @ CHI, 7:00 PM,7.3,5000,"",
