"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",11800,"OKC@Mia 07:00PM ET",53.694
"PF/C","Kevin Love",10900,"NO@Min 08:00PM ET",51.122
"SF/PF","LeBron James",10600,"OKC@Mia 07:00PM ET",46.610
"PF/C","Anthony Davis",10000,"NO@Min 08:00PM ET",44.973
"PF/C","Blake Griffin",9600,"Was@LAC 10:30PM ET",43.415
"SG/SF","James Harden",9500,"Hou@Dal 08:30PM ET",41.038
"PG","John Wall",9300,"Was@LAC 10:30PM ET",42.176
"PF/C","Dwight Howard",9300,"Hou@Dal 08:30PM ET",41.133
"PF/C","Al Jefferson",8900,"Cha@Den 09:00PM ET",39.507
"PF/C","DeMarcus Cousins",8900,"Mem@Sac 10:00PM ET",46.700
"PF/C","Paul Millsap",8600,"Postponed",38.128
"PG","Michael Carter-Williams",8400,"Phi@Bos 07:30PM ET",39.809
"PG","Ty Lawson",8200,"Cha@Den 09:00PM ET",38.646
"PG","Kyle Lowry",7900,"Orl@Tor 07:00PM ET",37.210
"PG","Brandon Jennings",7800,"Postponed",36.203
"PG/SG","Goran Dragic",7800,"Pho@Mil 08:00PM ET",35.463
"PG","Isaiah Thomas",7800,"Mem@Sac 10:00PM ET",35.426
"PG/SG","Monta Ellis",7700,"Hou@Dal 08:30PM ET",35.560
"PF/C","Joakim Noah",7700,"Chi@SA 09:30PM ET",36.625
"PG","Jrue Holiday",7700,"NO@Min 08:00PM ET",34.662
"PF/C","Tim Duncan",7700,"Chi@SA 09:30PM ET",36.107
"SF/PF","Josh Smith",7600,"Postponed",34.256
"PG/SG","Eric Bledsoe",7600,"Pho@Mil 08:00PM ET",34.854
"PF/C","Nikola Vucevic",7600,"Orl@Tor 07:00PM ET",33.804
"PF/C","Zach Randolph",7500,"Mem@Sac 10:00PM ET",35.598
"PF/C","Andre Drummond",7500,"Postponed",35.850
"C","DeAndre Jordan",7400,"Was@LAC 10:30PM ET",34.856
"SG/SF","DeMar DeRozan",7400,"Orl@Tor 07:00PM ET",35.686
"SF/PF","Chandler Parsons",7400,"Hou@Dal 08:30PM ET",32.917
"C","Nikola Pekovic",7300,"NO@Min 08:00PM ET",33.102
"PG","Mike Conley",7300,"Mem@Sac 10:00PM ET",34.085
"SG/SF","Evan Turner",7300,"Phi@Bos 07:30PM ET",33.006
"SF/PF","Thaddeus Young",7300,"Phi@Bos 07:30PM ET",32.970
"PF/C","Serge Ibaka",7200,"OKC@Mia 07:00PM ET",32.900
"PG","Ricky Rubio",7200,"NO@Min 08:00PM ET",31.625
