Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,LeBron James,MIA,MIA @ BKN, 8:00 PM,45.6,17700,"",
PF,LaMarcus Aldridge,POR,POR vs SAS,10:30 PM,43.7,17600,"",
PG,Tony Parker,SAS,SAS @ POR,10:30 PM,27.8,14400,"",
PG,Damian Lillard,POR,POR vs SAS,10:30 PM,33.8,14100,"",
PF,Tim Duncan,SAS,SAS @ POR,10:30 PM,34.3,13800,"",
SG,Dwyane Wade,MIA,MIA @ BKN, 8:00 PM,32.3,12900,"",
SF,Nicolas Batum,POR,POR vs SAS,10:30 PM,30.9,12400,"",
SG-SF,Kawhi Leonard,SAS,SAS @ POR,10:30 PM,27.2,12100,"",
PF-C,Chris Bosh,MIA,MIA @ BKN, 8:00 PM,28.5,11700,"",
SG,Manu Ginobili,SAS,SAS @ POR,10:30 PM,23.7,11500,"",
SG-SF,Joe Johnson,BKN,BKN vs MIA, 8:00 PM,24.7,11200,"",
PG,Deron Williams,BKN,BKN vs MIA, 8:00 PM,27.7,11000,"",
C,Robin Lopez,POR,POR vs SAS,10:30 PM,26.1,10600,"",
SG,Wesley Matthews,POR,POR vs SAS,10:30 PM,25.0,10400,"",
C,Tiago Splitter,SAS,SAS @ POR,10:30 PM,19.9,9600,"",
SF,Paul Pierce,BKN,BKN vs MIA, 8:00 PM,23.8,9500,"",
PG,Shaun Livingston,BKN,BKN vs MIA, 8:00 PM,19.0,8400,"",
PG,Mario Chalmers,MIA,MIA @ BKN, 8:00 PM,21.9,8200,"",
PF-C,Andray Blatche,BKN,BKN vs MIA, 8:00 PM,20.9,8000,"",
SF,Shane Battier,MIA,MIA @ BKN, 8:00 PM,9.6,7700,"",
SG,Marco Belinelli,SAS,SAS @ POR,10:30 PM,17.5,7700,"",
PF,Boris Diaw,SAS,SAS @ POR,10:30 PM,18.6,7700,"",
PF,Mirza Teletovic,BKN,BKN vs MIA, 8:00 PM,15.0,7600,"",
PF,Kevin Garnett,BKN,BKN vs MIA, 8:00 PM,18.9,7600,"",
PG,Mo Williams,POR,POR vs SAS,10:30 PM,17.8,7500,"",OUT
SG,Ray Allen,MIA,MIA @ BKN, 8:00 PM,16.4,7500,"",
SG-SF,Danny Green,SAS,SAS @ POR,10:30 PM,17.7,7500,"",
SG,Will Barton,POR,POR vs SAS,10:30 PM,7.6,7200,"",
SG,Marcus Thornton,BKN,BKN vs MIA, 8:00 PM,15.1,7000,"",
SF,Michael Beasley,MIA,MIA @ BKN, 8:00 PM,13.1,7000,"",
SF,Dorell Wright,POR,POR vs SAS,10:30 PM,10.4,7000,"",
PG,Patty Mills,SAS,SAS @ POR,10:30 PM,16.1,6800,"",
PG,Norris Cole,MIA,MIA @ BKN, 8:00 PM,13.6,6200,"",
SF,Andrei Kirilenko,BKN,BKN vs MIA, 8:00 PM,12.3,6000,"",
PF,Rashard Lewis,MIA,MIA @ BKN, 8:00 PM,9.3,5800,"",
PF-C,Chris Andersen,MIA,MIA @ BKN, 8:00 PM,16.4,5800,"",
SG-SF,Alan Anderson,BKN,BKN vs MIA, 8:00 PM,12.3,5300,"",
SF,Austin Daye,SAS,SAS @ POR,10:30 PM,5.4,5000,"",
PF,Victor Claver,POR,POR vs SAS,10:30 PM,5.4,5000,"",
SF,Damion James,SAS,SAS @ POR,10:30 PM,5.3,5000,"",
SG,Allen Crabbe,POR,POR vs SAS,10:30 PM,3.8,5000,"",
PG,Earl Watson,POR,POR vs SAS,10:30 PM,2.6,5000,"",
PF,Udonis Haslem,MIA,MIA @ BKN, 8:00 PM,9.3,5000,"",
PG,Jorge Gutierrez,BKN,BKN vs MIA, 8:00 PM,8.6,5000,"",
PG,Toney Douglas,MIA,MIA @ BKN, 8:00 PM,7.9,5000,"",
SG-SF,James Jones,MIA,MIA @ BKN, 8:00 PM,8.1,5000,"",
C,Greg Oden,MIA,MIA @ BKN, 8:00 PM,7.1,5000,"",
PG,Marquis Teague,BKN,BKN vs MIA, 8:00 PM,5.9,5000,"",
C,Justin Hamilton,MIA,MIA @ BKN, 8:00 PM,5.1,5000,"",
C,Jason Collins,BKN,BKN vs MIA, 8:00 PM,3.0,5000,"",
PF-C,Mason Plumlee,BKN,BKN vs MIA, 8:00 PM,14.9,5000,"",
C,Brook Lopez,BKN,BKN vs MIA, 8:00 PM,32.6,5000,"",OUT
PF,Thomas Robinson,POR,POR vs SAS,10:30 PM,11.0,5000,"",
PG,Cory Joseph,SAS,SAS @ POR,10:30 PM,9.7,5000,"",
PF-C,Joel Freeland,POR,POR vs SAS,10:30 PM,8.8,5000,"",
PF-C,Jeff Ayres,SAS,SAS @ POR,10:30 PM,8.4,5000,"",
SG,CJ McCollum,POR,POR vs SAS,10:30 PM,7.4,5000,"",
PF-C,Matt Bonner,SAS,SAS @ POR,10:30 PM,6.4,5000,"",
PF-C,Aron Baynes,SAS,SAS @ POR,10:30 PM,6.9,5000,"",
C,Meyers Leonard,POR,POR vs SAS,10:30 PM,6.4,5000,"",
