"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Kevin Love",10600,"Hou@Min 08:00PM ET",52.052
"PG/SG","Stephen Curry",10100,"Phi@GS 10:30PM ET",48.005
"PF/C","Dwight Howard",9700,"Hou@Min 08:00PM ET",41.623
"PF/C","Anthony Davis",9600,"NO@Tor 07:00PM ET",45.304
"SG/SF","James Harden",8800,"Hou@Min 08:00PM ET",40.610
"SG/SF","Paul George",8600,"Den@Ind 07:00PM ET",39.920
"PG","Brandon Jennings",8500,"SA@Det 07:30PM ET",37.292
"SF/PF","Josh Smith",8300,"SA@Det 07:30PM ET",35.575
"PF/C","Andre Drummond",8200,"SA@Det 07:30PM ET",36.820
"PF/C","Tim Duncan",8100,"SA@Det 07:30PM ET",37.287
"SG/SF","DeMar DeRozan",8100,"NO@Tor 07:00PM ET",36.531
"PG","Jrue Holiday",7800,"NO@Tor 07:00PM ET",34.662
"PG","Ty Lawson",7800,"Den@Ind 07:00PM ET",38.494
"PG","Kyle Lowry",7700,"NO@Tor 07:00PM ET",37.285
"PG","Michael Carter-Williams",7600,"Phi@GS 10:30PM ET",38.344
"C","Nikola Pekovic",7500,"Hou@Min 08:00PM ET",33.102
"PG","Rajon Rondo",7500,"Bos@Mil 08:00PM ET",28.556
"PF/C","Jared Sullinger",7400,"Bos@Mil 08:00PM ET",28.325
"PG","Ricky Rubio",7300,"Hou@Min 08:00PM ET",31.485
"PF/C","Greg Monroe",7200,"SA@Det 07:30PM ET",30.385
"SF/PF","Thaddeus Young",7100,"Phi@GS 10:30PM ET",32.663
"SG/SF","Evan Turner",7000,"Phi@GS 10:30PM ET",31.882
"PF/C","Spencer Hawes",6900,"Phi@GS 10:30PM ET",32.845
"PG","Tony Parker",6900,"SA@Det 07:30PM ET",30.728
"SF/PF","Chandler Parsons",6900,"Hou@Min 08:00PM ET",32.467
"PF","David West",6900,"Den@Ind 07:00PM ET",28.850
"PF/C","Ryan Anderson",6900,"NO@Tor 07:00PM ET",31.932
"PF/C","David Lee",6800,"Phi@GS 10:30PM ET",35.771
"SG/SF","Jeff Green",6700,"Bos@Mil 08:00PM ET",27.288
"C","Roy Hibbert",6600,"Den@Ind 07:00PM ET",28.675
"PG/SG","Randy Foye",6600,"Den@Ind 07:00PM ET",22.219
"PG/SG","Jeremy Lin",6500,"Hou@Min 08:00PM ET",25.805
"PF/C","J.J. Hickson",6500,"Den@Ind 07:00PM ET",28.158
"PG/SG","Brandon Knight",6500,"Bos@Mil 08:00PM ET",29.857
"SG/SF","Lance Stephenson",6300,"Den@Ind 07:00PM ET",32.615
"SG/SF","Klay Thompson",6100,"Phi@GS 10:30PM ET",29.480
"PF","Kenneth Faried",6100,"Den@Ind 07:00PM ET",24.777
"SG/SF","Kawhi Leonard",6100,"SA@Det 07:30PM ET",26.073
"SG/SF","Kevin Martin",6000,"Hou@Min 08:00PM ET",28.630
"PF/C","Larry Sanders",6000,"Bos@Mil 08:00PM ET",22.554
"SG/SF","Andre Iguodala",6000,"Phi@GS 10:30PM ET",25.378
"SF","Danilo Gallinari",5900,"Den@Ind 07:00PM ET",0
"SG/SF","Wilson Chandler",5900,"Den@Ind 07:00PM ET",26.512
"C","Jonas Valanciunas",5800,"NO@Tor 07:00PM ET",24.875
"PG/SG","O.J. Mayo",5800,"Bos@Mil 08:00PM ET",20.720
"SG","Eric Gordon",5800,"NO@Tor 07:00PM ET",26.968
"C","Andrew Bogut",5800,"Phi@GS 10:30PM ET",28.771
"PG/SG","George Hill",5700,"Den@Ind 07:00PM ET",23.713
"PG/SG","Patrick Beverley",5600,"Hou@Min 08:00PM ET",22.243
"PG","Nate Wolters",5500,"Bos@Mil 08:00PM ET",15.853
"SG/SF","Tyreke Evans",5300,"NO@Tor 07:00PM ET",26.077
"PF/C","Amir Johnson",5300,"NO@Tor 07:00PM ET",23.655
"PG/SG","Avery Bradley",5300,"Bos@Mil 08:00PM ET",23.603
"C","JaVale McGee",5200,"Den@Ind 07:00PM ET",14.250
"PF/C","John Henson",5200,"Bos@Mil 08:00PM ET",29.404
"SG","Kentavious Caldwell-Pope",5200,"SA@Det 07:30PM ET",13.516
"SF/PF","Terrence Jones",5100,"Hou@Min 08:00PM ET",27.196
"SF/PF","Ersan Ilyasova",5000,"Bos@Mil 08:00PM ET",21.333
"PG","Patrick Mills",4900,"SA@Det 07:30PM ET",16.333
"C","Andrew Bynum",4800,"Den@Ind 07:00PM ET",19.000
"SG/SF","Manu Ginobili",4800,"SA@Det 07:30PM ET",25.095
"PG/SG","Jordan Crawford",4700,"Phi@GS 10:30PM ET",24.455
"SF/PF","Harrison Barnes",4600,"Phi@GS 10:30PM ET",19.622
"C","Tiago Splitter",4600,"SA@Det 07:30PM ET",18.934
"SF","Al-Farouq Aminu",4600,"NO@Tor 07:00PM ET",21.163
"PG","Tony Wroten",4600,"Phi@GS 10:30PM ET",23.239
"SG/SF","Corey Brewer",4600,"Hou@Min 08:00PM ET",20.880
"PG/SG","Greivis Vasquez",4600,"NO@Tor 07:00PM ET",17.617
"SF/PF","Khris Middleton",4600,"Bos@Mil 08:00PM ET",22.445
"PG/SG","Jerryd Bayless",4600,"Bos@Mil 08:00PM ET",16.111
"SG/SF","Danny Green",4500,"SA@Det 07:30PM ET",18.421
"PF","Dante Cunningham",4500,"Hou@Min 08:00PM ET",15.000
"PG/SG","Rodney Stuckey",4500,"SA@Det 07:30PM ET",21.500
"C","Kelly Olynyk",4500,"Bos@Mil 08:00PM ET",15.524
"PF/C","Brandon Bass",4400,"Bos@Mil 08:00PM ET",22.240
"C","Zaza Pachulia",4300,"Bos@Mil 08:00PM ET",20.226
"PF/C","Nerlens Noel",4300,"Phi@GS 10:30PM ET",0
"PG","Phil Pressey",4300,"Bos@Mil 08:00PM ET",8.846
"SG/SF","James Anderson",4300,"Phi@GS 10:30PM ET",19.851
"PG/SG","Nate Robinson",4300,"Den@Ind 07:00PM ET",18.324
"SG/SF","Carlos Delfino",4200,"Bos@Mil 08:00PM ET",0
"SF","Shabazz Muhammad",4200,"Hou@Min 08:00PM ET",3.600
"PG/SG","Brian Roberts",4200,"NO@Tor 07:00PM ET",15.727
"PF/C","Patrick Patterson",4100,"NO@Tor 07:00PM ET",19.239
"SG/SF","Giannis Antetokounmpo",4000,"Bos@Mil 08:00PM ET",17.806
"PF/C","Ronny Turiaf",4000,"Hou@Min 08:00PM ET",15.038
"SF","Caron Butler",3900,"Bos@Mil 08:00PM ET",20.805
"SG/SF","Kyle Singler",3900,"SA@Det 07:30PM ET",16.190
"SF","Danny Granger",3900,"Den@Ind 07:00PM ET",16.290
"PF/C","Kris Humphries",3900,"Bos@Mil 08:00PM ET",18.653
"PG","Cory Joseph",3800,"SA@Det 07:30PM ET",10.013
"PF/C","Luis Scola",3800,"Den@Ind 07:00PM ET",16.075
"PF/C","Lavoy Allen",3800,"Phi@GS 10:30PM ET",15.510
"PG/SG","Andre Miller",3700,"Den@Ind 07:00PM ET",14.975
"SG/SF","Terrence Ross",3700,"NO@Tor 07:00PM ET",18.130
"SG/SF","Marco Belinelli",3700,"SA@Det 07:30PM ET",19.080
"SF/PF","Gerald Wallace",3700,"Bos@Mil 08:00PM ET",15.054
"C","Greg Stiemsma",3600,"NO@Tor 07:00PM ET",11.563
"SF/PF","Donatas Motiejunas",3500,"Hou@Min 08:00PM ET",10.339
"PF/C","Boris Diaw",3500,"SA@Det 07:30PM ET",19.083
"C","Jermaine O'Neal",3500,"Phi@GS 10:30PM ET",15.175
"PF/C","Jason Smith",3500,"NO@Tor 07:00PM ET",20.637
"PG","J.J. Barea",3400,"Hou@Min 08:00PM ET",16.740
"SF","Quincy Miller",3400,"Den@Ind 07:00PM ET",9.770
