Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Kevin Love,MIN,MIN vs DEN, 8:00 PM,48.4,18600,"",
PF,Blake Griffin,LAC,LAC vs POR,10:30 PM,42.3,18300,"",
SF,LeBron James,MIA,MIA @ GSW,10:30 PM,44.7,17800,"",
C,DeMarcus Cousins,SAC,SAC @ NYK, 7:30 PM,43.9,17500,"",
C,Al Jefferson,CHA,CHA @ BKN, 7:30 PM,39.7,17400,"",
C,Dwight Howard,HOU,HOU vs WAS, 8:00 PM,39.1,17200,"",
PG,Stephen Curry,GSW,GSW vs MIA,10:30 PM,43.5,17000,"",
PF,LaMarcus Aldridge,POR,POR @ LAC,10:30 PM,44.5,17000,"",
PF-C,Anthony Davis,NOP,NOP @ MIL, 8:00 PM,43.3,16900,"",
SF,Carmelo Anthony,NYK,NYK vs SAC, 7:30 PM,43.6,16100,"",
PG,John Wall,WAS,WAS @ HOU, 8:00 PM,39.3,15800,"",
PF,Paul Millsap,ATL,ATL @ TOR, 7:00 PM,36.0,15100,"",
SF-PF,Josh Smith,DET,DET vs CLE, 7:30 PM,33.5,14900,"",
C,DeAndre Jordan,LAC,LAC vs POR,10:30 PM,34.3,14900,"",
C,Andre Drummond,DET,DET vs CLE, 7:30 PM,34.9,14900,"",
PG,Brandon Jennings,DET,DET vs CLE, 7:30 PM,34.4,14900,"",
PG,Kyrie Irving,CLE,CLE @ DET, 7:30 PM,35.3,14800,"",
SG,DeMar DeRozan,TOR,TOR vs ATL, 7:00 PM,34.8,14600,"",
PG,Kyle Lowry,TOR,TOR vs ATL, 7:00 PM,34.8,14500,"",
PG,Chris Paul,LAC,LAC vs POR,10:30 PM,44.1,14400,"",
PG,Isaiah Thomas,SAC,SAC @ NYK, 7:30 PM,33.1,14400,"",OUT
SG-SF,Paul George,IND,IND vs DAL, 7:00 PM,36.9,13800,"",
PF,David Lee,GSW,GSW vs MIA,10:30 PM,33.9,13800,"",
SG,James Harden,HOU,HOU vs WAS, 8:00 PM,37.5,13600,"",
PG,Damian Lillard,POR,POR @ LAC,10:30 PM,33.7,13400,"",
PF,Dirk Nowitzki,DAL,DAL @ IND, 7:00 PM,35.2,13200,"",
PG,Rajon Rondo,BOS,BOS vs SAS, 7:30 PM,26.3,13200,"",OUT
PF,Zach Randolph,MEM,MEM @ ORL, 7:00 PM,33.6,13200,"",
SG-SF,Gordon Hayward,UTA,UTA vs PHI, 9:00 PM,32.1,13000,"",
SG,Dwyane Wade,MIA,MIA @ GSW,10:30 PM,33.0,12900,"",
PF,Tim Duncan,SAS,SAS @ BOS, 7:30 PM,35.3,12900,"",
PG,Michael Carter-Williams,PHI,PHI @ UTA, 9:00 PM,35.5,12800,"",
C,Brook Lopez,BKN,BKN vs CHA, 7:30 PM,32.6,12700,"",OUT
PG,Mike Conley,MEM,MEM @ ORL, 7:00 PM,32.5,12700,"",OUT
PG,Ty Lawson,DEN,DEN @ MIN, 8:00 PM,35.8,12600,"",OUT
PG,Kemba Walker,CHA,CHA @ BKN, 7:30 PM,32.8,12600,"",
C,Marc Gasol,MEM,MEM @ ORL, 7:00 PM,29.2,12500,"",
PF,Jared Sullinger,BOS,BOS vs SAS, 7:30 PM,26.8,12400,"",
