Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs DEN, 8:00 PM,50.8,20000,"",
PF-C,Kevin Love,MIN,MIN @ MEM, 8:00 PM,49.4,19400,"",
PF-C,Anthony Davis,NOP,NOP vs BKN, 8:00 PM,43.8,18600,"",
PG,Chris Paul,LAC,LAC vs MIL,10:30 PM,43.6,18100,"",
SF,LeBron James,MIA,MIA vs POR, 7:30 PM,45.5,17700,"",OUT
PF,Blake Griffin,LAC,LAC vs MIL,10:30 PM,42.6,17600,"",
C,Al Jefferson,CHA,CHA vs HOU, 7:00 PM,40.1,16400,"",
SG,James Harden,HOU,HOU @ CHA, 7:00 PM,39.4,16000,"",
C,Joakim Noah,CHI,CHI vs IND, 8:00 PM,37.1,15600,"",
PF,LaMarcus Aldridge,POR,POR @ MIA, 7:30 PM,43.2,15500,"",OUT
C,Dwight Howard,HOU,HOU @ CHA, 7:00 PM,38.8,15200,"",OUT
PF,Tim Duncan,SAS,SAS vs PHI, 8:30 PM,34.8,14200,"",OUT
PF,Paul Millsap,ATL,ATL vs PHO, 7:30 PM,36.1,14100,"",
SF,Nicolas Batum,POR,POR @ MIA, 7:30 PM,30.9,14000,"",
SG-SF,Paul George,IND,IND @ CHI, 8:00 PM,36.8,14000,"",
PG,Michael Carter-Williams,PHI,PHI @ SAS, 8:30 PM,35.0,14000,"",
PF,Zach Randolph,MEM,MEM vs MIN, 8:00 PM,33.1,13900,"",
PG,Russell Westbrook,OKC,OKC vs DEN, 8:00 PM,39.0,13800,"",OUT
PF,Thaddeus Young,PHI,PHI @ SAS, 8:30 PM,32.3,13600,"",
SG,Brandon Knight,MIL,MIL @ LAC,10:30 PM,29.0,13500,"",
PG,Ricky Rubio,MIN,MIN @ MEM, 8:00 PM,30.2,13500,"",
SG-SF,Tyreke Evans,NOP,NOP vs BKN, 8:00 PM,27.2,13400,"",
PG,Goran Dragic,PHO,PHO @ ATL, 7:30 PM,33.8,13200,"",
C,DeAndre Jordan,LAC,LAC vs MIL,10:30 PM,34.3,13200,"",
PF-C,Greg Monroe,DET,DET @ UTA, 9:00 PM,30.7,13200,"",
PG,Jeff Teague,ATL,ATL vs PHO, 7:30 PM,29.9,13200,"",
C,Andre Drummond,DET,DET @ UTA, 9:00 PM,34.6,13200,"",
PG,Kemba Walker,CHA,CHA vs HOU, 7:00 PM,32.6,13200,"",
PG,Damian Lillard,POR,POR @ MIA, 7:30 PM,33.6,13000,"",
C,Marc Gasol,MEM,MEM vs MIN, 8:00 PM,30.6,13000,"",
PG,Ty Lawson,DEN,DEN @ OKC, 8:00 PM,36.2,13000,"",
PG,Eric Bledsoe,PHO,PHO @ ATL, 7:30 PM,32.1,12700,"",
C,Brook Lopez,BKN,BKN @ NOP, 8:00 PM,32.6,12700,"",OUT
PG,Brandon Jennings,DET,DET @ UTA, 9:00 PM,31.8,12500,"",
PG,Mike Conley,MEM,MEM vs MIN, 8:00 PM,31.0,12400,"",
SG,Dwyane Wade,MIA,MIA vs POR, 7:30 PM,33.6,12200,"",OUT
SF,Chandler Parsons,HOU,HOU @ CHA, 7:00 PM,30.1,12100,"",
PG,Deron Williams,BKN,BKN @ NOP, 8:00 PM,27.9,11700,"",
SF-PF,Josh Smith,DET,DET @ UTA, 9:00 PM,33.6,11700,"",
SG-SF,Kawhi Leonard,SAS,SAS vs PHI, 8:30 PM,26.4,11700,"",
PF-C,Derrick Favors,UTA,UTA vs DET, 9:00 PM,28.4,11700,"",
SG-SF,Gordon Hayward,UTA,UTA vs DET, 9:00 PM,31.6,11600,"",
PF-C,Serge Ibaka,OKC,OKC vs DEN, 8:00 PM,32.1,11600,"",
C,Nikola Pekovic,MIN,MIN @ MEM, 8:00 PM,30.9,11500,"",OUT
SG-SF,Jimmy Butler,CHI,CHI vs IND, 8:00 PM,26.5,11400,"",
SF-PF,Terrence Jones,HOU,HOU @ CHA, 7:00 PM,25.1,11400,"",
SG,Lance Stephenson,IND,IND @ CHI, 8:00 PM,29.5,11300,"",
SG-SF,Joe Johnson,BKN,BKN @ NOP, 8:00 PM,23.9,11300,"",
PG,Tony Parker,SAS,SAS vs PHI, 8:30 PM,28.5,11300,"",
PF,Kenneth Faried,DEN,DEN @ OKC, 8:00 PM,26.2,11200,"",
C,JJ Hickson,DEN,DEN @ OKC, 8:00 PM,26.3,11000,"",OUT
PF-C,Taj Gibson,CHI,CHI vs IND, 8:00 PM,25.3,11000,"",
PG,Jrue Holiday,NOP,NOP vs BKN, 8:00 PM,32.3,11000,"",OUT
SG,Jamal Crawford,LAC,LAC vs MIL,10:30 PM,26.3,10900,"",
PG,Reggie Jackson,OKC,OKC vs DEN, 8:00 PM,24.2,10600,"",
PF,Markieff Morris,PHO,PHO @ ATL, 7:30 PM,24.8,10600,"",
PF-C,Chris Bosh,MIA,MIA vs POR, 7:30 PM,28.9,10600,"",
SG,Wesley Matthews,POR,POR @ MIA, 7:30 PM,25.9,10600,"",
PF,Ryan Anderson,NOP,NOP vs BKN, 8:00 PM,29.6,10500,"",OUT
SG,Gerald Henderson,CHA,CHA vs HOU, 7:00 PM,24.4,10500,"",
PG,Jeremy Lin,HOU,HOU @ CHA, 7:00 PM,22.1,10000,"",
SF,DeMarre Carroll,ATL,ATL vs PHO, 7:30 PM,23.1,10000,"",
PF,David West,IND,IND @ CHI, 8:00 PM,28.2,9900,"",
SG,Kevin Martin,MIN,MIN @ MEM, 8:00 PM,26.6,9900,"",
SG,Randy Foye,DEN,DEN @ OKC, 8:00 PM,21.3,9800,"",
PG,DJ Augustin,CHI,CHI vs IND, 8:00 PM,20.9,9600,"",
SG,Tony Wroten,PHI,PHI @ SAS, 8:30 PM,21.6,9600,"",OUT
C,Tiago Splitter,SAS,SAS vs PHI, 8:30 PM,19.3,9600,"",
C,Robin Lopez,POR,POR @ MIA, 7:30 PM,25.6,9500,"",
C,Roy Hibbert,IND,IND @ CHI, 8:00 PM,25.5,9400,"",
C,Omer Asik,HOU,HOU @ CHA, 7:00 PM,13.8,9400,"",
PF,Carlos Boozer,CHI,CHI vs IND, 8:00 PM,26.6,9400,"",
PG,Trey Burke,UTA,UTA vs DET, 9:00 PM,24.0,9300,"",
PG,Mario Chalmers,MIA,MIA vs POR, 7:30 PM,21.9,9300,"",
PG,Patrick Beverley,HOU,HOU @ CHA, 7:00 PM,21.4,9300,"",
PG,Ramon Sessions,MIL,MIL @ LAC,10:30 PM,19.5,9200,"",
SG,Alec Burks,UTA,UTA vs DET, 9:00 PM,22.2,9200,"",OUT
PF-C,John Henson,MIL,MIL @ LAC,10:30 PM,25.5,9100,"",
C,Enes Kanter,UTA,UTA vs DET, 9:00 PM,22.0,9000,"",
SG,Eric Gordon,NOP,NOP vs BKN, 8:00 PM,24.1,9000,"",OUT
C,Gorgui Dieng,MIN,MIN @ MEM, 8:00 PM,8.7,9000,"",
SG,Manu Ginobili,SAS,SAS vs PHI, 8:30 PM,23.3,8900,"",OUT
C,Zaza Pachulia,MIL,MIL @ LAC,10:30 PM,18.8,8800,"",
SG,JJ Redick,LAC,LAC vs MIL,10:30 PM,22.3,8700,"",OUT
PF,Josh McRoberts,CHA,CHA vs HOU, 7:00 PM,22.5,8600,"",
SG-SF,Kyle Korver,ATL,ATL vs PHO, 7:30 PM,23.1,8600,"",OUT
C,Henry Sims,PHI,PHI @ SAS, 8:30 PM,13.5,8600,"",
PF,Ersan Ilyasova,MIL,MIL @ LAC,10:30 PM,21.8,8600,"",
SG-SF,PJ Tucker,PHO,PHO @ ATL, 7:30 PM,22.3,8600,"",
C,Larry Sanders,MIL,MIL @ LAC,10:30 PM,21.9,8600,"",OUT
