Position,PlayerName,Team,Opponent,Salary,PPG
PG,Rajon Rondo,Celtics,Pistons,14300,33.3
SG,Jeff Green,Celtics,Pistons,9850,25.7
SF,Jeff Green,Celtics,Pistons,9850,25.7
PG,Avery Bradley,Celtics,Pistons,7050,21.7
SG,Avery Bradley,Celtics,Pistons,7050,21.7
C,Kris Humphries,Celtics,Pistons,6950,18.9
PF,Kris Humphries,Celtics,Pistons,6950,18.9
C,Brandon Bass,Celtics,Pistons,7600,20.4
PF,Brandon Bass,Celtics,Pistons,7600,20.4
PF,Gerald Wallace,Celtics,Pistons,6400,15.2
SF,Gerald Wallace,Celtics,Pistons,6400,15.2
PG,Jerryd Bayless,Celtics,Pistons,9300,16.9
SG,Jerryd Bayless,Celtics,Pistons,9300,16.9
C,Jared Sullinger,Celtics,Pistons,10400,26.3
PF,Jared Sullinger,Celtics,Pistons,10400,26.3
PF,Chris Johnson,Celtics,Pistons,6750,11.9
SF,Chris Johnson,Celtics,Pistons,6750,11.9
C,Kelly Olynyk,Celtics,Pistons,5900,16.9
PG,Phil Pressey,Celtics,Pistons,5400,9.3
C,Vitor Faverani,Celtics,Pistons,5000,10.8
SG,Gerald Henderson,Bobcats,Cavaliers,8750,23.2
SF,Gerald Henderson,Bobcats,Cavaliers,8750,23.2
C,Bismack Biyombo,Bobcats,Cavaliers,5000,10.9
PG,Kemba Walker,Bobcats,Cavaliers,12800,33.3
PG,Jannero Pargo,Bobcats,Cavaliers,5000,8.6
SG,Ben Gordon,Bobcats,Cavaliers,5000,8.8
C,Josh McRoberts,Bobcats,Cavaliers,9450,23.5
PF,Josh McRoberts,Bobcats,Cavaliers,9450,23.5
SG,Chris Douglas-Roberts,Bobcats,Cavaliers,6500,12.7
SF,Chris Douglas-Roberts,Bobcats,Cavaliers,6500,12.7
PG,Luke Ridnour,Bobcats,Cavaliers,6250,11.6
SG,Luke Ridnour,Bobcats,Cavaliers,6250,11.6
PF,Anthony Tolliver,Bobcats,Cavaliers,5050,12.1
SF,Anthony Tolliver,Bobcats,Cavaliers,5050,12.1
PG,Gary Neal,Bobcats,Cavaliers,7100,15.0
SG,Gary Neal,Bobcats,Cavaliers,7100,15.0
C,Al Jefferson,Bobcats,Cavaliers,16050,39.6
PF,Al Jefferson,Bobcats,Cavaliers,16050,39.6
SF,Michael Kidd-Gilchrist,Bobcats,Cavaliers,6100,15.8
SG,Jeffery Taylor,Bobcats,Cavaliers,5000,12.2
SF,Jeffery Taylor,Bobcats,Cavaliers,5000,12.2
C,Cody Zeller,Bobcats,Cavaliers,6700,13.6
PF,Cody Zeller,Bobcats,Cavaliers,6700,13.6
PG,Kirk Hinrich,Bulls,Wizards,7000,20.0
SG,Kirk Hinrich,Bulls,Wizards,7000,20.0
PG,D.J. Augustin,Bulls,Wizards,10600,22.6
C,Carlos Boozer,Bulls,Wizards,9250,26.3
PF,Carlos Boozer,Bulls,Wizards,9250,26.3
C,Joakim Noah,Bulls,Wizards,16800,38.0
PF,Joakim Noah,Bulls,Wizards,16800,38.0
C,Taj Gibson,Bulls,Wizards,12000,25.2
PF,Taj Gibson,Bulls,Wizards,12000,25.2
SG,Jimmy Butler,Bulls,Wizards,11450,26.7
SF,Jimmy Butler,Bulls,Wizards,11450,26.7
SG,Mike Dunleavy,Bulls,Wizards,9050,21.8
SF,Mike Dunleavy,Bulls,Wizards,9050,21.8
C,Nazr Mohammed,Bulls,Wizards,5000,5.4
PG,Jimmer Fredette,Bulls,Wizards,5000,9.2
SG,Jimmer Fredette,Bulls,Wizards,5000,9.2
SG,Tony Snell,Bulls,Wizards,5000,9.2
SF,Tony Snell,Bulls,Wizards,5000,9.2
PF,Luol Deng,Cavaliers,Bobcats,10650,28.3
SF,Luol Deng,Cavaliers,Bobcats,10650,28.3
C,Anderson Varejao,Cavaliers,Bobcats,9250,26.6
PF,Anderson Varejao,Cavaliers,Bobcats,9250,26.6
SG,Alonzo Gee,Cavaliers,Bobcats,5000,8.4
SF,Alonzo Gee,Cavaliers,Bobcats,5000,8.4
PG,Kyrie Irving,Cavaliers,Bobcats,13150,36.4
SG,Kyrie Irving,Cavaliers,Bobcats,13150,36.4
C,Tristan Thompson,Cavaliers,Bobcats,10600,25.0
PF,Tristan Thompson,Cavaliers,Bobcats,10600,25.0
PG,Jarrett Jack,Cavaliers,Bobcats,12450,19.6
SG,Jarrett Jack,Cavaliers,Bobcats,12450,19.6
C,Spencer Hawes,Cavaliers,Bobcats,10300,31.3
PF,Spencer Hawes,Cavaliers,Bobcats,10300,31.3
SG,C.J. Miles,Cavaliers,Bobcats,6950,16.3
SF,C.J. Miles,Cavaliers,Bobcats,6950,16.3
SG,Dion Waiters,Cavaliers,Bobcats,13550,23.7
C,Tyler Zeller,Cavaliers,Bobcats,5000,11.1
PF,Tyler Zeller,Cavaliers,Bobcats,5000,11.1
PF,Anthony Bennett,Cavaliers,Bobcats,5000,8.4
SF,Anthony Bennett,Cavaliers,Bobcats,5000,8.4
PG,Matthew Dellavedova,Cavaliers,Bobcats,7800,11.1
PF,Josh Smith,Pistons,Celtics,11700,32.7
SF,Josh Smith,Pistons,Celtics,11700,32.7
PF,Charlie Villanueva,Pistons,Celtics,5000,7.8
PG,Will Bynum,Pistons,Celtics,7150,16.6
PG,Rodney Stuckey,Pistons,Celtics,7850,18.6
SG,Rodney Stuckey,Pistons,Celtics,7850,18.6
PF,Jonas Jerebko,Pistons,Celtics,5000,8.3
SF,Jonas Jerebko,Pistons,Celtics,5000,8.3
C,Greg Monroe,Pistons,Celtics,13750,31.0
PF,Greg Monroe,Pistons,Celtics,13750,31.0
SG,Kyle Singler,Pistons,Celtics,8500,17.5
SF,Kyle Singler,Pistons,Celtics,8500,17.5
PG,Brandon Jennings,Pistons,Celtics,12200,32.7
C,Josh Harrellson,Pistons,Celtics,5000,7.8
PF,Josh Harrellson,Pistons,Celtics,5000,7.8
C,Andre Drummond,Pistons,Celtics,12100,34.8
PF,Andre Drummond,Pistons,Celtics,12100,34.8
SG,Kentavious Caldwell-Pope,Pistons,Celtics,5600,10.9
C,Zaza Pachulia,Bucks,Raptors,10400,20.0
PG,Ramon Sessions,Bucks,Raptors,10450,20.4
SG,Ramon Sessions,Bucks,Raptors,10450,20.4
PG,Brandon Knight,Bucks,Raptors,11200,29.5
SG,Brandon Knight,Bucks,Raptors,11200,29.5
C,Ekpe Udoh,Bucks,Raptors,5000,10.7
PF,Ekpe Udoh,Bucks,Raptors,5000,10.7
PF,Jeff Adrien,Bucks,Raptors,8150,14.7
SF,Jeff Adrien,Bucks,Raptors,8150,14.7
PG,O.J. Mayo,Bucks,Raptors,6200,18.6
SG,O.J. Mayo,Bucks,Raptors,6200,18.6
PF,Chris Wright,Bucks,Raptors,5000,13.0
SF,Chris Wright,Bucks,Raptors,5000,13.0
C,John Henson,Bucks,Raptors,8350,24.7
PF,John Henson,Bucks,Raptors,8350,24.7
PF,Khris Middleton,Bucks,Raptors,7950,21.3
SF,Khris Middleton,Bucks,Raptors,7950,21.3
C,Miroslav Raduljica,Bucks,Raptors,5000,7.6
SG,Giannis Antetokounmpo,Bucks,Raptors,6400,17.3
SF,Giannis Antetokounmpo,Bucks,Raptors,6400,17.3
PG,Nate Wolters,Bucks,Raptors,6300,15.7
PF,Dante Cunningham,Timberwolves,Magic,7000,14.2
PG,J.J. Barea,Timberwolves,Magic,6350,16.2
SG,Corey Brewer,Timberwolves,Magic,7350,20.1
SF,Corey Brewer,Timberwolves,Magic,7350,20.1
SG,Kevin Martin,Timberwolves,Magic,9800,26.5
SF,Kevin Martin,Timberwolves,Magic,9800,26.5
SG,Chase Budinger,Timberwolves,Magic,5000,12.0
SF,Chase Budinger,Timberwolves,Magic,5000,12.0
PF,Luc Richard Mbah a Moute,Timberwolves,Magic,5000,7.3
SF,Luc Richard Mbah a Moute,Timberwolves,Magic,5000,7.3
C,Kevin Love,Timberwolves,Magic,18850,51.0
PF,Kevin Love,Timberwolves,Magic,18850,51.0
C,Nikola Pekovic,Timberwolves,Magic,9900,29.9
PG,Ricky Rubio,Timberwolves,Magic,10900,30.9
C,Ronny Turiaf,Timberwolves,Magic,9000,16.1
PF,Ronny Turiaf,Timberwolves,Magic,9000,16.1
PF,Robbie Hummel,Timberwolves,Magic,5000,6.7
SF,Robbie Hummel,Timberwolves,Magic,5000,6.7
PG,Alexey Shved,Timberwolves,Magic,5000,7.8
SG,Alexey Shved,Timberwolves,Magic,5000,7.8
SF,Shabazz Muhammad,Timberwolves,Magic,5000,5.7
C,Gorgui Dieng,Timberwolves,Magic,10200,11.3
SG,Joe Johnson,Nets,76ers,10350,25.0
SF,Joe Johnson,Nets,76ers,10350,25.0
C,Jason Collins,Nets,76ers,5000,2.6
PF,Jason Collins,Nets,76ers,5000,2.6
C,Kevin Garnett,Nets,76ers,6250,18.9
PF,Kevin Garnett,Nets,76ers,6250,18.9
PF,Paul Pierce,Nets,76ers,10100,25.0
SF,Paul Pierce,Nets,76ers,10100,25.0
PG,Shaun Livingston,Nets,76ers,8300,19.1
SG,Shaun Livingston,Nets,76ers,8300,19.1
PG,Deron Williams,Nets,76ers,11200,29.0
SG,Marcus Thornton,Nets,76ers,6600,15.5
PF,Andrei Kirilenko,Nets,76ers,5000,12.6
SF,Andrei Kirilenko,Nets,76ers,5000,12.6
C,Andray Blatche,Nets,76ers,8100,21.6
PF,Andray Blatche,Nets,76ers,8100,21.6
SG,Alan Anderson,Nets,76ers,5800,12.8
SF,Alan Anderson,Nets,76ers,5800,12.8
PG,Marquis Teague,Nets,76ers,5000,5.5
PF,Mirza Teletovic,Nets,76ers,6200,15.9
SF,Mirza Teletovic,Nets,76ers,6200,15.9
C,Mason Plumlee,Nets,76ers,6850,14.7
PF,Mason Plumlee,Nets,76ers,6850,14.7
PG,Jorge Gutierrez,Nets,76ers,5000,8.1
PG,E'Twaun Moore,Magic,Timberwolves,5000,11.6
SG,E'Twaun Moore,Magic,Timberwolves,5000,11.6
SG,Arron Afflalo,Magic,Timberwolves,8200,28.2
SF,Arron Afflalo,Magic,Timberwolves,8200,28.2
PF,Jason Maxiell,Magic,Timberwolves,5000,7.8
PF,Tobias Harris,Magic,Timberwolves,9500,26.3
SF,Tobias Harris,Magic,Timberwolves,9500,26.3
PG,Jameer Nelson,Magic,Timberwolves,9750,27.6
C,Nikola Vucevic,Magic,Timberwolves,14600,33.1
PF,Nikola Vucevic,Magic,Timberwolves,14600,33.1
PG,Ronnie Price,Magic,Timberwolves,5000,7.2
SG,Ronnie Price,Magic,Timberwolves,5000,7.2
SF,Maurice Harkless,Magic,Timberwolves,8400,15.8
PF,Andrew Nicholson,Magic,Timberwolves,5000,10.4
SG,Doron Lamb,Magic,Timberwolves,5000,5.7
C,Kyle O'Quinn,Magic,Timberwolves,8000,15.9
PF,Kyle O'Quinn,Magic,Timberwolves,8000,15.9
PG,Victor Oladipo,Magic,Timberwolves,12350,27.5
SG,Victor Oladipo,Magic,Timberwolves,12350,27.5
C,Dewayne Dedmon,Magic,Timberwolves,5000,7.3
PG,Eric Maynor,76ers,Nets,5000,6.8
C,Byron Mullens,76ers,Nets,5700,7.8
PF,Byron Mullens,76ers,Nets,5700,7.8
C,Daniel Orton,76ers,Nets,5000,8.8
PF,Daniel Orton,76ers,Nets,5000,8.8
PF,Thaddeus Young,76ers,Nets,14200,32.3
SF,Thaddeus Young,76ers,Nets,14200,32.3
SG,Elliot Williams,76ers,Nets,5650,9.7
SG,James Anderson,76ers,Nets,7050,19.6
SF,James Anderson,76ers,Nets,7050,19.6
PG,Tony Wroten,76ers,Nets,8350,21.3
PF,Arnett Moultrie,76ers,Nets,5000,8.1
PF,Hollis Thompson,76ers,Nets,6700,12.7
SF,Hollis Thompson,76ers,Nets,6700,12.7
PF,Jarvis Varnado,76ers,Nets,7350,10.6
SF,Jarvis Varnado,76ers,Nets,7350,10.6
C,Henry Sims,76ers,Nets,9150,15.4
PG,Michael Carter-Williams,76ers,Nets,13900,35.6
PG,Lorenzo Brown,76ers,Nets,5000,6.6
C,Chuck Hayes,Raptors,Bucks,5000,8.6
PF,Chuck Hayes,Raptors,Bucks,5000,8.6
PG,Kyle Lowry,Raptors,Bucks,11550,37.8
C,Patrick Patterson,Raptors,Bucks,7300,19.0
PF,Patrick Patterson,Raptors,Bucks,7300,19.0
C,Tyler Hansbrough,Raptors,Bucks,5000,10.9
PF,Tyler Hansbrough,Raptors,Bucks,5000,10.9
PG,Greivis Vasquez,Raptors,Bucks,8850,18.1
SG,Greivis Vasquez,Raptors,Bucks,8850,18.1
SG,Landry Fields,Raptors,Bucks,5000,6.0
SF,Landry Fields,Raptors,Bucks,5000,6.0
SG,John Salmons,Raptors,Bucks,5300,12.0
SF,John Salmons,Raptors,Bucks,5300,12.0
PF,Steve Novak,Raptors,Bucks,5000,6.4
SF,Steve Novak,Raptors,Bucks,5000,6.4
C,Amir Johnson,Raptors,Bucks,7700,23.8
PF,Amir Johnson,Raptors,Bucks,7700,23.8
SG,DeMar DeRozan,Raptors,Bucks,14100,34.1
SF,DeMar DeRozan,Raptors,Bucks,14100,34.1
C,Jonas Valanciunas,Raptors,Bucks,10400,23.5
PG,Dwight Buycks,Raptors,Bucks,5000,6.8
SG,Terrence Ross,Raptors,Bucks,6600,18.7
SF,Terrence Ross,Raptors,Bucks,6600,18.7
PG,Nando De Colo,Raptors,Bucks,5000,7.8
SG,Nando De Colo,Raptors,Bucks,5000,7.8
C,Al Harrington,Wizards,Bulls,5400,10.5
PF,Al Harrington,Wizards,Bulls,5400,10.5
PG,Andre Miller,Wizards,Bulls,6200,13.9
SG,Andre Miller,Wizards,Bulls,6200,13.9
C,Nene Hilario,Wizards,Bulls,10050,27.3
PF,Nene Hilario,Wizards,Bulls,10050,27.3
C,Drew Gooden,Wizards,Bulls,8050,18.6
PF,Drew Gooden,Wizards,Bulls,8050,18.6
SG,Martell Webster,Wizards,Bulls,5650,17.6
SF,Martell Webster,Wizards,Bulls,5650,17.6
