Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs MIL, 8:00 PM,48.9,20000,"",
PF,LaMarcus Aldridge,POR,POR vs BOS,10:00 PM,44.0,18400,"",
SG,James Harden,HOU,HOU @ WAS, 7:00 PM,38.7,17500,"",
SF,Carmelo Anthony,NYK,NYK @ PHI, 7:30 PM,43.1,16400,"",
PG,John Wall,WAS,WAS vs HOU, 7:00 PM,38.7,16200,"",
C,Dwight Howard,HOU,HOU @ WAS, 7:00 PM,38.9,15500,"",
PG,Ty Lawson,DEN,DEN vs ORL, 9:00 PM,35.4,15400,"",
PG,Russell Westbrook,OKC,OKC vs MIL, 8:00 PM,39.0,15200,"",OUT
PF-C,Anthony Davis,NOP,NOP @ DAL, 8:30 PM,41.5,15200,"",
SG,DeMar DeRozan,TOR,TOR vs BKN, 7:00 PM,32.9,14200,"",
C,Joakim Noah,CHI,CHI vs CHA, 8:00 PM,32.2,14100,"",
C,Al Jefferson,CHA,CHA @ CHI, 8:00 PM,35.1,13400,"",
PF,Josh Smith,DET,DET vs PHO, 7:30 PM,32.8,13300,"",
SF,Trevor Ariza,WAS,WAS vs HOU, 7:00 PM,27.2,13200,"",
SG,Victor Oladipo,ORL,ORL @ DEN, 9:00 PM,25.0,13200,"",
SF,Chandler Parsons,HOU,HOU @ WAS, 7:00 PM,30.6,13100,"",OUT
C,Andre Drummond,DET,DET vs PHO, 7:30 PM,34.0,13100,"",
PG,Damian Lillard,POR,POR vs BOS,10:00 PM,34.6,13000,"",
PG,Eric Bledsoe,PHO,PHO @ DET, 7:30 PM,32.5,13000,"",OUT
PG,Kyle Lowry,TOR,TOR vs BKN, 7:00 PM,33.7,13000,"",
SF,Nicolas Batum,POR,POR vs BOS,10:00 PM,30.9,13000,"",
C,Nikola Vucevic,ORL,ORL @ DEN, 9:00 PM,31.8,13000,"",OUT
PF,Dirk Nowitzki,DAL,DAL vs NOP, 8:30 PM,34.8,12900,"",
SG-SF,Arron Afflalo,ORL,ORL @ DEN, 9:00 PM,31.3,12700,"",
C,Brook Lopez,BKN,BKN @ TOR, 7:00 PM,32.6,12700,"",OUT
PG,Goran Dragic,PHO,PHO @ DET, 7:30 PM,32.2,12700,"",
SG,Monta Ellis,DAL,DAL vs NOP, 8:30 PM,33.8,12700,"",
PG,Michael Carter-Williams,PHI,PHI vs NYK, 7:30 PM,38.8,12700,"",
PG,Kemba Walker,CHA,CHA @ CHI, 8:00 PM,32.0,12400,"",
PF-C,Serge Ibaka,OKC,OKC vs MIL, 8:00 PM,30.2,12200,"",
PG,Brandon Jennings,DET,DET vs PHO, 7:30 PM,33.3,12200,"",
SG,Bradley Beal,WAS,WAS vs HOU, 7:00 PM,26.7,12100,"",
C,Spencer Hawes,PHI,PHI vs NYK, 7:30 PM,32.0,12100,"",
PF,Ryan Anderson,NOP,NOP @ DAL, 8:30 PM,29.6,11600,"",OUT
PF,John Henson,MIL,MIL @ OKC, 8:00 PM,29.4,11500,"",OUT
C,Marcin Gortat,WAS,WAS vs HOU, 7:00 PM,27.8,11300,"",
PF,Kenneth Faried,DEN,DEN vs ORL, 9:00 PM,23.4,11200,"",
PG,Deron Williams,BKN,BKN @ TOR, 7:00 PM,26.4,11100,"",OUT
PF-C,Nene Hilario,WAS,WAS vs HOU, 7:00 PM,26.2,11000,"",
SF,Shawn Marion,DAL,DAL vs NOP, 8:30 PM,25.6,10900,"",OUT
PG,Jrue Holiday,NOP,NOP @ DAL, 8:30 PM,32.3,10900,"",OUT
PF-C,Greg Monroe,DET,DET vs PHO, 7:30 PM,29.4,10900,"",
PG,Raymond Felton,NYK,NYK @ PHI, 7:30 PM,23.0,10800,"",
PF-C,Miles Plumlee,PHO,PHO @ DET, 7:30 PM,25.7,10800,"",
PF-C,Andrea Bargnani,NYK,NYK @ PHI, 7:30 PM,24.3,10800,"",
PF,Thaddeus Young,PHI,PHI vs NYK, 7:30 PM,31.8,10800,"",
PF,Carlos Boozer,CHI,CHI vs CHA, 8:00 PM,28.0,10800,"",
PF-C,Glen Davis,ORL,ORL @ DEN, 9:00 PM,26.7,10700,"",
PG,Brandon Knight,MIL,MIL @ OKC, 8:00 PM,26.4,10600,"",
PG,Jameer Nelson,ORL,ORL @ DEN, 9:00 PM,26.3,10600,"",
SG,Jordan Crawford,BOS,BOS @ POR,10:00 PM,26.0,10600,"",
PG,Reggie Jackson,OKC,OKC vs MIL, 8:00 PM,23.3,10500,"",
SG,Wesley Matthews,POR,POR vs BOS,10:00 PM,26.6,10500,"",
SG,Gerald Henderson,CHA,CHA @ CHI, 8:00 PM,25.3,10400,"",
SG,Eric Gordon,NOP,NOP @ DAL, 8:30 PM,25.2,10400,"",
C,Robin Lopez,POR,POR vs BOS,10:00 PM,24.3,10200,"",
PF-C,Taj Gibson,CHI,CHI vs CHA, 8:00 PM,23.3,10100,"",
PG,Jeremy Lin,HOU,HOU @ WAS, 7:00 PM,23.3,10000,"",
SG-SF,Jimmy Butler,CHI,CHI vs CHA, 8:00 PM,23.1,10000,"",
PF-C,Channing Frye,PHO,PHO @ DET, 7:30 PM,22.4,9900,"",
