"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Kevin Love",11100,"Por@Min 08:00PM ET",52.052
"SF/PF","LeBron James",11000,"Mia@Uta 09:00PM ET",47.521
"PG/SG","Stephen Curry",10100,"GS@Pho 09:00PM ET",48.080
"PF/C","LaMarcus Aldridge",9700,"Por@Min 08:00PM ET",46.550
"PF/C","Al Jefferson",9600,"SA@Cha 07:00PM ET",40.713
"PF/C","Dwight Howard",9500,"Hou@Mil 08:30PM ET",41.310
"SG/SF","James Harden",8800,"Hou@Mil 08:30PM ET",40.744
"PF/C","Paul Millsap",8600,"Mem@Atl 07:30PM ET",38.420
"PG/SG","Goran Dragic",8200,"GS@Pho 09:00PM ET",36.114
"PF/C","Tim Duncan",8100,"SA@Cha 07:00PM ET",37.332
"PG","Brandon Jennings",8100,"Den@Det 07:30PM ET",36.771
"PG","Damian Lillard",8000,"Por@Min 08:00PM ET",36.600
"PF/C","Zach Randolph",8000,"Mem@Atl 07:30PM ET",36.223
"SF/PF","Josh Smith",7800,"Den@Det 07:30PM ET",34.985
"PF/C","Andre Drummond",7800,"Den@Det 07:30PM ET",36.526
"PG","Ty Lawson",7700,"Den@Det 07:30PM ET",38.898
"PG/SG","Eric Bledsoe",7700,"GS@Pho 09:00PM ET",34.854
"C","Nikola Pekovic",7500,"Por@Min 08:00PM ET",33.102
"PG/SG","Dwyane Wade",7400,"Mia@Uta 09:00PM ET",34.857
"PF/C","Greg Monroe",7300,"Den@Det 07:30PM ET",30.556
"PF/C","David Lee",7200,"GS@Pho 09:00PM ET",35.771
"SG/SF","Gordon Hayward",7000,"Mia@Uta 09:00PM ET",33.972
"PG","Tony Parker",7000,"SA@Cha 07:00PM ET",30.928
"PG","Ricky Rubio",7000,"Por@Min 08:00PM ET",31.265
"PG","Jeff Teague",6900,"Mem@Atl 07:30PM ET",32.446
"SF/PF","Chandler Parsons",6900,"Hou@Mil 08:30PM ET",32.706
"SG/SF","Nicolas Batum",6900,"Por@Min 08:00PM ET",32.275
"C","Marc Gasol",6900,"Mem@Atl 07:30PM ET",29.840
"PG","Kemba Walker",6800,"SA@Cha 07:00PM ET",34.762
"PG","Mike Conley",6800,"Mem@Atl 07:30PM ET",34.453
"PF/C","Chris Bosh",6600,"Mia@Uta 09:00PM ET",30.213
"PG/SG","Brandon Knight",6600,"Hou@Mil 08:30PM ET",29.756
"PF/C","Derrick Favors",6300,"Mia@Uta 09:00PM ET",30.767
"PG/SG","Jeremy Lin",6300,"Hou@Mil 08:30PM ET",25.688
"PF","Kenneth Faried",6300,"Den@Det 07:30PM ET",24.940
"PF/C","Larry Sanders",6300,"Hou@Mil 08:30PM ET",23.284
"SG/SF","Kevin Martin",6200,"Por@Min 08:00PM ET",28.630
"SG/SF","Klay Thompson",6200,"GS@Pho 09:00PM ET",29.485
"PF/C","J.J. Hickson",6200,"Den@Det 07:30PM ET",27.932
"SG/SF","Kawhi Leonard",6100,"SA@Cha 07:00PM ET",26.073
"C","Andrew Bogut",6100,"GS@Pho 09:00PM ET",28.771
"SF/PF","Terrence Jones",6000,"Hou@Mil 08:30PM ET",27.583
"SG/SF","Andre Iguodala",6000,"GS@Pho 09:00PM ET",25.467
"PG/SG","Randy Foye",6000,"Den@Det 07:30PM ET",21.867
"SG/SF","Gerald Henderson",5900,"SA@Cha 07:00PM ET",26.245
"SF","Danilo Gallinari",5900,"Den@Det 07:30PM ET",0
"PF/C","Cody Zeller",5800,"SA@Cha 07:00PM ET",12.890
"SG/SF","Wilson Chandler",5800,"Den@Det 07:30PM ET",26.300
"SG/SF","Wesley Matthews",5800,"Por@Min 08:00PM ET",28.260
"PG","Trey Burke",5700,"Mia@Uta 09:00PM ET",26.385
"C","Enes Kanter",5500,"Mia@Uta 09:00PM ET",21.948
"SG","Kentavious Caldwell-Pope",5400,"Den@Det 07:30PM ET",13.729
"PG","Nate Wolters",5400,"Hou@Mil 08:30PM ET",15.382
"C","Robin Lopez",5300,"Por@Min 08:00PM ET",25.890
"SF/PF","Ersan Ilyasova",5300,"Hou@Mil 08:30PM ET",21.333
"C","JaVale McGee",5200,"Den@Det 07:30PM ET",14.250
"PF/C","Markieff Morris",5200,"GS@Pho 09:00PM ET",25.010
"SF/PF","DeMarre Carroll",5100,"Mem@Atl 07:30PM ET",23.790
"SG/SF","Kyle Korver",5100,"Mem@Atl 07:30PM ET",24.886
"PG/SG","O.J. Mayo",5000,"Hou@Mil 08:30PM ET",20.720
"PG/SG","Ramon Sessions",5000,"SA@Cha 07:00PM ET",19.345
"PF/C","John Henson",5000,"Hou@Mil 08:30PM ET",29.151
"PG/SG","Alec Burks",4900,"Mia@Uta 09:00PM ET",22.423
"PF/C","Channing Frye",4900,"GS@Pho 09:00PM ET",24.153
"PF/C","Miles Plumlee",4900,"GS@Pho 09:00PM ET",24.923
"PG","Mario Chalmers",4800,"Mia@Uta 09:00PM ET",24.012
"PG/SG","Nick Calathes",4800,"Mem@Atl 07:30PM ET",10.318
"SG/SF","Manu Ginobili",4800,"SA@Cha 07:00PM ET",25.095
"SG/SF","Tony Allen",4700,"Mem@Atl 07:30PM ET",22.093
"PG/SG","Jordan Crawford",4700,"GS@Pho 09:00PM ET",24.653
"C","Tiago Splitter",4600,"SA@Cha 07:00PM ET",18.934
"PG/SG","Patrick Beverley",4600,"Hou@Mil 08:30PM ET",21.924
"SF/PF","Khris Middleton",4600,"Hou@Mil 08:30PM ET",22.097
"SG/SF","Gerald Green",4500,"GS@Pho 09:00PM ET",23.485
"SG/SF","Danny Green",4500,"SA@Cha 07:00PM ET",18.594
"SF/PF","Marvin Williams",4500,"Mia@Uta 09:00PM ET",21.914
"PF","Mike Scott",4500,"Mem@Atl 07:30PM ET",16.255
"SF","Michael Kidd-Gilchrist",4400,"SA@Cha 07:00PM ET",17.567
"SF/PF","Harrison Barnes",4400,"GS@Pho 09:00PM ET",19.288
"PG/SG","Rodney Stuckey",4400,"Den@Det 07:30PM ET",21.341
"PF/C","Josh McRoberts",4300,"SA@Cha 07:00PM ET",23.536
"C","Alex Len",4200,"GS@Pho 09:00PM ET",6.167
"SG/SF","Carlos Delfino",4200,"Hou@Mil 08:30PM ET",0
"SG/SF","Corey Brewer",4200,"Por@Min 08:00PM ET",20.495
"SG/SF","Courtney Lee",4100,"Mem@Atl 07:30PM ET",16.450
"SG/SF","P.J. Tucker",4100,"GS@Pho 09:00PM ET",22.224
"PF","Marcus Morris",4100,"GS@Pho 09:00PM ET",19.291
"PF/C","Omer Asik",4100,"Hou@Mil 08:30PM ET",14.191
"SF","Shabazz Muhammad",4000,"Por@Min 08:00PM ET",2.714
"SF","Caron Butler",4000,"Hou@Mil 08:30PM ET",20.805
"PG/SG","Mo Williams",4000,"Por@Min 08:00PM ET",20.208
"C","Zaza Pachulia",4000,"Hou@Mil 08:30PM ET",19.513
"SG/SF","Marco Belinelli",3900,"SA@Cha 07:00PM ET",19.080
"SG/SF","Giannis Antetokounmpo",3900,"Hou@Mil 08:30PM ET",17.966
"C","Emeka Okafor",3900,"GS@Pho 09:00PM ET",0
"SG","Evan Fournier",3800,"Den@Det 07:30PM ET",11.369
"SF/PF","James Johnson",3800,"Mem@Atl 07:30PM ET",23.070
"SG","Ray Allen",3800,"Mia@Uta 09:00PM ET",18.216
"SG/SF","Kyle Singler",3800,"Den@Det 07:30PM ET",16.117
"PF","Dante Cunningham",3800,"Por@Min 08:00PM ET",14.600
"SG/SF","Jamaal Franklin",3800,"Mem@Atl 07:30PM ET",3.855
"PG/SG","Andre Miller",3700,"Den@Det 07:30PM ET",14.975
"C","Timofey Mozgov",3700,"Den@Det 07:30PM ET",19.078
"PG/SG","Nate Robinson",3700,"Den@Det 07:30PM ET",18.324
"PG/SG","Lou Williams",3700,"Mem@Atl 07:30PM ET",18.971
"PF/C","Ronny Turiaf",3700,"Por@Min 08:00PM ET",14.026
"PG","Shelvin Mack",3600,"Mem@Atl 07:30PM ET",16.881
"PG","Patrick Mills",3600,"SA@Cha 07:00PM ET",15.625
"PG","J.J. Barea",3600,"Por@Min 08:00PM ET",16.850
"C","Gorgui Dieng",3500,"Por@Min 08:00PM ET",6.008
"PF/C","Kosta Koufos",3400,"Mem@Atl 07:30PM ET",18.074
"SF/PF","Tayshaun Prince",3400,"Mem@Atl 07:30PM ET",13.861
"PF/C","Ed Davis",3400,"Mem@Atl 07:30PM ET",15.159
"SG","Allen Crabbe",3400,"Por@Min 08:00PM ET",3.844
"SF","Richard Jefferson",3400,"Mia@Uta 09:00PM ET",18.240
"PF/C","Boris Diaw",3400,"SA@Cha 07:00PM ET",18.936
"SF","Quincy Miller",3400,"Den@Det 07:30PM ET",9.792
"PF/C","Elton Brand",3400,"Mem@Atl 07:30PM ET",13.369
"PF/C","Gustavo Ayon",3400,"Mem@Atl 07:30PM ET",12.909
"PF/C","Chris Andersen",3300,"Mia@Uta 09:00PM ET",15.805
"PG","Norris Cole",3300,"Mia@Uta 09:00PM ET",17.177
"PG/SG","Leandro Barbosa",3300,"GS@Pho 09:00PM ET",15.429
"PG","Cory Joseph",3200,"SA@Cha 07:00PM ET",9.763
"SF/PF","Donatas Motiejunas",3200,"Hou@Mil 08:30PM ET",10.292
"SF","Draymond Green",3200,"GS@Pho 09:00PM ET",16.230
"SG/SF","John Jenkins",3100,"Mem@Atl 07:30PM ET",6.500
"PF/C","Marreese Speights",3100,"GS@Pho 09:00PM ET",11.160
"C","Viacheslav Kravtsov",3000,"GS@Pho 09:00PM ET",2.132
"PG/SG","Darius Morris",3000,"Mem@Atl 07:30PM ET",8.000
