"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","LeBron James",11200,"Mia@Dal 08:30PM ET",47.895
"PF/C","Blake Griffin",10400,"SA@LAC 10:30PM ET",44.727
"SF/PF","Carmelo Anthony",10000,"NY@Mem 08:00PM ET",46.505
"PG","John Wall",9200,"Tor@Was 07:00PM ET",42.452
"PG","Chris Paul",9000,"SA@LAC 10:30PM ET",47.181
"PF/C","Al Jefferson",8800,"Cha@Det 07:30PM ET",40.830
"SF/PF","Josh Smith",8500,"Cha@Det 07:30PM ET",35.582
"PG/SG","Kyrie Irving",8400,"Cle@Phi 07:00PM ET",37.820
"PG","Brandon Jennings",8400,"Cha@Det 07:30PM ET",37.040
"SG/SF","Paul George",8400,"Atl@Ind 07:00PM ET",39.413
"PF/C","Paul Millsap",8400,"Atl@Ind 07:00PM ET",38.190
"PG/SG","Goran Dragic",8400,"Pho@Den 09:00PM ET",36.698
"PF/C","Andre Drummond",8200,"Cha@Det 07:30PM ET",36.865
"SG/SF","DeMar DeRozan",8200,"Tor@Was 07:00PM ET",36.625
"PG","Kyle Lowry",8000,"Tor@Was 07:00PM ET",37.740
"PG","Michael Carter-Williams",7900,"Cle@Phi 07:00PM ET",38.369
"PG/SG","Monta Ellis",7800,"Mia@Dal 08:30PM ET",35.199
"PF/C","Tim Duncan",7800,"SA@LAC 10:30PM ET",37.107
"PG","Mike Conley",7700,"NY@Mem 08:00PM ET",34.453
"PG/SG","Eric Bledsoe",7700,"Pho@Den 09:00PM ET",34.854
"C","DeAndre Jordan",7600,"SA@LAC 10:30PM ET",35.677
"PF/C","Dirk Nowitzki",7500,"Mia@Dal 08:30PM ET",36.760
"PF/C","Zach Randolph",7500,"NY@Mem 08:00PM ET",35.650
"PG/SG","Dwyane Wade",7400,"Mia@Dal 08:30PM ET",34.667
"PG","Kemba Walker",7300,"Cha@Det 07:30PM ET",34.582
"PF/C","Nikola Vucevic",7300,"Orl@Mil 08:00PM ET",33.243
"PG","Ty Lawson",7300,"Pho@Den 09:00PM ET",38.494
"PF/C","Chris Bosh",7000,"Mia@Dal 08:30PM ET",30.160
"PF/C","Greg Monroe",7000,"Cha@Det 07:30PM ET",30.644
"PF","David West",6900,"Atl@Ind 07:00PM ET",28.952
"PF/C","Spencer Hawes",6900,"Cle@Phi 07:00PM ET",32.788
"SF/PF","Thaddeus Young",6800,"Cle@Phi 07:00PM ET",32.368
"PG","Tony Parker",6800,"SA@LAC 10:30PM ET",30.420
"SG/SF","Trevor Ariza",6800,"Tor@Was 07:00PM ET",31.191
"PG/SG","Brandon Knight",6800,"Orl@Mil 08:00PM ET",30.119
"C","Marc Gasol",6800,"NY@Mem 08:00PM ET",29.750
"SG/SF","Lance Stephenson",6700,"Atl@Ind 07:00PM ET",32.370
"SG/SF","Evan Turner",6700,"Cle@Phi 07:00PM ET",31.703
"SG","Bradley Beal",6600,"Tor@Was 07:00PM ET",29.267
"PG","Jeff Teague",6600,"Atl@Ind 07:00PM ET",31.699
"PG/SG","Jamal Crawford",6500,"SA@LAC 10:30PM ET",28.741
"PG/SG","Victor Oladipo",6400,"Orl@Mil 08:00PM ET",28.833
"C","Roy Hibbert",6400,"Atl@Ind 07:00PM ET",28.731
"SG/SF","Arron Afflalo",6300,"Orl@Mil 08:00PM ET",31.265
"PF/C","Nene Hilario",6300,"Tor@Was 07:00PM ET",29.267
"SF/PF","Luol Deng",6100,"Cle@Phi 07:00PM ET",31.531
"PF/C","Tristan Thompson",6100,"Cle@Phi 07:00PM ET",27.009
"PF/C","J.J. Hickson",6100,"Pho@Den 09:00PM ET",28.147
"SG/SF","Kawhi Leonard",6100,"SA@LAC 10:30PM ET",26.073
"SG/SF","Wilson Chandler",6000,"Pho@Den 09:00PM ET",26.506
