Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs DAL, 7:00 PM,50.4,19600,"",
PF-C,Anthony Davis,NOP,NOP vs BOS, 6:00 PM,43.0,19200,"",
PF-C,Kevin Love,MIN,MIN vs SAC, 7:00 PM,49.3,19100,"",
C,DeMarcus Cousins,SAC,SAC @ MIN, 7:00 PM,43.1,17400,"",
SF,LeBron James,MIA,MIA vs HOU, 3:30 PM,45.4,17200,"",
PG,Chris Paul,LAC,LAC vs CLE, 9:30 PM,43.3,17100,"",OUT
PF,Blake Griffin,LAC,LAC vs CLE, 9:30 PM,42.3,17100,"",
C,Al Jefferson,CHA,CHA @ MIL, 1:00 PM,40.2,17000,"",
PG,Russell Westbrook,OKC,OKC vs DAL, 7:00 PM,39.5,16800,"",
SG,James Harden,HOU,HOU @ MIA, 3:30 PM,39.3,16300,"",
PG,Stephen Curry,GSW,GSW @ POR, 9:00 PM,41.5,16200,"",
PF,LaMarcus Aldridge,POR,POR vs GSW, 9:00 PM,43.2,15400,"",OUT
PG,Kyle Lowry,TOR,TOR vs PHO, 1:00 PM,35.7,15400,"",
PG,Kyrie Irving,CLE,CLE @ LAC, 9:30 PM,36.1,15200,"",
PF-C,Serge Ibaka,OKC,OKC vs DAL, 7:00 PM,32.4,14500,"",
PG,Damian Lillard,POR,POR vs GSW, 9:00 PM,33.6,14000,"",
PG,Isaiah Thomas,SAC,SAC @ MIN, 7:00 PM,33.3,14000,"",
C,Dwight Howard,HOU,HOU @ MIA, 3:30 PM,38.6,13800,"",
SF,Rudy Gay,SAC,SAC @ MIN, 7:00 PM,33.9,13800,"",
PG,Eric Bledsoe,PHO,PHO @ TOR, 1:00 PM,32.8,13700,"",
SG-SF,Tyreke Evans,NOP,NOP vs BOS, 6:00 PM,26.6,13700,"",
SF,Nicolas Batum,POR,POR vs GSW, 9:00 PM,30.3,13600,"",
PF,Dirk Nowitzki,DAL,DAL @ OKC, 7:00 PM,34.6,13600,"",
SG,Monta Ellis,DAL,DAL @ OKC, 7:00 PM,32.9,13500,"",
C,Spencer Hawes,CLE,CLE @ LAC, 9:30 PM,30.5,13200,"",
C,DeAndre Jordan,LAC,LAC vs CLE, 9:30 PM,34.4,13200,"",
PG,Rajon Rondo,BOS,BOS @ NOP, 6:00 PM,30.6,13200,"",
SG,DeMar DeRozan,TOR,TOR vs PHO, 1:00 PM,34.5,13100,"",
PF,David Lee,GSW,GSW @ POR, 9:00 PM,33.5,13000,"",
SG,Dwyane Wade,MIA,MIA vs HOU, 3:30 PM,33.6,13000,"",
PG,Kemba Walker,CHA,CHA @ MIL, 1:00 PM,32.6,12900,"",
PF,Tim Duncan,SAS,SAS vs UTA, 7:00 PM,34.7,12800,"",
PG,Goran Dragic,PHO,PHO @ TOR, 1:00 PM,34.2,12700,"",
SG-SF,Gordon Hayward,UTA,UTA @ SAS, 7:00 PM,31.9,12600,"",
PF-C,Chris Bosh,MIA,MIA vs HOU, 3:30 PM,29.1,11800,"",
PF,Ryan Anderson,NOP,NOP vs BOS, 6:00 PM,29.6,11600,"",OUT
SF,Chandler Parsons,HOU,HOU @ MIA, 3:30 PM,30.0,11400,"",
PG,Ricky Rubio,MIN,MIN vs SAC, 7:00 PM,29.5,11200,"",
PF,Amir Johnson,TOR,TOR vs PHO, 1:00 PM,23.3,11100,"",
SF,Luol Deng,CLE,CLE @ LAC, 9:30 PM,28.8,11100,"",
PF-C,Derrick Favors,UTA,UTA @ SAS, 7:00 PM,28.1,11000,"",
SG,Brandon Knight,MIL,MIL vs CHA, 1:00 PM,28.5,11000,"",
PG,Jrue Holiday,NOP,NOP vs BOS, 6:00 PM,32.3,11000,"",OUT
C,Nikola Pekovic,MIN,MIN vs SAC, 7:00 PM,30.9,10800,"",OUT
PF,Markieff Morris,PHO,PHO @ TOR, 1:00 PM,24.4,10600,"",
SG-SF,Kawhi Leonard,SAS,SAS vs UTA, 7:00 PM,26.0,10600,"",
SG,Kevin Martin,MIN,MIN vs SAC, 7:00 PM,26.8,10500,"",
SG-SF,PJ Tucker,PHO,PHO @ TOR, 1:00 PM,22.4,10400,"",
C,Andrew Bogut,GSW,GSW @ POR, 9:00 PM,26.5,10300,"",
SG,Jamal Crawford,LAC,LAC vs CLE, 9:30 PM,26.4,10300,"",OUT
C,Enes Kanter,UTA,UTA @ SAS, 7:00 PM,22.0,10200,"",
PG,Trey Burke,UTA,UTA @ SAS, 7:00 PM,24.1,10200,"",
PG,Tony Parker,SAS,SAS vs UTA, 7:00 PM,28.5,10100,"",
SF-PF,Jeff Green,BOS,BOS @ NOP, 6:00 PM,25.6,9800,"",
C,Robin Lopez,POR,POR vs GSW, 9:00 PM,25.6,9700,"",
PF-C,John Henson,MIL,MIL vs CHA, 1:00 PM,25.9,9700,"",
PF-C,Jared Sullinger,BOS,BOS @ NOP, 6:00 PM,26.1,9700,"",
SG,Klay Thompson,GSW,GSW @ POR, 9:00 PM,26.4,9600,"",OUT
PF,Ersan Ilyasova,MIL,MIL vs CHA, 1:00 PM,21.9,9500,"",
C,Jonas Valanciunas,TOR,TOR vs PHO, 1:00 PM,22.5,9400,"",
SG,Wesley Matthews,POR,POR vs GSW, 9:00 PM,25.9,9300,"",
PG,Reggie Jackson,OKC,OKC vs DAL, 7:00 PM,24.0,9300,"",
SG,Alec Burks,UTA,UTA @ SAS, 7:00 PM,22.2,9200,"",
PG,Jerryd Bayless,BOS,BOS @ NOP, 6:00 PM,16.2,9200,"",
PG,Jeremy Lin,HOU,HOU @ MIA, 3:30 PM,21.9,9200,"",
PF,Tristan Thompson,CLE,CLE @ LAC, 9:30 PM,25.6,9100,"",
SG,Manu Ginobili,SAS,SAS vs UTA, 7:00 PM,23.3,9100,"",
PG,Darren Collison,LAC,LAC vs CLE, 9:30 PM,19.9,9000,"",
SG,Dion Waiters,CLE,CLE @ LAC, 9:30 PM,21.8,8900,"",
SF,Corey Brewer,MIN,MIN vs SAC, 7:00 PM,20.2,8900,"",
SG,Eric Gordon,NOP,NOP vs BOS, 6:00 PM,24.4,8900,"",
PF-C,Channing Frye,PHO,PHO @ TOR, 1:00 PM,22.1,8900,"",
SG-SF,Andre Iguodala,GSW,GSW @ POR, 9:00 PM,23.7,8900,"",OUT
PF,Josh McRoberts,CHA,CHA @ MIL, 1:00 PM,22.5,8800,"",
PG,Mario Chalmers,MIA,MIA vs HOU, 3:30 PM,21.9,8800,"",
SG,JJ Redick,LAC,LAC vs CLE, 9:30 PM,22.3,8700,"",OUT
PF-C,Kris Humphries,BOS,BOS @ NOP, 6:00 PM,19.0,8700,"",
C,Larry Sanders,MIL,MIL vs CHA, 1:00 PM,21.9,8600,"",OUT
PF-C,Miles Plumlee,PHO,PHO @ TOR, 1:00 PM,22.1,8500,"",
C,Anderson Varejao,CLE,CLE @ LAC, 9:30 PM,27.3,8500,"",
PG,Jose Calderon,DAL,DAL @ OKC, 7:00 PM,22.6,8400,"",
SF,Draymond Green,GSW,GSW @ POR, 9:00 PM,17.1,8400,"",
SG-SF,Danny Green,SAS,SAS vs UTA, 7:00 PM,17.7,8300,"",
SG,Anthony Morrow,NOP,NOP vs BOS, 6:00 PM,10.3,8200,"",
PF,Jeff Adrien,MIL,MIL vs CHA, 1:00 PM,12.8,8200,"",
PF,Khris Middleton,MIL,MIL vs CHA, 1:00 PM,21.1,8200,"",
SF,Matt Barnes,LAC,LAC vs CLE, 9:30 PM,18.6,8200,"",
PG,Phil Pressey,BOS,BOS @ NOP, 6:00 PM,8.6,8200,"",
SF,Harrison Barnes,GSW,GSW @ POR, 9:00 PM,18.0,8200,"",
SF,Danny Granger,LAC,LAC vs CLE, 9:30 PM,14.6,8100,"",
SG,Gary Neal,CHA,CHA @ MIL, 1:00 PM,14.3,8100,"",
SF,Shawn Marion,DAL,DAL @ OKC, 7:00 PM,22.9,8100,"",
SG-SF,Chris Douglas-Roberts,CHA,CHA @ MIL, 1:00 PM,10.9,8100,"",
SG-SF,Gerald Green,PHO,PHO @ TOR, 1:00 PM,23.3,8100,"",
SF,Al-Farouq Aminu,NOP,NOP vs BOS, 6:00 PM,19.4,8100,"",
PG,Nate Wolters,MIL,MIL vs CHA, 1:00 PM,16.2,8000,"",
PF,Marcus Morris,PHO,PHO @ TOR, 1:00 PM,18.0,8000,"",
SG,Gerald Henderson,CHA,CHA @ MIL, 1:00 PM,24.0,8000,"",
SF,Michael Kidd-Gilchrist,CHA,CHA @ MIL, 1:00 PM,16.6,8000,"",
PG-SG,Jarrett Jack,CLE,CLE @ LAC, 9:30 PM,18.0,8000,"",
PF,Brandon Bass,BOS,BOS @ NOP, 6:00 PM,21.4,8000,"",
SF-PF,Terrence Jones,HOU,HOU @ MIA, 3:30 PM,24.7,8000,"",
PG,Patrick Beverley,HOU,HOU @ MIA, 3:30 PM,20.8,8000,"",
PF,Derrick Williams,SAC,SAC @ MIN, 7:00 PM,15.5,7900,"",
PF,Marvin Williams,UTA,UTA @ SAS, 7:00 PM,19.6,7900,"",OUT
PF-C,Jason Smith,NOP,NOP vs BOS, 6:00 PM,20.1,7900,"",OUT
SG-SF,Vince Carter,DAL,DAL @ OKC, 7:00 PM,21.3,7900,"",
PG,Brian Roberts,NOP,NOP vs BOS, 6:00 PM,16.2,7800,"",
SF,Richard Jefferson,UTA,UTA @ SAS, 7:00 PM,16.5,7800,"",
SF,Michael Beasley,MIA,MIA vs HOU, 3:30 PM,13.9,7800,"",
SG-SF,Terrence Ross,TOR,TOR vs PHO, 1:00 PM,17.0,7800,"",
PF-C,Jason Thompson,SAC,SAC @ MIN, 7:00 PM,17.3,7700,"",
PG,Ramon Sessions,MIL,MIL vs CHA, 1:00 PM,19.0,7700,"",
PG,Cory Joseph,SAS,SAS vs UTA, 7:00 PM,10.2,7700,"",
PF,Dante Cunningham,MIN,MIN vs SAC, 7:00 PM,15.3,7700,"",
PG,Greivis Vasquez,TOR,TOR vs PHO, 1:00 PM,16.9,7700,"",
SF,Dorell Wright,POR,POR vs GSW, 9:00 PM,9.7,7700,"",
PF-C,Matt Bonner,SAS,SAS vs UTA, 7:00 PM,7.1,7700,"",
SG,Austin Rivers,NOP,NOP vs BOS, 6:00 PM,11.6,7700,"",
PF,Boris Diaw,SAS,SAS vs UTA, 7:00 PM,19.2,7700,"",
PG,Ray McCallum Jr,SAC,SAC @ MIN, 7:00 PM,6.9,7700,"",
C,Tiago Splitter,SAS,SAS vs UTA, 7:00 PM,18.2,7700,"",
PG,Steve Blake,GSW,GSW @ POR, 9:00 PM,21.4,7700,"",
PF-C,Brandan Wright,DAL,DAL @ OKC, 7:00 PM,17.5,7700,"",
SG-SF,Giannis Antetokounmpo,MIL,MIL vs CHA, 1:00 PM,16.9,7600,"",
C,Greg Stiemsma,NOP,NOP vs BOS, 6:00 PM,11.4,7600,"",
PF-C,Glen Davis,LAC,LAC vs CLE, 9:30 PM,21.5,7600,"",
SG,Ben McLemore,SAC,SAC @ MIN, 7:00 PM,13.1,7500,"",
PF,Thomas Robinson,POR,POR vs GSW, 9:00 PM,10.7,7500,"",
SF,Shane Battier,MIA,MIA vs HOU, 3:30 PM,10.7,7500,"",
PF-C,Kelly Olynyk,BOS,BOS @ NOP, 6:00 PM,16.5,7500,"",
SF,Caron Butler,OKC,OKC vs DAL, 7:00 PM,19.1,7500,"",
SG,Marco Belinelli,SAS,SAS vs UTA, 7:00 PM,18.4,7500,"",
SG,Jordan Crawford,GSW,GSW @ POR, 9:00 PM,19.9,7500,"",
PG,Jose Barea,MIN,MIN vs SAC, 7:00 PM,15.9,7500,"",
C,Zaza Pachulia,MIL,MIL vs CHA, 1:00 PM,18.3,7500,"",
SG,OJ Mayo,MIL,MIL vs CHA, 1:00 PM,17.6,7500,"",
PG-SG,Avery Bradley,BOS,BOS @ NOP, 6:00 PM,22.1,7500,"",
PG,Mo Williams,POR,POR vs GSW, 9:00 PM,18.7,7400,"",OUT
SG,Ray Allen,MIA,MIA vs HOU, 3:30 PM,16.4,7300,"",
SG-SF,Chris Johnson,BOS,BOS @ NOP, 6:00 PM,12.1,7300,"",
SG,Jeremy Lamb,OKC,OKC vs DAL, 7:00 PM,16.1,7300,"",
PF,Patrick Patterson,TOR,TOR vs PHO, 1:00 PM,19.1,7300,"",OUT
SF,Jordan Hamilton,HOU,HOU @ MIA, 3:30 PM,14.2,7200,"",
SF,Jae Crowder,DAL,DAL @ OKC, 7:00 PM,10.8,7000,"",OUT
PF-C,Jermaine O'Neal,GSW,GSW @ POR, 9:00 PM,16.2,7000,"",
PF-C,Marreese Speights,GSW,GSW @ POR, 9:00 PM,10.5,7000,"",
PF-C,Chris Andersen,MIA,MIA vs HOU, 3:30 PM,16.0,6800,"",
PG,Devin Harris,DAL,DAL @ OKC, 7:00 PM,16.1,6600,"",
C,Samuel Dalembert,DAL,DAL @ OKC, 7:00 PM,17.0,6200,"",
SG,Thabo Sefolosha,OKC,OKC vs DAL, 7:00 PM,15.9,6200,"",OUT
PF-C,Tyler Hansbrough,TOR,TOR vs PHO, 1:00 PM,11.8,6200,"",
C,Steven Adams,OKC,OKC vs DAL, 7:00 PM,10.7,6200,"",
SG,CJ Miles,CLE,CLE @ LAC, 9:30 PM,15.8,6200,"",OUT
PG,Derek Fisher,OKC,OKC vs DAL, 7:00 PM,10.3,6200,"",
PF,Reggie Evans,SAC,SAC @ MIN, 7:00 PM,11.5,6200,"",
SG,CJ McCollum,POR,POR vs GSW, 9:00 PM,8.9,6100,"",
PG,Patty Mills,SAS,SAS vs UTA, 7:00 PM,16.0,6100,"",
C,Ronny Turiaf,MIN,MIN vs SAC, 7:00 PM,15.7,6100,"",OUT
SG-SF,Andre Roberson,OKC,OKC vs DAL, 7:00 PM,5.8,6100,"",
PG,Luke Ridnour,CHA,CHA @ MIL, 1:00 PM,11.8,6000,"",
SF,Travis Outlaw,SAC,SAC @ MIN, 7:00 PM,9.2,5900,"",
PF-C,DeJuan Blair,DAL,DAL @ OKC, 7:00 PM,16.1,5900,"",
SF-PF,Jeremy Evans,UTA,UTA @ SAS, 7:00 PM,16.0,5900,"",
SG,Willie Green,LAC,LAC vs CLE, 9:30 PM,8.7,5900,"",
PG,Norris Cole,MIA,MIA vs HOU, 3:30 PM,14.3,5900,"",
PF-C,Cody Zeller,CHA,CHA @ MIL, 1:00 PM,13.6,5800,"",
SF,Gerald Wallace,BOS,BOS @ NOP, 6:00 PM,14.7,5800,"",OUT
SG-SF,John Salmons,TOR,TOR vs PHO, 1:00 PM,12.6,5800,"",
SF,Perry Jones,OKC,OKC vs DAL, 7:00 PM,7.6,5800,"",
