Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ MEM, 8:00 PM,50.1,19500,"",
SG-SF,Paul George,IND,IND @ ATL, 7:00 PM,37.5,18200,"",
PG,Chris Paul,LAC,LAC @ GSW,10:30 PM,43.4,17600,"",
PG,Russell Westbrook,OKC,OKC @ MEM, 8:00 PM,39.9,17300,"",
PF,Blake Griffin,LAC,LAC @ GSW,10:30 PM,42.3,17200,"",
PG,Stephen Curry,GSW,GSW vs LAC,10:30 PM,41.9,16900,"",
PF,Zach Randolph,MEM,MEM vs OKC, 8:00 PM,33.4,14000,"",
C,Marc Gasol,MEM,MEM vs OKC, 8:00 PM,31.9,13800,"",
PF,Paul Millsap,ATL,ATL vs IND, 7:00 PM,36.2,13800,"",
PG,Mike Conley,MEM,MEM vs OKC, 8:00 PM,31.5,13700,"",
PF-C,Serge Ibaka,OKC,OKC @ MEM, 8:00 PM,32.7,13600,"",
C,DeAndre Jordan,LAC,LAC @ GSW,10:30 PM,34.2,13000,"",
PF,David Lee,GSW,GSW vs LAC,10:30 PM,32.7,12800,"",
PG,Jeff Teague,ATL,ATL vs IND, 7:00 PM,29.6,12400,"",
SG,Lance Stephenson,IND,IND @ ATL, 7:00 PM,28.4,11000,"",
SG,Klay Thompson,GSW,GSW vs LAC,10:30 PM,26.7,10600,"",
PF,David West,IND,IND @ ATL, 7:00 PM,28.1,10600,"",
C,Andrew Bogut,GSW,GSW vs LAC,10:30 PM,25.9,10200,"",OUT
SG,Jamal Crawford,LAC,LAC @ GSW,10:30 PM,26.1,10100,"",
PG,Darren Collison,LAC,LAC @ GSW,10:30 PM,21.0,9700,"",
PG,Reggie Jackson,OKC,OKC @ MEM, 8:00 PM,24.2,9600,"",
SF,DeMarre Carroll,ATL,ATL vs IND, 7:00 PM,23.1,9300,"",
SG,JJ Redick,LAC,LAC @ GSW,10:30 PM,21.8,9000,"",
SF,Draymond Green,GSW,GSW vs LAC,10:30 PM,18.3,8600,"",
SG-SF,Evan Turner,IND,IND @ ATL, 7:00 PM,24.4,8500,"",
SF,Harrison Barnes,GSW,GSW vs LAC,10:30 PM,17.9,8500,"",
SG,Tony Allen,MEM,MEM vs OKC, 8:00 PM,18.9,8500,"",
SG,Courtney Lee,MEM,MEM vs OKC, 8:00 PM,16.2,8400,"",
PG,George Hill,IND,IND @ ATL, 7:00 PM,21.6,8400,"",
SG-SF,Andre Iguodala,GSW,GSW vs LAC,10:30 PM,23.0,8400,"",
PG,Steve Blake,GSW,GSW vs LAC,10:30 PM,18.7,8000,"",
SF,Caron Butler,OKC,OKC @ MEM, 8:00 PM,18.8,8000,"",
SF,Matt Barnes,LAC,LAC @ GSW,10:30 PM,19.8,8000,"",
SG-SF,Kyle Korver,ATL,ATL vs IND, 7:00 PM,22.3,7900,"",
SG,Thabo Sefolosha,OKC,OKC @ MEM, 8:00 PM,15.2,7900,"",
SG,Jordan Crawford,GSW,GSW vs LAC,10:30 PM,18.3,7900,"",
PF-C,Marreese Speights,GSW,GSW vs LAC,10:30 PM,12.1,7800,"",
PF-C,Glen Davis,LAC,LAC @ GSW,10:30 PM,18.9,7800,"",
C,Roy Hibbert,IND,IND @ ATL, 7:00 PM,23.8,7800,"",
C,Pero Antic,ATL,ATL vs IND, 7:00 PM,14.4,7700,"",
SF,Mike Miller,MEM,MEM vs OKC, 8:00 PM,12.4,7700,"",
PF,Luis Scola,IND,IND @ ATL, 7:00 PM,14.9,7700,"",
PF,Mike Scott,ATL,ATL vs IND, 7:00 PM,15.2,7600,"",
SF,Jared Dudley,LAC,LAC @ GSW,10:30 PM,12.2,7600,"",
SG,Louis Williams,ATL,ATL vs IND, 7:00 PM,18.1,7600,"",
SF,James Johnson,MEM,MEM vs OKC, 8:00 PM,16.9,7600,"",
C,Andrew Bynum,IND,IND @ ATL, 7:00 PM,18.7,7500,"",OUT
PF-C,Elton Brand,ATL,ATL vs IND, 7:00 PM,16.1,7500,"",
SF,Danny Granger,LAC,LAC @ GSW,10:30 PM,14.1,7500,"",
PF-C,Mike Muscala,ATL,ATL vs IND, 7:00 PM,7.9,7500,"",
PG-SG,CJ Watson,IND,IND @ ATL, 7:00 PM,12.4,7400,"",
SF,Tayshaun Prince,MEM,MEM vs OKC, 8:00 PM,12.9,7400,"",
SF,Solomon Hill,IND,IND @ ATL, 7:00 PM,4.2,7400,"",
SF,Chris Copeland,IND,IND @ ATL, 7:00 PM,5.5,7300,"",
PF-C,Jermaine O'Neal,GSW,GSW vs LAC,10:30 PM,16.8,7300,"",
PF-C,Lavoy Allen,IND,IND @ ATL, 7:00 PM,13.1,7300,"",
C,Ognjen Kuzmic,GSW,GSW vs LAC,10:30 PM,2.7,7200,"",
PF-C,Hilton Armstrong,GSW,GSW vs LAC,10:30 PM,7.0,7200,"",
PG,Shelvin Mack,ATL,ATL vs IND, 7:00 PM,15.9,7100,"",
PF-C,Nick Collison,OKC,OKC @ MEM, 8:00 PM,11.2,7000,"",
C,Kendrick Perkins,OKC,OKC @ MEM, 8:00 PM,11.5,7000,"",
PG,Donald Sloan,IND,IND @ ATL, 7:00 PM,4.9,7000,"",
PG,Beno Udrih,MEM,MEM vs OKC, 8:00 PM,11.2,6800,"",
SF,Hedo Turkoglu,LAC,LAC @ GSW,10:30 PM,8.4,6400,"",
PF,Ed Davis,MEM,MEM vs OKC, 8:00 PM,12.6,6200,"",
SG,Willie Green,LAC,LAC @ GSW,10:30 PM,8.7,6100,"",
SG-SF,Rasual Butler,IND,IND @ ATL, 7:00 PM,4.6,6000,"",
C,Ian Mahinmi,IND,IND @ ATL, 7:00 PM,10.3,6000,"",
SF,Cartier Martin,ATL,ATL vs IND, 7:00 PM,9.2,5800,"",
SG,Reggie Bullock,LAC,LAC @ GSW,10:30 PM,4.8,5500,"",
PF-C,Gustavo Ayon,ATL,ATL vs IND, 7:00 PM,13.5,5300,"",OUT
PG,Derek Fisher,OKC,OKC @ MEM, 8:00 PM,10.5,5300,"",
SF,Quincy Pondexter,MEM,MEM vs OKC, 8:00 PM,10.3,5000,"",OUT
PG,Dennis Schroder,ATL,ATL vs IND, 7:00 PM,7.6,5000,"",
SG,John Jenkins,ATL,ATL vs IND, 7:00 PM,5.9,5000,"",OUT
PF-C,Al Horford,ATL,ATL vs IND, 7:00 PM,35.6,5000,"",OUT
C,Festus Ezeli,GSW,GSW vs LAC,10:30 PM,0,5000,"",OUT
PG,Nemanja Nedovic,GSW,GSW vs LAC,10:30 PM,2.2,5000,"",OUT
C,Ryan Hollins,LAC,LAC @ GSW,10:30 PM,5.0,5000,"",
PF,Grant Jerrett,OKC,OKC @ MEM, 8:00 PM,0,5000,"",
C,Kosta Koufos,MEM,MEM vs OKC, 8:00 PM,15.3,5000,"",
SG,Jeremy Lamb,OKC,OKC @ MEM, 8:00 PM,14.9,5000,"",
SG,Nick Calathes,MEM,MEM vs OKC, 8:00 PM,12.3,5000,"",OUT
PF,Jon Leuer,MEM,MEM vs OKC, 8:00 PM,11.3,5000,"",
C,Steven Adams,OKC,OKC @ MEM, 8:00 PM,10.6,5000,"",
SF,Perry Jones,OKC,OKC @ MEM, 8:00 PM,7.1,5000,"",
SG-SF,Andre Roberson,OKC,OKC @ MEM, 8:00 PM,6.4,5000,"",
C,Hasheem Thabeet,OKC,OKC @ MEM, 8:00 PM,3.8,5000,"",
SG,Jamaal Franklin,MEM,MEM vs OKC, 8:00 PM,3.8,5000,"",
