"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",10400,"OKC@LAC 10:30PM ET",53.430
"PG","Russell Westbrook",10100,"OKC@LAC 10:30PM ET",45.078
"PG","Chris Paul",9400,"OKC@LAC 10:30PM ET",46.142
"PF/C","Blake Griffin",9400,"OKC@LAC 10:30PM ET",44.397
"SG/SF","Paul George",8600,"Ind@Was 08:00PM ET",40.658
"PG","John Wall",7100,"Ind@Was 08:00PM ET",40.973
"SG/SF","Trevor Ariza",7000,"Ind@Was 08:00PM ET",30.523
"SG","Bradley Beal",7000,"Ind@Was 08:00PM ET",30.247
"C","DeAndre Jordan",6600,"OKC@LAC 10:30PM ET",35.356
"C","Marcin Gortat",6500,"Ind@Was 08:00PM ET",31.473
"PF","David West",6200,"Ind@Was 08:00PM ET",29.592
"PG/SG","Jamal Crawford",6000,"OKC@LAC 10:30PM ET",27.929
"PF/C","Serge Ibaka",6000,"OKC@LAC 10:30PM ET",33.323
"C","Roy Hibbert",5900,"Ind@Was 08:00PM ET",24.298
"SG/SF","Lance Stephenson",5900,"Ind@Was 08:00PM ET",30.869
"PG/SG","George Hill",5700,"Ind@Was 08:00PM ET",23.048
"PF/C","Nene Hilario",5700,"Ind@Was 08:00PM ET",28.528
"SF","Matt Barnes",5200,"OKC@LAC 10:30PM ET",21.267
"PG/SG","Reggie Jackson",4600,"OKC@LAC 10:30PM ET",25.182
"SG","J.J. Redick",4500,"OKC@LAC 10:30PM ET",22.452
"PG","Darren Collison",4300,"OKC@LAC 10:30PM ET",21.378
"SF","Caron Butler",4100,"OKC@LAC 10:30PM ET",19.054
"C","Steven Adams",3800,"OKC@LAC 10:30PM ET",10.929
"PF/C","Drew Gooden",3800,"Ind@Was 08:00PM ET",15.379
"PF/C","Al Harrington",3600,"Ind@Was 08:00PM ET",10.794
"SG/SF","Thabo Sefolosha",3500,"OKC@LAC 10:30PM ET",15.521
"PG/SG","Andre Miller",3500,"Ind@Was 08:00PM ET",12.790
"PG","C.J. Watson",3500,"Ind@Was 08:00PM ET",13.367
"PF/C","Glen Davis",3500,"OKC@LAC 10:30PM ET",18.091
"C","Kendrick Perkins",3500,"OKC@LAC 10:30PM ET",12.284
"SG/SF","Evan Turner",3400,"Ind@Was 08:00PM ET",24.442
"PF/C","Luis Scola",3400,"Ind@Was 08:00PM ET",15.097
"PF","Trevor Booker",3200,"Ind@Was 08:00PM ET",16.327
"SF/PF","Andre Roberson",3200,"OKC@LAC 10:30PM ET",6.613
"PG","Derek Fisher",3200,"OKC@LAC 10:30PM ET",10.718
"C","Ian Mahinmi",3200,"Ind@Was 08:00PM ET",10.424
"SG/SF","Martell Webster",3200,"Ind@Was 08:00PM ET",16.253
"PF/C","Lavoy Allen",3100,"Ind@Was 08:00PM ET",13.496
"SF/PF","Chris Copeland",3100,"Ind@Was 08:00PM ET",6.107
"PF/C","Nick Collison",3100,"OKC@LAC 10:30PM ET",11.084
"SF/PF","Perry Jones",3000,"OKC@LAC 10:30PM ET",7.134
"SG","Willie Green",3000,"OKC@LAC 10:30PM ET",8.938
"PF/C","Kevin Seraphin",3000,"Ind@Was 08:00PM ET",8.464
"SF","Otto Porter Jr.",3000,"Ind@Was 08:00PM ET",4.596
"PF","Grant Jerrett",3000,"OKC@LAC 10:30PM ET",0
"SF/PF","Hedo Turkoglu",3000,"OKC@LAC 10:30PM ET",8.570
"SG/SF","Reggie Bullock",3000,"OKC@LAC 10:30PM ET",5.078
"SG/SF","Jeremy Lamb",3000,"OKC@LAC 10:30PM ET",15.373
"SF","Danny Granger",3000,"OKC@LAC 10:30PM ET",13.203
"PG/SG","Garrett Temple",3000,"Ind@Was 08:00PM ET",4.881
"SG/SF","Jared Dudley",3000,"OKC@LAC 10:30PM ET",12.401
"C","Andrew Bynum",3000,"Ind@Was 08:00PM ET",19.452
"C","Hasheem Thabeet",3000,"OKC@LAC 10:30PM ET",4.063
"PG/SG","Donald Sloan",3000,"Ind@Was 08:00PM ET",5.175
"SG/SF","Glen Rice Jr.",3000,"Ind@Was 08:00PM ET",7.227
"SF","Solomon Hill",3000,"Ind@Was 08:00PM ET",4.545
"SG/SF","Rasual Butler",3000,"Ind@Was 08:00PM ET",4.796
"C","Ryan Hollins",3000,"OKC@LAC 10:30PM ET",5.110
"SF","Chris Singleton",3000,"Ind@Was 08:00PM ET",6.870
