"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PG","Kyle Lowry",8400,"Bkn@Tor 01:00PM ET",38.456
"PF/C","Dirk Nowitzki",8400,"Dal@SA 03:30PM ET",36.439
"SG/SF","DeMar DeRozan",8400,"Bkn@Tor 01:00PM ET",36.329
"PF/C","Tim Duncan",8300,"Dal@SA 03:30PM ET",36.088
"PG/SG","Monta Ellis",8000,"Dal@SA 03:30PM ET",34.864
"PG","Deron Williams",7600,"Bkn@Tor 01:00PM ET",30.011
"PG","Tony Parker",7500,"Dal@SA 03:30PM ET",28.490
"SG/SF","Joe Johnson",7300,"Bkn@Tor 01:00PM ET",26.168
"C","Tiago Splitter",7000,"Dal@SA 03:30PM ET",20.762
"SG/SF","Manu Ginobili",7000,"Dal@SA 03:30PM ET",25.307
"SG/SF","Kawhi Leonard",6800,"Dal@SA 03:30PM ET",28.354
"C","Jonas Valanciunas",6600,"Bkn@Tor 01:00PM ET",25.463
"SF/PF","Paul Pierce",6200,"Bkn@Tor 01:00PM ET",25.799
"PG/SG","Greivis Vasquez",5900,"Bkn@Tor 01:00PM ET",19.821
"PF/C","Amir Johnson",5900,"Bkn@Tor 01:00PM ET",23.750
"SG/SF","Vince Carter",5500,"Dal@SA 03:30PM ET",22.882
"PG","Jose Calderon",5400,"Dal@SA 03:30PM ET",23.647
"SF/PF","Shawn Marion",5200,"Dal@SA 03:30PM ET",24.076
"C","Samuel Dalembert",5100,"Dal@SA 03:30PM ET",18.773
"PF/C","DeJuan Blair",5000,"Dal@SA 03:30PM ET",15.452
"PF/C","Patrick Patterson",5000,"Bkn@Tor 01:00PM ET",19.870
"PG/SG","Shaun Livingston",5000,"Bkn@Tor 01:00PM ET",19.643
"PF/C","Kevin Garnett",4800,"Bkn@Tor 01:00PM ET",19.413
"PG/SG","Devin Harris",4700,"Dal@SA 03:30PM ET",18.728
"PF/C","Andray Blatche",4600,"Bkn@Tor 01:00PM ET",22.285
"SG/SF","Danny Green",4500,"Dal@SA 03:30PM ET",19.287
"SF/PF","Mirza Teletovic",4400,"Bkn@Tor 01:00PM ET",16.362
"SG/SF","Alan Anderson",4400,"Bkn@Tor 01:00PM ET",13.378
"PF/C","Boris Diaw",4400,"Dal@SA 03:30PM ET",19.632
"SG/SF","Terrence Ross",3900,"Bkn@Tor 01:00PM ET",18.201
"PG","Patty Mills",3800,"Dal@SA 03:30PM ET",17.425
"PF/C","Mason Plumlee",3700,"Bkn@Tor 01:00PM ET",16.082
"SG/SF","Marco Belinelli",3700,"Dal@SA 03:30PM ET",18.951
"PF/C","Brandan Wright",3600,"Dal@SA 03:30PM ET",17.516
"PG","Jorge Gutierrez",3500,"Bkn@Tor 01:00PM ET",10.067
"SG","Marcus Thornton",3500,"Bkn@Tor 01:00PM ET",16.282
"SF/PF","Jae Crowder",3500,"Dal@SA 03:30PM ET",10.563
"SG/SF","John Salmons",3500,"Bkn@Tor 01:00PM ET",11.961
"SF/PF","Andrei Kirilenko",3500,"Bkn@Tor 01:00PM ET",13.170
"C","Brook Lopez",3500,"Bkn@Tor 01:00PM ET",33.382
"PF/C","Chuck Hayes",3400,"Bkn@Tor 01:00PM ET",8.315
"PF/C","Tyler Hansbrough",3300,"Bkn@Tor 01:00PM ET",11.690
"PF","Matt Bonner",3300,"Dal@SA 03:30PM ET",7.142
"SF/PF","Steve Novak",3300,"Bkn@Tor 01:00PM ET",5.746
"PG","Cory Joseph",3000,"Dal@SA 03:30PM ET",10.546
"SG","Ricky Ledo",3000,"Dal@SA 03:30PM ET",2.455
"PF/C","Jason Collins",3000,"Bkn@Tor 01:00PM ET",3.148
"PG","Shane Larkin",3000,"Dal@SA 03:30PM ET",6.765
"PF/C","Bernard James",3000,"Dal@SA 03:30PM ET",3.331
"PG","Marquis Teague",3000,"Bkn@Tor 01:00PM ET",6.425
"SG","Wayne Ellington",3000,"Dal@SA 03:30PM ET",5.875
"SG/SF","Landry Fields",3000,"Bkn@Tor 01:00PM ET",6.625
"SF","Damion James",3000,"Dal@SA 03:30PM ET",5.400
"PF/C","Jeff Ayres",3000,"Dal@SA 03:30PM ET",9.204
"C","Aron Baynes",3000,"Dal@SA 03:30PM ET",7.344
"PG/SG","Nando De Colo",3000,"Bkn@Tor 01:00PM ET",8.635
"PG","Dwight Buycks",3000,"Bkn@Tor 01:00PM ET",7.161
"SF/PF","Austin Daye",3000,"Dal@SA 03:30PM ET",5.761
"PG/SG","Gal Mekel",3000,"Dal@SA 03:30PM ET",6.395
"SG/SF","Julyan Stone",3000,"Bkn@Tor 01:00PM ET",3.119
