Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs NYK, 1:00 PM,49.7,20000,"",
PF,Blake Griffin,LAC,LAC vs PHI, 9:30 PM,42.1,19200,"",
C,DeMarcus Cousins,SAC,SAC @ WAS, 6:00 PM,44.4,18200,"",
PG,John Wall,WAS,WAS vs SAC, 6:00 PM,40.2,17500,"",
PF-C,Anthony Davis,NOP,NOP @ BKN, 6:00 PM,43.5,16900,"",
SF,Carmelo Anthony,NYK,NYK @ OKC, 1:00 PM,43.8,16700,"",
C,DeAndre Jordan,LAC,LAC vs PHI, 9:30 PM,34.1,14600,"",
PG,Kyrie Irving,CLE,CLE vs MEM, 6:00 PM,35.4,14200,"",
PF,Zach Randolph,MEM,MEM @ CLE, 6:00 PM,33.3,13900,"",
PF,Dirk Nowitzki,DAL,DAL @ BOS, 6:00 PM,35.5,13500,"",
SF,Rudy Gay,SAC,SAC @ WAS, 6:00 PM,33.8,13500,"",OUT
C,Joakim Noah,CHI,CHI @ LAL, 3:30 PM,34.7,13400,"",
PF,Jared Sullinger,BOS,BOS vs DAL, 6:00 PM,26.6,13400,"",
SG-SF,Paul George,IND,IND @ ORL, 6:00 PM,37.1,13300,"",
PF-C,Serge Ibaka,OKC,OKC vs NYK, 1:00 PM,32.0,13200,"",
PG,Russell Westbrook,OKC,OKC vs NYK, 1:00 PM,39.0,13000,"",OUT
SG,Monta Ellis,DAL,DAL @ BOS, 6:00 PM,33.1,13000,"",OUT
PG,Mike Conley,MEM,MEM @ CLE, 6:00 PM,32.5,12700,"",OUT
PG,Isaiah Thomas,SAC,SAC @ WAS, 6:00 PM,32.8,12700,"",
C,Brook Lopez,BKN,BKN vs NOP, 6:00 PM,32.6,12700,"",OUT
PG,Michael Carter-Williams,PHI,PHI @ LAC, 9:30 PM,35.8,12400,"",
SG,Jamal Crawford,LAC,LAC vs PHI, 9:30 PM,26.4,12300,"",
C,Spencer Hawes,PHI,PHI @ LAC, 9:30 PM,30.9,12300,"",
PF,David West,IND,IND @ ORL, 6:00 PM,27.9,12200,"",
PF-C,Taj Gibson,CHI,CHI @ LAL, 3:30 PM,24.4,12000,"",
PG,Rajon Rondo,BOS,BOS vs DAL, 6:00 PM,24.0,11900,"",OUT
PF,Ryan Anderson,NOP,NOP @ BKN, 6:00 PM,29.6,11600,"",OUT
PG,Chris Paul,LAC,LAC vs PHI, 9:30 PM,44.7,11500,"",OUT
SF,Trevor Ariza,WAS,WAS vs SAC, 6:00 PM,28.6,11500,"",
PF-C,Pau Gasol,LAL,LAL vs CHI, 3:30 PM,36.1,11500,"",OUT
PF-C,Nene Hilario,WAS,WAS vs SAC, 6:00 PM,27.9,11400,"",
PG,Steve Blake,LAL,LAL vs CHI, 3:30 PM,25.9,11400,"",
PF,Carlos Boozer,CHI,CHI @ LAL, 3:30 PM,28.0,11300,"",OUT
C,Nikola Vucevic,ORL,ORL vs IND, 6:00 PM,30.9,11200,"",
SG,Lance Stephenson,IND,IND @ ORL, 6:00 PM,30.0,11200,"",OUT
PG,Jrue Holiday,NOP,NOP @ BKN, 6:00 PM,32.3,11000,"",OUT
C,Marcin Gortat,WAS,WAS vs SAC, 6:00 PM,28.0,11000,"",
SF,Luol Deng,CLE,CLE vs MEM, 6:00 PM,30.4,10900,"",OUT
SF-PF,Jeff Green,BOS,BOS vs DAL, 6:00 PM,25.3,10900,"",
SG-SF,Arron Afflalo,ORL,ORL vs IND, 6:00 PM,29.8,10900,"",
SG-SF,Jimmy Butler,CHI,CHI @ LAL, 3:30 PM,25.1,10700,"",
SG-SF,Evan Turner,PHI,PHI @ LAC, 9:30 PM,30.2,10700,"",
C,Anderson Varejao,CLE,CLE vs MEM, 6:00 PM,28.1,10600,"",
C,Marc Gasol,MEM,MEM @ CLE, 6:00 PM,27.7,10500,"",
SG,Eric Gordon,NOP,NOP @ BKN, 6:00 PM,25.5,10500,"",
PG,Deron Williams,BKN,BKN vs NOP, 6:00 PM,26.5,10500,"",
PF,Thaddeus Young,PHI,PHI @ LAC, 9:30 PM,30.9,10500,"",
SG,Victor Oladipo,ORL,ORL vs IND, 6:00 PM,26.8,10400,"",
PG,Jordan Farmar,LAL,LAL vs CHI, 3:30 PM,20.2,10300,"",OUT
SG,JR Smith,NYK,NYK @ OKC, 1:00 PM,23.5,10100,"",
PG,George Hill,IND,IND @ ORL, 6:00 PM,22.3,10100,"",
SG,Bradley Beal,WAS,WAS vs SAC, 6:00 PM,26.6,10100,"",
SG,Kobe Bryant,LAL,LAL vs CHI, 3:30 PM,25.8,10100,"",OUT
PG,Reggie Jackson,OKC,OKC vs NYK, 1:00 PM,24.4,10000,"",
PF,Tristan Thompson,CLE,CLE vs MEM, 6:00 PM,25.2,10000,"",
PF-C,Glen Davis,ORL,ORL vs IND, 6:00 PM,25.3,10000,"",
SG-SF,Wesley Johnson,LAL,LAL vs CHI, 3:30 PM,19.0,9900,"",
SF,Paul Pierce,BKN,BKN vs NOP, 6:00 PM,24.6,9600,"",
SG,Nick Calathes,MEM,MEM @ CLE, 6:00 PM,9.3,9600,"",
PG,Jameer Nelson,ORL,ORL vs IND, 6:00 PM,26.7,9500,"",
PG,Kendall Marshall,LAL,LAL vs CHI, 3:30 PM,26.2,9500,"",
SG,Courtney Lee,MEM,MEM @ CLE, 6:00 PM,15.2,9500,"",
SF-PF,Tobias Harris,ORL,ORL vs IND, 6:00 PM,25.6,9500,"",
PF-C,Andray Blatche,BKN,BKN vs NOP, 6:00 PM,22.9,9200,"",
C,Roy Hibbert,IND,IND @ ORL, 6:00 PM,27.4,9200,"",
PF-C,Andrea Bargnani,NYK,NYK @ OKC, 1:00 PM,23.2,9100,"",OUT
PG-SG,Avery Bradley,BOS,BOS vs DAL, 6:00 PM,22.7,9000,"",OUT
PF,Ryan Kelly,LAL,LAL vs CHI, 3:30 PM,14.1,9000,"",
SF,James Johnson,MEM,MEM @ CLE, 6:00 PM,21.1,9000,"",
PG,Jose Calderon,DAL,DAL @ BOS, 6:00 PM,22.9,8900,"",
C,Tyson Chandler,NYK,NYK @ OKC, 1:00 PM,23.7,8900,"",
PG,Steve Nash,LAL,LAL vs CHI, 3:30 PM,17.5,8900,"",
SG-SF,Vince Carter,DAL,DAL @ BOS, 6:00 PM,20.6,8800,"",
C,Chris Kaman,LAL,LAL vs CHI, 3:30 PM,17.6,8800,"",
PG,Raymond Felton,NYK,NYK @ OKC, 1:00 PM,23.1,8800,"",
PF,Brandon Bass,BOS,BOS vs DAL, 6:00 PM,21.8,8800,"",
SG,Tony Wroten,PHI,PHI @ LAC, 9:30 PM,21.2,8600,"",
SF,Shawn Marion,DAL,DAL @ BOS, 6:00 PM,24.2,8600,"",
PF,Kevin Garnett,BKN,BKN vs NOP, 6:00 PM,19.7,8600,"",OUT
PG,Darren Collison,LAC,LAC vs PHI, 9:30 PM,19.5,8500,"",
PG,DJ Augustin,CHI,CHI @ LAL, 3:30 PM,19.6,8500,"",
PG-SG,Kirk Hinrich,CHI,CHI @ LAL, 3:30 PM,18.9,8500,"",
SG-SF,Nick Young,LAL,LAL vs CHI, 3:30 PM,22.7,8400,"",OUT
PG,Shaun Livingston,BKN,BKN vs NOP, 6:00 PM,18.5,8400,"",
SG,JJ Redick,LAC,LAC vs PHI, 9:30 PM,22.3,8300,"",OUT
SG,Tony Allen,MEM,MEM @ CLE, 6:00 PM,21.0,8200,"",OUT
SG-SF,James Anderson,PHI,PHI @ LAC, 9:30 PM,19.0,8200,"",
SF,Gerald Wallace,BOS,BOS vs DAL, 6:00 PM,14.2,8000,"",
SG,Dion Waiters,CLE,CLE vs MEM, 6:00 PM,21.4,8000,"",
SF,Matt Barnes,LAC,LAC vs PHI, 9:30 PM,16.0,8000,"",
SG-SF,Mike Dunleavy,CHI,CHI @ LAL, 3:30 PM,19.9,8000,"",
PG,Derrick Rose,CHI,CHI @ LAL, 3:30 PM,24.2,8000,"",OUT
PG,Pablo Prigioni,NYK,NYK @ OKC, 1:00 PM,13.3,8000,"",
SF,Derrick Williams,SAC,SAC @ WAS, 6:00 PM,16.4,8000,"",
PG-SG,Jarrett Jack,CLE,CLE vs MEM, 6:00 PM,17.6,8000,"",
PF-C,Jason Thompson,SAC,SAC @ WAS, 6:00 PM,17.9,8000,"",
SG-SF,Martell Webster,WAS,WAS vs SAC, 6:00 PM,18.5,8000,"",
SG,Thabo Sefolosha,OKC,OKC vs NYK, 1:00 PM,16.1,8000,"",
C,Robert Sacre,LAL,LAL vs CHI, 3:30 PM,11.2,8000,"",
SF,Al-Farouq Aminu,NOP,NOP @ BKN, 6:00 PM,20.3,8000,"",
PG,Brian Roberts,NOP,NOP @ BKN, 6:00 PM,14.5,8000,"",
SF,Danny Granger,IND,IND @ ORL, 6:00 PM,15.5,8000,"",
C,Greg Stiemsma,NOP,NOP @ BKN, 6:00 PM,11.2,8000,"",
C,Samuel Dalembert,DAL,DAL @ BOS, 6:00 PM,17.1,8000,"",
SG-SF,Alan Anderson,BKN,BKN vs NOP, 6:00 PM,14.5,8000,"",
SF,Travis Outlaw,SAC,SAC @ WAS, 6:00 PM,9.6,8000,"",
PF-C,Jason Smith,NOP,NOP @ BKN, 6:00 PM,20.1,7900,"",OUT
SG-SF,Joe Johnson,BKN,BKN vs NOP, 6:00 PM,23.5,7800,"",
SG,CJ Miles,CLE,CLE vs MEM, 6:00 PM,16.2,7700,"",
SF,Luke Babbitt,NOP,NOP @ BKN, 6:00 PM,19.5,7600,"",
PF-C,Jordan Hill,LAL,LAL vs CHI, 3:30 PM,19.6,7600,"",
PF-C,Mason Plumlee,BKN,BKN vs NOP, 6:00 PM,12.5,7500,"",
PG,Jerryd Bayless,BOS,BOS vs DAL, 6:00 PM,15.3,7500,"",
SG,Anthony Morrow,NOP,NOP @ BKN, 6:00 PM,9.7,7500,"",
SG,Tim Hardaway Jr,NYK,NYK @ OKC, 1:00 PM,13.1,7500,"",
SF,Tayshaun Prince,MEM,MEM @ CLE, 6:00 PM,13.1,7500,"",
PF-C,Brandan Wright,DAL,DAL @ BOS, 6:00 PM,17.8,7500,"",
PG-SG,CJ Watson,IND,IND @ ORL, 6:00 PM,12.5,7500,"",
PF,Trevor Booker,WAS,WAS vs SAC, 6:00 PM,16.7,7500,"",
PF-C,Kelly Olynyk,BOS,BOS vs DAL, 6:00 PM,14.7,7500,"",
C,Kendrick Perkins,OKC,OKC vs NYK, 1:00 PM,12.0,7500,"",
SG,Jeremy Lamb,OKC,OKC vs NYK, 1:00 PM,17.1,7500,"",
SF,Anthony Bennett,CLE,CLE vs MEM, 6:00 PM,7.5,7500,"",
SF,Alonzo Gee,CLE,CLE vs MEM, 6:00 PM,8.3,7500,"",
SF,Tony Snell,CHI,CHI @ LAL, 3:30 PM,10.2,7500,"",
PF-C,Lavoy Allen,PHI,PHI @ LAC, 9:30 PM,14.9,7500,"",
PF,Mirza Teletovic,BKN,BKN vs NOP, 6:00 PM,14.9,7500,"",
SF,Andrei Kirilenko,BKN,BKN vs NOP, 6:00 PM,12.8,7500,"",
C,Alexis Ajinca,NOP,NOP @ BKN, 6:00 PM,11.4,7500,"",
PF-C,Amar'e Stoudemire,NYK,NYK @ OKC, 1:00 PM,16.1,7200,"",
SG,Tyreke Evans,NOP,NOP @ BKN, 6:00 PM,24.7,7100,"",
C,Andrew Bynum,IND,IND @ ORL, 6:00 PM,18.3,7100,"",
SG,Ben McLemore,SAC,SAC @ WAS, 6:00 PM,12.9,7000,"",
SG-SF,Xavier Henry,LAL,LAL vs CHI, 3:30 PM,16.4,6400,"",OUT
PG,Phil Pressey,BOS,BOS vs DAL, 6:00 PM,8.4,6000,"",
PF-C,Jeremy Tyler,NYK,NYK @ OKC, 1:00 PM,10.1,6000,"",
PF,Perry Jones,OKC,OKC vs NYK, 1:00 PM,7.7,6000,"",
C,Steven Adams,OKC,OKC vs NYK, 1:00 PM,11.6,6000,"",
C,Kevin Seraphin,WAS,WAS vs SAC, 6:00 PM,9.1,6000,"",
PF,Quincy Acy,SAC,SAC @ WAS, 6:00 PM,9.8,6000,"",
