Position,PlayerName,Team,Opponent,Salary,PPG
C,Nazr Mohammed,Bulls,Kings,5000,5.5
PG,Mike James,Bulls,Kings,5000,3.9
SG,Mike Dunleavy,Bulls,Kings,9250,21.1
SF,Mike Dunleavy,Bulls,Kings,9250,21.1
C,Carlos Boozer,Bulls,Kings,11450,27.6
PF,Carlos Boozer,Bulls,Kings,11450,27.6
PG,Kirk Hinrich,Bulls,Kings,7650,19.8
SG,Kirk Hinrich,Bulls,Kings,7650,19.8
C,Joakim Noah,Bulls,Kings,14500,35.6
PF,Joakim Noah,Bulls,Kings,14500,35.6
PG,D.J. Augustin,Bulls,Kings,11200,20.9
C,Taj Gibson,Bulls,Kings,10850,23.7
PF,Taj Gibson,Bulls,Kings,10850,23.7
SG,Jimmy Butler,Bulls,Kings,11050,24.6
SF,Jimmy Butler,Bulls,Kings,11050,24.6
SG,Tony Snell,Bulls,Kings,5000,10.6
SF,Tony Snell,Bulls,Kings,5000,10.6
PF,Luol Deng,Cavaliers,Mavericks,11200,31.0
SF,Luol Deng,Cavaliers,Mavericks,11200,31.0
C,Anderson Varejao,Cavaliers,Mavericks,11700,28.3
PF,Anderson Varejao,Cavaliers,Mavericks,11700,28.3
PG,Jarrett Jack,Cavaliers,Mavericks,5800,18.3
SG,Jarrett Jack,Cavaliers,Mavericks,5800,18.3
SG,C.J. Miles,Cavaliers,Mavericks,6000,16.4
SF,C.J. Miles,Cavaliers,Mavericks,6000,16.4
PF,Earl Clark,Cavaliers,Mavericks,5000,10.8
SF,Earl Clark,Cavaliers,Mavericks,5000,10.8
SG,Alonzo Gee,Cavaliers,Mavericks,5000,8.0
SF,Alonzo Gee,Cavaliers,Mavericks,5000,8.0
PG,Kyrie Irving,Cavaliers,Mavericks,14050,35.7
SG,Kyrie Irving,Cavaliers,Mavericks,14050,35.7
C,Tristan Thompson,Cavaliers,Mavericks,8500,25.1
PF,Tristan Thompson,Cavaliers,Mavericks,8500,25.1
SG,Dion Waiters,Cavaliers,Mavericks,8300,22.1
C,Tyler Zeller,Cavaliers,Mavericks,5000,9.8
PF,Tyler Zeller,Cavaliers,Mavericks,5000,9.8
PF,Anthony Bennett,Cavaliers,Mavericks,5000,6.3
SF,Anthony Bennett,Cavaliers,Mavericks,5000,6.3
PG,Matthew Dellavedova,Cavaliers,Mavericks,5000,8.8
SG,Vince Carter,Mavericks,Cavaliers,7900,21.0
