Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ MEM, 8:00 PM,49.9,18400,"",
PG,Russell Westbrook,OKC,OKC @ MEM, 8:00 PM,40.4,17700,"",
SG-SF,Paul George,IND,IND @ ATL, 7:00 PM,37.8,17400,"",
PG,Chris Paul,LAC,LAC @ GSW,10:30 PM,43.1,16800,"",
PF,Blake Griffin,LAC,LAC @ GSW,10:30 PM,42.2,16400,"",
PG,Stephen Curry,GSW,GSW vs LAC,10:30 PM,41.8,16200,"",
C,DeAndre Jordan,LAC,LAC @ GSW,10:30 PM,34.4,14600,"",
PF,Paul Millsap,ATL,ATL vs IND, 7:00 PM,36.3,14400,"",
C,Marc Gasol,MEM,MEM vs OKC, 8:00 PM,32.2,14000,"",
PF,Zach Randolph,MEM,MEM vs OKC, 8:00 PM,33.4,13400,"",
PG,Mike Conley,MEM,MEM vs OKC, 8:00 PM,31.6,13100,"",
PF-C,Serge Ibaka,OKC,OKC @ MEM, 8:00 PM,32.6,13000,"",
PF,David Lee,GSW,GSW vs LAC,10:30 PM,32.6,12600,"",
SG,Lance Stephenson,IND,IND @ ATL, 7:00 PM,28.6,12400,"",
PF,David West,IND,IND @ ATL, 7:00 PM,28.3,12200,"",
PG,Jeff Teague,ATL,ATL vs IND, 7:00 PM,29.6,12000,"",
SG,Klay Thompson,GSW,GSW vs LAC,10:30 PM,26.9,11400,"",
SG-SF,Andre Iguodala,GSW,GSW vs LAC,10:30 PM,23.6,11100,"",
C,Andrew Bogut,GSW,GSW vs LAC,10:30 PM,25.9,10200,"",OUT
SG-SF,Kyle Korver,ATL,ATL vs IND, 7:00 PM,22.5,9700,"",
SG,Jamal Crawford,LAC,LAC @ GSW,10:30 PM,25.9,9600,"",
PG,Reggie Jackson,OKC,OKC @ MEM, 8:00 PM,24.1,9200,"",
SG,Tony Allen,MEM,MEM vs OKC, 8:00 PM,19.4,9100,"",
SF,Draymond Green,GSW,GSW vs LAC,10:30 PM,18.7,8900,"",
SF,DeMarre Carroll,ATL,ATL vs IND, 7:00 PM,23.0,8800,"",
PG,George Hill,IND,IND @ ATL, 7:00 PM,21.6,8500,"",
SF,Mike Miller,MEM,MEM vs OKC, 8:00 PM,12.7,8400,"",
SG,JJ Redick,LAC,LAC @ GSW,10:30 PM,21.5,8200,"",
SG,Thabo Sefolosha,OKC,OKC @ MEM, 8:00 PM,15.0,8000,"",
SG,Courtney Lee,MEM,MEM vs OKC, 8:00 PM,16.2,7900,"",
SF,Matt Barnes,LAC,LAC @ GSW,10:30 PM,19.5,7800,"",
PG,Shelvin Mack,ATL,ATL vs IND, 7:00 PM,16.0,7700,"",
PF-C,Glen Davis,LAC,LAC @ GSW,10:30 PM,18.3,7700,"",
C,Pero Antic,ATL,ATL vs IND, 7:00 PM,13.9,7600,"",
PF,Luis Scola,IND,IND @ ATL, 7:00 PM,14.8,7600,"",
PG-SG,CJ Watson,IND,IND @ ATL, 7:00 PM,12.8,7500,"",
SF,Caron Butler,OKC,OKC @ MEM, 8:00 PM,18.4,7500,"",
SF,James Johnson,MEM,MEM vs OKC, 8:00 PM,16.6,7500,"",
SG,Jordan Crawford,GSW,GSW vs LAC,10:30 PM,18.0,7500,"",
C,Roy Hibbert,IND,IND @ ATL, 7:00 PM,23.3,7500,"",
PF,Mike Scott,ATL,ATL vs IND, 7:00 PM,15.2,7500,"",
PF-C,Jermaine O'Neal,GSW,GSW vs LAC,10:30 PM,16.7,7400,"",
C,Kendrick Perkins,OKC,OKC @ MEM, 8:00 PM,11.6,7400,"",
SF,Harrison Barnes,GSW,GSW vs LAC,10:30 PM,17.7,7400,"",
C,Andrew Bynum,IND,IND @ ATL, 7:00 PM,18.7,7400,"",OUT
SG-SF,Evan Turner,IND,IND @ ATL, 7:00 PM,23.8,7300,"",
SG,Louis Williams,ATL,ATL vs IND, 7:00 PM,18.1,7300,"",
PG,Steve Blake,GSW,GSW vs LAC,10:30 PM,17.9,7300,"",
PG,Darren Collison,LAC,LAC @ GSW,10:30 PM,20.7,7300,"",
PF-C,Nick Collison,OKC,OKC @ MEM, 8:00 PM,11.1,7000,"",
PG,Donald Sloan,IND,IND @ ATL, 7:00 PM,4.9,7000,"",
PG,Beno Udrih,MEM,MEM vs OKC, 8:00 PM,11.3,6400,"",
SF,Tayshaun Prince,MEM,MEM vs OKC, 8:00 PM,12.7,6200,"",
SG-SF,Rasual Butler,IND,IND @ ATL, 7:00 PM,4.6,6000,"",
SG,Jeremy Lamb,OKC,OKC @ MEM, 8:00 PM,14.9,5900,"",
C,Kosta Koufos,MEM,MEM vs OKC, 8:00 PM,15.0,5600,"",
C,Ian Mahinmi,IND,IND @ ATL, 7:00 PM,10.3,5500,"",
PG,Derek Fisher,OKC,OKC @ MEM, 8:00 PM,10.4,5500,"",
SF,Chris Copeland,IND,IND @ ATL, 7:00 PM,5.5,5400,"",
SF,Danny Granger,LAC,LAC @ GSW,10:30 PM,13.4,5400,"",
PF-C,Gustavo Ayon,ATL,ATL vs IND, 7:00 PM,13.5,5300,"",OUT
PF-C,Lavoy Allen,IND,IND @ ATL, 7:00 PM,13.1,5200,"",
PF-C,Elton Brand,ATL,ATL vs IND, 7:00 PM,15.8,5100,"",
SF,Quincy Pondexter,MEM,MEM vs OKC, 8:00 PM,10.3,5000,"",OUT
C,Steven Adams,OKC,OKC @ MEM, 8:00 PM,10.4,5000,"",
PF,Jon Leuer,MEM,MEM vs OKC, 8:00 PM,11.3,5000,"",
SG,Nick Calathes,MEM,MEM vs OKC, 8:00 PM,12.3,5000,"",OUT
PF,Ed Davis,MEM,MEM vs OKC, 8:00 PM,12.2,5000,"",
SF,Jared Dudley,LAC,LAC @ GSW,10:30 PM,12.1,5000,"",
PF-C,Marreese Speights,GSW,GSW vs LAC,10:30 PM,11.8,5000,"",
SG,Willie Green,LAC,LAC @ GSW,10:30 PM,8.5,5000,"",
