Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PG,Stephen Curry,GSW,GSW vs DEN,10:30 PM,41.3,16400,"",
PF,Kenneth Faried,DEN,DEN @ GSW,10:30 PM,27.5,13800,"",
PF,Dirk Nowitzki,DAL,DAL vs SAS, 8:00 PM,34.8,13800,"",
PG,Ty Lawson,DEN,DEN @ GSW,10:30 PM,35.4,13000,"",OUT
PF,Tim Duncan,SAS,SAS @ DAL, 8:00 PM,34.6,13000,"",
PF,David Lee,GSW,GSW vs DEN,10:30 PM,33.2,13000,"",OUT
SG,Monta Ellis,DAL,DAL vs SAS, 8:00 PM,32.7,12700,"",
SG,Klay Thompson,GSW,GSW vs DEN,10:30 PM,26.8,11200,"",
SG-SF,Kawhi Leonard,SAS,SAS @ DAL, 8:00 PM,26.9,11000,"",
PG,Aaron Brooks,DEN,DEN @ GSW,10:30 PM,16.1,10500,"",
C,JJ Hickson,DEN,DEN @ GSW,10:30 PM,26.3,10300,"",OUT
C,Andrew Bogut,GSW,GSW vs DEN,10:30 PM,26.2,10000,"",
SF,Wilson Chandler,DEN,DEN @ GSW,10:30 PM,23.9,10000,"",OUT
PG,Tony Parker,SAS,SAS @ DAL, 8:00 PM,27.4,9500,"",OUT
SF,Draymond Green,GSW,GSW vs DEN,10:30 PM,18.1,9400,"",
SF,Shawn Marion,DAL,DAL vs SAS, 8:00 PM,23.3,9200,"",OUT
SG,Manu Ginobili,SAS,SAS @ DAL, 8:00 PM,23.2,9000,"",OUT
SG,Randy Foye,DEN,DEN @ GSW,10:30 PM,22.1,8900,"",
PF-C,Jermaine O'Neal,GSW,GSW vs DEN,10:30 PM,17.1,8800,"",
C,Samuel Dalembert,DAL,DAL vs SAS, 8:00 PM,18.2,8600,"",
PG,Jose Calderon,DAL,DAL vs SAS, 8:00 PM,22.4,8500,"",
SG-SF,Andre Iguodala,GSW,GSW vs DEN,10:30 PM,23.4,8500,"",
C,Timofey Mozgov,DEN,DEN @ GSW,10:30 PM,19.3,8400,"",
SG,Jordan Crawford,GSW,GSW vs DEN,10:30 PM,18.8,8200,"",
SF,Harrison Barnes,GSW,GSW vs DEN,10:30 PM,17.3,8200,"",
SG-SF,Danny Green,SAS,SAS @ DAL, 8:00 PM,17.7,8200,"",
SG,Evan Fournier,DEN,DEN @ GSW,10:30 PM,13.4,8100,"",
SG,Marco Belinelli,SAS,SAS @ DAL, 8:00 PM,18.5,8000,"",
SF,Quincy Miller,DEN,DEN @ GSW,10:30 PM,10.0,8000,"",
PG,Cory Joseph,SAS,SAS @ DAL, 8:00 PM,10.3,7800,"",
PF-C,Marreese Speights,GSW,GSW vs DEN,10:30 PM,11.6,7800,"",
PF,Boris Diaw,SAS,SAS @ DAL, 8:00 PM,18.8,7700,"",
PF-C,Brandan Wright,DAL,DAL vs SAS, 8:00 PM,17.4,7600,"",
PG,Steve Blake,GSW,GSW vs DEN,10:30 PM,19.2,7500,"",
SG-SF,Vince Carter,DAL,DAL vs SAS, 8:00 PM,21.5,7500,"",
C,Tiago Splitter,SAS,SAS @ DAL, 8:00 PM,18.9,7400,"",
PG,Devin Harris,DAL,DAL vs SAS, 8:00 PM,16.9,7000,"",
PF,Darrell Arthur,DEN,DEN @ GSW,10:30 PM,13.0,7000,"",OUT
PG,Patty Mills,SAS,SAS @ DAL, 8:00 PM,16.4,6900,"",
PG,Nate Robinson,DEN,DEN @ GSW,10:30 PM,17.4,6700,"",OUT
SF,Jae Crowder,DAL,DAL vs SAS, 8:00 PM,10.6,6100,"",
PF,Jan Vesely,DEN,DEN @ GSW,10:30 PM,11.2,6100,"",
PF-C,Jeff Ayres,SAS,SAS @ DAL, 8:00 PM,8.9,6000,"",
PF-C,DeJuan Blair,DAL,DAL vs SAS, 8:00 PM,14.7,5600,"",
PF-C,Hilton Armstrong,GSW,GSW vs DEN,10:30 PM,6.7,5600,"",
PF-C,Matt Bonner,SAS,SAS @ DAL, 8:00 PM,7.2,5300,"",
C,JaVale McGee,DEN,DEN @ GSW,10:30 PM,13.5,5300,"",OUT
SF,Damion James,SAS,SAS @ DAL, 8:00 PM,1.9,5000,"",
PF-C,Aron Baynes,SAS,SAS @ DAL, 8:00 PM,7.1,5000,"",OUT
SG,Ricky Ledo,DAL,DAL vs SAS, 8:00 PM,2.2,5000,"",
C,Bernard James,DAL,DAL vs SAS, 8:00 PM,3.3,5000,"",
SF,Austin Daye,SAS,SAS @ DAL, 8:00 PM,5.4,5000,"",
SG,Wayne Ellington,DAL,DAL vs SAS, 8:00 PM,5.7,5000,"",
PF,Anthony Randolph,DEN,DEN @ GSW,10:30 PM,10.2,5000,"",
PG,Gal Mekel,DAL,DAL vs SAS, 8:00 PM,5.8,5000,"",
PG,Shane Larkin,DAL,DAL vs SAS, 8:00 PM,6.5,5000,"",
PG,Nemanja Nedovic,GSW,GSW vs DEN,10:30 PM,2.3,5000,"",
C,Ognjen Kuzmic,GSW,GSW vs DEN,10:30 PM,1.7,5000,"",
C,Festus Ezeli,GSW,GSW vs DEN,10:30 PM,0,5000,"",OUT
SF,Danilo Gallinari,DEN,DEN @ GSW,10:30 PM,0,5000,"",OUT
