"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Anthony Davis",10300,"Mia@NO 08:00PM ET",45.453
"SF/PF","LeBron James",10200,"Mia@NO 08:00PM ET",48.164
"PF/C","Blake Griffin",10000,"Det@LAC 10:30PM ET",44.949
"PG/SG","Stephen Curry",9800,"SA@GS 10:30PM ET",45.642
"PG","Chris Paul",9800,"Det@LAC 10:30PM ET",45.960
"SG/SF","James Harden",9400,"Hou@Cle 07:30PM ET",42.158
"PF/C","Dwight Howard",8900,"Hou@Cle 07:30PM ET",41.496
"PF/C","Al Jefferson",8900,"Por@Cha 07:00PM ET",41.575
"SG/SF","Paul George",8800,"Ind@Mem 08:00PM ET",39.830
"PF/C","Joakim Noah",8700,"Phi@Chi 08:00PM ET",39.187
"PF/C","LaMarcus Aldridge",8500,"Por@Cha 07:00PM ET",44.925
"PG","Damian Lillard",8300,"Por@Cha 07:00PM ET",36.388
"PG","Michael Carter-Williams",8000,"Phi@Chi 08:00PM ET",37.886
"SG/SF","Nicolas Batum",8000,"Por@Cha 07:00PM ET",33.489
"PG/SG","Kyrie Irving",7800,"Hou@Cle 07:30PM ET",38.176
"SF/PF","Josh Smith",7800,"Det@LAC 10:30PM ET",35.750
"PF/C","Greg Monroe",7800,"Det@LAC 10:30PM ET",32.445
"PG","Kemba Walker",7800,"Por@Cha 07:00PM ET",34.548
"SF/PF","Thaddeus Young",7800,"Phi@Chi 08:00PM ET",34.030
"PF/C","Tim Duncan",7700,"SA@GS 10:30PM ET",36.575
"C","Marc Gasol",7600,"Ind@Mem 08:00PM ET",31.822
"PF/C","David Lee",7600,"SA@GS 10:30PM ET",35.385
"PF/C","Zach Randolph",7500,"Ind@Mem 08:00PM ET",35.227
"PG","Mike Conley",7200,"Ind@Mem 08:00PM ET",32.936
"PG","Brandon Jennings",7200,"Det@LAC 10:30PM ET",34.277
"PG/SG","Dwyane Wade",7200,"Mia@NO 08:00PM ET",35.230
"PF/C","Nikola Vucevic",7100,"Orl@Uta 09:00PM ET",33.824
"C","DeAndre Jordan",7100,"Det@LAC 10:30PM ET",35.783
