Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,LeBron James,MIA,MIA vs IND, 7:30 PM,45.6,19600,"",
SF,Kevin Durant,OKC,OKC vs NOP, 8:00 PM,50.2,19000,"",
PF-C,Kevin Love,MIN,MIN vs HOU, 8:00 PM,48.1,18800,"",OUT
SG,James Harden,HOU,HOU @ MIN, 8:00 PM,40.3,18700,"",
PF-C,Anthony Davis,NOP,NOP @ OKC, 8:00 PM,42.4,17600,"",OUT
C,Al Jefferson,CHA,CHA @ BOS, 7:30 PM,40.5,17200,"",
PF,LaMarcus Aldridge,POR,POR @ UTA, 9:00 PM,43.2,17100,"",
PG,Russell Westbrook,OKC,OKC vs NOP, 8:00 PM,39.4,17000,"",
PG,Stephen Curry,GSW,GSW @ LAL,10:30 PM,41.4,17000,"",
SF,Carmelo Anthony,NYK,NYK @ TOR, 7:00 PM,43.6,16600,"",OUT
C,Joakim Noah,CHI,CHI vs DET, 8:00 PM,37.4,15400,"",
C,Dwight Howard,HOU,HOU @ MIN, 8:00 PM,38.7,15200,"",OUT
PG,Kyle Lowry,TOR,TOR vs NYK, 7:00 PM,35.9,15200,"",
PG,Kyrie Irving,CLE,CLE @ MIL, 8:30 PM,36.0,14800,"",
PG,John Wall,WAS,WAS @ ORL, 7:00 PM,38.9,14800,"",
SG-SF,Paul George,IND,IND @ MIA, 7:30 PM,37.0,14600,"",OUT
PG,Michael Carter-Williams,PHI,PHI @ MEM, 8:00 PM,35.2,14300,"",
PF,Paul Millsap,ATL,ATL @ BKN, 7:30 PM,36.3,14200,"",
C,Andre Drummond,DET,DET @ CHI, 8:00 PM,34.5,14200,"",
PG,Rajon Rondo,BOS,BOS vs CHA, 7:30 PM,32.3,14200,"",
PF,Zach Randolph,MEM,MEM vs PHI, 8:00 PM,33.1,14200,"",
PF-C,Pau Gasol,LAL,LAL vs GSW,10:30 PM,36.1,14000,"",OUT
C,Marc Gasol,MEM,MEM vs PHI, 8:00 PM,31.0,13800,"",
SG,DeMar DeRozan,TOR,TOR vs NYK, 7:00 PM,34.9,13700,"",
PG,Kemba Walker,CHA,CHA @ BOS, 7:30 PM,33.1,13700,"",
PG,Eric Bledsoe,PHO,PHO @ SAS, 8:30 PM,32.1,13500,"",
PG,Goran Dragic,PHO,PHO @ SAS, 8:30 PM,33.8,13500,"",
C,Marcin Gortat,WAS,WAS @ ORL, 7:00 PM,29.9,13400,"",
PG,Damian Lillard,POR,POR @ UTA, 9:00 PM,33.5,13300,"",
