Position,PlayerName,Team,Opponent,Salary,PPG
PG,Kirk Hinrich,Bulls,Wizards,7150,20.3
SG,Kirk Hinrich,Bulls,Wizards,7150,20.3
PG,D.J. Augustin,Bulls,Wizards,9750,23.2
C,Carlos Boozer,Bulls,Wizards,9350,26.0
PF,Carlos Boozer,Bulls,Wizards,9350,26.0
C,Joakim Noah,Bulls,Wizards,16150,38.6
PF,Joakim Noah,Bulls,Wizards,16150,38.6
C,Taj Gibson,Bulls,Wizards,11450,24.9
PF,Taj Gibson,Bulls,Wizards,11450,24.9
SG,Jimmy Butler,Bulls,Wizards,11150,26.5
SF,Jimmy Butler,Bulls,Wizards,11150,26.5
SG,Mike Dunleavy,Bulls,Wizards,8900,22.0
SF,Mike Dunleavy,Bulls,Wizards,8900,22.0
C,Nazr Mohammed,Bulls,Wizards,5000,5.2
PG,Jimmer Fredette,Bulls,Wizards,5000,9.3
SG,Jimmer Fredette,Bulls,Wizards,5000,9.3
SG,Tony Snell,Bulls,Wizards,5000,8.6
SF,Tony Snell,Bulls,Wizards,5000,8.6
C,Omer Asik,Rockets,Trail Blazers,5300,17.3
PF,Omer Asik,Rockets,Trail Blazers,5300,17.3
SF,Omri Casspi,Rockets,Trail Blazers,5850,14.4
SF,Jordan Hamilton,Rockets,Trail Blazers,6800,14.0
PG,Jeremy Lin,Rockets,Trail Blazers,7250,23.2
SG,Jeremy Lin,Rockets,Trail Blazers,7250,23.2
PF,Donatas Motiejunas,Rockets,Trail Blazers,5900,11.4
SF,Donatas Motiejunas,Rockets,Trail Blazers,5900,11.4
PF,Chandler Parsons,Rockets,Trail Blazers,11600,31.7
SF,Chandler Parsons,Rockets,Trail Blazers,11600,31.7
SG,James Harden,Rockets,Trail Blazers,14900,42.6
SF,James Harden,Rockets,Trail Blazers,14900,42.6
C,Dwight Howard,Rockets,Trail Blazers,16200,39.6
PF,Dwight Howard,Rockets,Trail Blazers,16200,39.6
SG,Francisco Garcia,Rockets,Trail Blazers,5000,12.2
SF,Francisco Garcia,Rockets,Trail Blazers,5000,12.2
PF,Terrence Jones,Rockets,Trail Blazers,10400,25.8
SF,Terrence Jones,Rockets,Trail Blazers,10400,25.8
PG,Patrick Beverley,Rockets,Trail Blazers,8600,21.9
SG,Patrick Beverley,Rockets,Trail Blazers,8600,21.9
PG,Isaiah Canaan,Rockets,Trail Blazers,5350,8.2
SG,Joe Johnson,Nets,Raptors,10350,25.2
SF,Joe Johnson,Nets,Raptors,10350,25.2
