Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF,LaMarcus Aldridge,POR,POR vs HOU, 9:30 PM,43.7,19200,"",
C,Dwight Howard,HOU,HOU @ POR, 9:30 PM,38.8,17500,"",
PF,Blake Griffin,LAC,LAC @ GSW, 3:30 PM,42.4,17200,"",
SG,James Harden,HOU,HOU @ POR, 9:30 PM,40.7,17000,"",
PG,Chris Paul,LAC,LAC @ GSW, 3:30 PM,43.2,16700,"",OUT
PG,Stephen Curry,GSW,GSW vs LAC, 3:30 PM,41.8,16400,"",
PG,Damian Lillard,POR,POR vs HOU, 9:30 PM,33.6,14900,"",
PG,John Wall,WAS,WAS vs CHI, 1:00 PM,38.5,14700,"",
C,Joakim Noah,CHI,CHI @ WAS, 1:00 PM,37.5,14400,"",
C,DeAndre Jordan,LAC,LAC @ GSW, 3:30 PM,34.4,14300,"",
SG,DeMar DeRozan,TOR,TOR @ BKN, 7:00 PM,34.6,13600,"",
PG,Kyle Lowry,TOR,TOR @ BKN, 7:00 PM,35.7,13400,"",
SF,Nicolas Batum,POR,POR vs HOU, 9:30 PM,30.9,12700,"",
SG,Bradley Beal,WAS,WAS vs CHI, 1:00 PM,27.9,12600,"",
PF,David Lee,GSW,GSW vs LAC, 3:30 PM,32.7,12200,"",
SF,Chandler Parsons,HOU,HOU @ POR, 9:30 PM,30.7,11800,"",
C,Marcin Gortat,WAS,WAS vs CHI, 1:00 PM,29.9,11500,"",
SF,Trevor Ariza,WAS,WAS vs CHI, 1:00 PM,28.0,11500,"",
PF-C,Nene Hilario,WAS,WAS vs CHI, 1:00 PM,27.7,11300,"",
PG,Deron Williams,BKN,BKN vs TOR, 7:00 PM,28.0,11300,"",
SG,Klay Thompson,GSW,GSW vs LAC, 3:30 PM,26.8,11000,"",
SG-SF,Joe Johnson,BKN,BKN vs TOR, 7:00 PM,24.4,10800,"",
SF-PF,Terrence Jones,HOU,HOU @ POR, 9:30 PM,25.5,10600,"",
C,Jonas Valanciunas,TOR,TOR @ BKN, 7:00 PM,24.3,10500,"",
PF-C,Taj Gibson,CHI,CHI @ WAS, 1:00 PM,25.2,10400,"",
SG-SF,Jimmy Butler,CHI,CHI @ WAS, 1:00 PM,26.4,10200,"",
C,Andrew Bogut,GSW,GSW vs LAC, 3:30 PM,25.9,10200,"",OUT
C,Robin Lopez,POR,POR vs HOU, 9:30 PM,26.0,10000,"",
SF,Paul Pierce,BKN,BKN vs TOR, 7:00 PM,24.0,9900,"",
PG,DJ Augustin,CHI,CHI @ WAS, 1:00 PM,22.1,9700,"",
PF,Carlos Boozer,CHI,CHI @ WAS, 1:00 PM,26.2,9500,"",
SG-SF,Mike Dunleavy,CHI,CHI @ WAS, 1:00 PM,21.5,9200,"",
SF,Draymond Green,GSW,GSW vs LAC, 3:30 PM,18.6,9200,"",
SG,Jamal Crawford,LAC,LAC @ GSW, 3:30 PM,26.0,8800,"",
PG,Patrick Beverley,HOU,HOU @ POR, 9:30 PM,21.2,8800,"",
PG,Jeremy Lin,HOU,HOU @ POR, 9:30 PM,22.2,8700,"",
SG,JJ Redick,LAC,LAC @ GSW, 3:30 PM,21.9,8600,"",
PG,Greivis Vasquez,TOR,TOR @ BKN, 7:00 PM,18.1,8400,"",
SG,Wesley Matthews,POR,POR vs HOU, 9:30 PM,24.9,8300,"",
SG-SF,Andre Iguodala,GSW,GSW vs LAC, 3:30 PM,23.1,8100,"",
PG-SG,Kirk Hinrich,CHI,CHI @ WAS, 1:00 PM,19.6,8100,"",
PF,Amir Johnson,TOR,TOR @ BKN, 7:00 PM,22.7,8000,"",
PF,Patrick Patterson,TOR,TOR @ BKN, 7:00 PM,18.9,7900,"",
PG,Darren Collison,LAC,LAC @ GSW, 3:30 PM,20.9,7900,"",
SF,Harrison Barnes,GSW,GSW vs LAC, 3:30 PM,17.8,7800,"",
SF,Matt Barnes,LAC,LAC @ GSW, 3:30 PM,19.7,7800,"",OUT
PG,Mo Williams,POR,POR vs HOU, 9:30 PM,18.5,7800,"",
C,Omer Asik,HOU,HOU @ POR, 9:30 PM,17.2,7700,"",
PF,Trevor Booker,WAS,WAS vs CHI, 1:00 PM,16.3,7700,"",
PF-C,Jermaine O'Neal,GSW,GSW vs LAC, 3:30 PM,16.9,7600,"",
SG-SF,Terrence Ross,TOR,TOR @ BKN, 7:00 PM,16.9,7600,"",
PG,Shaun Livingston,BKN,BKN vs TOR, 7:00 PM,19.1,7600,"",
PF-C,Andray Blatche,BKN,BKN vs TOR, 7:00 PM,21.5,7500,"",
SG,Jordan Crawford,GSW,GSW vs LAC, 3:30 PM,18.2,7500,"",
PG,Steve Blake,GSW,GSW vs LAC, 3:30 PM,18.4,7500,"",
PF-C,Glen Davis,LAC,LAC @ GSW, 3:30 PM,18.7,7400,"",
PF,Kevin Garnett,BKN,BKN vs TOR, 7:00 PM,18.9,7400,"",
SG,Will Barton,POR,POR vs HOU, 9:30 PM,7.7,7200,"",
PG,Marquis Teague,BKN,BKN vs TOR, 7:00 PM,5.9,7200,"",
PG,Jorge Gutierrez,BKN,BKN vs TOR, 7:00 PM,9.5,7000,"",
C,Jason Collins,BKN,BKN vs TOR, 7:00 PM,3.0,7000,"",
SG,Troy Daniels,HOU,HOU @ POR, 9:30 PM,11.0,7000,"",
SF,Dorell Wright,POR,POR vs HOU, 9:30 PM,10.8,7000,"",
PF-C,Mason Plumlee,BKN,BKN vs TOR, 7:00 PM,15.9,6200,"",
PF,Mirza Teletovic,BKN,BKN vs TOR, 7:00 PM,15.0,6000,"",
SG-SF,Martell Webster,WAS,WAS vs CHI, 1:00 PM,15.7,5900,"",
SG-SF,Alan Anderson,BKN,BKN vs TOR, 7:00 PM,12.1,5900,"",
SF,Andrei Kirilenko,BKN,BKN vs TOR, 7:00 PM,12.8,5700,"",
PF-C,Marreese Speights,GSW,GSW vs LAC, 3:30 PM,11.9,5700,"",
SF,Landry Fields,TOR,TOR @ BKN, 7:00 PM,6.4,5600,"",
SF,Omri Casspi,HOU,HOU @ POR, 9:30 PM,14.0,5500,"",
SG-SF,Francisco Garcia,HOU,HOU @ POR, 9:30 PM,11.6,5400,"",
SF,Jordan Hamilton,HOU,HOU @ POR, 9:30 PM,13.4,5300,"",
SF,Danny Granger,LAC,LAC @ GSW, 3:30 PM,13.9,5100,"",
PG,Nando De Colo,TOR,TOR @ BKN, 7:00 PM,8.1,5000,"",
