Position,PlayerName,Team,Opponent,Salary,PPG
PG,C.J. Watson,Pacers,Heat,5000,12.9
C,Ian Mahinmi,Pacers,Heat,5000,9.8
C,Luis Scola,Pacers,Heat,5450,13.9
PF,Luis Scola,Pacers,Heat,5450,13.9
C,Roy Hibbert,Pacers,Heat,10050,23.1
PG,George Hill,Pacers,Heat,8600,22.4
SG,George Hill,Pacers,Heat,8600,22.4
SG,Paul George,Pacers,Heat,15900,39.1
SF,Paul George,Pacers,Heat,15900,39.1
SG,Lance Stephenson,Pacers,Heat,10900,30.0
SF,Lance Stephenson,Pacers,Heat,10900,30.0
C,Andrew Bynum,Pacers,Heat,5200,18.1
PF,David West,Pacers,Heat,10750,28.1
SG,Evan Turner,Pacers,Heat,5000,22.8
SF,Evan Turner,Pacers,Heat,5000,22.8
C,Lavoy Allen,Pacers,Heat,7100,12.7
PF,Lavoy Allen,Pacers,Heat,7100,12.7
PF,Chris Copeland,Pacers,Heat,5000,5.8
SF,Chris Copeland,Pacers,Heat,5000,5.8
SG,Ray Allen,Heat,Pacers,6700,17.7
C,Chris Andersen,Heat,Pacers,5000,16.3
PF,Chris Andersen,Heat,Pacers,5000,16.3
SG,Shane Battier,Heat,Pacers,5000,10.0
SF,Shane Battier,Heat,Pacers,5000,10.0
PF,LeBron James,Heat,Pacers,19950,47.0
SF,LeBron James,Heat,Pacers,19950,47.0
C,Chris Bosh,Heat,Pacers,11000,28.6
PF,Chris Bosh,Heat,Pacers,11000,28.6
PG,Dwyane Wade,Heat,Pacers,12100,32.0
SG,Dwyane Wade,Heat,Pacers,12100,32.0
SG,James Jones,Heat,Pacers,5000,8.3
SF,James Jones,Heat,Pacers,5000,8.3
PF,Udonis Haslem,Heat,Pacers,5000,8.9
PG,Mario Chalmers,Heat,Pacers,8400,23.0
PG,Norris Cole,Heat,Pacers,5000,13.9
PF,Michael Beasley,Heat,Pacers,5000,13.2
SF,Michael Beasley,Heat,Pacers,5000,13.2
PG,Toney Douglas,Heat,Pacers,5000,8.1
SG,Toney Douglas,Heat,Pacers,5000,8.1
C,Greg Oden,Heat,Pacers,5000,7.0
PF,Rashard Lewis,Heat,Pacers,5000,9.6
SF,Rashard Lewis,Heat,Pacers,5000,9.6
SF,Caron Butler,Thunder,Spurs,5000,18.5
C,Hasheem Thabeet,Thunder,Spurs,5000,3.9
PG,Derek Fisher,Thunder,Spurs,5000,10.5
C,Nick Collison,Thunder,Spurs,5000,10.8
PF,Nick Collison,Thunder,Spurs,5000,10.8
C,Kendrick Perkins,Thunder,Spurs,5000,11.6
SG,Thabo Sefolosha,Thunder,Spurs,5000,15.0
SF,Thabo Sefolosha,Thunder,Spurs,5000,15.0
PF,Kevin Durant,Thunder,Spurs,20050,52.0
SF,Kevin Durant,Thunder,Spurs,20050,52.0
PG,Russell Westbrook,Thunder,Spurs,18500,43.0
C,Serge Ibaka,Thunder,Spurs,11400,31.9
PF,Serge Ibaka,Thunder,Spurs,11400,31.9
PG,Reggie Jackson,Thunder,Spurs,8800,24.1
SG,Reggie Jackson,Thunder,Spurs,8800,24.1
SG,Jeremy Lamb,Thunder,Spurs,5050,14.8
SF,Jeremy Lamb,Thunder,Spurs,5050,14.8
PF,Perry Jones,Thunder,Spurs,5000,6.9
SF,Perry Jones,Thunder,Spurs,5000,6.9
C,Steven Adams,Thunder,Spurs,5850,10.7
PF,Andre Roberson,Thunder,Spurs,5000,6.4
SF,Andre Roberson,Thunder,Spurs,5000,6.4
C,Boris Diaw,Spurs,Thunder,6500,18.9
PF,Boris Diaw,Spurs,Thunder,6500,18.9
PF,Austin Daye,Spurs,Thunder,5000,5.5
SF,Austin Daye,Spurs,Thunder,5000,5.5
SG,Marco Belinelli,Spurs,Thunder,6050,18.4
SF,Marco Belinelli,Spurs,Thunder,6050,18.4
PG,Patty Mills,Spurs,Thunder,8900,17.1
C,Tim Duncan,Spurs,Thunder,12200,34.1
PF,Tim Duncan,Spurs,Thunder,12200,34.1
SG,Manu Ginobili,Spurs,Thunder,8150,24.5
SF,Manu Ginobili,Spurs,Thunder,8150,24.5
PG,Tony Parker,Spurs,Thunder,10950,27.0
PF,Matt Bonner,Spurs,Thunder,5000,6.6
C,Tiago Splitter,Spurs,Thunder,6900,19.7
SG,Danny Green,Spurs,Thunder,7450,19.2
SF,Danny Green,Spurs,Thunder,7450,19.2
SG,Kawhi Leonard,Spurs,Thunder,13200,28.1
SF,Kawhi Leonard,Spurs,Thunder,13200,28.1
PG,Cory Joseph,Spurs,Thunder,5000,9.5
C,Aron Baynes,Spurs,Thunder,5000,6.9
