"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"PF/C","Kevin Love",11000,"Min@Bkn 06:00PM ET",52.533
"PG/SG","Stephen Curry",10400,"NY@GS 09:00PM ET",45.685
"SF/PF","Carmelo Anthony",10100,"NY@GS 09:00PM ET",46.968
"PF/C","LaMarcus Aldridge",9500,"Mem@Por 09:00PM ET",44.819
"PF/C","Joakim Noah",9200,"Chi@Bos 07:00PM ET",39.236
"PG","Kyle Lowry",8400,"Tor@Orl 06:00PM ET",39.125
"PG/SG","Goran Dragic",8100,"Pho@LAL 09:30PM ET",36.315
"PG/SG","Eric Bledsoe",7900,"Pho@LAL 09:30PM ET",34.824
"PF/C","Zach Randolph",7800,"Mem@Por 09:00PM ET",35.246
"SG/SF","DeMar DeRozan",7800,"Tor@Orl 06:00PM ET",36.518
"PG","Damian Lillard",7700,"Mem@Por 09:00PM ET",36.017
"PF/C","Nikola Vucevic",7600,"Tor@Orl 06:00PM ET",34.386
"PF/C","Pau Gasol",7600,"Pho@LAL 09:30PM ET",38.186
"PG","Mike Conley",7400,"Mem@Por 09:00PM ET",33.052
"C","Marc Gasol",7200,"Mem@Por 09:00PM ET",31.974
"PG","Deron Williams",7100,"Min@Bkn 06:00PM ET",30.441
"PF/C","David Lee",7100,"NY@GS 09:00PM ET",35.163
"PG","Rajon Rondo",7100,"Chi@Bos 07:00PM ET",33.950
"PG/SG","Victor Oladipo",7000,"Tor@Orl 06:00PM ET",28.993
"C","Nikola Pekovic",7000,"Min@Bkn 06:00PM ET",32.207
"PG","Ricky Rubio",6900,"Min@Bkn 06:00PM ET",31.926
"SG/SF","Nicolas Batum",6900,"Mem@Por 09:00PM ET",33.162
"C","Gorgui Dieng",6800,"Min@Bkn 06:00PM ET",10.628
"PG/SG","Kobe Bryant",6600,"Pho@LAL 09:30PM ET",28.833
"PF/C","Amir Johnson",6400,"Tor@Orl 06:00PM ET",25.343
"PF/C","Carlos Boozer",6400,"Chi@Bos 07:00PM ET",28.155
"SG/SF","Klay Thompson",6400,"NY@GS 09:00PM ET",28.764
"SF/PF","Tobias Harris",6400,"Tor@Orl 06:00PM ET",27.981
"PF/C","Markieff Morris",6300,"Pho@LAL 09:30PM ET",26.184
