Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC vs LAC, 9:30 PM,49.9,20000,"",
PG,Chris Paul,LAC,LAC @ OKC, 9:30 PM,43.3,18300,"",
PG,Russell Westbrook,OKC,OKC vs LAC, 9:30 PM,41.4,18100,"",
PF,Blake Griffin,LAC,LAC @ OKC, 9:30 PM,42.0,17000,"",
SG-SF,Paul George,IND,IND vs WAS, 7:00 PM,38.0,16600,"",
PG,John Wall,WAS,WAS @ IND, 7:00 PM,38.0,13900,"",
SG,Bradley Beal,WAS,WAS @ IND, 7:00 PM,28.4,13700,"",
C,DeAndre Jordan,LAC,LAC @ OKC, 9:30 PM,34.2,13200,"",
PF,David West,IND,IND vs WAS, 7:00 PM,28.5,12900,"",
SF,Trevor Ariza,WAS,WAS @ IND, 7:00 PM,28.2,12700,"",
C,Marcin Gortat,WAS,WAS @ IND, 7:00 PM,29.7,12500,"",
SG,Lance Stephenson,IND,IND vs WAS, 7:00 PM,28.6,12500,"",
PF-C,Serge Ibaka,OKC,OKC vs LAC, 9:30 PM,32.0,12400,"",
PF-C,Nene Hilario,WAS,WAS @ IND, 7:00 PM,27.5,11800,"",
C,Roy Hibbert,IND,IND vs WAS, 7:00 PM,23.3,11000,"",
SG,Jamal Crawford,LAC,LAC @ OKC, 9:30 PM,25.8,9900,"",
PG,George Hill,IND,IND vs WAS, 7:00 PM,21.9,9500,"",
SG,JJ Redick,LAC,LAC @ OKC, 9:30 PM,21.0,8400,"",
PG,Darren Collison,LAC,LAC @ OKC, 9:30 PM,20.4,8200,"",
PG,Reggie Jackson,OKC,OKC vs LAC, 9:30 PM,23.6,8000,"",
SF,Matt Barnes,LAC,LAC @ OKC, 9:30 PM,19.6,8000,"",
C,Andrew Bynum,IND,IND vs WAS, 7:00 PM,18.7,7700,"",OUT
PF-C,Glen Davis,LAC,LAC @ OKC, 9:30 PM,17.5,7700,"",
C,Kendrick Perkins,OKC,OKC vs LAC, 9:30 PM,11.6,7600,"",
PF,Drew Gooden,WAS,WAS @ IND, 7:00 PM,14.8,7500,"",
SF,Caron Butler,OKC,OKC vs LAC, 9:30 PM,18.1,7500,"",
SG-SF,Evan Turner,IND,IND vs WAS, 7:00 PM,23.0,7400,"",
PF,Luis Scola,IND,IND vs WAS, 7:00 PM,14.5,7000,"",
SF,Danny Granger,LAC,LAC @ OKC, 9:30 PM,12.4,7000,"",
SG,Thabo Sefolosha,OKC,OKC vs LAC, 9:30 PM,14.8,6200,"",
PF,Al Harrington,WAS,WAS @ IND, 7:00 PM,10.0,6200,"",
SG-SF,Martell Webster,WAS,WAS @ IND, 7:00 PM,15.1,6100,"",
C,Ian Mahinmi,IND,IND vs WAS, 7:00 PM,10.1,5700,"",
PG-SG,CJ Watson,IND,IND vs WAS, 7:00 PM,12.5,5500,"",
C,Steven Adams,OKC,OKC vs LAC, 9:30 PM,10.4,5500,"",
PG,Andre Miller,WAS,WAS @ IND, 7:00 PM,12.3,5300,"",
PF-C,Lavoy Allen,IND,IND vs WAS, 7:00 PM,13.1,5200,"",
SF,Chris Copeland,IND,IND vs WAS, 7:00 PM,5.4,5000,"",
SG,Garrett Temple,WAS,WAS @ IND, 7:00 PM,4.6,5000,"",
PG,Donald Sloan,IND,IND vs WAS, 7:00 PM,4.9,5000,"",
SG-SF,Rasual Butler,IND,IND vs WAS, 7:00 PM,4.5,5000,"",
SF,Otto Porter,WAS,WAS @ IND, 7:00 PM,4.4,5000,"",
SG,Willie Green,LAC,LAC @ OKC, 9:30 PM,8.3,5000,"",
SF,Solomon Hill,IND,IND vs WAS, 7:00 PM,4.2,5000,"",
SF,Hedo Turkoglu,LAC,LAC @ OKC, 9:30 PM,8.1,5000,"",OUT
SF,Perry Jones,OKC,OKC vs LAC, 9:30 PM,6.9,5000,"",
SG-SF,Andre Roberson,OKC,OKC vs LAC, 9:30 PM,6.4,5000,"",
C,Ryan Hollins,LAC,LAC @ OKC, 9:30 PM,5.0,5000,"",
SG,Reggie Bullock,LAC,LAC @ OKC, 9:30 PM,4.7,5000,"",
C,Hasheem Thabeet,OKC,OKC vs LAC, 9:30 PM,3.8,5000,"",
PF,Grant Jerrett,OKC,OKC vs LAC, 9:30 PM,0,5000,"",
PG,Derek Fisher,OKC,OKC vs LAC, 9:30 PM,10.0,5000,"",
PF-C,Nick Collison,OKC,OKC vs LAC, 9:30 PM,10.8,5000,"",
SF,Jared Dudley,LAC,LAC @ OKC, 9:30 PM,11.7,5000,"",
SG,Jeremy Lamb,OKC,OKC vs LAC, 9:30 PM,14.5,5000,"",
PF,Trevor Booker,WAS,WAS @ IND, 7:00 PM,16.1,5000,"",
C,Kevin Seraphin,WAS,WAS @ IND, 7:00 PM,8.2,5000,"",
SG-SF,Glen Rice,WAS,WAS @ IND, 7:00 PM,6.6,5000,"",
SF,Chris Singleton,WAS,WAS @ IND, 7:00 PM,6.4,5000,"",
