Position,PlayerName,Team,Opponent,Salary,PPG
PG,Jeff Teague,Hawks,Pacers,10450,30.0
SG,Kyle Korver,Hawks,Pacers,8950,24.8
SF,Kyle Korver,Hawks,Pacers,8950,24.8
C,Elton Brand,Hawks,Pacers,5750,13.1
PF,Elton Brand,Hawks,Pacers,5750,13.1
PG,Lou Williams,Hawks,Pacers,6600,18.2
SG,Lou Williams,Hawks,Pacers,6600,18.2
C,Paul Millsap,Hawks,Pacers,13650,36.7
PF,Paul Millsap,Hawks,Pacers,13650,36.7
PG,Shelvin Mack,Hawks,Pacers,5250,16.0
PF,DeMarre Carroll,Hawks,Pacers,9850,23.2
SF,DeMarre Carroll,Hawks,Pacers,9850,23.2
C,Gustavo Ayon,Hawks,Pacers,7350,13.9
PF,Gustavo Ayon,Hawks,Pacers,7350,13.9
PF,Mike Scott,Hawks,Pacers,6050,15.3
PG,Dennis Schroder,Hawks,Pacers,5000,7.8
C,Pero Antic,Hawks,Pacers,7750,13.2
SG,Gerald Henderson,Bobcats,Pistons,9250,24.1
SF,Gerald Henderson,Bobcats,Pistons,9250,24.1
C,Bismack Biyombo,Bobcats,Pistons,5000,11.9
PG,Kemba Walker,Bobcats,Pistons,12300,32.8
PG,Jannero Pargo,Bobcats,Pistons,5000,9.3
PG,Ramon Sessions,Bobcats,Pistons,6900,18.0
SG,Ramon Sessions,Bobcats,Pistons,6900,18.0
SG,Ben Gordon,Bobcats,Pistons,5000,8.9
C,Josh McRoberts,Bobcats,Pistons,8850,23.2
PF,Josh McRoberts,Bobcats,Pistons,8850,23.2
SG,Chris Douglas-Roberts,Bobcats,Pistons,5000,9.0
SF,Chris Douglas-Roberts,Bobcats,Pistons,5000,9.0
PF,Anthony Tolliver,Bobcats,Pistons,5900,12.2
SF,Anthony Tolliver,Bobcats,Pistons,5900,12.2
C,Al Jefferson,Bobcats,Pistons,14550,38.5
PF,Al Jefferson,Bobcats,Pistons,14550,38.5
