Position,PlayerName,Team,Opponent,Salary,PPG
SG,Ben Gordon,Bobcats,Thunder,5000,9.8
C,Al Jefferson,Bobcats,Thunder,13900,34.1
PF,Al Jefferson,Bobcats,Thunder,13900,34.1
C,Josh McRoberts,Bobcats,Thunder,7750,23.4
PF,Josh McRoberts,Bobcats,Thunder,7750,23.4
PG,Ramon Sessions,Bobcats,Thunder,6350,17.1
SG,Ramon Sessions,Bobcats,Thunder,6350,17.1
PF,Anthony Tolliver,Bobcats,Thunder,7550,9.4
SF,Anthony Tolliver,Bobcats,Thunder,7550,9.4
SG,Chris Douglas-Roberts,Bobcats,Thunder,5000,3.8
SF,Chris Douglas-Roberts,Bobcats,Thunder,5000,3.8
SG,Gerald Henderson,Bobcats,Thunder,9750,24.6
SF,Gerald Henderson,Bobcats,Thunder,9750,24.6
C,Bismack Biyombo,Bobcats,Thunder,5000,13.6
PG,Kemba Walker,Bobcats,Thunder,13750,32.9
SG,Jeffery Taylor,Bobcats,Thunder,5700,12.2
SF,Jeffery Taylor,Bobcats,Thunder,5700,12.2
C,Cody Zeller,Bobcats,Thunder,5000,12.8
PF,Cody Zeller,Bobcats,Thunder,5000,12.8
PG,Andre Miller,Nuggets,Pelicans,6350,15.3
SG,Andre Miller,Nuggets,Pelicans,6350,15.3
PG,Nate Robinson,Nuggets,Pelicans,6500,18.5
SG,Nate Robinson,Nuggets,Pelicans,6500,18.5
PG,Randy Foye,Nuggets,Pelicans,5000,16.3
SG,Randy Foye,Nuggets,Pelicans,5000,16.3
SG,Wilson Chandler,Nuggets,Pelicans,9050,22.9
SF,Wilson Chandler,Nuggets,Pelicans,9050,22.9
C,Anthony Randolph,Nuggets,Pelicans,5000,12.3
PF,Anthony Randolph,Nuggets,Pelicans,5000,12.3
C,JaVale McGee,Nuggets,Pelicans,6800,13.2
C,J.J. Hickson,Nuggets,Pelicans,9450,24.4
PF,J.J. Hickson,Nuggets,Pelicans,9450,24.4
C,Darrell Arthur,Nuggets,Pelicans,5000,11.9
PF,Darrell Arthur,Nuggets,Pelicans,5000,11.9
PG,Ty Lawson,Nuggets,Pelicans,11850,34.5
C,Timofey Mozgov,Nuggets,Pelicans,6700,18.4
PF,Kenneth Faried,Nuggets,Pelicans,8400,22.9
SF,Jordan Hamilton,Nuggets,Pelicans,5000,17.2
PG,Chauncey Billups,Pistons,Magic,5000,12.1
SG,Chauncey Billups,Pistons,Magic,5000,12.1
PF,Josh Smith,Pistons,Magic,12700,32.5
SF,Josh Smith,Pistons,Magic,12700,32.5
PF,Charlie Villanueva,Pistons,Magic,5000,8.6
PG,Will Bynum,Pistons,Magic,5000,14.2
PG,Rodney Stuckey,Pistons,Magic,6650,21.2
SG,Rodney Stuckey,Pistons,Magic,6650,21.2
PG,Brandon Jennings,Pistons,Magic,13200,35.7
PF,Jonas Jerebko,Pistons,Magic,5000,6.2
SF,Jonas Jerebko,Pistons,Magic,5000,6.2
C,Greg Monroe,Pistons,Magic,11650,30.1
PF,Greg Monroe,Pistons,Magic,11650,30.1
SG,Kyle Singler,Pistons,Magic,6500,14.6
SF,Kyle Singler,Pistons,Magic,6500,14.6
C,Josh Harrellson,Pistons,Magic,5000,7.7
PF,Josh Harrellson,Pistons,Magic,5000,7.7
C,Andre Drummond,Pistons,Magic,14000,34.9
PF,Andre Drummond,Pistons,Magic,14000,34.9
SG,Kentavious Caldwell-Pope,Pistons,Magic,5000,12.7
C,Jermaine O'Neal,Warriors,Suns,5000,13.5
SG,Andre Iguodala,Warriors,Suns,9700,27.1
SF,Andre Iguodala,Warriors,Suns,9700,27.1
C,Andrew Bogut,Warriors,Suns,11100,27.4
C,David Lee,Warriors,Suns,13250,33.8
PF,David Lee,Warriors,Suns,13250,33.8
C,Marreese Speights,Warriors,Suns,5000,9.7
PF,Marreese Speights,Warriors,Suns,5000,9.7
PG,Stephen Curry,Warriors,Suns,17400,46.9
SG,Stephen Curry,Warriors,Suns,17400,46.9
PG,Toney Douglas,Warriors,Suns,5000,8.0
SG,Toney Douglas,Warriors,Suns,5000,8.0
SG,Klay Thompson,Warriors,Suns,11650,30.5
SF,Klay Thompson,Warriors,Suns,11650,30.5
PF,Harrison Barnes,Warriors,Suns,7050,20.7
SF,Harrison Barnes,Warriors,Suns,7050,20.7
SF,Draymond Green,Warriors,Suns,5550,14.9
PG,Steve Nash,Lakers,Jazz,7100,15.2
PG,Kobe Bryant,Lakers,Jazz,11450,27.2
SG,Kobe Bryant,Lakers,Jazz,11450,27.2
C,Pau Gasol,Lakers,Jazz,12900,32.0
PF,Pau Gasol,Lakers,Jazz,12900,32.0
C,Chris Kaman,Lakers,Jazz,5000,17.0
PF,Chris Kaman,Lakers,Jazz,5000,17.0
PG,Steve Blake,Lakers,Jazz,11150,26.9
SG,Steve Blake,Lakers,Jazz,11150,26.9
PF,Shawne Williams,Lakers,Jazz,5450,13.7
SF,Shawne Williams,Lakers,Jazz,5450,13.7
PG,Jordan Farmar,Lakers,Jazz,6600,19.7
SG,Nick Young,Lakers,Jazz,9600,22.1
SF,Nick Young,Lakers,Jazz,9600,22.1
C,Jordan Hill,Lakers,Jazz,8250,21.8
PF,Jordan Hill,Lakers,Jazz,8250,21.8
SG,Jodie Meeks,Lakers,Jazz,9700,20.5
SG,Wesley Johnson,Lakers,Jazz,7000,19.7
SF,Wesley Johnson,Lakers,Jazz,7000,19.7
SG,Xavier Henry,Lakers,Jazz,8450,16.6
SF,Xavier Henry,Lakers,Jazz,8450,16.6
PG,Kendall Marshall,Lakers,Jazz,5000,1.5
C,Robert Sacre,Lakers,Jazz,5000,11.1
SG,Ray Allen,Heat,Kings,7900,19.5
PF,Rashard Lewis,Heat,Kings,5000,11.4
SF,Rashard Lewis,Heat,Kings,5000,11.4
SG,Shane Battier,Heat,Kings,5000,9.7
SF,Shane Battier,Heat,Kings,5000,9.7
C,Chris Andersen,Heat,Kings,6650,15.0
PF,Chris Andersen,Heat,Kings,6650,15.0
SG,Roger Mason Jr.,Heat,Kings,5000,8.6
PF,LeBron James,Heat,Kings,17550,44.8
SF,LeBron James,Heat,Kings,17550,44.8
C,Chris Bosh,Heat,Kings,11850,27.2
PF,Chris Bosh,Heat,Kings,11850,27.2
PG,Dwyane Wade,Heat,Kings,14150,35.4
