"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SF/PF","Kevin Durant",11200,"OKC@Mem 08:00PM ET",53.660
"PG/SG","Stephen Curry",10400,"LAC@GS 10:30PM ET",46.019
"PG","Chris Paul",10200,"LAC@GS 10:30PM ET",46.191
"PF/C","Blake Griffin",9600,"LAC@GS 10:30PM ET",44.628
"SG/SF","Paul George",9300,"Ind@Atl 07:00PM ET",40.305
"PG","Russell Westbrook",9000,"OKC@Mem 08:00PM ET",42.958
"PF/C","Zach Randolph",8200,"OKC@Mem 08:00PM ET",35.512
"PF/C","Paul Millsap",8200,"Ind@Atl 07:00PM ET",38.641
"C","DeAndre Jordan",7900,"LAC@GS 10:30PM ET",35.723
"PF/C","David Lee",7900,"LAC@GS 10:30PM ET",34.641
"PG","Mike Conley",7800,"OKC@Mem 08:00PM ET",33.423
"PG","Jeff Teague",7500,"Ind@Atl 07:00PM ET",31.858
"C","Marc Gasol",7400,"OKC@Mem 08:00PM ET",33.045
"PF/C","Serge Ibaka",7300,"OKC@Mem 08:00PM ET",34.111
"SG/SF","Klay Thompson",6900,"LAC@GS 10:30PM ET",28.849
"PF","David West",6500,"Ind@Atl 07:00PM ET",29.131
"SG/SF","Lance Stephenson",6000,"Ind@Atl 07:00PM ET",30.869
"SF","Draymond Green",5700,"LAC@GS 10:30PM ET",19.384
"PG","Darren Collison",5400,"LAC@GS 10:30PM ET",22.284
"SG","J.J. Redick",5400,"LAC@GS 10:30PM ET",23.358
"SF/PF","DeMarre Carroll",5100,"Ind@Atl 07:00PM ET",24.357
"SF","Caron Butler",5000,"OKC@Mem 08:00PM ET",19.881
"PG/SG","Reggie Jackson",4900,"OKC@Mem 08:00PM ET",25.829
"C","Jermaine O'Neal",4900,"LAC@GS 10:30PM ET",17.457
"C","Andrew Bogut",4800,"LAC@GS 10:30PM ET",26.981
"SG/SF","Andre Iguodala",4800,"LAC@GS 10:30PM ET",24.396
"PG/SG","George Hill",4800,"Ind@Atl 07:00PM ET",22.763
"SF/PF","Harrison Barnes",4800,"LAC@GS 10:30PM ET",18.872
"SG/SF","Kyle Korver",4800,"Ind@Atl 07:00PM ET",24.322
"PG/SG","Jamal Crawford",4700,"LAC@GS 10:30PM ET",28.282
"SF","Matt Barnes",4700,"LAC@GS 10:30PM ET",21.242
"C","Roy Hibbert",4600,"Ind@Atl 07:00PM ET",25.054
"PF/C","Marreese Speights",4600,"LAC@GS 10:30PM ET",12.540
"PF/C","Luis Scola",4600,"Ind@Atl 07:00PM ET",15.571
"SG/SF","Courtney Lee",4500,"OKC@Mem 08:00PM ET",17.108
"SG/SF","Tony Allen",4400,"OKC@Mem 08:00PM ET",19.807
"PG/SG","Jordan Crawford",4300,"LAC@GS 10:30PM ET",19.804
"C","Pero Antic",4300,"Ind@Atl 07:00PM ET",15.603
"PF/C","Glen Davis",4300,"LAC@GS 10:30PM ET",19.593
"SG/SF","Evan Turner",4200,"Ind@Atl 07:00PM ET",25.979
"PF/C","Elton Brand",3800,"Ind@Atl 07:00PM ET",16.557
"PF/C","Nick Collison",3800,"OKC@Mem 08:00PM ET",11.666
"SG/SF","Thabo Sefolosha",3700,"OKC@Mem 08:00PM ET",16.067
"SG/SF","Mike Miller",3600,"OKC@Mem 08:00PM ET",13.548
"SF/PF","Hedo Turkoglu",3600,"LAC@GS 10:30PM ET",8.931
"PG","C.J. Watson",3600,"Ind@Atl 07:00PM ET",13.331
"SF/PF","James Johnson",3500,"OKC@Mem 08:00PM ET",17.759
"SF","Danny Granger",3500,"LAC@GS 10:30PM ET",15.151
"SG/SF","John Jenkins",3500,"Ind@Atl 07:00PM ET",6.500
"PG/SG","Lou Williams",3500,"Ind@Atl 07:00PM ET",19.528
"SG/SF","Jared Dudley",3500,"LAC@GS 10:30PM ET",13.160
"PG/SG","Steve Blake",3400,"LAC@GS 10:30PM ET",20.535
"PF","Mike Scott",3300,"Ind@Atl 07:00PM ET",16.076
"PG","Beno Udrih",3300,"OKC@Mem 08:00PM ET",12.058
"C","Ian Mahinmi",3300,"Ind@Atl 07:00PM ET",10.687
"PG","Derek Fisher",3300,"OKC@Mem 08:00PM ET",11.319
"PG","Shelvin Mack",3300,"Ind@Atl 07:00PM ET",16.933
"PF/C","Hilton Armstrong",3300,"LAC@GS 10:30PM ET",7.359
"C","Kendrick Perkins",3300,"OKC@Mem 08:00PM ET",12.207
"SF/PF","Andre Roberson",3300,"OKC@Mem 08:00PM ET",6.613
"PF/C","Ed Davis",3200,"OKC@Mem 08:00PM ET",13.015
"PF/C","Lavoy Allen",3200,"Ind@Atl 07:00PM ET",13.572
"PF/C","Kosta Koufos",3200,"OKC@Mem 08:00PM ET",15.588
"C","Ryan Hollins",3000,"LAC@GS 10:30PM ET",5.274
"SG/SF","Jeremy Lamb",3000,"OKC@Mem 08:00PM ET",15.839
"SG/SF","Jamaal Franklin",3000,"OKC@Mem 08:00PM ET",4.083
"SF/PF","Perry Jones",3000,"OKC@Mem 08:00PM ET",7.484
"SG/SF","Reggie Bullock",3000,"LAC@GS 10:30PM ET",5.233
"SG/SF","Cartier Martin",3000,"Ind@Atl 07:00PM ET",9.963
"PF/C","Gustavo Ayon",3000,"Ind@Atl 07:00PM ET",14.125
"PG","Dennis Schroder",3000,"Ind@Atl 07:00PM ET",8.280
"PG/SG","Nemanja Nedovic",3000,"LAC@GS 10:30PM ET",2.552
"SF/PF","Chris Copeland",3000,"Ind@Atl 07:00PM ET",6.024
"C","Ognjen Kuzmic",3000,"LAC@GS 10:30PM ET",2.913
"C","Steven Adams",3000,"OKC@Mem 08:00PM ET",10.985
"PF","Grant Jerrett",3000,"OKC@Mem 08:00PM ET",0
"SG","Willie Green",3000,"LAC@GS 10:30PM ET",9.335
"SF/PF","Tayshaun Prince",3000,"OKC@Mem 08:00PM ET",13.272
"PG/SG","Donald Sloan",3000,"Ind@Atl 07:00PM ET",5.240
"PG/SG","Nick Calathes",3000,"OKC@Mem 08:00PM ET",13.180
"PF/C","Jon Leuer",3000,"OKC@Mem 08:00PM ET",11.845
"C","Festus Ezeli",3000,"LAC@GS 10:30PM ET",0
"SG/SF","Quincy Pondexter",3000,"OKC@Mem 08:00PM ET",11.100
"C","Andrew Bynum",3000,"Ind@Atl 07:00PM ET",19.452
"PF/C","Al Horford",3000,"Ind@Atl 07:00PM ET",37.328
"C","Mike Muscala",3000,"Ind@Atl 07:00PM ET",8.167
"SG/SF","Rasual Butler",3000,"Ind@Atl 07:00PM ET",4.946
"C","Hasheem Thabeet",3000,"OKC@Mem 08:00PM ET",4.063
"SF","Solomon Hill",3000,"Ind@Atl 07:00PM ET",4.545
