Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Anthony Davis,NOP,NOP vs TOR, 8:00 PM,43.6,19800,"",
PF-C,Kevin Love,MIN,MIN @ DAL, 8:30 PM,49.2,19100,"",
SF,LeBron James,MIA,MIA @ BOS, 7:30 PM,45.6,18000,"",
SF,Carmelo Anthony,NYK,NYK vs IND, 8:00 PM,44.1,17200,"",
C,Al Jefferson,CHA,CHA @ BKN, 7:30 PM,40.1,16500,"",
C,Joakim Noah,CHI,CHI @ PHI, 7:00 PM,37.0,16400,"",
PG,Kyle Lowry,TOR,TOR @ NOP, 8:00 PM,36.1,15700,"",OUT
SG-SF,Paul George,IND,IND @ NYK, 8:00 PM,37.1,15600,"",
PG,Ty Lawson,DEN,DEN vs DET, 9:00 PM,36.5,14300,"",
PF,Thaddeus Young,PHI,PHI vs CHI, 7:00 PM,32.0,14200,"",
PF-C,Pau Gasol,LAL,LAL vs SAS,10:30 PM,36.3,14100,"",
SG,Dwyane Wade,MIA,MIA @ BOS, 7:30 PM,33.8,13800,"",
SG-SF,Tyreke Evans,NOP,NOP vs TOR, 8:00 PM,26.8,13800,"",
PF-C,Greg Monroe,DET,DET @ DEN, 9:00 PM,30.5,13800,"",
PG,Michael Carter-Williams,PHI,PHI vs CHI, 7:00 PM,34.7,13600,"",
PF,Tim Duncan,SAS,SAS @ LAL,10:30 PM,34.7,13400,"",
SG,DeMar DeRozan,TOR,TOR @ NOP, 8:00 PM,34.8,13400,"",
PF,Kenneth Faried,DEN,DEN vs DET, 9:00 PM,26.0,13400,"",
PG,Kemba Walker,CHA,CHA @ BKN, 7:30 PM,32.7,13400,"",
SF-PF,Josh Smith,DET,DET @ DEN, 9:00 PM,34.0,13300,"",
C,Andre Drummond,DET,DET @ DEN, 9:00 PM,34.6,13000,"",OUT
SG,Monta Ellis,DAL,DAL vs MIN, 8:30 PM,32.6,12900,"",
PF,Dirk Nowitzki,DAL,DAL vs MIN, 8:30 PM,34.3,12800,"",
C,Marc Gasol,MEM,MEM vs UTA, 8:00 PM,30.5,12800,"",
PG,Rajon Rondo,BOS,BOS vs MIA, 7:30 PM,30.9,12800,"",OUT
C,Brook Lopez,BKN,BKN vs CHA, 7:30 PM,32.6,12700,"",OUT
C,Nikola Vucevic,ORL,ORL @ PHO,10:00 PM,32.3,12500,"",OUT
PG,Brandon Jennings,DET,DET @ DEN, 9:00 PM,32.4,12400,"",
PF,Zach Randolph,MEM,MEM vs UTA, 8:00 PM,32.9,12400,"",
SG,Lance Stephenson,IND,IND @ NYK, 8:00 PM,29.6,12200,"",
PF-C,Derrick Favors,UTA,UTA @ MEM, 8:00 PM,28.4,12100,"",
PG,Mike Conley,MEM,MEM vs UTA, 8:00 PM,30.9,12000,"",
PG,Ricky Rubio,MIN,MIN @ DAL, 8:30 PM,29.7,11900,"",
PG,Deron Williams,BKN,BKN vs CHA, 7:30 PM,27.9,11700,"",
PG,Eric Bledsoe,PHO,PHO vs ORL,10:00 PM,32.0,11700,"",
PG,Goran Dragic,PHO,PHO vs ORL,10:00 PM,33.8,11700,"",
PF,Ryan Anderson,NOP,NOP vs TOR, 8:00 PM,29.6,11600,"",OUT
PF,David West,IND,IND @ NYK, 8:00 PM,28.6,11600,"",
SG-SF,Gordon Hayward,UTA,UTA @ MEM, 8:00 PM,31.7,11600,"",
SG,Kevin Martin,MIN,MIN @ DAL, 8:30 PM,27.0,11400,"",
PF-C,Chris Bosh,MIA,MIA @ BOS, 7:30 PM,29.2,11400,"",
