Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PG,Stephen Curry,GSW,GSW vs WAS,10:30 PM,43.9,18000,"",
SF,Carmelo Anthony,NYK,NYK vs BOS, 7:30 PM,44.3,18000,"",
PF-C,Anthony Davis,NOP,NOP @ CLE, 7:00 PM,42.7,17200,"",
PF,LaMarcus Aldridge,POR,POR vs MEM,10:00 PM,45.0,16500,"",
SG-SF,Paul George,IND,IND @ LAL,10:30 PM,38.1,16200,"",
PG,John Wall,WAS,WAS @ GSW,10:30 PM,39.2,15400,"",
SG,James Harden,HOU,HOU vs SAS, 8:00 PM,38.1,14300,"",
PG,Kyrie Irving,CLE,CLE vs NOP, 7:00 PM,35.2,14200,"",
PF,Tim Duncan,SAS,SAS @ HOU, 8:00 PM,34.4,14100,"",
C,Dwight Howard,HOU,HOU vs SAS, 8:00 PM,38.5,14100,"",
PF,David Lee,GSW,GSW vs WAS,10:30 PM,34.6,13800,"",
PF,Zach Randolph,MEM,MEM @ POR,10:00 PM,33.1,13700,"",
SF-PF,Josh Smith,DET,DET vs ORL, 7:30 PM,32.6,13500,"",
PG,Brandon Jennings,DET,DET vs ORL, 7:30 PM,33.2,13300,"",
C,Andre Drummond,DET,DET vs ORL, 7:30 PM,34.0,13300,"",
SF,Trevor Ariza,WAS,WAS @ GSW,10:30 PM,28.4,13200,"",
SG,Lance Stephenson,IND,IND @ LAL,10:30 PM,29.7,12900,"",
PF-C,Pau Gasol,LAL,LAL vs IND,10:30 PM,35.9,12900,"",
PG,Jrue Holiday,NOP,NOP @ CLE, 7:00 PM,32.3,12600,"",OUT
SG,Victor Oladipo,ORL,ORL @ DET, 7:30 PM,26.7,12600,"",
C,Nikola Vucevic,ORL,ORL @ DET, 7:30 PM,31.8,12400,"",OUT
SF,Chandler Parsons,HOU,HOU vs SAS, 8:00 PM,31.0,12300,"",
SG,Bradley Beal,WAS,WAS @ GSW,10:30 PM,27.1,12100,"",
SF-PF,Tobias Harris,ORL,ORL @ DET, 7:30 PM,25.9,12100,"",
SG,Tyreke Evans,NOP,NOP @ CLE, 7:00 PM,26.1,11900,"",
C,Anderson Varejao,CLE,CLE vs NOP, 7:00 PM,28.3,11900,"",OUT
PG,Damian Lillard,POR,POR vs MEM,10:00 PM,33.6,11900,"",
PF,Ryan Anderson,NOP,NOP @ CLE, 7:00 PM,29.6,11600,"",OUT
PG,Tony Parker,SAS,SAS @ HOU, 8:00 PM,29.4,11500,"",
SF,Luol Deng,CLE,CLE vs NOP, 7:00 PM,31.2,11500,"",
PG,Mike Conley,MEM,MEM @ POR,10:00 PM,32.1,11400,"",
C,Marcin Gortat,WAS,WAS @ GSW,10:30 PM,27.9,11300,"",
PF-C,Greg Monroe,DET,DET vs ORL, 7:30 PM,28.7,11300,"",
SF,Nicolas Batum,POR,POR vs MEM,10:00 PM,30.2,11200,"",
PG,Jameer Nelson,ORL,ORL @ DET, 7:30 PM,27.5,11200,"",
PF-C,Nene Hilario,WAS,WAS @ GSW,10:30 PM,27.5,11000,"",
SG,Wesley Matthews,POR,POR vs MEM,10:00 PM,26.8,11000,"",
SG-SF,Arron Afflalo,ORL,ORL @ DET, 7:30 PM,30.6,11000,"",
PF,Tristan Thompson,CLE,CLE vs NOP, 7:00 PM,26.2,10800,"",
SF-PF,Jeff Green,BOS,BOS @ NYK, 7:30 PM,24.8,10700,"",
C,Roy Hibbert,IND,IND @ LAL,10:30 PM,27.8,10700,"",
C,Andrew Bogut,GSW,GSW vs WAS,10:30 PM,26.6,10700,"",
PF,David West,IND,IND @ LAL,10:30 PM,27.2,10600,"",
PG,George Hill,IND,IND @ LAL,10:30 PM,21.7,10400,"",
C,Robin Lopez,POR,POR vs MEM,10:00 PM,24.6,10300,"",
C,Marc Gasol,MEM,MEM @ POR,10:00 PM,29.3,10300,"",
SG,Kobe Bryant,LAL,LAL vs IND,10:30 PM,25.8,10100,"",OUT
C,Tyson Chandler,NYK,NYK vs BOS, 7:30 PM,23.7,9900,"",
PF,Ryan Kelly,LAL,LAL vs IND,10:30 PM,11.7,9900,"",
SG,Klay Thompson,GSW,GSW vs WAS,10:30 PM,27.4,9800,"",
PF-C,Andrea Bargnani,NYK,NYK vs BOS, 7:30 PM,23.2,9800,"",OUT
SG-SF,Andre Iguodala,GSW,GSW vs WAS,10:30 PM,24.5,9800,"",
PG,Kendall Marshall,LAL,LAL vs IND,10:30 PM,26.3,9700,"",
PG,Steve Blake,LAL,LAL vs IND,10:30 PM,24.8,9700,"",OUT
SF,James Johnson,MEM,MEM @ POR,10:00 PM,23.4,9500,"",
SG,JR Smith,NYK,NYK vs BOS, 7:30 PM,22.7,9500,"",
PG,Raymond Felton,NYK,NYK vs BOS, 7:30 PM,23.2,9500,"",
SG,Jodie Meeks,LAL,LAL vs IND,10:30 PM,21.9,9400,"",
