Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,LeBron James,MIA,MIA @ ATL, 7:30 PM,45.6,19800,"",
C,DeMarcus Cousins,SAC,SAC @ LAC, 3:30 PM,43.3,18700,"",
C,Al Jefferson,CHA,CHA vs PHI, 7:00 PM,40.7,18400,"",
SG,James Harden,HOU,HOU vs NOP, 8:00 PM,40.6,18300,"",
PF,Blake Griffin,LAC,LAC vs SAC, 3:30 PM,42.4,17600,"",
PF-C,Anthony Davis,NOP,NOP @ HOU, 8:00 PM,42.4,17600,"",OUT
PG,Chris Paul,LAC,LAC vs SAC, 3:30 PM,43.4,17300,"",
C,Dwight Howard,HOU,HOU vs NOP, 8:00 PM,38.7,15200,"",OUT
PG,John Wall,WAS,WAS vs MIL, 7:00 PM,38.9,14600,"",
PG,Kyrie Irving,CLE,CLE vs BOS, 7:30 PM,35.9,14400,"",
PG,Michael Carter-Williams,PHI,PHI @ CHA, 7:00 PM,35.0,14200,"",
PG,Rajon Rondo,BOS,BOS @ CLE, 7:30 PM,32.3,14200,"",OUT
PF,Paul Millsap,ATL,ATL vs MIA, 7:30 PM,36.4,14000,"",
SF,Rudy Gay,SAC,SAC @ LAC, 3:30 PM,33.1,14000,"",OUT
PG,Ty Lawson,DEN,DEN vs UTA, 9:00 PM,35.4,13800,"",OUT
PG,Eric Bledsoe,PHO,PHO @ DAL, 8:30 PM,32.7,13800,"",
PG,Kemba Walker,CHA,CHA vs PHI, 7:00 PM,33.1,13700,"",OUT
C,Marcin Gortat,WAS,WAS vs MIL, 7:00 PM,29.8,13600,"",
PF,Kenneth Faried,DEN,DEN vs UTA, 9:00 PM,27.6,13600,"",
C,DeAndre Jordan,LAC,LAC vs SAC, 3:30 PM,34.4,13500,"",
PG,Isaiah Thomas,SAC,SAC @ LAC, 3:30 PM,33.8,13200,"",OUT
PG,Goran Dragic,PHO,PHO @ DAL, 8:30 PM,33.8,13200,"",OUT
SG,Dwyane Wade,MIA,MIA @ ATL, 7:30 PM,33.3,13000,"",OUT
PG,Jeff Teague,ATL,ATL vs MIA, 7:30 PM,29.6,12800,"",
SG,Brandon Knight,MIL,MIL @ WAS, 7:00 PM,29.3,12800,"",
SG,Monta Ellis,DAL,DAL vs PHO, 8:30 PM,32.7,12700,"",
PF,Dirk Nowitzki,DAL,DAL vs PHO, 8:30 PM,34.8,12600,"",
C,Spencer Hawes,CLE,CLE vs BOS, 7:30 PM,29.5,12200,"",
PF,Thaddeus Young,PHI,PHI @ CHA, 7:00 PM,31.9,12000,"",
SF,Chandler Parsons,HOU,HOU vs NOP, 8:00 PM,30.7,11900,"",
SG-SF,Gordon Hayward,UTA,UTA @ DEN, 9:00 PM,31.2,11400,"",
PG,Ray McCallum Jr,SAC,SAC @ LAC, 3:30 PM,12.3,11300,"",
SF-PF,Terrence Jones,HOU,HOU vs NOP, 8:00 PM,25.4,11300,"",
C,Omer Asik,HOU,HOU vs NOP, 8:00 PM,17.3,11200,"",
PF-C,Derrick Favors,UTA,UTA @ DEN, 9:00 PM,28.9,11100,"",
C,Timofey Mozgov,DEN,DEN vs UTA, 9:00 PM,19.9,11000,"",
PF-C,Jared Sullinger,BOS,BOS @ CLE, 7:30 PM,26.5,11000,"",
PG-SG,Avery Bradley,BOS,BOS @ CLE, 7:30 PM,22.1,11000,"",
PG,Aaron Brooks,DEN,DEN vs UTA, 9:00 PM,16.2,10900,"",
SG,Randy Foye,DEN,DEN vs UTA, 9:00 PM,22.3,10900,"",
SG,Bradley Beal,WAS,WAS vs MIL, 7:00 PM,27.1,10900,"",
PF,Jeff Adrien,MIL,MIL @ WAS, 7:00 PM,16.1,10600,"",
PF-C,Chris Bosh,MIA,MIA @ ATL, 7:30 PM,28.7,10300,"",
SG,Dion Waiters,CLE,CLE vs BOS, 7:30 PM,24.0,10300,"",
SG,Eric Gordon,NOP,NOP @ HOU, 8:00 PM,24.1,10300,"",OUT
SG,Jamal Crawford,LAC,LAC vs SAC, 3:30 PM,26.4,10300,"",OUT
PG,Ramon Sessions,MIL,MIL @ WAS, 7:00 PM,20.9,10300,"",
PF-C,Nene Hilario,WAS,WAS vs MIL, 7:00 PM,27.7,10300,"",
C,JJ Hickson,DEN,DEN vs UTA, 9:00 PM,26.3,10300,"",OUT
SG-SF,Gerald Green,PHO,PHO @ DAL, 8:30 PM,23.5,10100,"",
PG,Trey Burke,UTA,UTA @ DEN, 9:00 PM,24.0,10100,"",
SF-PF,Jeff Green,BOS,BOS @ CLE, 7:30 PM,25.4,10000,"",
SG-SF,Tyreke Evans,NOP,NOP @ HOU, 8:00 PM,27.6,9800,"",OUT
SG-SF,PJ Tucker,PHO,PHO @ DAL, 8:30 PM,22.5,9800,"",
PF-C,John Henson,MIL,MIL @ WAS, 7:00 PM,25.2,9800,"",
SG,Alec Burks,UTA,UTA @ DEN, 9:00 PM,22.5,9800,"",
SG-SF,Kyle Korver,ATL,ATL vs MIA, 7:30 PM,22.8,9700,"",
PG,Jeremy Lin,HOU,HOU vs NOP, 8:00 PM,22.2,9700,"",
C,Enes Kanter,UTA,UTA @ DEN, 9:00 PM,22.6,9700,"",
PG,Darren Collison,LAC,LAC vs SAC, 3:30 PM,20.9,9400,"",
SF,Wilson Chandler,DEN,DEN vs UTA, 9:00 PM,23.9,9400,"",OUT
C,Anderson Varejao,CLE,CLE vs BOS, 7:30 PM,26.2,9300,"",
PF,Markieff Morris,PHO,PHO @ DAL, 8:30 PM,24.9,9200,"",
SF,Luol Deng,CLE,CLE vs BOS, 7:30 PM,28.0,9200,"",OUT
PF-C,Elton Brand,ATL,ATL vs MIA, 7:30 PM,16.1,9000,"",
SF,DeMarre Carroll,ATL,ATL vs MIA, 7:30 PM,23.1,9000,"",
SF,Shawn Marion,DAL,DAL vs PHO, 8:30 PM,23.2,8900,"",
SG,Gerald Henderson,CHA,CHA vs PHI, 7:00 PM,23.8,8800,"",
SF,Trevor Ariza,WAS,WAS vs MIL, 7:00 PM,27.9,8800,"",
C,Henry Sims,PHI,PHI @ CHA, 7:00 PM,16.5,8700,"",
PG,Mario Chalmers,MIA,MIA @ ATL, 7:30 PM,22.4,8700,"",
PF,Tristan Thompson,CLE,CLE vs BOS, 7:30 PM,25.0,8600,"",
C,Larry Sanders,MIL,MIL @ WAS, 7:00 PM,21.9,8600,"",OUT
PF,Josh McRoberts,CHA,CHA vs PHI, 7:00 PM,22.7,8500,"",
PF,Ersan Ilyasova,MIL,MIL @ WAS, 7:00 PM,21.8,8500,"",OUT
PF,Khris Middleton,MIL,MIL @ WAS, 7:00 PM,20.8,8500,"",
PG,Jose Calderon,DAL,DAL vs PHO, 8:30 PM,22.4,8500,"",
PF,Brandon Bass,BOS,BOS @ CLE, 7:30 PM,21.0,8400,"",
SG,Tony Wroten,PHI,PHI @ CHA, 7:00 PM,21.3,8200,"",
SG,Jerryd Bayless,BOS,BOS @ CLE, 7:30 PM,16.6,8200,"",OUT
SF,Quincy Miller,DEN,DEN vs UTA, 9:00 PM,10.1,8200,"",
PF-C,Jason Thompson,SAC,SAC @ LAC, 3:30 PM,17.1,8200,"",
C,Zaza Pachulia,MIL,MIL @ WAS, 7:00 PM,20.0,8200,"",
SG-SF,Giannis Antetokounmpo,MIL,MIL @ WAS, 7:00 PM,16.6,8200,"",
PG,Patrick Beverley,HOU,HOU vs NOP, 8:00 PM,21.0,8200,"",OUT
SF,Darius Miller,NOP,NOP @ HOU, 8:00 PM,7.4,8200,"",
SG,Gary Neal,CHA,CHA vs PHI, 7:00 PM,14.4,8200,"",
SG-SF,Hollis Thompson,PHI,PHI @ CHA, 7:00 PM,12.3,8200,"",
SG-SF,Vince Carter,DAL,DAL vs PHO, 8:30 PM,21.4,8100,"",
SG,Austin Rivers,NOP,NOP @ HOU, 8:00 PM,13.2,8100,"",
SF,Matt Barnes,LAC,LAC vs SAC, 3:30 PM,19.8,8100,"",
PF,Trevor Booker,WAS,WAS vs MIL, 7:00 PM,16.2,8100,"",
SG,Anthony Morrow,NOP,NOP @ HOU, 8:00 PM,12.0,8000,"",
SG,Matthew Dellavedova,CLE,CLE vs BOS, 7:30 PM,10.9,8000,"",
SG,Evan Fournier,DEN,DEN vs UTA, 9:00 PM,13.5,8000,"",
SF,Travis Outlaw,SAC,SAC @ LAC, 3:30 PM,10.4,8000,"",
PG,Phil Pressey,BOS,BOS @ CLE, 7:30 PM,9.6,8000,"",
SF-PF,Jeremy Evans,UTA,UTA @ DEN, 9:00 PM,14.5,8000,"",
PG,Brian Roberts,NOP,NOP @ HOU, 8:00 PM,16.9,8000,"",OUT
SG-SF,Chris Douglas-Roberts,CHA,CHA vs PHI, 7:00 PM,12.4,7900,"",
SG-SF,Martell Webster,WAS,WAS vs MIL, 7:00 PM,16.0,7900,"",
C,Greg Stiemsma,NOP,NOP @ HOU, 8:00 PM,11.6,7900,"",
PF-C,Jason Smith,NOP,NOP @ HOU, 8:00 PM,20.1,7900,"",OUT
SG,Ben McLemore,SAC,SAC @ LAC, 3:30 PM,13.7,7900,"",
SG,JJ Redick,LAC,LAC vs SAC, 3:30 PM,21.9,7900,"",
SG-SF,Francisco Garcia,HOU,HOU vs NOP, 8:00 PM,12.0,7800,"",
PF-C,Miles Plumlee,PHO,PHO @ DAL, 8:30 PM,21.1,7800,"",
PF-C,Kelly Olynyk,BOS,BOS @ CLE, 7:30 PM,16.7,7800,"",
SG-SF,James Anderson,PHI,PHI @ CHA, 7:00 PM,18.9,7800,"",
SF,Shane Battier,MIA,MIA @ ATL, 7:30 PM,9.9,7800,"",
C,Samuel Dalembert,DAL,DAL vs PHO, 8:30 PM,18.3,7800,"",
PF-C,Cody Zeller,CHA,CHA vs PHI, 7:00 PM,14.0,7800,"",
PF,Reggie Evans,SAC,SAC @ LAC, 3:30 PM,12.3,7800,"",
PG,Isaiah Canaan,HOU,HOU vs NOP, 8:00 PM,7.5,7700,"",
PF-C,Brandan Wright,DAL,DAL vs PHO, 8:30 PM,17.3,7700,"",
PF,Derrick Williams,SAC,SAC @ LAC, 3:30 PM,15.1,7600,"",
PF-C,Donatas Motiejunas,HOU,HOU vs NOP, 8:00 PM,11.5,7600,"",
PG,Shelvin Mack,ATL,ATL vs MIA, 7:30 PM,15.8,7600,"",
PG,Norris Cole,MIA,MIA @ ATL, 7:30 PM,13.9,7600,"",
PF,Udonis Haslem,MIA,MIA @ ATL, 7:30 PM,9.0,7600,"",
SF,Al-Farouq Aminu,NOP,NOP @ HOU, 8:00 PM,19.2,7600,"",
PF,Ryan Anderson,NOP,NOP @ HOU, 8:00 PM,29.6,7500,"",OUT
PF-C,Glen Davis,LAC,LAC vs SAC, 3:30 PM,19.2,7500,"",
SF,Luke Babbitt,NOP,NOP @ HOU, 8:00 PM,11.3,7500,"",
SG,Ray Allen,MIA,MIA @ ATL, 7:30 PM,16.7,7500,"",
PG,Devin Harris,DAL,DAL vs PHO, 8:30 PM,17.0,7500,"",
PF,Drew Gooden,WAS,WAS vs MIL, 7:00 PM,17.4,7500,"",
SG,Louis Williams,ATL,ATL vs MIA, 7:30 PM,18.0,7500,"",
SF,Jordan Hamilton,HOU,HOU vs NOP, 8:00 PM,13.5,7500,"",
