Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ PHO, 9:00 PM,50.5,20000,"",
SF,LeBron James,MIA,MIA @ SAS, 8:00 PM,45.9,19100,"",OUT
PF,Blake Griffin,LAC,LAC @ LAL,10:30 PM,42.2,16600,"",
PG,Chris Paul,LAC,LAC @ LAL,10:30 PM,43.5,16200,"",
PF-C,Pau Gasol,LAL,LAL vs LAC,10:30 PM,36.5,15600,"",
PG,Russell Westbrook,OKC,OKC @ PHO, 9:00 PM,38.3,15200,"",
PG,Goran Dragic,PHO,PHO vs OKC, 9:00 PM,34.5,14200,"",
C,DeAndre Jordan,LAC,LAC @ LAL,10:30 PM,34.5,13900,"",
PF,Tim Duncan,SAS,SAS vs MIA, 8:00 PM,35.1,13800,"",
SG,Dwyane Wade,MIA,MIA @ SAS, 8:00 PM,33.7,13700,"",
PG,Eric Bledsoe,PHO,PHO vs OKC, 9:00 PM,32.5,12700,"",OUT
PF-C,Serge Ibaka,OKC,OKC @ PHO, 9:00 PM,31.7,11900,"",
PG,Tony Parker,SAS,SAS vs MIA, 8:00 PM,28.8,11800,"",
SG-SF,Kawhi Leonard,SAS,SAS vs MIA, 8:00 PM,25.7,11500,"",
SG-SF,Gerald Green,PHO,PHO vs OKC, 9:00 PM,23.1,10800,"",
SF,Matt Barnes,LAC,LAC @ LAL,10:30 PM,17.7,10400,"",
PF,Markieff Morris,PHO,PHO vs OKC, 9:00 PM,24.2,10200,"",
PG,Darren Collison,LAC,LAC @ LAL,10:30 PM,19.5,10200,"",
PF-C,Chris Bosh,MIA,MIA @ SAS, 8:00 PM,28.9,10100,"",
SG,Kobe Bryant,LAL,LAL vs LAC,10:30 PM,25.8,10100,"",OUT
PG,Jordan Farmar,LAL,LAL vs LAC,10:30 PM,20.8,10000,"",
SG-SF,Wesley Johnson,LAL,LAL vs LAC,10:30 PM,19.9,9600,"",
SG,Jodie Meeks,LAL,LAL vs LAC,10:30 PM,22.1,9500,"",
PG,Reggie Jackson,OKC,OKC @ PHO, 9:00 PM,24.2,9500,"",
SG,Kent Bazemore,LAL,LAL vs LAC,10:30 PM,7.4,9500,"",
SG,Manu Ginobili,SAS,SAS vs MIA, 8:00 PM,23.3,9500,"",
PF,Boris Diaw,SAS,SAS vs MIA, 8:00 PM,19.1,9400,"",
SF,Danny Granger,LAC,LAC @ LAL,10:30 PM,14.4,9000,"",
SG-SF,PJ Tucker,PHO,PHO vs OKC, 9:00 PM,22.0,9000,"",
SF,Caron Butler,OKC,OKC @ PHO, 9:00 PM,19.5,9000,"",
PG,Kendall Marshall,LAL,LAL vs LAC,10:30 PM,25.5,8900,"",
SG-SF,Nick Young,LAL,LAL vs LAC,10:30 PM,22.4,8800,"",OUT
SG,JJ Redick,LAC,LAC @ LAL,10:30 PM,22.3,8700,"",OUT
SG-SF,Danny Green,SAS,SAS vs MIA, 8:00 PM,17.5,8400,"",
SF,Perry Jones,OKC,OKC @ PHO, 9:00 PM,7.6,8300,"",
PF,Marcus Morris,PHO,PHO vs OKC, 9:00 PM,18.1,8200,"",
PG,Patty Mills,SAS,SAS vs MIA, 8:00 PM,16.1,8100,"",
PG,Mario Chalmers,MIA,MIA @ SAS, 8:00 PM,22.0,8100,"",
SG,Marco Belinelli,SAS,SAS vs MIA, 8:00 PM,18.6,8000,"",
SF,Michael Beasley,MIA,MIA @ SAS, 8:00 PM,14.4,7800,"",
C,Chris Kaman,LAL,LAL vs LAC,10:30 PM,19.7,7700,"",
PF-C,Jordan Hill,LAL,LAL vs LAC,10:30 PM,19.0,7700,"",
PF-C,Channing Frye,PHO,PHO vs OKC, 9:00 PM,22.1,7700,"",
C,Steven Adams,OKC,OKC @ PHO, 9:00 PM,10.9,7700,"",
SG,Jamal Crawford,LAC,LAC @ LAL,10:30 PM,26.7,7600,"",OUT
PG,Norris Cole,MIA,MIA @ SAS, 8:00 PM,15.1,7500,"",
SG,Ray Allen,MIA,MIA @ SAS, 8:00 PM,16.5,7500,"",
PG,Steve Nash,LAL,LAL vs LAC,10:30 PM,15.7,7500,"",OUT
SG,Willie Green,LAC,LAC @ LAL,10:30 PM,8.3,7400,"",
C,Tiago Splitter,SAS,SAS vs MIA, 8:00 PM,18.4,7400,"",
PG,Ish Smith,PHO,PHO vs OKC, 9:00 PM,11.8,7400,"",
PF-C,Glen Davis,LAC,LAC @ LAL,10:30 PM,22.9,7400,"",
PF-C,Miles Plumlee,PHO,PHO vs OKC, 9:00 PM,22.4,7300,"",OUT
SG,Jeremy Lamb,OKC,OKC @ PHO, 9:00 PM,16.7,7300,"",
SG,MarShon Brooks,LAL,LAL vs LAC,10:30 PM,8.8,7300,"",
PF-C,Chris Andersen,MIA,MIA @ SAS, 8:00 PM,15.6,6500,"",
SF,Shane Battier,MIA,MIA @ SAS, 8:00 PM,11.0,6200,"",
SF,Jared Dudley,LAC,LAC @ LAL,10:30 PM,13.1,6000,"",OUT
PG,Toney Douglas,MIA,MIA @ SAS, 8:00 PM,6.0,5700,"",
C,Hasheem Thabeet,OKC,OKC @ PHO, 9:00 PM,5.8,5700,"",
C,Alex Len,PHO,PHO vs OKC, 9:00 PM,6.0,5600,"",
C,Robert Sacre,LAL,LAL vs LAC,10:30 PM,11.0,5400,"",
PG,Derek Fisher,OKC,OKC @ PHO, 9:00 PM,10.1,5300,"",
PF,Ryan Kelly,LAL,LAL vs LAC,10:30 PM,13.4,5100,"",
C,Greg Oden,MIA,MIA @ SAS, 8:00 PM,7.3,5000,"",
PF-C,Jeff Ayres,SAS,SAS vs MIA, 8:00 PM,8.7,5000,"",
PF,Rashard Lewis,MIA,MIA @ SAS, 8:00 PM,9.1,5000,"",
PG,Cory Joseph,SAS,SAS vs MIA, 8:00 PM,10.6,5000,"",
SG,Thabo Sefolosha,OKC,OKC @ PHO, 9:00 PM,15.9,5000,"",OUT
SG,Leandro Barbosa,PHO,PHO vs OKC, 9:00 PM,12.4,5000,"",OUT
C,Kendrick Perkins,OKC,OKC @ PHO, 9:00 PM,11.7,5000,"",OUT
PF-C,Nick Collison,OKC,OKC @ PHO, 9:00 PM,11.5,5000,"",
C,Ryan Hollins,LAC,LAC @ LAL,10:30 PM,5.1,5000,"",
PF,Shavlik Randolph,PHO,PHO vs OKC, 9:00 PM,9.6,5000,"",
SG,Reggie Bullock,LAC,LAC @ LAL,10:30 PM,4.2,5000,"",
SG,Archie Goodwin,PHO,PHO vs OKC, 9:00 PM,6.8,5000,"",
SG-SF,Andre Roberson,OKC,OKC @ PHO, 9:00 PM,5.3,5000,"",
SG,Dionte Christmas,PHO,PHO vs OKC, 9:00 PM,4.5,5000,"",
SG,DeAndre Liggins,MIA,MIA @ SAS, 8:00 PM,3.3,5000,"",
C,Emeka Okafor,PHO,PHO vs OKC, 9:00 PM,0,5000,"",OUT
SF,Austin Daye,SAS,SAS vs MIA, 8:00 PM,2.2,5000,"",
SF,Hedo Turkoglu,LAC,LAC @ LAL,10:30 PM,8.3,5000,"",
SG-SF,James Jones,MIA,MIA @ SAS, 8:00 PM,4.5,5000,"",
PF,Udonis Haslem,MIA,MIA @ SAS, 8:00 PM,6.8,5000,"",
SG-SF,Xavier Henry,LAL,LAL vs LAC,10:30 PM,15.8,5000,"",
PF-C,Matt Bonner,SAS,SAS vs MIA, 8:00 PM,7.1,5000,"",
PF-C,Aron Baynes,SAS,SAS vs MIA, 8:00 PM,7.1,5000,"",
