Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SF,Kevin Durant,OKC,OKC @ HOU, 9:30 PM,49.0,19000,"",
SF,Carmelo Anthony,NYK,NYK @ IND, 7:00 PM,42.9,16600,"",
C,Dwight Howard,HOU,HOU vs OKC, 9:30 PM,38.8,15700,"",
SG,James Harden,HOU,HOU vs OKC, 9:30 PM,38.6,15200,"",
SG-SF,Paul George,IND,IND vs NYK, 7:00 PM,37.6,15000,"",
PF,Paul Millsap,ATL,ATL vs BKN, 3:00 PM,35.4,14200,"",
PF-C,Serge Ibaka,OKC,OKC @ HOU, 9:30 PM,30.6,12400,"",
PG,Russell Westbrook,OKC,OKC @ HOU, 9:30 PM,39.0,12200,"",OUT
C,Roy Hibbert,IND,IND vs NYK, 7:00 PM,28.2,12100,"",
SG,Lance Stephenson,IND,IND vs NYK, 7:00 PM,28.4,11900,"",
SF,Chandler Parsons,HOU,HOU vs OKC, 9:30 PM,30.8,11800,"",
SG-SF,Joe Johnson,BKN,BKN @ ATL, 3:00 PM,24.3,11400,"",
PF,David West,IND,IND vs NYK, 7:00 PM,27.7,11300,"",
SF-PF,Terrence Jones,HOU,HOU vs OKC, 9:30 PM,25.2,11200,"",
PG,Jeff Teague,ATL,ATL vs BKN, 3:00 PM,31.3,11100,"",
PF-C,Andrea Bargnani,NYK,NYK @ IND, 7:00 PM,23.8,10800,"",
PG,Raymond Felton,NYK,NYK @ IND, 7:00 PM,23.0,10800,"",
PG,Deron Williams,BKN,BKN @ ATL, 3:00 PM,26.4,10300,"",OUT
PG,Jeremy Lin,HOU,HOU vs OKC, 9:30 PM,24.0,10300,"",
SG-SF,Kyle Korver,ATL,ATL vs BKN, 3:00 PM,23.5,9900,"",
SF,DeMarre Carroll,ATL,ATL vs BKN, 3:00 PM,21.1,9800,"",OUT
SF,Paul Pierce,BKN,BKN @ ATL, 3:00 PM,23.9,9700,"",
SG-SF,Iman Shumpert,NYK,NYK @ IND, 7:00 PM,18.8,9500,"",
PG,Reggie Jackson,OKC,OKC @ HOU, 9:30 PM,23.0,9400,"",
SF,Omri Casspi,HOU,HOU vs OKC, 9:30 PM,15.8,8900,"",
PG,Shaun Livingston,BKN,BKN @ ATL, 3:00 PM,17.5,8900,"",
SG,JR Smith,NYK,NYK @ IND, 7:00 PM,22.3,8800,"",
PG,Pablo Prigioni,NYK,NYK @ IND, 7:00 PM,12.8,8200,"",OUT
PF,Kenyon Martin,NYK,NYK @ IND, 7:00 PM,15.1,8100,"",
PF-C,Andray Blatche,BKN,BKN @ ATL, 3:00 PM,21.5,8100,"",
SG-SF,Alan Anderson,BKN,BKN @ ATL, 3:00 PM,14.8,8000,"",
SG,Thabo Sefolosha,OKC,OKC @ HOU, 9:30 PM,15.2,8000,"",
PG,George Hill,IND,IND vs NYK, 7:00 PM,21.4,8000,"",
SF,Danny Granger,IND,IND vs NYK, 7:00 PM,16.1,8000,"",
PF-C,Al Horford,ATL,ATL vs BKN, 3:00 PM,35.6,8000,"",OUT
SG-SF,Francisco Garcia,HOU,HOU vs OKC, 9:30 PM,12.5,8000,"",
PG,Patrick Beverley,HOU,HOU vs OKC, 9:30 PM,20.1,7800,"",OUT
SG,Jeremy Lamb,OKC,OKC @ HOU, 9:30 PM,17.3,7500,"",
PG,Aaron Brooks,HOU,HOU vs OKC, 9:30 PM,12.7,7500,"",
