Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
PF-C,Anthony Davis,NOP,NOP vs MEM, 8:00 PM,42.6,19000,"",
SF,LeBron James,MIA,MIA vs BKN, 7:00 PM,45.7,17800,"",
SF,Carmelo Anthony,NYK,NYK @ BOS, 7:30 PM,44.2,17600,"",
C,DeMarcus Cousins,SAC,SAC @ PHI, 7:00 PM,43.1,17500,"",
PF,LaMarcus Aldridge,POR,POR @ SAS, 9:30 PM,43.6,16900,"",
PF,Blake Griffin,LAC,LAC vs GSW,10:30 PM,42.2,16600,"",
C,Al Jefferson,CHA,CHA @ WAS, 7:00 PM,40.1,16400,"",
PG,Chris Paul,LAC,LAC vs GSW,10:30 PM,43.2,16400,"",
PG,Ty Lawson,DEN,DEN @ ORL, 7:00 PM,36.6,15700,"",
PG,Kyrie Irving,CLE,CLE @ PHO,10:00 PM,36.0,15000,"",OUT
PG,Stephen Curry,GSW,GSW @ LAC,10:30 PM,41.5,14800,"",
PG,Kyle Lowry,TOR,TOR vs DET, 7:00 PM,35.5,14600,"",
PG,Michael Carter-Williams,PHI,PHI vs SAC, 7:00 PM,35.0,14300,"",
PG,Rajon Rondo,BOS,BOS vs NYK, 7:30 PM,30.9,14300,"",
PF-C,Greg Monroe,DET,DET @ TOR, 7:00 PM,30.3,14300,"",
PG,John Wall,WAS,WAS vs CHA, 7:00 PM,39.4,14200,"",
C,Andre Drummond,DET,DET @ TOR, 7:00 PM,35.1,14000,"",
SF-PF,Josh Smith,DET,DET @ TOR, 7:00 PM,34.1,14000,"",
SG,DeMar DeRozan,TOR,TOR vs DET, 7:00 PM,34.8,13900,"",
SG-SF,Tyreke Evans,NOP,NOP vs MEM, 8:00 PM,26.4,13700,"",
PG,Kemba Walker,CHA,CHA @ WAS, 7:00 PM,32.8,13600,"",
PG,Goran Dragic,PHO,PHO vs CLE,10:00 PM,34.4,13600,"",
PF,David Lee,GSW,GSW @ LAC,10:30 PM,33.6,13600,"",
PF,Tim Duncan,SAS,SAS vs POR, 9:30 PM,35.0,13600,"",
SG,Dwyane Wade,MIA,MIA vs BKN, 7:00 PM,33.8,13500,"",
C,DeAndre Jordan,LAC,LAC vs GSW,10:30 PM,34.5,13500,"",
PF,Dirk Nowitzki,DAL,DAL @ UTA, 9:00 PM,34.5,13400,"",
C,Nikola Vucevic,ORL,ORL vs DEN, 7:00 PM,32.4,13300,"",
SG,Monta Ellis,DAL,DAL @ UTA, 9:00 PM,32.8,13300,"",
C,Spencer Hawes,CLE,CLE @ PHO,10:00 PM,30.3,13200,"",
C,Marc Gasol,MEM,MEM @ NOP, 8:00 PM,30.6,13000,"",
PG,Eric Bledsoe,PHO,PHO vs CLE,10:00 PM,32.5,13000,"",OUT
SG-SF,Gordon Hayward,UTA,UTA vs DAL, 9:00 PM,32.1,13000,"",
PG,Isaiah Thomas,SAC,SAC @ PHI, 7:00 PM,33.2,12900,"",
C,Marcin Gortat,WAS,WAS vs CHA, 7:00 PM,29.0,12800,"",
SF,Rudy Gay,SAC,SAC @ PHI, 7:00 PM,33.8,12800,"",OUT
PF,Zach Randolph,MEM,MEM @ NOP, 8:00 PM,33.2,12700,"",
C,Brook Lopez,BKN,BKN @ MIA, 7:00 PM,32.6,12700,"",OUT
PF,Thaddeus Young,PHI,PHI vs SAC, 7:00 PM,31.5,12600,"",
SF,Nicolas Batum,POR,POR @ SAS, 9:30 PM,30.0,12400,"",
PF,Kenneth Faried,DEN,DEN @ ORL, 7:00 PM,25.1,12300,"",
PG,Damian Lillard,POR,POR @ SAS, 9:30 PM,33.5,12000,"",
PG,Brandon Jennings,DET,DET @ TOR, 7:00 PM,32.3,12000,"",
PF-C,Chris Bosh,MIA,MIA vs BKN, 7:00 PM,29.1,12000,"",
PF,Ryan Anderson,NOP,NOP vs MEM, 8:00 PM,29.6,11600,"",OUT
SG-SF,Kawhi Leonard,SAS,SAS vs POR, 9:30 PM,25.9,11500,"",
PG,Mike Conley,MEM,MEM @ NOP, 8:00 PM,31.2,11400,"",
SG-SF,Gerald Green,PHO,PHO vs CLE,10:00 PM,23.8,11400,"",
SF,Trevor Ariza,WAS,WAS vs CHA, 7:00 PM,29.5,11400,"",
C,Tyson Chandler,NYK,NYK @ BOS, 7:30 PM,26.9,11200,"",OUT
PF-C,Derrick Favors,UTA,UTA vs DAL, 9:00 PM,28.1,11200,"",
PG,Tony Parker,SAS,SAS vs POR, 9:30 PM,29.0,11200,"",
PG,Jrue Holiday,NOP,NOP vs MEM, 8:00 PM,32.3,11000,"",OUT
PF-C,Nene Hilario,WAS,WAS vs CHA, 7:00 PM,28.1,11000,"",OUT
SG,Wesley Matthews,POR,POR @ SAS, 9:30 PM,26.0,11000,"",
PG,Deron Williams,BKN,BKN @ MIA, 7:00 PM,27.5,10800,"",
SG-SF,PJ Tucker,PHO,PHO vs CLE,10:00 PM,22.4,10700,"",
SF-PF,Tobias Harris,ORL,ORL vs DEN, 7:00 PM,26.8,10700,"",
PG,Darren Collison,LAC,LAC vs GSW,10:30 PM,19.9,10600,"",
SG,Bradley Beal,WAS,WAS vs CHA, 7:00 PM,27.2,10600,"",
