Position,PlayerName,Team,Opponent,Salary,PPG
P,Jim Johnson,Athletics,Rangers,7500,3.6
SS,Jed Lowrie,Athletics,Rangers,10300,15.5
2B,Jed Lowrie,Athletics,Rangers,10300,15.5
OF,Josh Reddick,Athletics,Rangers,8150,7.6
P,Jesse Chavez,Athletics,Rangers,14400,34.0
P,Scott Kazmir,Athletics,Rangers,17050,34.2
3B,Alberto Callaspo,Athletics,Rangers,7750,12.8
OF,Coco Crisp,Athletics,Rangers,10900,16.5
1B,Daric Barton,Athletics,Rangers,6150,2.8
3B,Josh Donaldson,Athletics,Rangers,11700,15.9
2B,Eric Sogard,Athletics,Rangers,6300,6.8
3B,Eric Sogard,Athletics,Rangers,6300,6.8
C,John Jaso,Athletics,Rangers,7250,7.4
OF,Craig Gentry,Athletics,Rangers,7950,8.1
P,Ryan Cook,Athletics,Rangers,7500,4.7
P,Eric O'Flaherty,Athletics,Rangers,7500,0.0
P,Fernando Rodriguez,Athletics,Rangers,7500,0.0
P,Fernando Abad,Athletics,Rangers,7500,5.9
P,Josh Lindblom,Athletics,Rangers,7500,6.0
SS,Nick Punto,Athletics,Rangers,7100,5.7
2B,Nick Punto,Athletics,Rangers,7100,5.7
P,Luke Gregerson,Athletics,Rangers,7500,3.0
P,Evan Scribner,Athletics,Rangers,7500,2.0
P,Tommy Milone,Athletics,Rangers,8700,8.3
P,Drew Pomeranz,Athletics,Rangers,8600,6.2
1B,Brandon Moss,Athletics,Rangers,9700,13.0
OF,Brandon Moss,Athletics,Rangers,9700,13.0
P,Jarrod Parker,Athletics,Rangers,7500,0.0
P,Sean Doolittle,Athletics,Rangers,7500,4.4
C,Derek Norris,Athletics,Rangers,5850,8.4
OF,Yoenis Cespedes,Athletics,Rangers,11050,14.7
C,Stephen Vogt,Athletics,Rangers,6350,7.9
OF,Stephen Vogt,Athletics,Rangers,6350,7.9
P,Dan Otero,Athletics,Rangers,7500,8.1
P,A.J. Griffin,Athletics,Rangers,8400,0.0
P,Dan Straily,Athletics,Rangers,10700,17.5
SS,Jake Elmore,Athletics,Rangers,6300,0.0
2B,Jake Elmore,Athletics,Rangers,6300,0.0
1B,Nate Freiman,Athletics,Rangers,6200,5.9
