Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Johnny Cueto,CIN,CIN vs CLE, 7:10 PM,29.3,33000,"",
SP,Clayton Kershaw,LAD,LAD @ LAA,10:05 PM,34.2,33000,"",
SP,Corey Kluber,CLE,CLE @ CIN, 7:10 PM,27.1,33000,"",
SP,Felix Hernandez,SEA,SEA vs CHW,10:10 PM,30.7,32700,"",
SP,Jose Fernandez,MIA,MIA @ PIT, 7:05 PM,30.3,32100,"",60-Day DL
SP,Chris Sale,CHW,CHW @ SEA,10:10 PM,29.7,31700,"",
SP,Jon Lester,OAK,OAK vs MIN,10:05 PM,25.6,30200,x,
SP,Cole Hamels,PHI,PHI vs HOU, 7:05 PM,25.1,30100,"",
SP,Zack Greinke,LAD,LAD @ LAA,10:05 PM,24.9,29400,"",
SP,Adam Wainwright,STL,STL vs BOS, 7:15 PM,25.6,28100,x,
SP,Garrett Richards,LAA,LAA vs LAD,10:05 PM,25.7,27200,"",
SP,Sonny Gray,OAK,OAK vs MIN,10:05 PM,22.0,26800,"",
SP,Hyun-Jin Ryu,LAD,LAD @ LAA,10:05 PM,19.7,26300,x,
SP,Hisashi Iwakuma,SEA,SEA vs CHW,10:10 PM,23.7,25200,"",
SP,Dallas Keuchel,HOU,HOU @ PHI, 7:05 PM,21.0,24200,"",
SP,Scott Kazmir,OAK,OAK vs MIN,10:05 PM,22.5,23900,"",
SP,Collin McHugh,HOU,HOU @ PHI, 7:05 PM,21.8,23000,x,
SP,Jeff Samardzija,OAK,OAK vs MIN,10:05 PM,20.9,22900,"",
SP,Homer Bailey,CIN,CIN vs CLE, 7:10 PM,18.3,22600,x,
SP,Jaime Garcia,STL,STL vs BOS, 7:15 PM,20.1,22500,"",60-Day DL
SP,John Lackey,STL,STL vs BOS, 7:15 PM,20.7,22300,"",
SP,Roenis Elias,SEA,SEA vs CHW,10:10 PM,17.5,22200,x,
SP,Lance Lynn,STL,STL vs BOS, 7:15 PM,20.5,22100,"",
SP,Francisco Liriano,PIT,PIT vs MIA, 7:05 PM,16.7,22000,"",
SP,Michael Wacha,STL,STL vs BOS, 7:15 PM,20.7,21900,"",60-Day DL
SP,Mike Leake,CIN,CIN vs CLE, 7:10 PM,19.3,21900,"",
SP,Wei-Yin Chen,BAL,BAL @ TOR, 7:07 PM,17.1,21800,"",
SP,James Shields,KC,KC @ ARI, 9:40 PM,19.6,21700,"",
SP,Vance Worley,PIT,PIT vs MIA, 7:05 PM,18.2,20800,"",
SP,Gerrit Cole,PIT,PIT vs MIA, 7:05 PM,19.4,20500,"",15-Day DL
SP,Josh Beckett,LAD,LAD @ LAA,10:05 PM,19.3,20500,"",
SP,Phil Hughes,MIN,MIN @ OAK,10:05 PM,19.3,20500,"",
SP,Jose Quintana,CHW,CHW @ SEA,10:10 PM,19.2,20400,"",
SP,Mat Latos,CIN,CIN vs CLE, 7:10 PM,19.8,20400,"",
SP,Jered Weaver,LAA,LAA vs LAD,10:05 PM,19.2,20300,"",
SP,RA Dickey,TOR,TOR vs BAL, 7:07 PM,18.1,20300,"",
SP,Danny Salazar,,No Team,"",15.7,20200,"",
SP,Jason Hammel,OAK,OAK vs MIN,10:05 PM,19.0,20100,"",
SP,Chase Anderson,ARI,ARI vs KC, 9:40 PM,18.1,20000,"",
SP,Alfredo Simon,CIN,CIN vs CLE, 7:10 PM,18.5,19600,"",
SP,CJ Wilson,LAA,LAA vs LAD,10:05 PM,16.6,19600,x,
SP,James Paxton,SEA,SEA vs CHW,10:10 PM,24.0,19500,"",
SP,Henderson Alvarez,MIA,MIA @ PIT, 7:05 PM,17.4,19500,"",15-Day DL
SP,Jesse Chavez,OAK,OAK vs MIN,10:05 PM,18.3,19500,"",
SP,Danny Duffy,KC,KC @ ARI, 9:40 PM,15.6,19300,"",
SP,Cliff Lee,PHI,PHI vs HOU, 7:05 PM,18.0,19100,"",15-Day DL
SP,Matt Shoemaker,LAA,LAA vs LAD,10:05 PM,15.5,18800,"",
SP,Tom Koehler,MIA,MIA @ PIT, 7:05 PM,16.4,18500,"",
SP,Bud Norris,BAL,BAL @ TOR, 7:07 PM,17.5,18500,"",
SP,Charlie Morton,PIT,PIT vs MIA, 7:05 PM,17.3,18400,"",
SP,Yordano Ventura,KC,KC @ ARI, 9:40 PM,17.7,18300,"",
SP,Jason Vargas,KC,KC @ ARI, 9:40 PM,17.2,18200,"",
SP,Wade Miley,ARI,ARI vs KC, 9:40 PM,17.2,18200,"",
SP,Chris Young,SEA,SEA vs CHW,10:10 PM,16.6,18100,"",
SP,Marcus Stroman,TOR,TOR vs BAL, 7:07 PM,15.3,18100,"",
SP,Tyler Skaggs,LAA,LAA vs LAD,10:05 PM,16.4,18100,"",15-Day DL
SP,Chris Tillman,BAL,BAL @ TOR, 7:07 PM,15.2,18000,"",
SP,Jeff Locke,PIT,PIT vs MIA, 7:05 PM,17.6,17500,"",
SP,Trevor Bauer,CLE,CLE @ CIN, 7:10 PM,16.5,17500,"",
SP,Kyle Gibson,MIN,MIN @ OAK,10:05 PM,14.5,17500,"",
SP,Josh Tomlin,CLE,CLE @ CIN, 7:10 PM,16.2,17200,"",
SP,AJ Burnett,PHI,PHI vs HOU, 7:05 PM,16.2,17200,"",
SP,Bronson Arroyo,ARI,ARI vs KC, 9:40 PM,14.6,17100,"",15-Day DL
SP,JA Happ,TOR,TOR vs BAL, 7:07 PM,12.9,17100,x,
SP,Mark Buehrle,TOR,TOR vs BAL, 7:07 PM,15.9,16900,"",
SP,David Buchanan,PHI,PHI vs HOU, 7:05 PM,15.6,16400,"",
SP,Drew Hutchison,TOR,TOR vs BAL, 7:07 PM,16.7,16400,"",
SP,Jeremy Guthrie,KC,KC @ ARI, 9:40 PM,14.3,16300,x,
SP,Rubby De La Rosa,BOS,BOS @ STL, 7:15 PM,15.4,16300,"",
SP,Kevin Gausman,BAL,BAL @ TOR, 7:07 PM,15.0,16100,"",
