"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SP","Clayton Kershaw",14400,"NYM@LAD 04:10PM ET",31.390
"SP","Jose Fernandez",12400,"Mia@Col 04:10PM ET",26.856
"SP","Jon Lester",11500,"LAA@Oak 08:05PM ET",23.029
"SP","Zack Greinke",10800,"NYM@LAD 04:10PM ET",21.183
"SP","Garrett Richards",10600,"LAA@Oak 08:05PM ET",20.242
"SP","Hyun-jin Ryu",10200,"NYM@LAD 04:10PM ET",17.626
"SP","Matt Harvey",9700,"NYM@LAD 04:10PM ET",0
"SP","Jeff Samardzija",9300,"LAA@Oak 08:05PM ET",15.975
"SP","Jacob deGrom",9100,"NYM@LAD 04:10PM ET",17.369
"SP","Tyson Ross",9000,"SD@Ari 04:10PM ET",19.739
"SP","Bartolo Colon",8800,"NYM@LAD 04:10PM ET",16.900
"SP","Jesse Hahn",8600,"SD@Ari 04:10PM ET",16.900
"SP","Sonny Gray",8600,"LAA@Oak 08:05PM ET",18.713
"SP","Ian Kennedy",8500,"SD@Ari 04:10PM ET",18.238
"SP","Scott Kazmir",8400,"LAA@Oak 08:05PM ET",18.978
"SP","Zack Wheeler",8300,"NYM@LAD 04:10PM ET",15.611
"SP","Wade Miley",8200,"SD@Ari 04:10PM ET",15.744
"SP","Jesse Chavez",8000,"LAA@Oak 08:05PM ET",14.370
"SP","Patrick Corbin",7700,"SD@Ari 04:10PM ET",0
"SP","Eric Stults",7500,"SD@Ari 04:10PM ET",10.062
"SP","Jered Weaver",7400,"LAA@Oak 08:05PM ET",15.502
"SP","Jason Hammel",7400,"LAA@Oak 08:05PM ET",15.679
"SP","Matt Shoemaker",7300,"LAA@Oak 08:05PM ET",15.084
"SP","Henderson Alvarez",7300,"Mia@Col 04:10PM ET",15.942
"SP","Andrew Cashner",7300,"SD@Ari 04:10PM ET",13.213
"RP","Drew Pomeranz",7200,"LAA@Oak 08:05PM ET",9.638
"SP","Dillon Gee",7200,"NYM@LAD 04:10PM ET",14.069
"RP","Marcus Walden",7200,"LAA@Oak 08:05PM ET",0
"SP","A.J. Griffin",7000,"LAA@Oak 08:05PM ET",0
"SP","Trevor Cahill",7000,"SD@Ari 04:10PM ET",7.235
"SP","Bronson Arroyo",7000,"SD@Ari 04:10PM ET",11.440
"SP","Tyler Chatwood",6900,"Mia@Col 04:10PM ET",13.850
"SP","Jenrry Mejia",6900,"NYM@LAD 04:10PM ET",4.511
"SP","Josh Beckett",6900,"NYM@LAD 04:10PM ET",17.513
"SP","Jonathon Niese",6800,"NYM@LAD 04:10PM ET",13.584
"SP","Robbie Erlin",6800,"SD@Ari 04:10PM ET",12.383
"SP","Chase Anderson",6800,"SD@Ari 04:10PM ET",13.606
"SP","C.J. Wilson",6800,"LAA@Oak 08:05PM ET",13.830
"SP","Roberto Hernandez",6800,"NYM@LAD 04:10PM ET",10.185
"SP","Paul Maholm",6800,"NYM@LAD 04:10PM ET",2.907
"SP","Jhoulys Chacin",6700,"Mia@Col 04:10PM ET",9.027
"SP","Chad Billingsley",6700,"NYM@LAD 04:10PM ET",0
"SP","Tom Koehler",6600,"Mia@Col 04:10PM ET",14.319
"RP","Arquimedes Caminero",6500,"Mia@Col 04:10PM ET",1.300
"SP","Brian Flynn",6500,"Mia@Col 04:10PM ET",-0.500
"SP","Daniel Hudson",6500,"SD@Ari 04:10PM ET",0
"RP","Vic Black",6500,"NYM@LAD 04:10PM ET",2.623
"RP","Michael Roth",6500,"LAA@Oak 08:05PM ET",-0.050
"RP","Eury De La Rosa",6500,"SD@Ari 04:10PM ET",4.204
"RP","Donnie Joseph",6500,"Mia@Col 04:10PM ET",-10.100
"RP","Cory Rasmus",6500,"LAA@Oak 08:05PM ET",4.976
"SP","Brad Penny",6500,"Mia@Col 04:10PM ET",9.450
"RP","Jamey Wright",6500,"NYM@LAD 04:10PM ET",2.957
"SP","Hector Santiago",6500,"LAA@Oak 08:05PM ET",11.417
"RP","Edgar Olmos",6500,"Mia@Col 04:10PM ET",0
"RP","Bobby LaFromboise",6500,"SD@Ari 04:10PM ET",0
"RP","Ryan Brasier",6500,"LAA@Oak 08:05PM ET",0
"RP","Randall Delgado",6400,"SD@Ari 04:10PM ET",3.669
"SP","Nathan Eovaldi",6300,"Mia@Col 04:10PM ET",13.265
"RP","Gonzalez Germen",6300,"NYM@LAD 04:10PM ET",2.614
"SP","Stephen Fife",6300,"NYM@LAD 04:10PM ET",10.100
"SP","Josh Johnson",6300,"SD@Ari 04:10PM ET",0
"SP","Dan Haren",6300,"NYM@LAD 04:10PM ET",13.373
"SP","Vidal Nuno",6200,"SD@Ari 04:10PM ET",9.683
"RP","Andrew Heaney",6200,"Mia@Col 04:10PM ET",5.825
"RP","Odrisamer Despaigne",6200,"SD@Ari 04:10PM ET",12.564
"RP","Tommy Kahnle",6200,"Mia@Col 04:10PM ET",3.754
"SP","Tyler Skaggs",6200,"LAA@Oak 08:05PM ET",14.092
"SP","Kevin Correia",6200,"NYM@LAD 04:10PM ET",8.438
"SP","Jorge De La Rosa",6200,"Mia@Col 04:10PM ET",13.600
"SP","Zeke Spruill",6200,"SD@Ari 04:10PM ET",7.700
"SP","Cory Luebke",6200,"SD@Ari 04:10PM ET",0
"SP","Anthony DeSclafani",6100,"Mia@Col 04:10PM ET",5.779
"SP","Josh Collmenter",6100,"SD@Ari 04:10PM ET",11.591
"SP","Jarrod Parker",6100,"LAA@Oak 08:05PM ET",0
"SP","Jordan Lyles",6000,"Mia@Col 04:10PM ET",11.962
"SP","Mike Bolsinger",6000,"SD@Ari 04:10PM ET",10.395
