Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Chris Sale,CHW,CHW vs CLE, 8:10 PM,34.5,28100,"",
SP,Stephen Strasburg,WAS,WAS vs MIA, 4:05 PM,15.5,27400,x,
SP,Cliff Lee,PHI,PHI vs MIL, 7:05 PM,12.0,27000,x,
SP,RA Dickey,TOR,TOR vs HOU, 7:07 PM,16.0,25600,x,
SP,Madison Bumgarner,SF,SF vs ARI,10:15 PM,21.0,25300,"",
SP,Jose Fernandez,MIA,MIA @ WAS, 4:05 PM,36.0,24600,"",
SP,Cole Hamels,PHI,PHI vs MIL, 7:05 PM,0,24500,"",15-Day DL
SP,Masahiro Tanaka,NYY,NYY vs BOS, 7:05 PM,30.0,23900,"",
SP,Gio Gonzalez,WAS,WAS vs MIA, 4:05 PM,29.5,23500,"",
SP,Gerrit Cole,PIT,PIT @ CHC, 2:20 PM,21.0,23400,x,
SP,Matt Harvey,NYM,NYM @ ATL, 7:10 PM,0,22900,"",60-Day DL
SP,Jeff Samardzija,CHC,CHC vs PIT, 2:20 PM,22.0,22000,"",
SP,Francisco Liriano,PIT,PIT @ CHC, 2:20 PM,20.0,21800,"",
SP,Tim Hudson,SF,SF vs ARI,10:15 PM,33.5,21800,"",
SP,CC Sabathia,NYY,NYY vs BOS, 7:05 PM,15.0,21700,"",
SP,Mike Minor,ATL,ATL vs NYM, 7:10 PM,0,21500,"",15-Day DL
SP,Dan Straily,OAK,OAK @ MIN, 1:10 PM,19.0,21500,x,
SP,Tim Lincecum,SF,SF vs ARI,10:15 PM,8.0,21400,"",
SP,Kris Medlen,ATL,ATL vs NYM, 7:10 PM,0,21400,"",60-Day DL
SP,Jon Lester,BOS,BOS @ NYY, 7:05 PM,24.0,21400,"",
SP,Michael Pineda,NYY,NYY vs BOS, 7:05 PM,21.0,21100,x,
SP,Matt Cain,SF,SF vs ARI,10:15 PM,7.0,21100,"",
SP,Doug Fister,WAS,WAS vs MIA, 4:05 PM,0,21100,"",15-Day DL
SP,Matt Garza,MIL,MIL @ PHI, 7:05 PM,21.5,20900,"",
SP,Danny Salazar,CLE,CLE @ CHW, 8:10 PM,11.0,20900,x,
SP,Marco Estrada,MIL,MIL @ PHI, 7:05 PM,20.0,20800,x,
