"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SP","Felix Hernandez",12500,"Hou@Sea 10:10PM ET",31.988
"SP","Justin Verlander",12200,"CWS@Det 07:08PM ET",18.375
"SP","Yu Darvish",12100,"Tex@Oak 10:05PM ET",28.033
"SP","Max Scherzer",11900,"CWS@Det 07:08PM ET",25.788
"SP","Ervin Santana",11700,"Mia@Atl 07:10PM ET",29.683
"SP","Stephen Strasburg",11600,"LAA@Was 07:05PM ET",18.550
"SP","Adam Wainwright",11500,"StL@NYM 07:10PM ET",30.225
"SP","Zack Greinke",11300,"Phi@LAD 10:10PM ET",23.613
"SP","C.J. Wilson",11300,"LAA@Was 07:05PM ET",19.338
"SP","Jose Fernandez",11100,"Mia@Atl 07:10PM ET",24.413
"SP","Tim Hudson",11100,"SF@Col 08:40PM ET",21.275
"SP","Chris Sale",11000,"CWS@Det 07:08PM ET",25.775
"SP","Scott Kazmir",11000,"Tex@Oak 10:05PM ET",23.575
"SP","Madison Bumgarner",11000,"SF@Col 08:40PM ET",17.075
"SP","Cliff Lee",10900,"Phi@LAD 10:10PM ET",19.513
"SP","Marco Estrada",10900,"SD@Mil 08:10PM ET",16.263
"SP","Michael Wacha",10800,"StL@NYM 07:10PM ET",22.875
"SP","James Shields",10700,"KC@Cle 07:05PM ET",21.988
"SP","Jesse Chavez",10700,"Tex@Oak 10:05PM ET",24.025
"SP","Gio Gonzalez",10600,"LAA@Was 07:05PM ET",20.863
"SP","Andrew Cashner",10500,"SD@Mil 08:10PM ET",21.310
"SP","Kyle Lohse",10400,"SD@Mil 08:10PM ET",22.688
"SP","Gerrit Cole",10300,"Cin@Pit 07:05PM ET",17.438
"SP","Sonny Gray",10200,"Tex@Oak 10:05PM ET",20.963
"RP","Yordano Ventura",10000,"KC@Cle 07:05PM ET",19.617
"SP","Aaron Harang",9900,"Mia@Atl 07:10PM ET",24.288
"SP","Tony Cingrani",9800,"Cin@Pit 07:05PM ET",17.013
"SP","Dan Haren",9800,"Phi@LAD 10:10PM ET",20.163
"SP","Johnny Cueto",9700,"Cin@Pit 07:05PM ET",30.525
"SP","Tyler Skaggs",9700,"LAA@Was 07:05PM ET",14.283
"SP","Jose Quintana",9700,"CWS@Det 07:08PM ET",14.050
"SP","Jeff Samardzija",9700,"Ari@ChC 08:05PM ET",20.100
"SP","Jordan Zimmermann",9600,"LAA@Was 07:05PM ET",14.825
"SP","Anibal Sanchez",9500,"CWS@Det 07:08PM ET",14.900
"SP","Yovani Gallardo",9400,"SD@Mil 08:10PM ET",19.325
"SP","Matt Garza",9400,"SD@Mil 08:10PM ET",12.525
"SP","Lance Lynn",9400,"StL@NYM 07:10PM ET",21.513
"SP","Matt Cain",9300,"SF@Col 08:40PM ET",16.363
"SP","Jason Vargas",9200,"KC@Cle 07:05PM ET",20.263
"SP","Alex Wood",9100,"Mia@Atl 07:10PM ET",22.813
"SP","Bartolo Colon",9100,"StL@NYM 07:10PM ET",11.013
"RP","Yusmeiro Petit",9000,"SF@Col 08:40PM ET",4.514
