Mike Carp,OF,2200
Yu Darvish,P,11400
Masahiro Tanaka,P,10900
Adam Wainwright,P,10900
Max Scherzer,P,10400
Jose Fernandez,P,10200
Chris Sale,P,10000
Zack Greinke,P,9900
Johnny Cueto,P,9900
Stephen Strasburg,P,9900
Madison Bumgarner,P,9600
Cliff Lee,P,9500
David Price,P,9200
Jon Lester,P,8900
Julio Teheran,P,8900
Corey Kluber,P,8700
Sonny Gray,P,8500
Gio Gonzalez,P,8400
Cole Hamels,P,8400
Michael Wacha,P,8400
Hisashi Iwakuma,P,8300
Gerrit Cole,P,8300
Mark Buehrle,P,8300
Ervin Santana,P,8200
Hyun-Jin Ryu,P,8200
Andrew Cashner,P,8100
Mat Latos,P,8000
Doug Fister,P,7800
Justin Verlander,P,7800
Mike Minor,P,7800
Dallas Keuchel,P,7700
Jeff Samardzija,P,7700
Bartolo Colon,P,7700
Lance Lynn,P,7700
Jesse Chavez,P,7700
Tim Hudson,P,7600
Josh Beckett,P,7500
Marco Estrada,P,7500
Tony Cingrani,P,7500
Yordano Ventura,P,7500
Alex Cobb,P,7500
R.A. Dickey,P,7500
Jered Weaver,P,7400
Kris Medlen,P,7400
Dan Haren,P,7300
Matt Cain,P,7300
Rick Porcello,P,7200
Alex Wood,P,7200
Patrick Corbin,P,7100
Kyle Lohse,P,7000
A.J. Burnett,P,7000
Ian Kennedy,P,7000
Josh Collmenter,P,7000
Garrett Richards,P,7000
CC Sabathia,P,7000
Francisco Liriano,P,6900
Mike Leake,P,6900
Matt Garza,P,6900
Jason Hammel,P,6900
Matt Moore,P,6900
Danny Salazar,P,6900
Travis Wood,P,6900
Nathan Eovaldi,P,6800
Wily Peralta,P,6700
Jon Niese,P,6700
Shelby Miller,P,6700
Edwin Jackson,P,6700
Jordan Lyles,P,6700
Phil Hughes,P,6600
Dillon Gee,P,6600
Colby Lewis,P,6600
Drew Smyly,P,6500
Rubby de la Rosa,P,6500
Tyson Ross,P,6500
Tanner Roark,P,6400
Robbie Ray,P,6400
Jake Peavy,P,6400
Daniel Straily,P,6400
Jarrod Parker,P,6400
Roenis Elias,P,6300
Brandon Beachy,P,6300
Wade Miley,P,6200
Tommy Hunter,P,6200
Rex Brothers,P,6100
Jason Vargas,P,6100
Tyler Skaggs,P,6100
Alfredo Simon,P,6100
Ryan Vogelsong,P,6100
J.A. Happ,P,6100
Chris Tillman,P,6100
Nate Jones,P,6100
Miguel Gonzalez,P,6100
Bud Norris,P,6100
Clay Buchholz,P,6100
A.J. Griffin,P,6000
Wei-Yin Chen,P,6000
Bronson Arroyo,P,6000
Jacob deGrom,P,6000
Martin Perez,P,6000
Bruce Chen,P,6000
Jarred Cosart,P,6000
Jenrry Mejia,P,5900
Derek Holland,P,5900
Danny Farquhar,P,5900
Gavin Floyd,P,5900
Taijuan Walker,P,5900
A.J. Ramos,P,5800
Brad Peacock,P,5800
Tom Koehler,P,5800
Tom Milone,P,5800
Charlie Morton,P,5700
Felix Doubront,P,5700
Brett Oberholtzer,P,5700
Brandon McCarthy,P,5700
John Danks,P,5700
Edinson Volquez,P,5600
Cody Allen,P,5600
Zach McAllister,P,5600
Joe Kelly,P,5600
Johan Santana,P,5600
Eddie Butler,P,5500
Chris Young,P,5500
Jake Odorizzi,P,5500
Kevin Gausman,P,5500
Josh Johnson,P,5500
James Paxton,P,5400
Drew Pomeranz,P,5400
Ricky Nolasco,P,5400
Michael Pineda,P,5400
Danny Duffy,P,5400
Carlos Martinez,P,5400
Robbie Erlin,P,5400
Randy Wolf,P,5400
Tyler Chatwood,P,5400
Chad Billingsley,P,5400
Jeremy Guthrie,P,5300
Hector Santiago,P,5300
Edwin Encarnacion,1B,5300
Matt Harrison,P,5300
David Phelps,P,5300
Kyle Kendrick,P,5300
Yusmeiro Petit,P,5300
Trevor Bauer,P,5300
Matt Shoemaker,P,5300
Roberto Hernandez,P,5200
Jhoulys Chacin,P,5200
Daniel Hudson,P,5200
Alexi Ogando,P,5200
Scott Baker,P,5200
Hector Noesi,P,5200
