Position,PlayerName,Team,Opponent,Salary,PPG
1B,Paul Konerko,White Sox,Blue Jays,5550,5.9
1B,Adam Dunn,White Sox,Blue Jays,8000,13.0
P,John Danks,White Sox,Blue Jays,12050,17.2
OF,Alejandro De Aza,White Sox,Blue Jays,7450,8.9
SS,Alexei Ramirez,White Sox,Blue Jays,8050,12.0
OF,Dayan Viciedo,White Sox,Blue Jays,7800,9.8
2B,Gordon Beckham,White Sox,Blue Jays,8550,11.6
C,Tyler Flowers,White Sox,Blue Jays,5900,7.9
P,Chris Sale,White Sox,Blue Jays,20400,35.8
P,Felipe Paulino,White Sox,Blue Jays,7500,-5.0
P,Scott Downs,White Sox,Blue Jays,7500,1.3
P,Hector Noesi,White Sox,Blue Jays,9550,9.9
P,Matt Lindstrom,White Sox,Blue Jays,7500,3.2
P,Maikel Cleto,White Sox,Blue Jays,7500,1.5
OF,Blake Tekotte,White Sox,Blue Jays,5050,3.8
3B,Jeff Keppinger,White Sox,Blue Jays,5000,0.0
3B,Conor Gillaspie,White Sox,Blue Jays,7950,12.0
P,Zach Putnam,White Sox,Blue Jays,7500,5.2
P,Donnie Veal,White Sox,Blue Jays,7500,1.0
P,Ronald Belisario,White Sox,Blue Jays,7500,3.3
P,Nate Jones,White Sox,Blue Jays,7500,-8.5
P,Jose Quintana,White Sox,Blue Jays,13450,20.8
OF,Jordan Danks,White Sox,Blue Jays,5000,4.4
OF,Moises Sierra,White Sox,Blue Jays,5000,2.8
OF,Avisail Garcia,White Sox,Blue Jays,8650,14.8
OF,Adam Eaton,White Sox,Blue Jays,8500,12.6
3B,Matt Davidson,White Sox,Blue Jays,6300,8.3
2B,Leury Garcia,White Sox,Blue Jays,5750,4.3
SS,Leury Garcia,White Sox,Blue Jays,5750,4.3
P,Andre Rienzo,White Sox,Blue Jays,8850,10.5
P,Jake Petricka,White Sox,Blue Jays,7500,4.2
1B,Jose Abreu,White Sox,Blue Jays,12600,18.7
P,Daniel Webb,White Sox,Blue Jays,7500,4.9
P,Erik Johnson,White Sox,Blue Jays,6950,8.0
3B,Marcus Semien,White Sox,Blue Jays,6550,10.1
2B,Marcus Semien,White Sox,Blue Jays,6550,10.1
C,Adrian Nieto,White Sox,Blue Jays,5000,4.4
P,Scott Carroll,White Sox,Blue Jays,8650,6.7
SS,Jose Iglesias,Tigers,Rangers,5000,0.0
3B,Jose Iglesias,Tigers,Rangers,5000,0.0
OF,Trevor Crowe,Tigers,Rangers,5250,6.7
1B,Victor Martinez,Tigers,Rangers,11050,17.4
1B,Miguel Cabrera,Tigers,Rangers,12000,17.0
3B,Miguel Cabrera,Tigers,Rangers,12000,17.0
P,Justin Verlander,Tigers,Rangers,13100,17.2
3B,Don Kelly,Tigers,Rangers,5000,4.7
OF,Don Kelly,Tigers,Rangers,5000,4.7
P,Max Scherzer,Tigers,Rangers,17050,31.7
P,Phil Coke,Tigers,Rangers,7500,1.7
OF,Austin Jackson,Tigers,Rangers,7700,10.3
P,Rick Porcello,Tigers,Rangers,13400,21.6
C,Alex Avila,Tigers,Rangers,6900,9.3
SS,Danny Worth,Tigers,Rangers,5000,3.8
2B,Danny Worth,Tigers,Rangers,5000,3.8
P,Al Alburquerque,Tigers,Rangers,7500,3.6
OF,Andy Dirks,Tigers,Rangers,5000,0.0
OF,Torii Hunter,Tigers,Rangers,7350,11.9
SS,Andrew Romine,Tigers,Rangers,6000,5.2
3B,Andrew Romine,Tigers,Rangers,6000,5.2
P,Joe Nathan,Tigers,Rangers,7500,3.4
P,Joba Chamberlain,Tigers,Rangers,7500,4.2
2B,Ian Kinsler,Tigers,Rangers,10600,15.2
OF,Rajai Davis,Tigers,Rangers,8150,12.0
SS,Alex Gonzalez,Tigers,Rangers,5000,5.6
P,Anibal Sanchez,Tigers,Rangers,16000,25.1
OF,J.D. Martinez,Tigers,Rangers,9800,15.7
3B,Nick Castellanos,Tigers,Rangers,5900,9.1
OF,Nick Castellanos,Tigers,Rangers,5900,9.1
P,Drew Smyly,Tigers,Rangers,12100,18.3
P,Luke Putkonen,Tigers,Rangers,7500,-11.0
C,Bryan Holaday,Tigers,Rangers,5700,5.9
P,Evan Reed,Tigers,Rangers,7500,2.3
P,Bruce Rondon,Tigers,Rangers,7500,0.0
P,Justin Miller,Tigers,Rangers,7500,4.9
P,Ian Krol,Tigers,Rangers,7500,1.7
OF,Tyler Collins,Tigers,Rangers,5000,1.1
P,Robbie Ray,Tigers,Rangers,8150,8.5
SS,Eugenio Suarez,Tigers,Rangers,5150,12.7
OF,Alex Rios,Rangers,Tigers,8700,12.4
P,Jason Frasor,Rangers,Tigers,7500,3.8
OF,Shin-Soo Choo,Rangers,Tigers,9050,12.6
P,Joakim Soria,Rangers,Tigers,7500,6.0
P,Scott Baker,Rangers,Tigers,7500,6.6
3B,Kevin Kouzmanoff,Rangers,Tigers,9550,17.3
C,Chris Gimenez,Rangers,Tigers,6200,11.8
