Position,PlayerName,Team,Opponent,Salary,PPG
1B,Paul Konerko,White Sox,Royals,7000,4.7
1B,Adam Dunn,White Sox,Royals,8200,13.5
P,John Danks,White Sox,Royals,12150,14.1
OF,Alejandro De Aza,White Sox,Royals,7900,8.2
SS,Alexei Ramirez,White Sox,Royals,8000,14.5
OF,Dayan Viciedo,White Sox,Royals,7950,11.9
2B,Gordon Beckham,White Sox,Royals,8100,11.0
C,Tyler Flowers,White Sox,Royals,6950,9.5
P,Chris Sale,White Sox,Royals,20750,38.5
P,Felipe Paulino,White Sox,Royals,7500,-5.0
P,Scott Downs,White Sox,Royals,7500,2.1
P,Hector Noesi,White Sox,Royals,9550,4.2
P,Matt Lindstrom,White Sox,Royals,7500,3.4
C,Hector Gimenez,White Sox,Royals,5250,7.5
P,Maikel Cleto,White Sox,Royals,7500,1.5
OF,Blake Tekotte,White Sox,Royals,7100,3.8
3B,Jeff Keppinger,White Sox,Royals,5800,0.0
3B,Conor Gillaspie,White Sox,Royals,7450,12.3
P,Dylan Axelrod,White Sox,Royals,6600,4.3
P,Zach Putnam,White Sox,Royals,7500,6.8
P,Donnie Veal,White Sox,Royals,7500,1.0
P,Ronald Belisario,White Sox,Royals,7500,4.1
P,Nate Jones,White Sox,Royals,7500,-8.5
P,Jose Quintana,White Sox,Royals,12700,20.2
OF,Jordan Danks,White Sox,Royals,6100,4.4
OF,Moises Sierra,White Sox,Royals,6600,4.2
OF,Avisail Garcia,White Sox,Royals,8250,14.8
OF,Adam Eaton,White Sox,Royals,8650,14.1
3B,Matt Davidson,White Sox,Royals,7400,8.3
2B,Leury Garcia,White Sox,Royals,7000,4.1
SS,Leury Garcia,White Sox,Royals,7000,4.1
P,Andre Rienzo,White Sox,Royals,9100,12.9
P,Jake Petricka,White Sox,Royals,7500,4.9
1B,Jose Abreu,White Sox,Royals,11550,18.4
P,Daniel Webb,White Sox,Royals,7500,5.9
P,Erik Johnson,White Sox,Royals,8500,8.0
2B,Marcus Semien,White Sox,Royals,7050,10.7
3B,Marcus Semien,White Sox,Royals,7050,10.7
C,Adrian Nieto,White Sox,Royals,5000,5.1
P,Scott Carroll,White Sox,Royals,8400,4.0
P,Scott Atchison,Indians,Tigers,7500,4.9
3B,Mike Aviles,Indians,Tigers,5850,9.0
SS,Mike Aviles,Indians,Tigers,5850,9.0
SS,Asdrubal Cabrera,Indians,Tigers,8100,11.6
P,Carlos Carrasco,Indians,Tigers,8750,8.2
P,Justin Masterson,Indians,Tigers,12650,16.4
OF,Michael Brantley,Indians,Tigers,7900,15.7
3B,Carlos Santana,Indians,Tigers,9100,9.9
C,Carlos Santana,Indians,Tigers,9100,9.9
P,Josh Tomlin,Indians,Tigers,10350,21.7
P,Vinnie Pestano,Indians,Tigers,7500,-0.3
3B,Lonnie Chisenhall,Indians,Tigers,6750,9.7
2B,Jason Kipnis,Indians,Tigers,9450,12.7
P,Zach McAllister,Indians,Tigers,9800,15.9
OF,Ryan Raburn,Indians,Tigers,7000,4.4
OF,Jeff Francoeur,Indians,Tigers,6700,5.4
P,Blake Wood,Indians,Tigers,7500,1.9
1B,Nick Swisher,Indians,Tigers,8650,9.4
OF,Nick Swisher,Indians,Tigers,8650,9.4
P,Josh Outman,Indians,Tigers,7500,4.2
OF,Elliot Johnson,Indians,Tigers,7000,1.1
2B,Elliot Johnson,Indians,Tigers,7000,1.1
OF,David Murphy,Indians,Tigers,8300,11.9
1B,David Cooper,Indians,Tigers,6100,0.0
P,Bryan Shaw,Indians,Tigers,7500,4.0
OF,Michael Bourn,Indians,Tigers,8400,10.3
1B,Jason Giambi,Indians,Tigers,5000,-1.2
SS,Justin Sellers,Indians,Tigers,5000,0.0
P,Shaun Marcum,Indians,Tigers,7950,8.5
C,George Kottaras,Indians,Tigers,7850,64.0
OF,Nyjer Morgan,Indians,Tigers,6850,12.2
P,John Axford,Indians,Tigers,7500,3.3
P,Marc Rzepczynski,Indians,Tigers,7500,2.7
P,Corey Kluber,Indians,Tigers,13750,27.7
P,Trevor Bauer,Indians,Tigers,10450,32.0
C,Yan Gomes,Indians,Tigers,8250,11.6
P,Cody Allen,Indians,Tigers,7500,4.6
OF,Matt Carson,Indians,Tigers,6200,6.3
P,Danny Salazar,Indians,Tigers,12900,16.4
P,CC Lee,Indians,Tigers,7500,2.5
2B,Jose Ramirez,Indians,Tigers,5000,1.2
SS,Jose Ramirez,Indians,Tigers,5000,1.2
SS,Jose Iglesias,Tigers,Indians,5000,0.0
3B,Jose Iglesias,Tigers,Indians,5000,0.0
OF,Trevor Crowe,Tigers,Indians,6250,6.7
1B,Victor Martinez,Tigers,Indians,9450,16.3
1B,Miguel Cabrera,Tigers,Indians,13900,17.2
3B,Miguel Cabrera,Tigers,Indians,13900,17.2
P,Justin Verlander,Tigers,Indians,16850,25.3
OF,Don Kelly,Tigers,Indians,5000,7.0
3B,Don Kelly,Tigers,Indians,5000,7.0
P,Max Scherzer,Tigers,Indians,19950,39.8
P,Phil Coke,Tigers,Indians,7500,-0.1
OF,Austin Jackson,Tigers,Indians,8000,12.5
P,Rick Porcello,Tigers,Indians,14800,27.9
C,Alex Avila,Tigers,Indians,7050,9.5
2B,Danny Worth,Tigers,Indians,5000,7.2
3B,Danny Worth,Tigers,Indians,5000,7.2
P,Al Alburquerque,Tigers,Indians,7500,4.1
OF,Andy Dirks,Tigers,Indians,5500,0.0
OF,Torii Hunter,Tigers,Indians,7600,14.0
SS,Andrew Romine,Tigers,Indians,7350,4.6
3B,Andrew Romine,Tigers,Indians,7350,4.6
P,Joe Nathan,Tigers,Indians,7500,4.6
P,Joba Chamberlain,Tigers,Indians,7500,4.6
2B,Ian Kinsler,Tigers,Indians,10200,14.8
OF,Rajai Davis,Tigers,Indians,8300,14.0
SS,Alex Gonzalez,Tigers,Indians,5000,5.6
P,Anibal Sanchez,Tigers,Indians,14200,19.0
OF,J.D. Martinez,Tigers,Indians,5350,7.9
3B,Nick Castellanos,Tigers,Indians,5100,9.5
OF,Nick Castellanos,Tigers,Indians,5100,9.5
P,Drew Smyly,Tigers,Indians,11950,20.4
P,Luke Putkonen,Tigers,Indians,7500,-11.0
C,Bryan Holaday,Tigers,Indians,7500,7.8
P,Evan Reed,Tigers,Indians,7500,2.8
P,Bruce Rondon,Tigers,Indians,7500,0.0
P,Justin Miller,Tigers,Indians,7500,4.9
P,Ian Krol,Tigers,Indians,7500,2.4
OF,Tyler Collins,Tigers,Indians,5000,1.1
P,Robbie Ray,Tigers,Indians,10450,18.3
P,Jeremy Guthrie,Royals,White Sox,9600,11.9
SS,Jason Donald,Royals,White Sox,6000,0.0
3B,Jason Donald,Royals,White Sox,6000,0.0
P,Bruce Chen,Royals,White Sox,7550,9.8
1B,Billy Butler,Royals,White Sox,7050,7.6
OF,Alex Gordon,Royals,White Sox,7650,11.5
P,Luke Hochevar,Royals,White Sox,7500,0.0
SS,Alcides Escobar,Royals,White Sox,8050,11.0
P,Aaron Crow,Royals,White Sox,7500,3.5
3B,Mike Moustakas,Royals,White Sox,6650,7.5
P,Greg Holland,Royals,White Sox,7500,5.2
OF,Jarrod Dyson,Royals,White Sox,6900,5.7
1B,Eric Hosmer,Royals,White Sox,8150,10.6
