Position,PlayerName,Team,Opponent,Salary,PPG
SS,J.J. Hardy,Orioles,Rangers,6400,8.4
OF,Nick Markakis,Orioles,Rangers,8150,12.0
OF,Adam Jones,Orioles,Rangers,10050,14.7
OF,Nolan Reimold,Orioles,Rangers,5000,0.0
1B,Chris Davis,Orioles,Rangers,9100,13.2
P,Tommy Hunter,Orioles,Rangers,7500,2.6
C,Matt Wieters,Orioles,Rangers,9050,14.3
P,Chris Tillman,Orioles,Rangers,11200,15.9
P,Brian Matusz,Orioles,Rangers,7500,2.2
P,Zach Britton,Orioles,Rangers,5850,5.6
P,Ubaldo Jimenez,Orioles,Rangers,11100,16.9
OF,Delmon Young,Orioles,Rangers,5650,7.5
2B,Jemile Weeks,Orioles,Rangers,5000,9.0
OF,Nelson Cruz,Orioles,Rangers,10650,17.4
P,Darren O'Day,Orioles,Rangers,7500,4.6
P,Ryan Webb,Orioles,Rangers,7500,4.2
P,Bud Norris,Orioles,Rangers,12200,19.7
P,Randy Wolf,Orioles,Rangers,8750,10.0
1B,Steve Pearce,Orioles,Rangers,9400,14.5
OF,Steve Pearce,Orioles,Rangers,9400,14.5
P,Evan Meek,Orioles,Rangers,7500,1.3
C,Nick Hundley,Orioles,Rangers,5000,4.2
P,Josh Stinson,Orioles,Rangers,7500,0.8
2B,Steve Lombardozzi,Orioles,Rangers,5800,5.9
OF,Steve Lombardozzi,Orioles,Rangers,5800,5.9
C,Steve Clevenger,Orioles,Rangers,5000,7.9
OF,David Lough,Orioles,Rangers,5000,4.8
P,Wei-Yin Chen,Orioles,Rangers,11900,18.2
2B,Jonathan Schoop,Orioles,Rangers,5750,7.7
3B,Jonathan Schoop,Orioles,Rangers,5750,7.7
3B,Manny Machado,Orioles,Rangers,8050,9.8
3B,Ryan Flaherty,Orioles,Rangers,5750,7.7
SS,Ryan Flaherty,Orioles,Rangers,5750,7.7
P,Miguel Gonzalez,Orioles,Rangers,10800,14.5
OF,Quintin Berry,Orioles,Rangers,5600,9.2
P,Steve Johnson,Orioles,Rangers,6000,5.1
OF,Francisco Peguero,Orioles,Rangers,5000,0.0
P,Kevin Gausman,Orioles,Rangers,11200,18.0
C,Caleb Joseph,Orioles,Rangers,5000,6.7
SS,Jose Iglesias,Tigers,Rays,5000,0.0
3B,Jose Iglesias,Tigers,Rays,5000,0.0
OF,Trevor Crowe,Tigers,Rays,5250,6.7
1B,Victor Martinez,Tigers,Rays,11100,16.7
1B,Miguel Cabrera,Tigers,Rays,11850,16.9
3B,Miguel Cabrera,Tigers,Rays,11850,16.9
P,Justin Verlander,Tigers,Rays,13400,18.1
3B,Don Kelly,Tigers,Rays,5000,4.6
OF,Don Kelly,Tigers,Rays,5000,4.6
P,Max Scherzer,Tigers,Rays,19000,32.5
P,Phil Coke,Tigers,Rays,7500,2.2
OF,Austin Jackson,Tigers,Rays,7600,10.0
P,Rick Porcello,Tigers,Rays,14950,25.2
C,Alex Avila,Tigers,Rays,7000,9.4
SS,Danny Worth,Tigers,Rays,5000,3.8
2B,Danny Worth,Tigers,Rays,5000,3.8
P,Al Alburquerque,Tigers,Rays,7500,3.6
OF,Andy Dirks,Tigers,Rays,5000,0.0
OF,Torii Hunter,Tigers,Rays,7200,11.4
SS,Andrew Romine,Tigers,Rays,6350,5.5
3B,Andrew Romine,Tigers,Rays,6350,5.5
P,Joe Nathan,Tigers,Rays,7500,3.4
P,Joba Chamberlain,Tigers,Rays,7500,4.0
2B,Ian Kinsler,Tigers,Rays,10800,15.4
