Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Cliff Lee,PHI,PHI @ LAD,10:10 PM,25.8,32100,"",
SP,Clayton Kershaw,LAD,LAD vs PHI,10:10 PM,32.0,30000,"",15-Day DL
SP,Chris Sale,CHW,CHW @ DET, 1:08 PM,30.3,29900,"",15-Day DL
SP,Masahiro Tanaka,NYY,NYY @ BOS, 7:10 PM,34.5,29600,"",
SP,Adam Wainwright,STL,STL @ NYM, 1:10 PM,32.6,29200,"",Day-To-Day
SP,David Price,TB,TB vs MIN, 1:10 PM,26.8,28700,"",
SP,Max Scherzer,DET,DET vs CHW, 1:08 PM,28.8,28400,x,
SP,Johnny Cueto,CIN,CIN @ PIT,12:35 PM,33.0,28100,"",
SP,Scott Kazmir,OAK,OAK @ HOU, 8:10 PM,27.8,27700,x,
SP,James Shields,KC,KC @ CLE,12:05 PM,26.8,27700,"",
SP,Justin Verlander,DET,DET vs CHW, 1:08 PM,22.0,27400,"",
SP,Zack Greinke,LAD,LAD vs PHI,10:10 PM,29.4,26300,"",
SP,Stephen Strasburg,WAS,WAS vs SD, 7:05 PM,20.0,24500,"",
SP,Cole Hamels,PHI,PHI @ LAD,10:10 PM,17.0,24500,"",
SP,Hyun-Jin Ryu,LAD,LAD vs PHI,10:10 PM,18.4,24400,"",
SP,Gio Gonzalez,WAS,WAS vs SD, 7:05 PM,22.4,23800,"",
SP,Jon Lester,BOS,BOS vs NYY, 7:10 PM,24.0,23400,"",
SP,Lance Lynn,STL,STL @ NYM, 1:10 PM,25.0,23400,x,
SP,Chris Tillman,BAL,BAL @ TOR, 7:07 PM,20.8,22900,"",
SP,Mat Latos,CIN,CIN @ PIT,12:35 PM,0,22900,"",15-Day DL
SP,Matt Harvey,NYM,NYM vs STL, 1:10 PM,0,22900,"",60-Day DL
SP,Anibal Sanchez,DET,DET vs CHW, 1:08 PM,16.3,22800,"",
SP,Cory Luebke,SD,SD @ WAS, 7:05 PM,0,22700,"",60-Day DL
SP,Jeff Samardzija,CHC,CHC vs ARI, 2:20 PM,21.8,22600,"",
SP,Michael Wacha,STL,STL @ NYM, 1:10 PM,25.4,22500,"",
SP,CC Sabathia,NYY,NYY @ BOS, 7:10 PM,20.3,22200,x,
SP,Sonny Gray,OAK,OAK @ HOU, 8:10 PM,23.4,22200,"",
SP,Dan Haren,LAD,LAD vs PHI,10:10 PM,24.0,22100,x,
SP,Jordan Zimmermann,WAS,WAS vs SD, 7:05 PM,16.5,22000,x,
SP,Andrew Cashner,SD,SD @ WAS, 7:05 PM,26.3,21900,"",
SP,Alex Cobb,TB,TB vs MIN, 1:10 PM,22.0,21700,"",15-Day DL
SP,Shelby Miller,STL,STL @ NYM, 1:10 PM,16.0,21600,"",
SP,Francisco Liriano,PIT,PIT vs CIN,12:35 PM,18.0,21600,"",
SP,Ian Kennedy,SD,SD @ WAS, 7:05 PM,19.2,21600,"",
SP,Homer Bailey,CIN,CIN @ PIT,12:35 PM,13.3,21500,"",
SP,Anthony Cingrani,CIN,CIN @ PIT,12:35 PM,19.0,21400,x,
SP,Zach McAllister,CLE,CLE vs KC,12:05 PM,20.8,21200,"",
SP,Danny Salazar,CLE,CLE vs KC,12:05 PM,8.3,21100,"",
SP,Doug Fister,WAS,WAS vs SD, 7:05 PM,0,21100,"",15-Day DL
SP,Jose Quintana,CHW,CHW @ DET, 1:08 PM,15.8,20700,x,
