Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Adam Wainwright,STL,STL vs SF, 2:15 PM,28.7,35900,"",
SP,Chris Sale,CHW,CHW vs SD, 2:10 PM,30.0,32800,"",
SP,Jose Fernandez,MIA,MIA vs ATL, 4:10 PM,30.3,32700,"",15-Day DL
SP,James Paxton,SEA,SEA vs DET,10:10 PM,30.0,32400,"",15-Day DL
SP,Felix Hernandez,SEA,SEA vs DET,10:10 PM,27.2,32400,"",
SP,Johnny Cueto,CIN,CIN @ ARI,10:10 PM,31.6,32000,x,
SP,Masahiro Tanaka,NYY,NYY vs MIN, 1:05 PM,30.7,31200,x,
SP,Dallas Keuchel,HOU,HOU vs BAL, 4:10 PM,26.1,29600,x,
SP,Zack Greinke,LAD,LAD vs PIT, 7:15 PM,26.6,29500,"",
SP,Corey Kluber,CLE,CLE vs COL, 3:05 PM,26.2,29000,"",
SP,Collin McHugh,HOU,HOU vs BAL, 4:10 PM,25.9,28200,"",
SP,Tim Hudson,SF,SF @ STL, 2:15 PM,23.7,28200,"",
SP,Max Scherzer,DET,DET @ SEA,10:10 PM,25.7,27800,"",
SP,Hisashi Iwakuma,SEA,SEA vs DET,10:10 PM,22.7,27600,x,
SP,CJ Wilson,LAA,LAA @ OAK,10:05 PM,24.3,27100,"",
SP,Julio Teheran,ATL,ATL @ MIA, 4:10 PM,25.1,26800,"",
SP,David Price,TB,TB @ BOS, 7:15 PM,23.3,26600,"",
SP,Josh Beckett,LAD,LAD vs PIT, 7:15 PM,21.7,26400,"",
SP,Jon Lester,BOS,BOS vs TB, 7:15 PM,24.5,26400,"",
SP,Clayton Kershaw,LAD,LAD vs PIT, 7:15 PM,24.2,26100,"",
SP,Madison Bumgarner,SF,SF @ STL, 2:15 PM,24.4,25000,"",
SP,Jeff Samardzija,CHC,CHC @ MIL, 4:10 PM,22.8,24800,"",
SP,Jaime Garcia,STL,STL vs SF, 2:15 PM,23.0,24800,"",
SP,Jered Weaver,LAA,LAA @ OAK,10:05 PM,21.7,24700,"",
SP,Kyle Lohse,MIL,MIL vs CHC, 4:10 PM,22.5,24600,"",
SP,Garrett Richards,LAA,LAA @ OAK,10:05 PM,19.6,24600,"",
SP,Sonny Gray,OAK,OAK vs LAA,10:05 PM,22.7,24500,"",
SP,Scott Kazmir,OAK,OAK vs LAA,10:05 PM,22.4,24200,"",
SP,Michael Wacha,STL,STL vs SF, 2:15 PM,21.9,24200,x,
SP,John Lackey,BOS,BOS vs TB, 7:15 PM,22.4,24200,"",
SP,Tyson Ross,SD,SD @ CHW, 2:10 PM,21.3,23900,x,
SP,Anibal Sanchez,DET,DET @ SEA,10:10 PM,19.6,23700,"",
SP,Hyun-Jin Ryu,LAD,LAD vs PIT, 7:15 PM,19.4,23500,x,
SP,James Shields,KC,KC @ TOR, 1:07 PM,21.8,23500,"",
SP,Jason Hammel,CHC,CHC @ MIL, 4:10 PM,22.9,23200,x,
SP,Cliff Lee,PHI,PHI vs NYM, 3:05 PM,21.5,23200,"",15-Day DL
SP,Lance Lynn,STL,STL vs SF, 2:15 PM,20.9,23000,"",
SP,Jesse Chavez,OAK,OAK vs LAA,10:05 PM,21.3,23000,"",
SP,Aaron Harang,ATL,ATL @ MIA, 4:10 PM,21.3,23000,"",
SP,Ian Kennedy,SD,SD @ CHW, 2:10 PM,22.3,23000,"",
SP,Wily Peralta,MIL,MIL vs CHC, 4:10 PM,20.4,23000,x,
SP,Tom Milone,OAK,OAK vs LAA,10:05 PM,16.1,22900,x,
SP,Phil Hughes,MIN,MIN @ NYY, 1:05 PM,19.7,22900,"",
SP,Matt Cain,SF,SF @ STL, 2:15 PM,15.6,22800,"",Day-to-Day
SP,Mark Buehrle,TOR,TOR vs KC, 1:07 PM,21.1,22800,"",
SP,Tyler Skaggs,LAA,LAA @ OAK,10:05 PM,18.2,22700,x,
SP,Liam Hendriks,TOR,TOR vs KC, 1:07 PM,21.0,22700,"",
SP,Ervin Santana,ATL,ATL @ MIA, 4:10 PM,20.0,22600,x,
SP,Alex Cobb,TB,TB @ BOS, 7:15 PM,20.0,22400,"",
SP,Mike Leake,CIN,CIN @ ARI,10:10 PM,19.5,22200,"",
SP,Dillon Gee,NYM,NYM @ PHI, 3:05 PM,19.4,22100,"",15-Day DL
SP,Jorge De La Rosa,COL,COL @ CLE, 3:05 PM,17.5,22000,"",
SP,Travis Wood,CHC,CHC @ MIL, 4:10 PM,16.1,21900,"",
SP,Trevor Bauer,CLE,CLE vs COL, 3:05 PM,19.3,21900,x,
SP,Cole Hamels,PHI,PHI vs NYM, 3:05 PM,18.0,21800,"",
SP,Alfredo Simon,CIN,CIN @ ARI,10:10 PM,19.0,21500,"",
SP,Gerrit Cole,PIT,PIT @ LAD, 7:15 PM,19.5,21500,"",
SP,Marco Estrada,MIL,MIL vs CHC, 4:10 PM,19.6,21400,"",
SP,Josh Tomlin,CLE,CLE vs COL, 3:05 PM,19.6,21200,"",
SP,Ryan Vogelsong,SF,SF @ STL, 2:15 PM,16.4,21000,"",
SP,Andrew Cashner,SD,SD @ CHW, 2:10 PM,19.3,20800,"",15-Day DL
SP,Christopher Archer,TB,TB @ BOS, 7:15 PM,16.3,20700,"",
SP,Bartolo Colon,NYM,NYM @ PHI, 3:05 PM,17.1,20700,"",
SP,Rick Porcello,DET,DET @ SEA,10:10 PM,19.1,20600,"",
SP,Drew Hutchison,TOR,TOR vs KC, 1:07 PM,18.1,20400,x,
SP,Mike Minor,ATL,ATL @ MIA, 4:10 PM,18.2,20300,"",
SP,Nathan Eovaldi,MIA,MIA vs ATL, 4:10 PM,18.8,20300,"",
SP,Yordano Ventura,KC,KC @ TOR, 1:07 PM,18.6,20100,"",Day-To-Day
SP,Zack Wheeler,NYM,NYM @ PHI, 3:05 PM,15.8,20000,"",
SP,Jonathon Niese,NYM,NYM @ PHI, 3:05 PM,18.4,19900,"",
SP,Jason Vargas,KC,KC @ TOR, 1:07 PM,18.8,19700,"",
SP,Michael Pineda,NYY,NYY vs MIN, 1:05 PM,18.3,19700,"",15-Day DL
SP,Dan Haren,LAD,LAD vs PIT, 7:15 PM,18.3,19700,"",
SP,Jake DeGrom,NYM,NYM @ PHI, 3:05 PM,18.7,19200,x,
SP,Gavin Floyd,ATL,ATL @ MIA, 4:10 PM,17.6,19000,"",
SP,Jake Odorizzi,TB,TB @ BOS, 7:15 PM,15.0,19000,x,
SP,Jose Quintana,CHW,CHW vs SD, 2:10 PM,17.2,19000,"",
SP,Tom Koehler,MIA,MIA vs ATL, 4:10 PM,17.1,18800,"",
SP,Chase Anderson,ARI,ARI vs CIN,10:10 PM,17.3,18700,"",
SP,Brandon Mccarthy,ARI,ARI vs CIN,10:10 PM,15.4,18700,x,
SP,Andre Rienzo,CHW,CHW vs SD, 2:10 PM,15.3,18500,x,
SP,Josh Collmenter,ARI,ARI vs CIN,10:10 PM,13.3,18400,"",
SP,Matt Shoemaker,LAA,LAA @ OAK,10:05 PM,14.6,18300,"",
SP,Edwin Jackson,CHC,CHC @ MIL, 4:10 PM,15.7,18300,"",
SP,Jordan Lyles,COL,COL @ CLE, 3:05 PM,16.8,18200,"",
SP,Roenis Elias,SEA,SEA vs DET,10:10 PM,16.7,18100,"",
RP,Jenrry Mejia,NYM,NYM @ PHI, 3:05 PM,8.9,18000,"",
SP,RA Dickey,TOR,TOR vs KC, 1:07 PM,16.5,17900,"",
SP,Tim Lincecum,SF,SF @ STL, 2:15 PM,16.3,17900,"",Day-To-Day
SP,Tyler Chatwood,COL,COL @ CLE, 3:05 PM,16.3,17800,"",60-Day DL
SP,Jake Arrieta,CHC,CHC @ MIL, 4:10 PM,15.6,17800,"",
SP,Robbie Erlin,SD,SD @ CHW, 2:10 PM,14.3,17700,"",15-Day DL
SP,Joe Kelly,STL,STL vs SF, 2:15 PM,16.3,17600,"",15-Day DL
SP,CC Sabathia,NYY,NYY vs MIN, 1:05 PM,16.3,17600,"",15-Day DL
SP,Wade Miley,ARI,ARI vs CIN,10:10 PM,16.1,17400,"",
SP,AJ Burnett,PHI,PHI vs NYM, 3:05 PM,16.6,17400,"",
SP,Bronson Arroyo,ARI,ARI vs CIN,10:10 PM,13.3,17200,"",
SP,Matt Garza,MIL,MIL vs CHC, 4:10 PM,15.0,17200,"",
SP,JA Happ,TOR,TOR vs KC, 1:07 PM,12.2,17000,"",
SP,Juan Nicasio,COL,COL @ CLE, 3:05 PM,14.2,17000,"",
SP,Justin Verlander,DET,DET @ SEA,10:10 PM,16.9,16900,x,
SP,Yovani Gallardo,MIL,MIL vs CHC, 4:10 PM,15.6,16900,"",
SP,Brad Peacock,HOU,HOU vs BAL, 4:10 PM,12.0,16700,"",
SP,Bud Norris,BAL,BAL @ HOU, 4:10 PM,15.5,16700,"",
SP,Charlie Morton,PIT,PIT @ LAD, 7:15 PM,14.8,16600,"",
SP,Shelby Miller,STL,STL vs SF, 2:15 PM,15.4,16600,"",
SP,Chris Tillman,BAL,BAL @ HOU, 4:10 PM,14.5,16400,x,
SP,Anthony Cingrani,CIN,CIN @ ARI,10:10 PM,15.1,16300,"",
SP,Homer Bailey,CIN,CIN @ ARI,10:10 PM,15.1,16300,"",
SP,Hiroki Kuroda,NYY,NYY vs MIN, 1:05 PM,15.0,16200,"",
SP,Miguel Gonzalez,BAL,BAL @ HOU, 4:10 PM,14.5,16100,"",
SP,Jacob Turner,MIA,MIA vs ATL, 4:10 PM,8.8,16000,x,
SP,Chris Young,SEA,SEA vs DET,10:10 PM,13.6,15700,x,
SP,Ubaldo Jimenez,BAL,BAL @ HOU, 4:10 PM,14.5,15700,"",
SP,Wei-Yin Chen,BAL,BAL @ HOU, 4:10 PM,14.4,15600,"",
SP,Henderson Alvarez,MIA,MIA vs ATL, 4:10 PM,14.5,15600,"",Day-To-Day
SP,John Danks,CHW,CHW vs SD, 2:10 PM,14.0,15200,"",
SP,Kyle Kendrick,PHI,PHI vs NYM, 3:05 PM,12.8,15200,x,
SP,Scott Feldman,HOU,HOU vs BAL, 4:10 PM,14.0,15100,"",
SP,Rafael Montero,NYM,NYM @ PHI, 3:05 PM,9.5,15100,"",
SP,Brandon Cumpton,PIT,PIT @ LAD, 7:15 PM,14.0,15100,x,
SP,Kyle Gibson,MIN,MIN @ NYY, 1:05 PM,12.1,14900,"",
SP,Edinson Volquez,PIT,PIT @ LAD, 7:15 PM,12.7,14800,"",
RP,Alex Wood,ATL,ATL @ MIA, 4:10 PM,13.6,14700,"",
RP,Yusmeiro Petit,SF,SF @ STL, 2:15 PM,8.4,14700,x,
SP,Jeremy Guthrie,KC,KC @ TOR, 1:07 PM,12.8,14600,"",
SP,Jake Peavy,BOS,BOS vs TB, 7:15 PM,13.4,14400,"",
SP,Jarred Cosart,HOU,HOU vs BAL, 4:10 PM,13.3,14300,"",
SP,Drew Pomeranz,OAK,OAK vs LAA,10:05 PM,10.6,14200,"",
SP,Drew Smyly,DET,DET @ SEA,10:10 PM,12.8,13800,x,
SP,Kevin Correia,MIN,MIN @ NYY, 1:05 PM,7.9,13500,x,
SP,Francisco Liriano,PIT,PIT @ LAD, 7:15 PM,14.2,13500,"",
SP,David Buchanan,PHI,PHI vs NYM, 3:05 PM,12.5,13500,"",
SP,Justin Masterson,CLE,CLE vs COL, 3:05 PM,12.3,13300,"",
SP,Brett Oberholtzer,HOU,HOU vs BAL, 4:10 PM,13.3,13100,"",
SP,Zach McAllister,CLE,CLE vs COL, 3:05 PM,11.2,13000,"",15-Day DL
SP,Brandon Beachy,ATL,ATL @ MIA, 4:10 PM,0,13000,"",60-Day DL
SP,Kris Medlen,ATL,ATL @ MIA, 4:10 PM,0,13000,"",60-Day DL
RP,Arquimedes Caminero,MIA,MIA vs ATL, 4:10 PM,0.6,13000,"",
RP,Luis Avilan,ATL,ATL @ MIA, 4:10 PM,1.8,13000,"",
RP,Brad Hand,MIA,MIA vs ATL, 4:10 PM,2.2,13000,"",15-Day DL
RP,Ian Thomas,ATL,ATL @ MIA, 4:10 PM,2.4,13000,"",
RP,Dan Jennings,MIA,MIA vs ATL, 4:10 PM,2.6,13000,"",
RP,Chris Hatcher,MIA,MIA vs ATL, 4:10 PM,3.0,13000,"",
RP,Anthony Varvaro,ATL,ATL @ MIA, 4:10 PM,3.7,13000,"",
RP,Jordan Walden,ATL,ATL @ MIA, 4:10 PM,3.8,13000,"",15-Day DL
RP,Mike Dunn,MIA,MIA vs ATL, 4:10 PM,3.9,13000,"",
RP,AJ Ramos,MIA,MIA vs ATL, 4:10 PM,3.9,13000,"",
RP,David Carpenter,ATL,ATL @ MIA, 4:10 PM,3.9,13000,"",
RP,Kevin Slowey,MIA,MIA vs ATL, 4:10 PM,4.7,13000,"",
RP,Craig Kimbrel,ATL,ATL @ MIA, 4:10 PM,4.9,13000,"",
RP,Carter Capps,MIA,MIA vs ATL, 4:10 PM,5.0,13000,"",15-Day DL
RP,Steven Cishek,MIA,MIA vs ATL, 4:10 PM,5.0,13000,"",
RP,David Hale,ATL,ATL @ MIA, 4:10 PM,6.9,13000,"",
SP,Randy Wolf,MIA,MIA vs ATL, 4:10 PM,7.3,13000,"",
RP,Cory Gearrin,ATL,ATL @ MIA, 4:10 PM,0,13000,"",60-Day DL
RP,Jonny Venters,ATL,ATL @ MIA, 4:10 PM,0,13000,"",15-Day DL
SP,Vidal Nuno,NYY,NYY vs MIN, 1:05 PM,8.7,13000,"",
RP,Dellin Betances,NYY,NYY vs MIN, 1:05 PM,8.1,13000,"",
SP,David Phelps,NYY,NYY vs MIN, 1:05 PM,8.2,13000,"",
RP,Samuel Deduno,MIN,MIN @ NYY, 1:05 PM,9.3,13000,"",
SP,Ricky Nolasco,MIN,MIN @ NYY, 1:05 PM,10.3,13000,"",
SP,Chase Whitley,NYY,NYY vs MIN, 1:05 PM,11.0,13000,"",
SP,Ivan Nova,NYY,NYY vs MIN, 1:05 PM,5.5,13000,"",60-Day DL
RP,Alfredo Aceves,NYY,NYY vs MIN, 1:05 PM,5.1,13000,"",
RP,David Robertson,NYY,NYY vs MIN, 1:05 PM,4.9,13000,"",
RP,Adam Warren,NYY,NYY vs MIN, 1:05 PM,4.6,13000,"",
RP,Glen Perkins,MIN,MIN @ NYY, 1:05 PM,4.6,13000,"",
RP,Preston Claiborne,NYY,NYY vs MIN, 1:05 PM,3.7,13000,"",
RP,Casey Fien,MIN,MIN @ NYY, 1:05 PM,3.7,13000,"",
