"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SP","Adam Wainwright",12600,"SF@StL 02:15PM ET",25.383
"SP","Clayton Kershaw",12600,"Pit@LAD 08:07PM ET",21.617
"SP","Johnny Cueto",12500,"Cin@Ari 04:10PM ET",28.523
"SP","Jose Fernandez",12400,"Atl@Mia 01:10PM ET",26.856
"SP","Felix Hernandez",12200,"Det@Sea 04:10PM ET",23.467
"SP","Masahiro Tanaka",12100,"Min@NYY 01:05PM ET",27.140
"SP","Chris Sale",11600,"SD@CWS 02:10PM ET",25.692
"SP","Yu Darvish",11500,"Tex@Was 01:35PM ET",24.667
"SP","C.J. Wilson",11400,"LAA@Oak 04:05PM ET",21.227
"SP","Zack Greinke",10800,"Pit@LAD 08:07PM ET",23.227
"SP","Matt Harvey",10600,"NYM@Phi 01:35PM ET",0
"SP","Tim Lincecum",10600,"SF@StL 02:15PM ET",14.668
"SP","Cliff Lee",10600,"NYM@Phi 01:35PM ET",19.330
"SP","Julio Teheran",10600,"Atl@Mia 01:10PM ET",22.354
"SP","Gio Gonzalez",10500,"Tex@Was 01:35PM ET",15.400
"SP","Jesse Chavez",10400,"LAA@Oak 04:05PM ET",18.764
"SP","Stephen Strasburg",10400,"Tex@Was 01:35PM ET",20.988
"SP","James Shields",10300,"KC@Tor 01:07PM ET",18.563
"SP","Corey Kluber",10300,"Col@Cle 01:05PM ET",21.777
"SP","Dallas Keuchel",10300,"Bal@Hou 02:10PM ET",20.900
"SP","Max Scherzer",10300,"Det@Sea 04:10PM ET",22.709
"SP","Hisashi Iwakuma",10200,"Det@Sea 04:10PM ET",18.942
"SP","CC Sabathia",10100,"Min@NYY 01:05PM ET",14.288
"SP","David Price",10100,"TB@Bos 01:35PM ET",20.796
"SP","Madison Bumgarner",10000,"SF@StL 02:15PM ET",20.169
"SP","Hyun-jin Ryu",9900,"Pit@LAD 08:07PM ET",17.617
"SP","Jon Lester",9900,"TB@Bos 01:35PM ET",21.841
"SP","Mike Minor",9800,"Atl@Mia 01:10PM ET",15.942
"SP","Ryan Vogelsong",9800,"SF@StL 02:15PM ET",14.236
"SP","Jered Weaver",9800,"LAA@Oak 04:05PM ET",18.586
"SP","Gerrit Cole",9700,"Pit@LAD 08:07PM ET",15.529
"SP","Mat Latos",9700,"Cin@Ari 04:10PM ET",0
"SP","Alex Cobb",9500,"TB@Bos 01:35PM ET",17.440
"SP","Michael Wacha",9500,"SF@StL 02:15PM ET",19.282
"SP","Dan Haren",9500,"Pit@LAD 08:07PM ET",15.664
"SP","John Lackey",9500,"TB@Bos 01:35PM ET",19.623
"SP","Michael Pineda",9500,"Min@NYY 01:05PM ET",15.563
"SP","Garrett Richards",9500,"LAA@Oak 04:05PM ET",17.291
"SP","Alex Wood",9400,"Atl@Mia 01:10PM ET",12.339
"SP","Martin Perez",9300,"Tex@Was 01:35PM ET",14.938
"SP","Tim Hudson",9300,"SF@StL 02:15PM ET",21.978
"SP","Jaime Garcia",9200,"SF@StL 02:15PM ET",14.513
"SP","Josh Beckett",9200,"Pit@LAD 08:07PM ET",19.890
"SP","Tyson Ross",9100,"SD@CWS 02:10PM ET",17.229
"SP","Scott Kazmir",9100,"LAA@Oak 04:05PM ET",19.000
"SP","Charlie Morton",9000,"Pit@LAD 08:07PM ET",12.632
"SP","Collin McHugh",9000,"Bal@Hou 02:10PM ET",22.521
"SP","Andrew Cashner",9000,"SD@CWS 02:10PM ET",14.964
"SP","Jordan Zimmermann",9000,"Tex@Was 01:35PM ET",12.568
"SP","Dillon Gee",9000,"NYM@Phi 01:35PM ET",16.213
"SP","R.A. Dickey",9000,"KC@Tor 01:07PM ET",13.431
"SP","Matt Moore",9000,"TB@Bos 01:35PM ET",9.750
"SP","Sonny Gray",9000,"LAA@Oak 04:05PM ET",20.227
"SP","Shelby Miller",8900,"SF@StL 02:15PM ET",13.232
"SP","Kris Medlen",8900,"Atl@Mia 01:10PM ET",0
"SP","Gavin Floyd",8800,"Atl@Mia 01:10PM ET",16.090
"SP","Rick Porcello",8800,"Det@Sea 04:10PM ET",15.785
"SP","Marco Estrada",8800,"ChC@Mil 02:10PM ET",16.977
"SP","Jason Hammel",8800,"ChC@Mil 02:10PM ET",19.275
"SP","James Paxton",8700,"Det@Sea 04:10PM ET",25.100
"SP","Matt Cain",8700,"SF@StL 02:15PM ET",14.200
"SP","Yordano Ventura",8700,"KC@Tor 01:07PM ET",16.720
"SP","Justin Verlander",8600,"Det@Sea 04:10PM ET",14.729
"SP","Edwin Jackson",8600,"ChC@Mil 02:10PM ET",13.950
"SP","Jake Odorizzi",8600,"TB@Bos 01:35PM ET",13.800
"SP","Jeff Samardzija",8600,"ChC@Mil 02:10PM ET",20.323
"SP","Wily Peralta",8600,"ChC@Mil 02:10PM ET",17.925
"SP","Tommy Milone",8500,"LAA@Oak 04:05PM ET",13.567
"SP","Brandon Beachy",8500,"Atl@Mia 01:10PM ET",0
"SP","Ervin Santana",8500,"Atl@Mia 01:10PM ET",17.617
"SP","Matt Garza",8400,"ChC@Mil 02:10PM ET",13.214
"SP","Hiroki Kuroda",8400,"Min@NYY 01:05PM ET",12.859
"SP","Cole Hamels",8400,"NYM@Phi 01:35PM ET",16.157
"SP","Phil Hughes",8300,"Min@NYY 01:05PM ET",16.960
"SP","Jorge De La Rosa",8300,"Col@Cle 01:05PM ET",14.940
"SP","Lance Lynn",8300,"SF@StL 02:15PM ET",18.568
"SP","Anibal Sanchez",8300,"Det@Sea 04:10PM ET",17.213
"SP","Tony Cingrani",8300,"Cin@Ari 04:10PM ET",13.756
"SP","Aaron Harang",8200,"Atl@Mia 01:10PM ET",18.959
"SP","Ubaldo Jimenez",8200,"Bal@Hou 02:10PM ET",13.136
"SP","Nick Tepesch",8200,"Tex@Was 01:35PM ET",19.083
"SP","Bartolo Colon",8200,"NYM@Phi 01:35PM ET",14.650
"SP","Ian Kennedy",8200,"SD@CWS 02:10PM ET",19.679
"SP","Derek Holland",8100,"Tex@Was 01:35PM ET",0
"SP","Tyler Skaggs",8000,"LAA@Oak 04:05PM ET",15.355
"SP","Trevor Bauer",7900,"Col@Cle 01:05PM ET",17.717
"SP","Kyle Lohse",7900,"ChC@Mil 02:10PM ET",19.264
"RP","Daisuke Matsuzaka",7900,"NYM@Phi 01:35PM ET",6.009
"SP","Jarred Cosart",7800,"Bal@Hou 02:10PM ET",11.286
"SP","Mark Buehrle",7800,"KC@Tor 01:07PM ET",17.618
"SP","Jordan Lyles",7800,"Col@Cle 01:05PM ET",14.295
"SP","Mike Leake",7800,"Cin@Ari 04:10PM ET",14.081
"RP","Aaron Barrett",7800,"Tex@Was 01:35PM ET",3.964
"RP","Danny Duffy",7700,"KC@Tor 01:07PM ET",7.209
"SP","Patrick Corbin",7700,"Cin@Ari 04:10PM ET",0
"SP","Ivan Nova",7700,"Min@NYY 01:05PM ET",4.125
"SP","Henderson Alvarez",7600,"Atl@Mia 01:10PM ET",13.582
"RP","Yusmeiro Petit",7600,"SF@StL 02:15PM ET",7.225
"SP","Bud Norris",7600,"Bal@Hou 02:10PM ET",11.605
"SP","Doug Fister",7600,"Tex@Was 01:35PM ET",15.113
"SP","Jeremy Hellickson",7500,"TB@Bos 01:35PM ET",0
"SP","Drew Hutchison",7500,"KC@Tor 01:07PM ET",16.314
"SP","Jenrry Mejia",7500,"NYM@Phi 01:35PM ET",8.015
"SP","Jake Peavy",7500,"TB@Bos 01:35PM ET",12.145
"RP","Matt Shoemaker",7500,"LAA@Oak 04:05PM ET",12.429
"SP","Homer Bailey",7500,"Cin@Ari 04:10PM ET",13.268
"SP","Matt Harrison",7500,"Tex@Was 01:35PM ET",6.800
"SP","Jake Arrieta",7400,"ChC@Mil 02:10PM ET",14.440
"SP","Chris Archer",7400,"TB@Bos 01:35PM ET",14.595
"SP","Jacob deGrom",7400,"NYM@Phi 01:35PM ET",12.613
"SP","Nathan Eovaldi",7300,"Atl@Mia 01:10PM ET",16.286
"SP","Tyler Lyons",7300,"SF@StL 02:15PM ET",8.075
"SP","Yovani Gallardo",7300,"ChC@Mil 02:10PM ET",12.446
"RP","Alexi Ogando",7300,"Tex@Was 01:35PM ET",1.842
"SP","Jonathon Niese",7300,"NYM@Phi 01:35PM ET",16.045
"SP","James McDonald",7300,"ChC@Mil 02:10PM ET",0
"SP","Travis Wood",7200,"ChC@Mil 02:10PM ET",10.836
"SP","Tom Gorzelanny",7200,"ChC@Mil 02:10PM ET",0
"SP","Brandon McCarthy",7200,"Cin@Ari 04:10PM ET",13.595
"SP","Liam Hendriks",7200,"KC@Tor 01:07PM ET",16.825
"SP","Zack Wheeler",7200,"NYM@Phi 01:35PM ET",13.150
"SP","David Hale",7100,"Atl@Mia 01:10PM ET",5.960
"SP","Brad Peacock",7100,"Bal@Hou 02:10PM ET",10.923
"SP","Chris Young",7000,"Det@Sea 04:10PM ET",11.080
"SP","Jose Quintana",7000,"SD@CWS 02:10PM ET",15.136
"SP","Justin Masterson",7000,"Col@Cle 01:05PM ET",10.908
"SP","Andre Rienzo",7000,"SD@CWS 02:10PM ET",11.472
"SP","A.J. Griffin",7000,"LAA@Oak 04:05PM ET",0
"SP","Josh Tomlin",7000,"Col@Cle 01:05PM ET",13.733
"SP","A.J. Burnett",7000,"NYM@Phi 01:35PM ET",14.713
"RP","Daniel Webb",6900,"SD@CWS 02:10PM ET",4.005
"SP","Chris Tillman",6900,"Bal@Hou 02:10PM ET",12.700
"RP","Ross Ohlendorf",6900,"Tex@Was 01:35PM ET",0
"SP","Tom Koehler",6900,"Atl@Mia 01:10PM ET",14.436
"SP","Jason Vargas",6900,"KC@Tor 01:07PM ET",16.254
"SP","Tyler Chatwood",6900,"Col@Cle 01:05PM ET",13.850
"SP","Scott Baker",6800,"Tex@Was 01:35PM ET",7.200
"SP","Tanner Roark",6800,"Tex@Was 01:35PM ET",15.745
"SP","Robbie Erlin",6800,"SD@CWS 02:10PM ET",12.383
"RP","Tim Stauffer",6800,"SD@CWS 02:10PM ET",4.557
"RP","Preston Claiborne",6800,"Min@NYY 01:05PM ET",3.232
"RP","Wade Davis",6800,"KC@Tor 01:07PM ET",6.388
"SP","Joe Kelly",6800,"SF@StL 02:15PM ET",14.167
"SP","Bronson Arroyo",6800,"Cin@Ari 04:10PM ET",11.232
"RP","Justin Grimm",6800,"ChC@Mil 02:10PM ET",2.990
"SP","Nick Martinez",6700,"Tex@Was 01:35PM ET",7.310
"SP","Chad Billingsley",6700,"Pit@LAD 08:07PM ET",0
"SP","Kyle Kendrick",6700,"NYM@Phi 01:35PM ET",11.125
"RP","David Phelps",6600,"Min@NYY 01:05PM ET",7.429
"SP","Juan Nicasio",6600,"Col@Cle 01:05PM ET",11.973
"RP","Alfredo Simon",6600,"Cin@Ari 04:10PM ET",15.630
"RP","Chase Anderson",6600,"Cin@Ari 04:10PM ET",10.663
"RP","Jake Petricka",6600,"SD@CWS 02:10PM ET",3.464
"SP","Jacob Turner",6600,"Atl@Mia 01:10PM ET",7.658
"RP","Stolmy Pimentel",6600,"Pit@LAD 08:07PM ET",6.217
"RP","Ryan Brasier",6500,"LAA@Oak 04:05PM ET",0
"SP","Brandon Cumpton",6500,"Pit@LAD 08:07PM ET",11.200
"SP","Miguel Alfredo Gonzalez",6500,"NYM@Phi 01:35PM ET",0
"SP","Daniel Hudson",6500,"Cin@Ari 04:10PM ET",0
"RP","Josh Collmenter",6500,"Cin@Ari 04:10PM ET",11.562
"RP","T.J. McFarland",6500,"Bal@Hou 02:10PM ET",1.725
"RP","Jamey Wright",6500,"Pit@LAD 08:07PM ET",2.635
"SP","Roenis Elias",6500,"Det@Sea 04:10PM ET",14.568
"SP","Bruce Chen",6500,"KC@Tor 01:07PM ET",7.625
"SP","Brandon Morrow",6400,"KC@Tor 01:07PM ET",8.883
"SP","Miguel Gonzalez",6400,"Bal@Hou 02:10PM ET",12.568
"SP","Wade Miley",6400,"Cin@Ari 04:10PM ET",14.021
"SP","Felix Doubront",6400,"TB@Bos 01:35PM ET",8.617
"SP","Joe Saunders",6400,"Tex@Was 01:35PM ET",10.650
"SP","Paul Maholm",6400,"Pit@LAD 08:07PM ET",3.057
"SP","Roberto Hernandez",6300,"NYM@Phi 01:35PM ET",9.625
"SP","Trevor Cahill",6300,"Cin@Ari 04:10PM ET",5.573
"SP","David Buchanan",6300,"NYM@Phi 01:35PM ET",9.925
"SP","Josh Johnson",6300,"SD@CWS 02:10PM ET",0
"SP","Zach McAllister",6300,"Col@Cle 01:05PM ET",9.930
"SP","Cory Luebke",6200,"SD@CWS 02:10PM ET",0
"SP","Francisco Liriano",6200,"Pit@LAD 08:07PM ET",13.096
"SP","Jarrod Parker",6100,"LAA@Oak 04:05PM ET",0
"SP","Colby Lewis",6100,"Tex@Was 01:35PM ET",10.733
"SP","Dustin McGowan",6100,"KC@Tor 01:07PM ET",5.636
"SP","Jeremy Guthrie",6100,"KC@Tor 01:07PM ET",10.441
"SP","Brett Anderson",6100,"Col@Cle 01:05PM ET",6.383
"RP","Drew Smyly",6000,"Det@Sea 04:10PM ET",11.435
"SP","Taijuan Walker",6000,"Det@Sea 04:10PM ET",0
"SP","Wei-Yin Chen",6000,"Bal@Hou 02:10PM ET",12.330
"SP","Randy Wolf",6000,"Atl@Mia 01:10PM ET",6.700
"SP","Clay Buchholz",6000,"TB@Bos 01:35PM ET",6.050
"SP","Vidal Nuno",5900,"Min@NYY 01:05PM ET",7.750
"SP","Rafael Montero",5900,"NYM@Phi 01:35PM ET",8.950
"1B/3B","Miguel Cabrera",5900,"Det@Sea 04:10PM ET",9.412
"SP","John Danks",5800,"SD@CWS 02:10PM ET",12.132
"SP","Edinson Volquez",5800,"Pit@LAD 08:07PM ET",10.736
"OF","Mike Trout",5800,"LAA@Oak 04:05PM ET",10.038
"SP","Kevin Slowey",5800,"Atl@Mia 01:10PM ET",4.181
"SP","Brett Oberholtzer",5800,"Bal@Hou 02:10PM ET",11.661
"SP","Kevin Correia",5700,"Min@NYY 01:05PM ET",6.610
"SP","Kyle Gibson",5700,"Min@NYY 01:05PM ET",10.180
"SP","Erik Bedard",5700,"TB@Bos 01:35PM ET",9.750
"OF","Ryan Braun",5700,"ChC@Mil 02:10PM ET",9.946
"SP","Cesar Ramos",5600,"TB@Bos 01:35PM ET",5.347
"OF","Giancarlo Stanton",5600,"Atl@Mia 01:10PM ET",11.093
"SP","Scott Feldman",5600,"Bal@Hou 02:10PM ET",11.381
"OF","Nelson Cruz",5500,"Bal@Hou 02:10PM ET",10.750
"SP","Robbie Ross Jr.",5500,"Tex@Was 01:35PM ET",6.667
"SP","Eric Stults",5500,"SD@CWS 02:10PM ET",6.609
"SP","Mike Pelfrey",5500,"Min@NYY 01:05PM ET",0.370
"3B","Josh Donaldson",5500,"LAA@Oak 04:05PM ET",10.593
"SP","Jhoulys Chacin",5500,"Col@Cle 01:05PM ET",7.530
"SP","Tanner Scheppers",5500,"Tex@Was 01:35PM ET",1.113
"SP","Blake Beavan",5500,"Det@Sea 04:10PM ET",3.400
"SP","Carlos Carrasco",5500,"Col@Cle 01:05PM ET",6.367
"SP","Jeff Francis",5500,"LAA@Oak 04:05PM ET",6.950
"SP","Ricky Nolasco",5500,"Min@NYY 01:05PM ET",9.286
"SP","Casey Kelly",5500,"SD@CWS 02:10PM ET",0
"RP","Franklin Morales",5500,"Col@Cle 01:05PM ET",8.527
"SP","Wade LeBlanc",5500,"LAA@Oak 04:05PM ET",8.850
"SP","Felipe Paulino",5500,"SD@CWS 02:10PM ET",-1.388
"SP","Chase Whitley",5500,"Min@NYY 01:05PM ET",9.833
"SP","Joe Wieland",5500,"SD@CWS 02:10PM ET",0
"SP","Alex White",5500,"Bal@Hou 02:10PM ET",0
"1B","Edwin Encarnacion",5400,"KC@Tor 01:07PM ET",10.161
"OF","Carlos Gomez",5400,"ChC@Mil 02:10PM ET",10.680
"OF","Jose Bautista",5400,"KC@Tor 01:07PM ET",9.964
"OF","Yasiel Puig",5400,"Pit@LAD 08:07PM ET",10.780
"SS","Troy Tulowitzki",5300,"Col@Cle 01:05PM ET",10.765
"3B","Adrian Beltre",5200,"Tex@Was 01:35PM ET",7.878
"OF","George Springer",5100,"Bal@Hou 02:10PM ET",9.077
"2B","Robinson Cano",5100,"Det@Sea 04:10PM ET",7.731
"SS","Jose Reyes",5000,"KC@Tor 01:07PM ET",9.026
"OF","Justin Upton",5000,"Atl@Mia 01:10PM ET",9.462
"SP","Marcus Stroman",5000,"KC@Tor 01:07PM ET",-0.150
"OF","Jacoby Ellsbury",5000,"Min@NYY 01:05PM ET",8.118
"OF","Josh Hamilton",5000,"LAA@Oak 04:05PM ET",12.125
"RP","Aaron Brooks",5000,"KC@Tor 01:07PM ET",-7.700
"1B","Paul Goldschmidt",5000,"Cin@Ari 04:10PM ET",9.298
"2B/SS","Dee Gordon",4900,"Pit@LAD 08:07PM ET",9.731
"1B","Albert Pujols",4900,"LAA@Oak 04:05PM ET",8.887
"OF","Alex Rios",4900,"Tex@Was 01:35PM ET",8.255
"1B/OF","Brandon Moss",4900,"LAA@Oak 04:05PM ET",8.944
"2B","Ian Kinsler",4900,"Det@Sea 04:10PM ET",8.760
"1B","Victor Martinez",4900,"Det@Sea 04:10PM ET",9.412
"OF","Matt Holliday",4900,"SF@StL 02:15PM ET",7.463
"SS","Hanley Ramirez",4900,"Pit@LAD 08:07PM ET",7.453
"OF","Andrew McCutchen",4800,"Pit@LAD 08:07PM ET",8.642
"1B","Jose Abreu",4800,"SD@CWS 02:10PM ET",9.932
"3B","David Wright",4800,"NYM@Phi 01:35PM ET",7.444
"OF","Khris Davis",4800,"ChC@Mil 02:10PM ET",7.480
"OF","Carlos Gonzalez",4800,"Col@Cle 01:05PM ET",7.918
"2B","Jose Altuve",4800,"Bal@Hou 02:10PM ET",9.125
"2B","Chase Utley",4800,"NYM@Phi 01:35PM ET",8.857
"2B","Dustin Pedroia",4700,"TB@Bos 01:35PM ET",7.264
"SS","Alexei Ramirez",4700,"SD@CWS 02:10PM ET",8.696
"OF","Michael Brantley",4700,"Col@Cle 01:05PM ET",9.642
"2B/SS","Brian Dozier",4700,"Min@NYY 01:05PM ET",9.577
"C","Devin Mesoraco",4700,"Cin@Ari 04:10PM ET",10.385
"OF","Shin-Soo Choo",4700,"Tex@Was 01:35PM ET",8.020
"1B","David Ortiz",4700,"TB@Bos 01:35PM ET",8.212
"1B","Adrian Gonzalez",4700,"Pit@LAD 08:07PM ET",8.236
"OF","Melky Cabrera",4700,"KC@Tor 01:07PM ET",8.873
"OF","Michael Morse",4600,"SF@StL 02:15PM ET",8.019
"1B","Brandon Belt",4600,"SF@StL 02:15PM ET",8.000
"1B","Chris Davis",4600,"Bal@Hou 02:10PM ET",8.410
"1B","Freddie Freeman",4500,"Atl@Mia 01:10PM ET",8.481
"OF","A.J. Pollock",4500,"Cin@Ari 04:10PM ET",7.827
"2B/3B","Matt Carpenter",4500,"SF@StL 02:15PM ET",7.473
"OF","Hunter Pence",4500,"SF@StL 02:15PM ET",8.491
"OF","Angel Pagan",4500,"SF@StL 02:15PM ET",8.306
"OF","Rajai Davis",4500,"Det@Sea 04:10PM ET",8.780
"OF","Charlie Blackmon",4500,"Col@Cle 01:05PM ET",9.000
"1B/OF","Michael Cuddyer",4500,"Col@Cle 01:05PM ET",8.360
"1B","Prince Fielder",4500,"Tex@Was 01:35PM ET",6.476
"1B/2B","Daniel Murphy",4500,"NYM@Phi 01:35PM ET",8.481
"3B","Kevin Kouzmanoff",4400,"Tex@Was 01:35PM ET",9.308
"OF","Avisail Garcia",4400,"SD@CWS 02:10PM ET",8.250
"1B","Mark Teixeira",4400,"Min@NYY 01:05PM ET",8.389
"C","Yadier Molina",4400,"SF@StL 02:15PM ET",7.429
"SS","Jimmy Rollins",4400,"NYM@Phi 01:35PM ET",7.980
"OF","Mark Trumbo",4400,"Cin@Ari 04:10PM ET",8.571
"1B","Justin Morneau",4400,"Col@Cle 01:05PM ET",7.942
"2B","Howie Kendrick",4400,"LAA@Oak 04:05PM ET",8.321
"OF","Adam Jones",4400,"Bal@Hou 02:10PM ET",7.792
"1B/OF","Allen Craig",4400,"SF@StL 02:15PM ET",7.019
"1B","Adam LaRoche",4300,"Tex@Was 01:35PM ET",8.583
"3B","Ryan Zimmerman",4300,"Tex@Was 01:35PM ET",8.200
"OF","Jason Heyward",4300,"Atl@Mia 01:10PM ET",7.135
"OF","Alex Gordon",4300,"KC@Tor 01:07PM ET",7.296
"3B","Pablo Sandoval",4200,"SF@StL 02:15PM ET",6.792
"C","Jonathan Lucroy",4200,"ChC@Mil 02:10PM ET",7.580
"C","Chris Gimenez",4200,"Tex@Was 01:35PM ET",9.833
"OF","Bryce Harper",4200,"Tex@Was 01:35PM ET",6.435
"1B","Anthony Rizzo",4200,"ChC@Mil 02:10PM ET",8.000
"1B/3B","Mark Reynolds",4200,"ChC@Mil 02:10PM ET",7.409
"1B","Mike Napoli",4200,"TB@Bos 01:35PM ET",7.326
"3B","Conor Gillaspie",4200,"SD@CWS 02:10PM ET",7.543
"C","Buster Posey",4200,"SF@StL 02:15PM ET",6.604
"3B","Evan Longoria",4200,"TB@Bos 01:35PM ET",6.964
"OF","Brett Gardner",4200,"Min@NYY 01:05PM ET",8.137
"1B/C","Joe Mauer",4200,"Min@NYY 01:05PM ET",6.894
"C","Carlos Ruiz",4100,"NYM@Phi 01:35PM ET",6.929
"C","Jason Castro",4100,"Bal@Hou 02:10PM ET",6.674
"1B","Adam Lind",4100,"KC@Tor 01:07PM ET",7.400
"OF","Denard Span",4100,"Tex@Was 01:35PM ET",7.522
"SS","Erick Aybar",4100,"LAA@Oak 04:05PM ET",7.226
"2B/3B","Martin Prado",4100,"Cin@Ari 04:10PM ET",6.250
"1B","Ryan Howard",4100,"NYM@Phi 01:35PM ET",7.373
"SS","Jean Segura",4100,"ChC@Mil 02:10PM ET",6.667
"3B/SS","Xander Bogaerts",4000,"TB@Bos 01:35PM ET",6.981
"1B/3B","Todd Frazier",4000,"Cin@Ari 04:10PM ET",8.058
"OF","Desmond Jennings",4000,"TB@Bos 01:35PM ET",7.500
"1B/3B","Juan Francisco",4000,"KC@Tor 01:07PM ET",8.091
"C/OF","Evan Gattis",4000,"Atl@Mia 01:10PM ET",6.651
"OF","Yoenis Cespedes",4000,"LAA@Oak 04:05PM ET",7.667
"OF","Austin Jackson",4000,"Det@Sea 04:10PM ET",6.875
