Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Masahiro Tanaka,NYY,NYY @ CHW, 8:10 PM,30.9,33400,"",
SP,Adam Wainwright,STL,STL vs ARI, 7:15 PM,29.8,33000,"",
SP,Chris Sale,CHW,CHW vs NYY, 8:10 PM,30.3,32700,x,15-Day DL
SP,James Paxton,SEA,SEA vs HOU,10:10 PM,30.0,32400,"",15-Day DL
SP,Hisashi Iwakuma,SEA,SEA vs HOU,10:10 PM,28.0,31400,"",
SP,Zack Greinke,LAD,LAD @ NYM, 7:10 PM,26.8,30900,x,
SP,Dallas Keuchel,HOU,HOU @ SEA,10:10 PM,24.4,30500,"",
SP,Corey Kluber,CLE,CLE @ BAL, 7:05 PM,23.4,27200,"",
SP,Jake DeGrom,NYM,NYM vs LAD, 7:10 PM,19.0,27000,"",
SP,Ervin Santana,ATL,ATL vs MIL, 7:10 PM,21.6,26700,"",
SP,Julio Teheran,ATL,ATL vs MIL, 7:10 PM,24.0,26400,"",
SP,Felix Hernandez,SEA,SEA vs HOU,10:10 PM,24.4,26400,"",
SP,Tyson Ross,SD,SD vs CHC,10:10 PM,22.8,26300,"",
SP,Jason Hammel,CHC,CHC @ SD,10:10 PM,23.7,25600,"",
SP,Collin McHugh,HOU,HOU @ SEA,10:10 PM,23.5,25100,"",
SP,Jeff Samardzija,CHC,CHC @ SD,10:10 PM,21.6,24900,"",
SP,Michael Wacha,STL,STL vs ARI, 7:15 PM,22.8,24800,"",Day-To-Day
SP,Trevor Bauer,CLE,CLE @ BAL, 7:05 PM,23.0,24800,"",
SP,Aaron Harang,ATL,ATL vs MIL, 7:10 PM,22.9,24500,x,
SP,Stephen Strasburg,WAS,WAS @ PIT, 7:05 PM,22.5,24300,"",
SP,Kyle Lohse,MIL,MIL @ ATL, 7:10 PM,23.5,23400,"",
SP,Edwin Jackson,CHC,CHC @ SD,10:10 PM,17.6,22500,"",
SP,Clayton Kershaw,LAD,LAD @ NYM, 7:10 PM,20.8,22400,"",
SP,Wily Peralta,MIL,MIL @ ATL, 7:10 PM,20.7,22300,"",
SP,Gerrit Cole,PIT,PIT vs WAS, 7:05 PM,19.8,22300,"",
SP,Dillon Gee,NYM,NYM vs LAD, 7:10 PM,19.4,22100,"",15-Day DL
SP,Lance Lynn,STL,STL vs ARI, 7:15 PM,20.3,22000,x,
SP,Ian Kennedy,SD,SD vs CHC,10:10 PM,20.4,22000,"",
SP,Josh Beckett,LAD,LAD @ NYM, 7:10 PM,20.0,21900,"",
SP,Matt Garza,MIL,MIL @ ATL, 7:10 PM,15.0,21600,x,
SP,Jonathon Niese,NYM,NYM vs LAD, 7:10 PM,18.8,21300,x,
SP,Shelby Miller,STL,STL vs ARI, 7:15 PM,18.4,21200,"",
SP,Marco Estrada,MIL,MIL @ ATL, 7:10 PM,19.3,20900,"",
SP,Dan Haren,LAD,LAD @ NYM, 7:10 PM,19.2,20800,"",
SP,Andrew Cashner,SD,SD vs CHC,10:10 PM,19.3,20800,"",15-Day DL
SP,Tanner Roark,WAS,WAS @ PIT, 7:05 PM,18.2,20700,"",
SP,Roenis Elias,SEA,SEA vs HOU,10:10 PM,17.2,20600,x,
SP,Josh Tomlin,CLE,CLE @ BAL, 7:05 PM,19.3,20300,x,
SP,Mike Minor,ATL,ATL vs MIL, 7:10 PM,18.3,20100,"",
SP,Chris Tillman,BAL,BAL vs CLE, 7:05 PM,15.1,20000,"",
SP,Gavin Floyd,ATL,ATL vs MIL, 7:10 PM,18.3,19800,"",
SP,Michael Pineda,NYY,NYY @ CHW, 8:10 PM,18.3,19700,"",15-Day DL
SP,Brandon Mccarthy,ARI,ARI @ STL, 7:15 PM,16.0,19500,"",
SP,Chase Whitley,NYY,NYY @ CHW, 8:10 PM,14.0,19400,"",
SP,Chase Anderson,ARI,ARI @ STL, 7:15 PM,18.0,19400,"",
SP,Jaime Garcia,STL,STL vs ARI, 7:15 PM,18.0,19400,"",
SP,Bronson Arroyo,ARI,ARI @ STL, 7:15 PM,14.2,19400,"",
SP,Hiroki Kuroda,NYY,NYY @ CHW, 8:10 PM,16.1,19300,"",
SP,Travis Wood,CHC,CHC @ SD,10:10 PM,17.9,19300,"",
SP,Gio Gonzalez,WAS,WAS @ PIT, 7:05 PM,17.3,18700,"",15-Day DL
SP,Bud Norris,BAL,BAL vs CLE, 7:05 PM,16.5,18400,"",
SP,Wei-Yin Chen,BAL,BAL vs CLE, 7:05 PM,16.3,18400,x,
SP,Andre Rienzo,CHW,CHW vs NYY, 8:10 PM,15.0,18400,"",
SP,Jose Quintana,CHW,CHW vs NYY, 8:10 PM,16.6,18400,"",
SP,Jenrry Mejia,NYM,NYM vs LAD, 7:10 PM,11.7,18000,"",
SP,Doug Fister,WAS,WAS @ PIT, 7:05 PM,16.7,18000,"",
SP,Robbie Erlin,SD,SD vs CHC,10:10 PM,14.3,17700,"",
SP,CC Sabathia,NYY,NYY @ CHW, 8:10 PM,16.3,17600,"",15-Day DL
SP,Joe Kelly,STL,STL vs ARI, 7:15 PM,16.3,17600,"",15-Day DL
SP,Ubaldo Jimenez,BAL,BAL vs CLE, 7:05 PM,15.0,17500,"",
SP,Wade Miley,ARI,ARI @ STL, 7:15 PM,15.6,17500,x,
SP,Charlie Morton,PIT,PIT vs WAS, 7:05 PM,14.6,17200,"",
SP,Alex Wood,ATL,ATL vs MIL, 7:10 PM,15.8,17100,"",
SP,Jordan Zimmermann,WAS,WAS @ PIT, 7:05 PM,15.7,16900,"",
SP,Hyun-Jin Ryu,LAD,LAD @ NYM, 7:10 PM,17.4,16900,"",
SP,Bartolo Colon,NYM,NYM vs LAD, 7:10 PM,14.6,16300,"",
SP,Yovani Gallardo,MIL,MIL @ ATL, 7:10 PM,15.1,16300,"",Day-To-Day
SP,Miguel Gonzalez,BAL,BAL vs CLE, 7:05 PM,13.6,15800,"",
SP,Scott Feldman,HOU,HOU @ SEA,10:10 PM,14.4,15600,"",
SP,Chris Young,SEA,SEA vs HOU,10:10 PM,12.0,15300,"",
