Position,Name,Team,Opponent,Game Time,Avg Fantasy Points,Price,Starter,Injury Status
SP,Chris Sale,CHW,CHW vs CLE, 2:10 PM,32.8,35400,"",
SP,Masahiro Tanaka,NYY,NYY @ STL, 4:15 PM,30.7,33400,"",
SP,Yu Darvish,TEX,TEX @ MIN, 2:10 PM,27.8,33100,"",
SP,Adam Wainwright,STL,STL vs NYY, 4:15 PM,31.5,33000,"",
SP,Jose Fernandez,MIA,MIA @ WAS, 1:35 PM,30.3,32700,"",15-Day DL
SP,James Paxton,SEA,SEA vs LAA, 4:10 PM,30.0,32400,"",15-Day DL
SP,Johnny Cueto,CIN,CIN @ LAD, 8:10 PM,33.1,32400,x,
SP,Hisashi Iwakuma,SEA,SEA vs LAA, 4:10 PM,25.6,31400,"",
SP,Dallas Keuchel,HOU,HOU @ KC, 8:10 PM,26.1,30500,"",
SP,Max Scherzer,DET,DET @ OAK, 4:05 PM,27.7,29900,"",
SP,Felix Hernandez,SEA,SEA vs LAA, 4:10 PM,25.8,29500,"",
SP,Zack Greinke,LAD,LAD vs CIN, 8:10 PM,25.6,28000,"",
SP,Corey Kluber,CLE,CLE @ CHW, 2:10 PM,24.7,28000,"",
SP,Tim Hudson,SF,SF vs CHC, 4:05 PM,22.9,27500,"",
SP,Alex Cobb,TB,TB @ TOR, 7:07 PM,23.3,27200,"",
SP,CJ Wilson,LAA,LAA @ SEA, 4:10 PM,24.7,26900,"",
SP,David Price,TB,TB @ TOR, 7:07 PM,23.4,26800,"",
SP,Jon Lester,BOS,BOS @ ATL, 1:10 PM,24.8,26800,"",
SP,Julio Teheran,ATL,ATL vs BOS, 1:10 PM,24.8,26400,"",
SP,Tyson Ross,SD,SD @ ARI, 8:10 PM,22.8,26000,x,
SP,James Shields,KC,KC vs HOU, 8:10 PM,22.5,26000,"",
SP,Jered Weaver,LAA,LAA @ SEA, 4:10 PM,22.1,26000,"",
SP,Clayton Kershaw,LAD,LAD vs CIN, 8:10 PM,24.0,25900,"",
SP,Jesse Chavez,OAK,OAK vs DET, 4:05 PM,22.6,25800,"",
SP,Sonny Gray,OAK,OAK vs DET, 4:05 PM,23.9,25800,"",
SP,Michael Wacha,STL,STL vs NYY, 4:15 PM,22.8,25600,x,Day-To-Day
SP,Jason Hammel,CHC,CHC @ SF, 4:05 PM,22.9,25600,"",
SP,Collin McHugh,HOU,HOU @ KC, 8:10 PM,23.5,25400,"",
SP,Kyle Lohse,MIL,MIL vs BAL, 2:10 PM,23.5,25200,x,
SP,Trevor Bauer,CLE,CLE @ CHW, 2:10 PM,19.3,24800,"",
SP,Garrett Richards,LAA,LAA @ SEA, 4:10 PM,22.8,24700,"",
SP,Phil Hughes,MIN,MIN vs TEX, 2:10 PM,20.4,24700,"",
SP,Ervin Santana,ATL,ATL vs BOS, 1:10 PM,21.6,24400,x,
SP,Stephen Strasburg,WAS,WAS vs MIA, 1:35 PM,22.3,24300,"",
SP,Jeff Samardzija,CHC,CHC @ SF, 4:05 PM,21.6,24300,x,
SP,Nick Tepesch,TEX,TEX @ MIN, 2:10 PM,22.5,24300,x,
SP,Rick Porcello,DET,DET @ OAK, 4:05 PM,19.4,24200,"",
SP,Yordano Ventura,KC,KC vs HOU, 8:10 PM,21.3,24000,x,
SP,Cole Hamels,PHI,PHI vs COL, 5:05 PM,18.3,23500,"",
SP,Alfredo Simon,CIN,CIN @ LAD, 8:10 PM,21.6,23300,"",
SP,Mark Buehrle,TOR,TOR vs TB, 7:07 PM,21.5,23200,"",
SP,Madison Bumgarner,SF,SF vs CHC, 4:05 PM,22.7,23200,"",
SP,Cliff Lee,PHI,PHI vs COL, 5:05 PM,21.5,23200,"",15-Day DL
SP,Aaron Harang,ATL,ATL vs BOS, 1:10 PM,21.4,23100,"",
SP,Drew Hutchison,TOR,TOR vs TB, 7:07 PM,19.9,23100,x,
SP,John Lackey,BOS,BOS @ ATL, 1:10 PM,21.1,22800,"",
SP,Liam Hendriks,TOR,TOR vs TB, 7:07 PM,21.0,22700,"",
SP,Wily Peralta,MIL,MIL vs BAL, 2:10 PM,20.4,22300,"",
SP,Scott Kazmir,OAK,OAK vs DET, 4:05 PM,20.5,22100,"",
SP,Dillon Gee,NYM,NYM vs PIT, 1:10 PM,19.4,22100,"",15-Day DL
SP,Tanner Roark,WAS,WAS vs MIA, 1:35 PM,18.2,22000,x,
SP,Mike Minor,ATL,ATL vs BOS, 1:10 PM,18.2,22000,"",
SP,Ian Kennedy,SD,SD @ ARI, 8:10 PM,21.3,22000,"",
SP,Josh Beckett,LAD,LAD vs CIN, 8:10 PM,22.4,21900,"",
SP,Hyun-Jin Ryu,LAD,LAD vs CIN, 8:10 PM,17.4,21800,x,
SP,Martin Perez,TEX,TEX @ MIN, 2:10 PM,16.1,21700,"",60-Day DL
SP,Lance Lynn,STL,STL vs NYY, 4:15 PM,20.1,21700,"",
SP,Mike Leake,CIN,CIN @ LAD, 8:10 PM,19.6,21400,"",
SP,Gerrit Cole,PIT,PIT @ NYM, 1:10 PM,19.8,21400,"",
SP,Marco Estrada,MIL,MIL vs BAL, 2:10 PM,19.8,21400,"",
SP,Nathan Eovaldi,MIA,MIA @ WAS, 1:35 PM,18.0,21400,x,
SP,Travis Wood,CHC,CHC @ SF, 4:05 PM,18.6,21400,"",
SP,Josh Tomlin,CLE,CLE @ CHW, 2:10 PM,19.3,21200,x,
SP,Gavin Floyd,ATL,ATL vs BOS, 1:10 PM,19.5,21100,"",
SP,Jason Vargas,KC,KC vs HOU, 8:10 PM,18.2,21100,"",
SP,Jonathon Niese,NYM,NYM vs PIT, 1:10 PM,19.3,20900,"",
SP,Jorge De La Rosa,COL,COL @ PHI, 5:05 PM,17.0,20900,"",
SP,Tyler Skaggs,LAA,LAA @ SEA, 4:10 PM,17.6,20800,x,
SP,Dan Haren,LAD,LAD vs CIN, 8:10 PM,19.3,20800,"",
SP,Andrew Cashner,SD,SD @ ARI, 8:10 PM,19.3,20800,"",15-Day DL
SP,Ryan Vogelsong,SF,SF vs CHC, 4:05 PM,16.9,20600,"",
SP,Jake DeGrom,NYM,NYM vs PIT, 1:10 PM,19.0,20500,x,
SP,Brandon Mccarthy,ARI,ARI vs SD, 8:10 PM,16.0,20300,x,
SP,Jose Quintana,CHW,CHW vs CLE, 2:10 PM,16.6,19900,x,
SP,Tim Lincecum,SF,SF vs CHC, 4:05 PM,15.8,19900,"",
SP,Shelby Miller,STL,STL vs NYY, 4:15 PM,17.7,19800,"",
SP,Michael Pineda,NYY,NYY @ STL, 4:15 PM,18.3,19700,"",15-Day DL
SP,Jake Odorizzi,TB,TB @ TOR, 7:07 PM,15.0,19500,"",
SP,RA Dickey,TOR,TOR vs TB, 7:07 PM,17.3,19500,"",
SP,Jaime Garcia,STL,STL vs NYY, 4:15 PM,22.5,19400,"",
SP,Justin Verlander,DET,DET @ OAK, 4:05 PM,15.6,19400,"",
SP,Bronson Arroyo,ARI,ARI vs SD, 8:10 PM,13.9,19400,"",Day-To-Day
SP,Chase Anderson,ARI,ARI vs SD, 8:10 PM,18.0,19400,"",
SP,Tom Milone,OAK,OAK vs DET, 4:05 PM,14.1,19000,x,
SP,Anibal Sanchez,DET,DET @ OAK, 4:05 PM,17.1,18900,"",
SP,Bud Norris,BAL,BAL @ MIL, 2:10 PM,16.8,18900,"",
SP,Tom Koehler,MIA,MIA @ WAS, 1:35 PM,17.4,18800,"",
SP,Roenis Elias,SEA,SEA vs LAA, 4:10 PM,17.4,18800,"",
SP,Gio Gonzalez,WAS,WAS vs MIA, 1:35 PM,17.3,18700,"",15-Day DL
