"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"SP","Jose Fernandez",12400,"Phi@Mia 07:10PM ET",26.856
"SP","Yu Darvish",12200,"Tex@Bal 07:05PM ET",26.450
"SP","Adam Wainwright",11500,"StL@SF 10:15PM ET",25.503
"SP","Chris Sale",11000,"LAA@CWS 08:10PM ET",24.196
"SP","Cole Hamels",10600,"Phi@Mia 07:10PM ET",20.715
"SP","Matt Harvey",10600,"NYM@Atl 07:10PM ET",0
"SP","Madison Bumgarner",10600,"StL@SF 10:15PM ET",20.167
"SP","Cliff Lee",10600,"Phi@Mia 07:10PM ET",19.330
"SP","Julio Teheran",10000,"NYM@Atl 07:10PM ET",22.362
"SP","Garrett Richards",9600,"LAA@CWS 08:10PM ET",19.121
"SP","Michael Wacha",9500,"StL@SF 10:15PM ET",17.977
"SP","Gerrit Cole",9500,"Ari@Pit 07:05PM ET",15.036
"SP","Jon Lester",9400,"ChC@Bos 07:10PM ET",21.512
"SP","Martin Perez",9300,"Tex@Bal 07:05PM ET",14.938
"SP","Jason Hammel",9100,"ChC@Bos 07:10PM ET",19.975
"SP","Dillon Gee",9000,"NYM@Atl 07:10PM ET",16.213
"SP","Kris Medlen",8900,"NYM@Atl 07:10PM ET",0
"SP","John Lackey",8800,"ChC@Bos 07:10PM ET",18.206
"SP","Jaime Garcia",8800,"StL@SF 10:15PM ET",14.856
"SP","Alex Wood",8800,"NYM@Atl 07:10PM ET",11.675
"SP","Lance Lynn",8800,"StL@SF 10:15PM ET",16.988
"SP","C.J. Wilson",8700,"LAA@CWS 08:10PM ET",16.719
"SP","Charlie Morton",8600,"Ari@Pit 07:05PM ET",15.684
"SP","Jered Weaver",8600,"LAA@CWS 08:10PM ET",17.158
"SP","Tim Hudson",8500,"StL@SF 10:15PM ET",18.413
"SP","Brandon Beachy",8500,"NYM@Atl 07:10PM ET",0
"SP","Jake Arrieta",8400,"ChC@Bos 07:10PM ET",22.591
"SP","Jeff Samardzija",8400,"ChC@Bos 07:10PM ET",17.585
"SP","Tim Lincecum",8300,"StL@SF 10:15PM ET",15.092
"SP","Mike Minor",8300,"NYM@Atl 07:10PM ET",13.854
"SP","A.J. Burnett",8100,"Phi@Mia 07:10PM ET",15.197
"SP","Derek Holland",8100,"Tex@Bal 07:05PM ET",0
"SP","Jeff Locke",7800,"Ari@Pit 07:05PM ET",15.325
"SP","Ervin Santana",7700,"NYM@Atl 07:10PM ET",16.723
"SP","Francisco Liriano",7700,"Ari@Pit 07:05PM ET",13.039
"SP","Bartolo Colon",7700,"NYM@Atl 07:10PM ET",16.363
"SP","Patrick Corbin",7700,"Ari@Pit 07:05PM ET",0
"RP","Yusmeiro Petit",7600,"StL@SF 10:15PM ET",7.093
"SP","Ryan Vogelsong",7600,"StL@SF 10:15PM ET",14.109
"SP","Jonathon Niese",7600,"NYM@Atl 07:10PM ET",16.097
"SP","Jenrry Mejia",7500,"NYM@Atl 07:10PM ET",5.846
"SP","Henderson Alvarez",7500,"Phi@Mia 07:10PM ET",15.965
"SP","Matt Harrison",7500,"Tex@Bal 07:05PM ET",6.800
"SP","Zack Wheeler",7500,"NYM@Atl 07:10PM ET",13.153
"SP","Ryan Dempster",7400,"ChC@Bos 07:10PM ET",0
"SP","Wade Miley",7400,"Ari@Pit 07:05PM ET",15.300
"SP","Tyler Skaggs",7300,"LAA@CWS 08:10PM ET",14.358
"RP","Alexi Ogando",7300,"Tex@Bal 07:05PM ET",1.513
"SP","Tyler Lyons",7300,"StL@SF 10:15PM ET",8.075
"SP","James McDonald",7300,"ChC@Bos 07:10PM ET",0
"SP","Jose Quintana",7200,"LAA@CWS 08:10PM ET",16.182
"SP","Gavin Floyd",7100,"NYM@Atl 07:10PM ET",16.183
"SP","Matt Shoemaker",7100,"LAA@CWS 08:10PM ET",11.608
"SP","Aaron Harang",7100,"NYM@Atl 07:10PM ET",15.956
"SP","Wei-Yin Chen",7000,"Tex@Bal 07:05PM ET",12.909
"SP","Jacob deGrom",7000,"NYM@Atl 07:10PM ET",12.680
"RP","Rubby De La Rosa",7000,"ChC@Bos 07:10PM ET",20.590
"SP","Bronson Arroyo",7000,"Ari@Pit 07:05PM ET",11.440
"SP","Vance Worley",7000,"Ari@Pit 07:05PM ET",14.475
"SP","Kyle Kendrick",6900,"Phi@Mia 07:10PM ET",11.941
"SP","John Danks",6900,"LAA@CWS 08:10PM ET",12.681
"RP","Daniel Webb",6900,"LAA@CWS 08:10PM ET",3.211
"SP","Johan Santana",6900,"Tex@Bal 07:05PM ET",0
"SP","Wandy Rodriguez",6800,"Ari@Pit 07:05PM ET",5.500
"SP","Edinson Volquez",6800,"Ari@Pit 07:05PM ET",12.032
"SP","Joe Kelly",6800,"StL@SF 10:15PM ET",14.167
"SP","Tom Koehler",6800,"Phi@Mia 07:10PM ET",14.625
"RP","Justin Grimm",6800,"ChC@Bos 07:10PM ET",2.523
"SP","Scott Baker",6800,"Tex@Bal 07:05PM ET",5.923
"SP","Mike Bolsinger",6700,"Ari@Pit 07:05PM ET",12.206
"SP","Matt Cain",6700,"StL@SF 10:15PM ET",12.669
"RP","Brandon Workman",6700,"ChC@Bos 07:10PM ET",11.778
"SP","Nathan Eovaldi",6700,"Phi@Mia 07:10PM ET",14.576
"SP","Bud Norris",6600,"Tex@Bal 07:05PM ET",13.850
"RP","Jake Petricka",6600,"LAA@CWS 08:10PM ET",3.213
"SP","David Buchanan",6600,"Phi@Mia 07:10PM ET",11.581
"SP","Jake Peavy",6600,"ChC@Bos 07:10PM ET",11.629
"RP","Stolmy Pimentel",6600,"Ari@Pit 07:05PM ET",7.711
"SP","Roberto Hernandez",6500,"Phi@Mia 07:10PM ET",9.622
"SP","Miguel Alfredo Gonzalez",6500,"Phi@Mia 07:10PM ET",0
"RP","Cory Rasmus",6500,"LAA@CWS 08:10PM ET",3.245
"SP","Chris Tillman",6500,"Tex@Bal 07:05PM ET",11.950
"RP","Arquimedes Caminero",6500,"Phi@Mia 07:10PM ET",1.300
"RP","Vic Black",6500,"NYM@Atl 07:10PM ET",3.503
"SP","Erik Johnson",6500,"LAA@CWS 08:10PM ET",6.570
"SP","Daniel Hudson",6500,"Ari@Pit 07:05PM ET",0
"RP","Preston Guilmet",6500,"Tex@Bal 07:05PM ET",2.778
"RP","Jake Dunning",6500,"StL@SF 10:15PM ET",0.900
"SP","Randy Wolf",6500,"Tex@Bal 07:05PM ET",7.725
"RP","Zac Rosscup",6500,"ChC@Bos 07:10PM ET",4.300
"RP","Donnie Joseph",6500,"Phi@Mia 07:10PM ET",-10.100
"SP","Phil Irwin",6500,"Tex@Bal 07:05PM ET",0
"RP","T.J. McFarland",6500,"Tex@Bal 07:05PM ET",4.203
"RP","Ryan Brasier",6500,"LAA@CWS 08:10PM ET",0
"SP","Edwin Jackson",6500,"ChC@Bos 07:10PM ET",12.697
"SP","Brian Flynn",6500,"Phi@Mia 07:10PM ET",0.000
"SP","Zeke Spruill",6500,"Ari@Pit 07:05PM ET",7.700
"RP","Luis Garcia",6500,"Phi@Mia 07:10PM ET",-0.713
"RP","Drake Britton",6500,"ChC@Bos 07:10PM ET",0
"SP","Ubaldo Jimenez",6400,"Tex@Bal 07:05PM ET",12.765
"SP","Chase Anderson",6400,"Ari@Pit 07:05PM ET",13.078
"RP","Randall Delgado",6400,"Ari@Pit 07:05PM ET",3.602
"RP","Seth Rosin",6400,"Phi@Mia 07:10PM ET",2.933
"SP","Shelby Miller",6400,"StL@SF 10:15PM ET",12.894
"SP","Kevin Gausman",6400,"Tex@Bal 07:05PM ET",12.320
"SP","Sean O'Sullivan",6300,"Phi@Mia 07:10PM ET",0.000
"RP","Gonzalez Germen",6300,"NYM@Atl 07:10PM ET",3.334
"SP","Travis Wood",6300,"ChC@Bos 07:10PM ET",10.374
"SP","Trevor Cahill",6300,"Ari@Pit 07:05PM ET",4.695
"RP","Andrew Heaney",6300,"Phi@Mia 07:10PM ET",10.083
"SP","Hector Santiago",6200,"LAA@CWS 08:10PM ET",9.388
"SP","Charlie Leesman",6200,"LAA@CWS 08:10PM ET",-12.000
"RP","Zach Britton",6200,"Tex@Bal 07:05PM ET",3.807
"RP","Neal Cotts",6100,"Tex@Bal 07:05PM ET",3.011
"SP","Brandon McCarthy",6100,"Ari@Pit 07:05PM ET",12.482
"SP","Jonathan Pettibone",6100,"Phi@Mia 07:10PM ET",1.125
"SP","Anthony DeSclafani",6100,"Phi@Mia 07:10PM ET",6.110
"SP","Dallas Beeler",6000,"ChC@Bos 07:10PM ET",21.300
"RP","Gus Schlosser",6000,"NYM@Atl 07:10PM ET",1.815
"RP","Alex Wilson",6000,"ChC@Bos 07:10PM ET",3.175
"OF","Mike Trout",6000,"LAA@CWS 08:10PM ET",10.885
"RP","Scott Rice",6000,"NYM@Atl 07:10PM ET",0.811
"RP","Ian Thomas",6000,"NYM@Atl 07:10PM ET",2.150
"SP","Felix Doubront",6000,"ChC@Bos 07:10PM ET",8.395
"RP","Steven Wright",6000,"ChC@Bos 07:10PM ET",0
"SP","Miguel Gonzalez",6000,"Tex@Bal 07:05PM ET",10.775
"RP","Brad Hand",5900,"Phi@Mia 07:10PM ET",2.138
"SP","Rafael Montero",5900,"NYM@Atl 07:10PM ET",8.950
"SP","Hector Noesi",5900,"LAA@CWS 08:10PM ET",7.308
"RP","Kevin Siegrist",5900,"StL@SF 10:15PM ET",3.104
"SP","Kevin Slowey",5800,"Phi@Mia 07:10PM ET",3.153
"SP","Josh Collmenter",5800,"Ari@Pit 07:05PM ET",10.847
"RP","Seth Maness",5800,"StL@SF 10:15PM ET",2.847
"RP","Ryan Buchter",5700,"NYM@Atl 07:10PM ET",7.650
"RP","Chris Capuano",5700,"ChC@Bos 07:10PM ET",2.545
"SP","Lucas Harrell",5700,"Ari@Pit 07:05PM ET",0.983
"RP","Keith Butler",5700,"StL@SF 10:15PM ET",-4.150
"SP","Clay Buchholz",5700,"ChC@Bos 07:10PM ET",7.071
"RP","Chris Rusin",5600,"ChC@Bos 07:10PM ET",8.850
"SP","Nick Tepesch",5600,"Tex@Bal 07:05PM ET",12.069
"OF","Giancarlo Stanton",5600,"Phi@Mia 07:10PM ET",10.482
"RP","Ethan Martin",5500,"Phi@Mia 07:10PM ET",5.300
"RP","Mario Hollands",5500,"Phi@Mia 07:10PM ET",2.578
"SP","Felipe Paulino",5500,"LAA@CWS 08:10PM ET",-1.388
"SP","Tanner Scheppers",5500,"Tex@Bal 07:05PM ET",1.669
"RP","Jose Alvarez",5500,"LAA@CWS 08:10PM ET",1.450
"OF","Andrew McCutchen",5500,"Ari@Pit 07:05PM ET",9.691
"RP","Wade LeBlanc",5500,"LAA@CWS 08:10PM ET",2.350
"RP","Carlos Martinez",5500,"StL@SF 10:15PM ET",3.285
"SP","Robbie Ross Jr.",5500,"Tex@Bal 07:05PM ET",4.469
"SP","David Hale",5500,"NYM@Atl 07:10PM ET",3.613
"RP","Daisuke Matsuzaka",5500,"NYM@Atl 07:10PM ET",6.338
"1B","Chris Davis",5400,"Tex@Bal 07:05PM ET",7.485
"SP","Brandon Cumpton",5300,"Ari@Pit 07:05PM ET",10.611
"SP","Jacob Turner",5300,"Phi@Mia 07:10PM ET",5.157
"RP","Carlos Villanueva",5300,"ChC@Bos 07:10PM ET",3.831
"OF","Adam Jones",5200,"Tex@Bal 07:05PM ET",8.458
"RP","Joseph Ortiz",5200,"Tex@Bal 07:05PM ET",0
"1B","Anthony Rizzo",5200,"ChC@Bos 07:10PM ET",8.654
"RP","Yoslan Herrera",5200,"LAA@CWS 08:10PM ET",1.586
"SP","Andre Rienzo",5200,"LAA@CWS 08:10PM ET",7.357
"3B","Adrian Beltre",5100,"Tex@Bal 07:05PM ET",8.304
"OF","Nelson Cruz",5100,"Tex@Bal 07:05PM ET",9.402
"SP","Colby Lewis",5100,"Tex@Bal 07:05PM ET",10.189
"1B","Paul Goldschmidt",5100,"Ari@Pit 07:05PM ET",9.595
"RP","John Lannan",5100,"NYM@Atl 07:10PM ET",-0.480
"RP","Craig Kimbrel",5000,"NYM@Atl 07:10PM ET",4.396
"RP","Joe Thatcher",5000,"Ari@Pit 07:05PM ET",2.082
"RP","Junichi Tazawa",5000,"ChC@Bos 07:10PM ET",3.100
"RP","Juan Jaime",5000,"NYM@Atl 07:10PM ET",4.950
"RP","Bo Schultz",5000,"Ari@Pit 07:05PM ET",1.650
"RP","Andrew Miller",5000,"ChC@Bos 07:10PM ET",3.926
"RP","David Hernandez",5000,"Ari@Pit 07:05PM ET",0
"RP","Koji Uehara",5000,"ChC@Bos 07:10PM ET",4.411
"RP","James Russell",5000,"ChC@Bos 07:10PM ET",1.912
"RP","Anthony Varvaro",5000,"NYM@Atl 07:10PM ET",3.268
"RP","Craig Breslow",5000,"ChC@Bos 07:10PM ET",1.773
"RP","Brad Lincoln",5000,"Phi@Mia 07:10PM ET",-0.175
"RP","Fernando Salas",5000,"LAA@CWS 08:10PM ET",3.354
"1B","Jose Abreu",5000,"LAA@CWS 08:10PM ET",9.901
"RP","Mark Melancon",5000,"Ari@Pit 07:05PM ET",2.815
"RP","Dan Jennings",5000,"Phi@Mia 07:10PM ET",3.000
"RP","Jordan Walden",5000,"NYM@Atl 07:10PM ET",3.088
"RP","Eric Fornataro",5000,"StL@SF 10:15PM ET",1.244
"RP","Hector Rondon",5000,"ChC@Bos 07:10PM ET",3.003
"RP","Jose Valverde",5000,"NYM@Atl 07:10PM ET",2.386
"RP","Will Harris",5000,"Ari@Pit 07:05PM ET",1.775
"RP","Brad Brach",5000,"Tex@Bal 07:05PM ET",4.221
"RP","Scott Carroll",5000,"LAA@CWS 08:10PM ET",4.496
"RP","Jeff Manship",5000,"Phi@Mia 07:10PM ET",2.028
"RP","Michael Kohn",5000,"LAA@CWS 08:10PM ET",3.098
"RP","Jason Frasor",5000,"Tex@Bal 07:05PM ET",2.664
"RP","Daniel McCutchen",5000,"LAA@CWS 08:10PM ET",-2.350
"RP","David Carpenter",5000,"NYM@Atl 07:10PM ET",2.696
"RP","B.J. Rosenberg",5000,"Phi@Mia 07:10PM ET",0.782
"RP","Tony Watson",5000,"Ari@Pit 07:05PM ET",4.425
"RP","Jeurys Familia",5000,"NYM@Atl 07:10PM ET",3.023
"RP","Luis Avilan",5000,"NYM@Atl 07:10PM ET",1.394
"RP","Zach Putnam",5000,"LAA@CWS 08:10PM ET",3.542
"SP","Joe Saunders",5000,"Tex@Bal 07:05PM ET",3.681
"RP","Josh Stinson",5000,"Tex@Bal 07:05PM ET",1.106
"RP","Darren O'Day",5000,"Tex@Bal 07:05PM ET",3.203
"RP","Pedro Beato",5000,"NYM@Atl 07:10PM ET",4.050
"RP","Bryan Morris",5000,"Phi@Mia 07:10PM ET",3.539
"RP","Jorge Rondon",5000,"StL@SF 10:15PM ET",1.650
"RP","Pedro Figueroa",5000,"Tex@Bal 07:05PM ET",1.725
"RP","Antonio Bastardo",5000,"Phi@Mia 07:10PM ET",3.645
"RP","Jeanmar Gomez",5000,"Ari@Pit 07:05PM ET",3.785
"RP","Justin Wilson",5000,"Ari@Pit 07:05PM ET",2.434
"RP","Javier Lopez",5000,"StL@SF 10:15PM ET",0.953
"RP","Joe Smith",5000,"LAA@CWS 08:10PM ET",3.227
"RP","Henry Rodriguez",5000,"LAA@CWS 08:10PM ET",-1.225
"RP","Maikel Cleto",5000,"LAA@CWS 08:10PM ET",1.438
"RP","Jean Machi",5000,"StL@SF 10:15PM ET",3.275
"RP","Shawn Tolleson",5000,"Tex@Bal 07:05PM ET",3.393
"RP","Frank De Los Santos",5000,"LAA@CWS 08:10PM ET",0
"RP","Wesley Wright",5000,"ChC@Bos 07:10PM ET",1.985
"RP","Edgmer Escalona",5000,"Tex@Bal 07:05PM ET",0
"RP","Addison Reed",5000,"Ari@Pit 07:05PM ET",2.894
"RP","Pedro Strop",5000,"ChC@Bos 07:10PM ET",2.671
"RP","Tim Berry",5000,"Tex@Bal 07:05PM ET",0
"RP","Scott Downs",5000,"LAA@CWS 08:10PM ET",1.101
"RP","Jarrett Grube",5000,"LAA@CWS 08:10PM ET",-1.100
"RP","Juan Gutierrez",5000,"StL@SF 10:15PM ET",2.804
"RP","Edward Mujica",5000,"ChC@Bos 07:10PM ET",1.930
"RP","Matt Lindstrom",5000,"LAA@CWS 08:10PM ET",2.208
"RP","Dane De La Rosa",5000,"LAA@CWS 08:10PM ET",-1.450
"RP","Santiago Casilla",5000,"StL@SF 10:15PM ET",3.419
"RP","Evan Marshall",5000,"Ari@Pit 07:05PM ET",2.659
"RP","Carter Capps",5000,"Phi@Mia 07:10PM ET",4.578
"RP","J.J. Putz",5000,"Ari@Pit 07:05PM ET",1.575
"OF","Justin Upton",5000,"NYM@Atl 07:10PM ET",8.295
"RP","Joakim Soria",5000,"Tex@Bal 07:05PM ET",3.898
"1B","David Ortiz",5000,"ChC@Bos 07:10PM ET",7.841
"RP","Jake Diekman",5000,"Phi@Mia 07:10PM ET",3.532
