Position,PlayerName,Team,Opponent,Salary,PPG
SS,J.J. Hardy,Orioles,White Sox,7850,9.3
OF,Nick Markakis,Orioles,White Sox,8200,12.0
OF,Adam Jones,Orioles,White Sox,9700,14.0
1B,Chris Davis,Orioles,White Sox,9150,12.2
P,Tommy Hunter,Orioles,White Sox,7500,3.5
C,Matt Wieters,Orioles,White Sox,9100,14.3
P,Chris Tillman,Orioles,White Sox,12900,18.9
P,Brian Matusz,Orioles,White Sox,7500,2.9
P,Zach Britton,Orioles,White Sox,5800,4.9
P,Andrew Miller,Orioles,White Sox,7500,5.8
P,Ubaldo Jimenez,Orioles,White Sox,10700,15.7
2B,Cord Phelps,Orioles,White Sox,5000,-1.0
OF,Delmon Young,Orioles,White Sox,6050,8.0
2B,Jemile Weeks,Orioles,White Sox,5000,9.0
OF,Nelson Cruz,Orioles,White Sox,10550,15.3
P,Darren O'Day,Orioles,White Sox,7500,5.7
P,Joe Saunders,Orioles,White Sox,8750,2.6
P,Ryan Webb,Orioles,White Sox,7500,3.6
P,Bud Norris,Orioles,White Sox,12900,20.1
3B,Jimmy Paredes,Orioles,White Sox,5000,3.0
OF,Jimmy Paredes,Orioles,White Sox,5000,3.0
1B,Steve Pearce,Orioles,White Sox,6800,12.4
OF,Steve Pearce,Orioles,White Sox,6800,12.4
P,Evan Meek,Orioles,White Sox,7500,1.3
C,Nick Hundley,Orioles,White Sox,5000,4.8
P,Josh Stinson,Orioles,White Sox,7500,0.8
2B,Steve Lombardozzi,Orioles,White Sox,5850,5.9
OF,Steve Lombardozzi,Orioles,White Sox,5850,5.9
C,Steve Clevenger,Orioles,White Sox,5000,7.2
OF,David Lough,Orioles,White Sox,5000,4.2
P,Wei-Yin Chen,Orioles,White Sox,13500,21.4
2B,Jonathan Schoop,Orioles,White Sox,6450,7.9
3B,Jonathan Schoop,Orioles,White Sox,6450,7.9
3B,Manny Machado,Orioles,White Sox,8200,11.4
3B,Ryan Flaherty,Orioles,White Sox,6100,7.0
SS,Ryan Flaherty,Orioles,White Sox,6100,7.0
P,Miguel Gonzalez,Orioles,White Sox,11400,16.4
OF,Quintin Berry,Orioles,White Sox,5650,9.2
P,Steve Johnson,Orioles,White Sox,6050,5.1
OF,Francisco Peguero,Orioles,White Sox,5000,0.0
P,Kevin Gausman,Orioles,White Sox,12200,18.9
C,Caleb Joseph,Orioles,White Sox,6350,8.6
1B,David Ortiz,Red Sox,Angels,10700,14.9
2B,Dustin Pedroia,Red Sox,Angels,9150,11.6
P,Clay Buchholz,Red Sox,Angels,12750,13.7
P,Junichi Tazawa,Red Sox,Angels,7500,3.7
P,Craig Breslow,Red Sox,Angels,7500,1.7
1B,Mike Napoli,Red Sox,Angels,9700,13.2
P,Koji Uehara,Red Sox,Angels,7500,6.5
3B,Kelly Johnson,Red Sox,Angels,5650,7.0
1B,Kelly Johnson,Red Sox,Angels,5650,7.0
3B,Ryan Roberts,Red Sox,Angels,5000,1.6
2B,Ryan Roberts,Red Sox,Angels,5000,1.6
C,David Ross,Red Sox,Angels,6900,7.8
P,Ryan Dempster,Red Sox,Angels,7500,0.0
3B,Jonathan Herrera,Red Sox,Angels,6200,5.0
2B,Jonathan Herrera,Red Sox,Angels,6200,5.0
P,Edward Mujica,Red Sox,Angels,7500,2.4
P,Burke Badenhop,Red Sox,Angels,7500,2.6
P,Rubby De La Rosa,Red Sox,Angels,11100,17.7
OF,Shane Victorino,Red Sox,Angels,8700,10.7
OF,Allen Craig,Red Sox,Angels,6600,9.2
1B,Allen Craig,Red Sox,Angels,6600,9.2
C,Ryan Lavarnway,Red Sox,Angels,5000,-1.0
OF,Corey Brown,Red Sox,Angels,5000,-0.3
OF,Yoenis Cespedes,Red Sox,Angels,10050,14.2
3B,Will Middlebrooks,Red Sox,Angels,5700,7.1
OF,Daniel Nava,Red Sox,Angels,7500,8.4
P,Joe Kelly,Red Sox,Angels,11300,11.5
3B,Brock Holt,Red Sox,Angels,8450,12.2
OF,Brock Holt,Red Sox,Angels,8450,12.2
P,Allen Webster,Red Sox,Angels,8850,14.2
SS,Xander Bogaerts,Red Sox,Angels,6600,8.8
3B,Xander Bogaerts,Red Sox,Angels,6600,8.8
OF,Jackie Bradley Jr.,Red Sox,Angels,5200,7.4
P,Alex Wilson,Red Sox,Angels,5000,6.6
P,Steven Wright,Red Sox,Angels,7500,17.0
P,Brandon Workman,Red Sox,Angels,10850,12.1
P,Heath Hembree,Red Sox,Angels,5600,14.0
P,Anthony Ranaudo,Red Sox,Angels,9150,15.0
3B,Garin Cecchini,Red Sox,Angels,6500,14.0
SS,Mookie Betts,Red Sox,Angels,5000,7.6
OF,Mookie Betts,Red Sox,Angels,5000,7.6
OF,Alex Hassan,Red Sox,Angels,5000,4.5
3B,Michael Almanzar,Red Sox,Angels,5000,0.0
C,Christian Vazquez,Red Sox,Angels,5000,7.5
C,Daniel Butler,Red Sox,Angels,5000,-2.0
1B,Paul Konerko,White Sox,Orioles,5650,6.2
1B,Adam Dunn,White Sox,Orioles,8150,13.1
P,John Danks,White Sox,Orioles,10750,14.2
OF,Alejandro De Aza,White Sox,Orioles,7250,9.1
SS,Alexei Ramirez,White Sox,Orioles,8350,11.9
OF,Dayan Viciedo,White Sox,Orioles,8350,10.2
2B,Gordon Beckham,White Sox,Orioles,6450,9.0
C,Tyler Flowers,White Sox,Orioles,6200,8.5
P,Chris Sale,White Sox,Orioles,21350,39.0
P,Felipe Paulino,White Sox,Orioles,7500,-5.0
P,Hector Noesi,White Sox,Orioles,9700,13.2
P,Matt Lindstrom,White Sox,Orioles,7500,3.0
P,Daniel McCutchen,White Sox,Orioles,7500,-5.0
P,Maikel Cleto,White Sox,Orioles,7500,1.7
OF,Blake Tekotte,White Sox,Orioles,5100,3.8
3B,Jeff Keppinger,White Sox,Orioles,5000,0.0
3B,Conor Gillaspie,White Sox,Orioles,7200,12.1
P,Zach Putnam,White Sox,Orioles,7500,5.2
P,Donnie Veal,White Sox,Orioles,7500,1.0
P,Ronald Belisario,White Sox,Orioles,7500,2.6
P,Nate Jones,White Sox,Orioles,7500,-8.5
P,Jose Quintana,White Sox,Orioles,15750,23.2
OF,Jordan Danks,White Sox,Orioles,5250,6.2
OF,Moises Sierra,White Sox,Orioles,5000,3.9
OF,Avisail Garcia,White Sox,Orioles,9250,15.9
OF,Adam Eaton,White Sox,Orioles,8900,12.6
3B,Matt Davidson,White Sox,Orioles,6350,8.3
2B,Leury Garcia,White Sox,Orioles,5000,3.1
SS,Leury Garcia,White Sox,Orioles,5000,3.1
P,Andre Rienzo,White Sox,Orioles,7500,6.3
P,Jake Petricka,White Sox,Orioles,7500,3.6
1B,Jose Abreu,White Sox,Orioles,11650,17.8
P,Daniel Webb,White Sox,Orioles,7500,4.6
P,Erik Johnson,White Sox,Orioles,7000,8.0
3B,Marcus Semien,White Sox,Orioles,6600,10.1
2B,Marcus Semien,White Sox,Orioles,6600,10.1
C,Adrian Nieto,White Sox,Orioles,5000,4.9
P,Scott Carroll,White Sox,Orioles,10550,8.7
2B,Carlos Sanchez,White Sox,Orioles,5000,-5.0
SS,Carlos Sanchez,White Sox,Orioles,5000,-5.0
P,Jeremy Guthrie,Royals,Twins,10700,15.7
P,Jason Frasor,Royals,Twins,7500,3.4
P,Bruce Chen,Royals,Twins,9850,7.4
1B,Billy Butler,Royals,Twins,7650,9.9
OF,Alex Gordon,Royals,Twins,8950,13.1
P,Luke Hochevar,Royals,Twins,7500,0.0
SS,Alcides Escobar,Royals,Twins,7100,9.9
P,Aaron Crow,Royals,Twins,7500,3.2
3B,Mike Moustakas,Royals,Twins,6200,9.1
P,Blake Wood,Royals,Twins,7500,1.9
P,Greg Holland,Royals,Twins,7500,5.7
OF,Jarrod Dyson,Royals,Twins,6450,7.1
1B,Eric Hosmer,Royals,Twins,7250,10.3
P,Tim Collins,Royals,Twins,7500,1.6
P,Louis Coleman,Royals,Twins,7500,1.1
P,Danny Duffy,Royals,Twins,11800,19.1
2B,Johnny Giavotella,Royals,Twins,6300,7.7
C,Salvador Perez,Royals,Twins,7100,10.7
P,Scott Downs,Royals,Twins,7500,1.3
OF,Josh Willingham,Royals,Twins,8200,12.8
P,Jason Vargas,Royals,Twins,12700,22.1
C,Adam Moore,Royals,Twins,5250,6.6
P,James Shields,Royals,Twins,16900,24.6
P,Wade Davis,Royals,Twins,7500,7.8
P,P.J. Walters,Royals,Twins,5100,3.9
C,Ramon Hernandez,Royals,Twins,5950,9.2
2B,Omar Infante,Royals,Twins,7250,10.2
C,Brett Hayes,Royals,Twins,5000,1.5
OF,Raul Ibanez,Royals,Twins,5900,6.8
3B,Pedro Ciriaco,Royals,Twins,5000,3.7
2B,Pedro Ciriaco,Royals,Twins,5000,3.7
OF,Justin Maxwell,Royals,Twins,5000,2.8
P,Liam Hendriks,Royals,Twins,8000,9.7
OF,Lorenzo Cain,Royals,Twins,6850,10.9
C,Erik Kratz,Royals,Twins,5000,5.1
P,Kelvin Herrera,Royals,Twins,7500,4.5
OF,Nori Aoki,Royals,Twins,8400,10.7
P,Francisley Bueno,Royals,Twins,7500,3.8
P,Yordano Ventura,Royals,Twins,14300,21.6
P,Aaron Brooks,Royals,Twins,8350,-21.0
P,Michael Mariot,Royals,Twins,7500,3.0
SS,Christian Colon,Royals,Twins,5000,9.1
C,Francisco Pena,Royals,Twins,5000,0.0
P,Hector Santiago,Angels,Red Sox,11750,15.3
P,Joe Smith,Angels,Red Sox,7500,5.0
P,Vinnie Pestano,Angels,Red Sox,7500,3.4
OF,Brennan Boesch,Angels,Red Sox,5000,1.7
P,Jered Weaver,Angels,Red Sox,14550,23.0
SS,Erick Aybar,Angels,Red Sox,7350,10.8
2B,Howie Kendrick,Angels,Red Sox,7750,11.8
P,Kevin Jepsen,Angels,Red Sox,7500,4.2
P,Michael Kohn,Angels,Red Sox,7500,4.5
C,Hank Conger,Angels,Red Sox,5300,7.3
OF,Mike Trout,Angels,Red Sox,12600,18.7
P,Garrett Richards,Angels,Red Sox,18550,32.6
P,Dane De La Rosa,Angels,Red Sox,7500,-2.7
OF,Josh Hamilton,Angels,Red Sox,8200,12.4
P,C.J. Wilson,Angels,Red Sox,12600,19.7
SS,John McDonald,Angels,Red Sox,5000,1.1
3B,John McDonald,Angels,Red Sox,5000,1.1
OF,Collin Cowgill,Angels,Red Sox,5000,7.6
OF,Tony Campana,Angels,Red Sox,5000,2.6
P,Huston Street,Angels,Red Sox,7500,4.8
C,Chris Iannetta,Angels,Red Sox,6550,10.9
3B,Ian Stewart,Angels,Red Sox,5000,7.2
1B,Ian Stewart,Angels,Red Sox,5000,7.2
C,John Buck,Angels,Red Sox,5000,6.3
OF,J.B. Shuck,Angels,Red Sox,5200,7.0
P,Randy Wolf,Angels,Red Sox,8750,10.0
P,Joe Blanton,Angels,Red Sox,6200,6.7
P,Jason Grilli,Angels,Red Sox,7500,3.4
1B,Albert Pujols,Angels,Red Sox,10550,14.7
3B,David Freese,Angels,Red Sox,7350,9.8
P,Fernando Salas,Angels,Red Sox,7500,5.3
P,Joe Thatcher,Angels,Red Sox,7500,2.6
P,Wade LeBlanc,Angels,Red Sox,8750,1.5
P,Sean Burnett,Angels,Red Sox,7500,-0.7
1B,Efren Navarro,Angels,Red Sox,5000,8.0
P,Joe Martinez,Angels,Red Sox,5300,13.5
P,Tyler Skaggs,Angels,Red Sox,13000,19.1
OF,Kole Calhoun,Angels,Red Sox,9950,14.2
3B,Ryan Wheeler,Angels,Red Sox,5200,5.9
1B,Ryan Wheeler,Angels,Red Sox,5200,5.9
OF,Grant Green,Angels,Red Sox,5400,6.5
3B,Luis Jimenez,Angels,Red Sox,5000,3.2
P,Michael Roth,Angels,Red Sox,5300,9.5
P,Ryan Brasier,Angels,Red Sox,7500,0.0
P,Jose Alvarez,Angels,Red Sox,7500,2.0
P,Matt Shoemaker,Angels,Red Sox,13650,20.9
1B,C.J. Cron,Angels,Red Sox,6700,10.0
P,Brian Moran,Angels,Red Sox,7500,0.0
P,Yoslan Herrera,Angels,Red Sox,7500,1.9
1B,Joe Mauer,Twins,Royals,8650,11.5
C,Joe Mauer,Twins,Royals,8650,11.5
OF,Jason Kubel,Twins,Royals,6150,7.5
P,Glen Perkins,Twins,Royals,7500,5.2
P,Brian Duensing,Twins,Royals,7500,3.3
P,Anthony Swarzak,Twins,Royals,9150,3.8
3B,Trevor Plouffe,Twins,Royals,7650,12.1
P,Scott Diamond,Twins,Royals,5600,4.5
P,Phil Hughes,Twins,Royals,14000,24.5
OF,Eduardo Nunez,Twins,Royals,6200,7.9
3B,Eduardo Nunez,Twins,Royals,6200,7.9
C,Kurt Suzuki,Twins,Royals,6850,10.2
OF,Wilkin Ramirez,Twins,Royals,5350,4.7
P,Jared Burton,Twins,Royals,7500,2.8
P,Ricky Nolasco,Twins,Royals,8950,11.2
OF,Jordan Schafer,Twins,Royals,5700,4.0
P,Mike Pelfrey,Twins,Royals,7500,-2.2
C,Eric Fryer,Twins,Royals,8450,6.3
SS,Jason Bartlett,Twins,Royals,5000,5.7
P,Samuel Deduno,Twins,Royals,8850,8.5
P,Tommy Milone,Twins,Royals,10800,15.5
SS,Eduardo Escobar,Twins,Royals,7050,7.9
OF,Chris Parmelee,Twins,Royals,6000,7.9
1B,Chris Parmelee,Twins,Royals,6000,7.9
SS,Pedro Florimon,Twins,Royals,5000,2.8
2B,Pedro Florimon,Twins,Royals,5000,2.8
2B,Brian Dozier,Twins,Royals,9750,14.8
SS,Brian Dozier,Twins,Royals,9750,14.8
P,Stephen Pryor,Twins,Royals,7500,5.0
P,Casey Fien,Twins,Royals,7500,4.0
OF,Chris Herrmann,Twins,Royals,5000,1.6
P,Kyle Gibson,Twins,Royals,11200,17.0
OF,Aaron Hicks,Twins,Royals,5700,7.0
OF,Oswaldo Arcia,Twins,Royals,8450,11.3
P,Caleb Thielbar,Twins,Royals,7500,3.0
OF,Chris Colabello,Twins,Royals,6550,9.9
1B,Chris Colabello,Twins,Royals,6550,9.9
P,Michael Tonkin,Twins,Royals,7500,1.2
2B,Doug Bernier,Twins,Royals,5100,5.0
P,Kris Johnson,Twins,Royals,8150,9.7
C,Josmil Pinto,Twins,Royals,6450,10.5
1B,Kennys Vargas,Twins,Royals,6250,16.6
P,Trevor May,Twins,Royals,9850,-7.0
OF,Danny Santana,Twins,Royals,8150,13.9
SS,Danny Santana,Twins,Royals,8150,13.9
P,Logan Darnell,Twins,Royals,8150,6.0
P,Yohan Pino,Twins,Royals,10250,12.4
SS,Jorge Polanco,Twins,Royals,6200,11.2
OF,Austin Jackson,Mariners,Phillies,8000,11.0
P,Fernando Rodney,Mariners,Phillies,7500,4.4
1B,Kendrys Morales,Mariners,Phillies,7200,8.3
OF,Kendrys Morales,Mariners,Phillies,7200,8.3
2B,Robinson Cano,Mariners,Phillies,11350,14.8
P,Felix Hernandez,Mariners,Phillies,21150,38.0
OF,Franklin Gutierrez,Mariners,Phillies,5000,0.0
OF,Michael Saunders,Mariners,Phillies,7300,10.4
OF,Dustin Ackley,Mariners,Phillies,7650,9.5
1B,Justin Smoak,Mariners,Phillies,6000,9.2
P,Charlie Furbush,Mariners,Phillies,7500,2.7
P,Tom Wilhelmsen,Mariners,Phillies,7500,6.2
P,Blake Beavan,Mariners,Phillies,7500,3.0
3B,Kyle Seager,Mariners,Phillies,9400,13.7
2B,Kyle Seager,Mariners,Phillies,9400,13.7
OF,Endy Chavez,Mariners,Phillies,5500,7.5
OF,Xavier Nady,Mariners,Phillies,5000,4.9
SS,Willie Bloomquist,Mariners,Phillies,5350,6.5
3B,Willie Bloomquist,Mariners,Phillies,5350,6.5
OF,Logan Morrison,Mariners,Phillies,6800,8.7
1B,Logan Morrison,Mariners,Phillies,6800,8.7
OF,Corey Hart,Mariners,Phillies,6300,7.9
P,Chris Young,Mariners,Phillies,14450,20.8
P,Joe Beimel,Mariners,Phillies,7500,3.4
OF,Chris Denorfia,Mariners,Phillies,5350,6.0
1B,Jesus Montero,Mariners,Phillies,5000,6.2
C,Jesus Montero,Mariners,Phillies,5000,6.2
P,Danny Farquhar,Mariners,Phillies,7500,4.7
P,Hisashi Iwakuma,Mariners,Phillies,20250,29.6
P,Lucas Luetge,Mariners,Phillies,7500,1.2
P,Erasmo Ramirez,Mariners,Phillies,10850,13.7
P,Taijuan Walker,Mariners,Phillies,10650,18.3
C,Mike Zunino,Mariners,Phillies,7450,10.4
P,James Paxton,Mariners,Phillies,12450,28.0
P,Brandon Maurer,Mariners,Phillies,7500,5.2
P,Yoervis Medina,Mariners,Phillies,7500,4.1
C,Jesus Sucre,Mariners,Phillies,5000,1.1
SS,Brad Miller,Mariners,Phillies,6450,7.9
P,Zach Miner,Mariners,Phillies,5400,2.6
OF,Stefen Romero,Mariners,Phillies,5000,5.3
P,Roenis Elias,Mariners,Phillies,13300,22.0
P,Dominic Leone,Mariners,Phillies,7500,6.0
OF,James Jones,Mariners,Phillies,5000,7.7
SS,Chris Taylor,Mariners,Phillies,5650,9.3
OF,Mark Trumbo,Diamondbacks,Nationals,9200,12.3
3B,Eric Chavez,Diamondbacks,Nationals,5650,5.4
SS,Cliff Pennington,Diamondbacks,Nationals,8050,8.5
2B,Cliff Pennington,Diamondbacks,Nationals,8050,8.5
P,Trevor Cahill,Diamondbacks,Nationals,9750,9.3
2B,Aaron Hill,Diamondbacks,Nationals,7600,9.7
P,J.J. Putz,Diamondbacks,Nationals,7500,2.2
C,Miguel Montero,Diamondbacks,Nationals,8400,11.6
P,Brad Ziegler,Diamondbacks,Nationals,7500,3.7
P,David Hernandez,Diamondbacks,Nationals,7500,0.0
P,Daniel Hudson,Diamondbacks,Nationals,7500,0.0
P,Josh Collmenter,Diamondbacks,Nationals,10950,14.8
1B,Paul Goldschmidt,Diamondbacks,Nationals,11300,17.5
P,Wade Miley,Diamondbacks,Nationals,14600,21.6
P,Randall Delgado,Diamondbacks,Nationals,7500,5.0
P,Bronson Arroyo,Diamondbacks,Nationals,11500,16.5
P,Matt Reynolds,Diamondbacks,Nationals,7500,0.0
1B,Nick Evans,Diamondbacks,Nationals,5400,5.8
OF,Nick Evans,Diamondbacks,Nationals,5400,5.8
SS,Ronny Cedeno,Diamondbacks,Nationals,5000,-1.3
OF,Xavier Paul,Diamondbacks,Nationals,5000,1.6
OF,Cody Ross,Diamondbacks,Nationals,5000,4.2
P,Addison Reed,Diamondbacks,Nationals,7500,4.2
C,Jordan Pacheco,Diamondbacks,Nationals,6250,5.0
1B,Jordan Pacheco,Diamondbacks,Nationals,6250,5.0
OF,A.J. Pollock,Diamondbacks,Nationals,9600,13.1
P,Patrick Corbin,Diamondbacks,Nationals,7500,0.0
P,Oliver Perez,Diamondbacks,Nationals,7500,4.4
P,Will Harris,Diamondbacks,Nationals,7500,2.1
SS,Didi Gregorius,Diamondbacks,Nationals,5600,9.5
OF,Alfredo Marte,Diamondbacks,Nationals,5000,5.4
OF,Ender Inciarte,Diamondbacks,Nationals,5000,7.7
P,Vidal Nuno,Diamondbacks,Nationals,12050,12.2
C,Tuffy Gosewisch,Diamondbacks,Nationals,5000,5.2
P,Zeke Spruill,Diamondbacks,Nationals,7950,9.0
OF,Roger Kieschnick,Diamondbacks,Nationals,5000,1.9
SS,Chris Owings,Diamondbacks,Nationals,7100,9.7
P,Bo Schultz,Diamondbacks,Nationals,7500,1.0
P,Mike Bolsinger,Diamondbacks,Nationals,9450,13.2
P,Chase Anderson,Diamondbacks,Nationals,13450,21.6
OF,David Peralta,Diamondbacks,Nationals,7250,12.1
SS,Nick Ahmed,Diamondbacks,Nationals,5000,5.8
3B,Jake Lamb,Diamondbacks,Nationals,5000,4.4
3B,Andy Marte,Diamondbacks,Nationals,5250,6.2
P,Andrew Chafin,Diamondbacks,Nationals,7000,19.0
P,Gavin Floyd,Braves,Pirates,13650,22.1
P,Ervin Santana,Braves,Pirates,18350,26.4
P,Jordan Walden,Braves,Pirates,7500,4.4
P,Freddy Garcia,Braves,Pirates,7500,10.3
2B,Ramiro Pena,Braves,Pirates,5150,3.7
3B,Ramiro Pena,Braves,Pirates,5150,3.7
OF,B.J. Upton,Braves,Pirates,7000,9.8
OF,Justin Upton,Braves,Pirates,11700,15.3
P,Kris Medlen,Braves,Pirates,7500,0.0
OF,Jason Heyward,Braves,Pirates,8450,12.1
P,Craig Kimbrel,Braves,Pirates,7500,6.2
1B,Freddie Freeman,Braves,Pirates,11650,15.3
P,Jonny Venters,Braves,Pirates,7500,0.0
P,Mike Minor,Braves,Pirates,12200,16.9
P,Brandon Beachy,Braves,Pirates,5900,0.0
P,Anthony Varvaro,Braves,Pirates,7500,3.9
P,Julio Teheran,Braves,Pirates,18650,28.8
P,Cory Gearrin,Braves,Pirates,7500,0.0
P,James Russell,Braves,Pirates,7500,2.0
2B,Donnie Murphy,Braves,Pirates,5600,6.2
SS,Donnie Murphy,Braves,Pirates,5600,6.2
2B,Emilio Bonifacio,Braves,Pirates,6550,9.9
OF,Emilio Bonifacio,Braves,Pirates,6550,9.9
3B,Chris Johnson,Braves,Pirates,6350,9.1
1B,Chris Johnson,Braves,Pirates,6350,9.1
P,David Carpenter,Braves,Pirates,7500,4.6
P,Pedro Beato,Braves,Pirates,7500,5.3
C,Ryan Doumit,Braves,Pirates,5000,2.8
OF,Ryan Doumit,Braves,Pirates,5000,2.8
C,Gerald Laird,Braves,Pirates,5000,5.4
P,Aaron Harang,Braves,Pirates,13950,19.9
2B,Tyler Pastornicky,Braves,Pirates,5000,2.8
SS,Tyler Pastornicky,Braves,Pirates,5000,2.8
SS,Andrelton Simmons,Braves,Pirates,6100,8.2
P,Luis Avilan,Braves,Pirates,7500,1.5
C,Evan Gattis,Braves,Pirates,8150,12.3
OF,Evan Gattis,Braves,Pirates,8150,12.3
P,Alex Wood,Braves,Pirates,15750,19.4
2B,Phil Gosselin,Braves,Pirates,5000,5.0
P,David Hale,Braves,Pirates,8650,4.8
C,Christian Bethancourt,Braves,Pirates,5000,5.9
2B,Tommy La Stella,Braves,Pirates,6400,9.3
P,Gus Schlosser,Braves,Pirates,7500,2.4
P,Ian Thomas,Braves,Pirates,7500,3.1
P,Ryan Buchter,Braves,Pirates,7500,15.0
P,Alfredo Simon,Reds,Cardinals,13050,20.5
3B,Jack Hannahan,Reds,Cardinals,5000,0.3
SS,Ramon Santiago,Reds,Cardinals,5750,6.0
2B,Ramon Santiago,Reds,Cardinals,5750,6.0
C,Brayan Pena,Reds,Cardinals,5250,7.1
P,Trevor Bell,Reds,Cardinals,7500,-10.0
P,Sean Marshall,Reds,Cardinals,7500,0.7
P,Carlos Marmol,Reds,Cardinals,7500,1.3
2B,Brandon Phillips,Reds,Cardinals,7600,10.1
