Position,PlayerName,Team,Opponent,Salary,PPG
3B,Josh Bell,White Sox,Twins,5000,0.0
1B,Paul Konerko,White Sox,Twins,7800,9.4
P,Doug Davis,White Sox,Twins,5000,0.0
C,Ramon Castro,White Sox,Twins,5000,0.0
1B,Adam Dunn,White Sox,Twins,8700,12.7
P,Brian Bruney,White Sox,Twins,5000,3.8
3B,Dallas McPherson,White Sox,Twins,5000,0.0
OF,Lastings Milledge,White Sox,Twins,5000,0.0
P,John Danks,White Sox,Twins,8950,11.4
P,Tony Pena,White Sox,Twins,5000,0.0
OF,Alejandro De Aza,White Sox,Twins,9400,13.1
C,Donny Lucy,White Sox,Twins,5000,0.0
SS,Alexei Ramirez,White Sox,Twins,7800,11.2
OF,Dayan Viciedo,White Sox,Twins,8150,10.0
2B,Gordon Beckham,White Sox,Twins,8200,9.4
C,Tyler Flowers,White Sox,Twins,7950,6.7
P,Zach Stewart,White Sox,Twins,5000,-0.3
P,Chris Sale,White Sox,Twins,16500,31.1
P,David Purcey,White Sox,Twins,5000,3.9
P,Felipe Paulino,White Sox,Twins,6100,22.0
P,Scott Downs,White Sox,Twins,5000,2.2
OF,Greg Golson,White Sox,Twins,5000,0.0
P,Jeff Gray,White Sox,Twins,5000,0.0
P,Mauricio Robles,White Sox,Twins,5000,6.3
P,Jairo Asencio,White Sox,Twins,5000,2.0
P,Matt Lindstrom,White Sox,Twins,5000,2.3
OF,Dewayne Wise,White Sox,Twins,5000,3.7
3B,Jose Lopez,White Sox,Twins,5000,1.2
2B,Jose Lopez,White Sox,Twins,5000,1.2
SS,Ozzie Martinez,White Sox,Twins,5000,0.0
SS,Angel Sanchez,White Sox,Twins,5000,-2.0
2B,Angel Sanchez,White Sox,Twins,5000,-2.0
C,Hector Gimenez,White Sox,Twins,6650,7.5
P,Javy Guerra,White Sox,Twins,5000,2.4
P,Scott Olsen,White Sox,Twins,5000,0.0
P,Daniel Moskos,White Sox,Twins,5000,0.0
P,Mitchell Boggs,White Sox,Twins,5000,-0.4
P,Maikel Cleto,White Sox,Twins,5000,0.5
2B,Orlando Hudson,White Sox,Twins,5000,1.3
3B,Orlando Hudson,White Sox,Twins,5000,1.3
OF,Blake Tekotte,White Sox,Twins,9050,3.8
3B,Jeff Keppinger,White Sox,Twins,9300,7.2
3B,Conor Gillaspie,White Sox,Twins,7650,8.3
P,Eric Surkamp,White Sox,Twins,6450,-29.0
P,Dylan Axelrod,White Sox,Twins,8400,4.3
1B,Alex Liddi,White Sox,Twins,5000,-0.1
3B,Alex Liddi,White Sox,Twins,5000,-0.1
P,Zach Putnam,White Sox,Twins,5000,-1.6
P,Jhan Marinez,White Sox,Twins,5000,0.9
P,Gregory Infante,White Sox,Twins,5000,0.0
P,Simon Castro,White Sox,Twins,5000,4.5
P,Donnie Veal,White Sox,Twins,5000,1.9
P,Ronald Belisario,White Sox,Twins,5000,2.2
P,Nate Jones,White Sox,Twins,5000,4.3
P,Jose Quintana,White Sox,Twins,11650,20.1
3B,Steve Tolleson,White Sox,Twins,5000,0.0
OF,Steve Tolleson,White Sox,Twins,5000,0.0
OF,Jordan Danks,White Sox,Twins,7450,5.8
P,Leyson Septimo,White Sox,Twins,5000,0.0
P,Brian Omogrosso,White Sox,Twins,5000,-0.2
P,Deunte Heath,White Sox,Twins,5000,-3.6
OF,Avisail Garcia,White Sox,Twins,7900,9.7
OF,Adam Eaton,White Sox,Twins,8950,11.0
3B,Matt Davidson,White Sox,Twins,9400,8.3
2B,Leury Garcia,White Sox,Twins,9100,4.5
SS,Leury Garcia,White Sox,Twins,9100,4.5
C,Josh Phegley,White Sox,Twins,5000,5.7
P,Charlie Leesman,White Sox,Twins,5000,2.0
P,Andre Rienzo,White Sox,Twins,5000,11.2
P,Jake Petricka,White Sox,Twins,5000,2.6
1B,Jose Abreu,White Sox,Twins,11700,17.5
P,Daniel Webb,White Sox,Twins,5000,5.0
C,Miguel Gonzalez,White Sox,Twins,5000,0.6
P,Erik Johnson,White Sox,Twins,8600,16.6
SS,Marcus Semien,White Sox,Twins,7950,7.1
2B,Marcus Semien,White Sox,Twins,7950,7.1
2B,Micah Johnson,White Sox,Twins,5000,0.0
C,Adrian Nieto,White Sox,Twins,5000,4.0
SS,Jose Iglesias,Tigers,Royals,6000,8.1
3B,Jose Iglesias,Tigers,Royals,6000,8.1
C,Luis Exposito,Tigers,Royals,5000,0.0
OF,Trevor Crowe,Tigers,Royals,7950,6.7
OF,Ezequiel Carrera,Tigers,Royals,5000,2.4
OF,Magglio Ordonez,Tigers,Royals,5000,0.0
P,Brad Thomas,Tigers,Royals,5000,0.0
1B,Victor Martinez,Tigers,Royals,9100,12.2
1B,Miguel Cabrera,Tigers,Royals,14150,20.1
3B,Miguel Cabrera,Tigers,Royals,14150,20.1
P,Justin Verlander,Tigers,Royals,16150,26.1
P,Enrique Gonzalez,Tigers,Royals,5000,0.0
OF,Don Kelly,Tigers,Royals,5000,5.5
3B,Don Kelly,Tigers,Royals,5000,5.5
P,Max Scherzer,Tigers,Royals,16750,34.7
P,Phil Coke,Tigers,Royals,5000,0.9
OF,Austin Jackson,Tigers,Royals,9650,13.7
P,Rick Porcello,Tigers,Royals,10700,16.4
C,Alex Avila,Tigers,Royals,7600,9.8
2B,Danny Worth,Tigers,Royals,5000,-0.7
3B,Danny Worth,Tigers,Royals,5000,-0.7
P,Robbie Weinhardt,Tigers,Royals,5000,0.0
P,Al Alburquerque,Tigers,Royals,5000,4.3
OF,Andy Dirks,Tigers,Royals,7800,9.3
P,Duane Below,Tigers,Royals,5000,-4.0
OF,Torii Hunter,Tigers,Royals,8450,13.4
SS,Andrew Romine,Tigers,Royals,9100,4.6
3B,Andrew Romine,Tigers,Royals,9100,4.6
P,Joe Nathan,Tigers,Royals,5000,5.6
P,Joba Chamberlain,Tigers,Royals,5000,2.5
2B,Ian Kinsler,Tigers,Royals,10500,14.1
OF,Rajai Davis,Tigers,Royals,9000,11.8
SS,Alex Gonzalez,Tigers,Royals,5000,4.6
1B,Alex Gonzalez,Tigers,Royals,5000,4.6
P,Jair Jurrjens,Tigers,Royals,5000,9.0
P,Anibal Sanchez,Tigers,Royals,15100,30.1
P,Octavio Dotel,Tigers,Royals,5000,-1.5
P,Eduardo Sanchez,Tigers,Royals,5000,1.8
2B,Eric Patterson,Tigers,Royals,5000,0.0
OF,Eric Patterson,Tigers,Royals,5000,0.0
OF,Jerad Head,Tigers,Royals,5000,0.0
P,Luis Marte,Tigers,Royals,5000,0.0
3B,Nick Castellanos,Tigers,Royals,5000,2.1
OF,Nick Castellanos,Tigers,Royals,5000,2.1
SS,Gustavo Nunez,Tigers,Royals,5000,0.0
P,Drew Smyly,Tigers,Royals,11250,5.8
P,Luke Putkonen,Tigers,Royals,5000,3.3
1B,Brad Eldred,Tigers,Royals,5000,1.1
2B,Hernan Perez,Tigers,Royals,5000,3.8
P,Jose Ortega,Tigers,Royals,5000,2.1
P,Casey Crosby,Tigers,Royals,5000,0.0
C,Bryan Holaday,Tigers,Royals,7900,6.6
P,Evan Reed,Tigers,Royals,5000,2.9
P,Shawn Hill,Tigers,Royals,5000,3.8
P,Bruce Rondon,Tigers,Royals,5000,3.5
P,Jeremy Bonderman,Tigers,Royals,5000,4.2
P,Justin Miller,Tigers,Royals,5000,0.0
P,Ian Krol,Tigers,Royals,5000,2.8
2B,Devon Travis,Tigers,Royals,5000,0.0
OF,Tyler Collins,Tigers,Royals,5000,0.5
P,Jeremy Guthrie,Royals,Tigers,5000,15.0
P,Dan Wheeler,Royals,Tigers,5000,0.0
SS,Jason Donald,Royals,Tigers,7700,0.0
3B,Jason Donald,Royals,Tigers,7700,0.0
C,Jason Kendall,Royals,Tigers,5000,0.0
P,Bruce Chen,Royals,Tigers,8950,11.4
1B,Billy Butler,Royals,Tigers,9450,11.7
OF,Alex Gordon,Royals,Tigers,9300,13.5
P,Luke Hochevar,Royals,Tigers,7250,6.8
SS,Alcides Escobar,Royals,Tigers,8200,8.2
P,Aaron Crow,Royals,Tigers,5000,3.4
P,Henry Barrera,Royals,Tigers,5000,0.0
3B,Mike Moustakas,Royals,Tigers,7450,7.9
P,Greg Holland,Royals,Tigers,5000,6.4
OF,Jarrod Dyson,Royals,Tigers,8200,10.0
1B,Eric Hosmer,Royals,Tigers,10250,13.3
P,Tim Collins,Royals,Tigers,5000,2.6
P,Louis Coleman,Royals,Tigers,5000,6.8
P,Everett Teaford,Royals,Tigers,5000,1.0
P,Danny Duffy,Royals,Tigers,5050,22.0
C,Manuel Pina,Royals,Tigers,5000,-0.5
2B,Johnny Giavotella,Royals,Tigers,8000,7.4
C,Salvador Perez,Royals,Tigers,8250,10.9
3B,Danny Valencia,Royals,Tigers,8250,11.1
1B,Brandon Laird,Royals,Tigers,5000,8.2
3B,Brandon Laird,Royals,Tigers,5000,8.2
3B,Kevin Kouzmanoff,Royals,Tigers,5000,0.0
P,Jason Vargas,Royals,Tigers,10800,18.7
C,Adam Moore,Royals,Tigers,7900,6.6
OF,Carlos Peguero,Royals,Tigers,5000,23.0
P,James Shields,Royals,Tigers,14650,24.3
P,Wade Davis,Royals,Tigers,10850,9.3
P,Jon Rauch,Royals,Tigers,5000,1.5
P,P.J. Walters,Royals,Tigers,9050,3.9
P,George Sherrill,Royals,Tigers,5000,0.0
C,Ramon Hernandez,Royals,Tigers,8100,9.2
P,Clayton Mortensen,Royals,Tigers,5000,2.0
2B,Omar Infante,Royals,Tigers,8750,11.0
P,Brian Sanches,Royals,Tigers,5000,0.0
C,Brett Hayes,Royals,Tigers,5000,10.2
OF,Jimmy Paredes,Royals,Tigers,7750,4.2
3B,Jimmy Paredes,Royals,Tigers,7750,4.2
P,Ramon Troncoso,Royals,Tigers,5000,1.4
3B,Pedro Ciriaco,Royals,Tigers,7550,6.0
2B,Pedro Ciriaco,Royals,Tigers,7550,6.0
2B,Miguel Tejada,Royals,Tigers,5000,7.6
3B,Miguel Tejada,Royals,Tigers,5000,7.6
OF,Justin Maxwell,Royals,Tigers,8250,10.8
OF,Lorenzo Cain,Royals,Tigers,8050,10.3
P,Luis Mendoza,Royals,Tigers,5000,5.2
P,Kelvin Herrera,Royals,Tigers,5000,4.5
P,Noel Arguelles,Royals,Tigers,5000,0.0
OF,Norichika Aoki,Royals,Tigers,9250,10.9
OF,Bubba Starling,Royals,Tigers,5000,0.0
OF,Terry Evans,Royals,Tigers,5000,0.0
P,Francisley Bueno,Royals,Tigers,5000,6.3
P,Ryan Verdugo,Royals,Tigers,5000,-5.8
OF,Melky Mesa,Royals,Tigers,5000,8.4
P,John Lamb,Royals,Tigers,5000,0.0
P,Kyle Zimmer,Royals,Tigers,5000,0.0
P,Donnie Joseph,Royals,Tigers,5000,5.0
P,Yordano Ventura,Royals,Tigers,11050,12.3
P,Chris Dwyer,Royals,Tigers,5000,6.0
3B,Hunter Dozier,Royals,Tigers,5000,0.0
P,Miguel Almonte,Royals,Tigers,5000,0.0
SS,Raul Mondesi,Royals,Tigers,5000,0.0
P,Sean Manaea,Royals,Tigers,5000,0.0
P,Rafael Perez,Twins,White Sox,5000,0.0
P,Joel Zumaya,Twins,White Sox,5000,0.0
P,Jason Bulger,Twins,White Sox,5000,0.0
P,Carl Pavano,Twins,White Sox,5000,1.1
1B,Joe Mauer,Twins,White Sox,10350,13.8
C,Joe Mauer,Twins,White Sox,10350,13.8
OF,Jeremy Reed,Twins,White Sox,5000,0.0
OF,Jason Kubel,Twins,White Sox,9250,6.5
P,Glen Perkins,Twins,White Sox,5000,5.3
P,Phil Dumatrait,Twins,White Sox,5000,0.0
P,Nick Blackburn,Twins,White Sox,5000,-0.5
P,Brian Duensing,Twins,White Sox,6300,3.1
P,Anthony Swarzak,Twins,White Sox,6550,6.5
3B,Trevor Plouffe,Twins,White Sox,8000,10.0
P,Anthony Slama,Twins,White Sox,5000,0.0
2B,Tsuyoshi Nishioka,Twins,White Sox,5000,-0.3
SS,Tsuyoshi Nishioka,Twins,White Sox,5000,-0.3
OF,Rene Tosoni,Twins,White Sox,5000,0.0
2B,Brian Dinkelman,Twins,White Sox,5000,0.0
OF,Brian Dinkelman,Twins,White Sox,5000,0.0
P,Lester Oliveros,Twins,White Sox,5000,0.5
P,Scott Diamond,Twins,White Sox,9800,4.5
P,Phil Hughes,Twins,White Sox,10900,10.0
OF,Josh Willingham,Twins,White Sox,9450,11.2
C,Kurt Suzuki,Twins,White Sox,6650,7.6
P,Eric Hurley,Twins,White Sox,5000,0.0
3B,Sean Burroughs,Twins,White Sox,5000,0.1
P,Esmerling Vasquez,Twins,White Sox,5000,0.2
OF,Wilkin Ramirez,Twins,White Sox,9150,4.7
P,Jared Burton,Twins,White Sox,5000,2.6
P,Daryl Thompson,Twins,White Sox,5000,0.0
P,Ricky Nolasco,Twins,White Sox,10850,18.9
C,J.R. Towles,Twins,White Sox,5000,0.0
P,Matt Guerrier,Twins,White Sox,5000,2.5
P,Mike Pelfrey,Twins,White Sox,6000,8.2
P,Kevin Correia,Twins,White Sox,5000,11.6
P,Tim Wood,Twins,White Sox,5000,0.0
C,Eric Fryer,Twins,White Sox,6450,13.7
SS,Jason Bartlett,Twins,White Sox,5000,4.0
P,Samuel Deduno,Twins,White Sox,7900,14.4
P,Aaron Thompson,Twins,White Sox,5000,0.0
OF,Darin Mastroianni,Twins,White Sox,5000,3.4
SS,Eduardo Escobar,Twins,White Sox,9150,5.3
3B,Eduardo Escobar,Twins,White Sox,9150,5.3
OF,Chris Parmelee,Twins,White Sox,6950,7.0
1B,Chris Parmelee,Twins,White Sox,6950,7.0
SS,Pedro Florimon,Twins,White Sox,6700,8.1
2B,Pedro Florimon,Twins,White Sox,6700,8.1
3B,Miguel Sano,Twins,White Sox,5000,0.0
SS,Miguel Sano,Twins,White Sox,5000,0.0
2B,Brian Dozier,Twins,White Sox,9150,12.1
SS,Brian Dozier,Twins,White Sox,9150,12.1
P,Cole De Vries,Twins,White Sox,5000,-3.5
P,Casey Fien,Twins,White Sox,5000,4.0
SS,Ray Olmedo,Twins,White Sox,5000,0.7
P,Luis Perdomo,Twins,White Sox,5000,0.4
P,Brooks Raley,Twins,White Sox,5000,4.3
1B,Jeff Clement,Twins,White Sox,5000,0.1
C,Chris Herrmann,Twins,White Sox,7950,6.8
