Position,PlayerName,Team,Opponent,Salary,PPG
1B,Paul Konerko,White Sox,Rays,6400,2.7
1B,Adam Dunn,White Sox,Rays,8700,16.8
P,John Danks,White Sox,Rays,11950,17.2
OF,Alejandro De Aza,White Sox,Rays,8300,8.1
SS,Alexei Ramirez,White Sox,Rays,7600,16.1
OF,Dayan Viciedo,White Sox,Rays,9050,13.3
2B,Gordon Beckham,White Sox,Rays,6100,6.0
C,Tyler Flowers,White Sox,Rays,7800,10.2
P,Chris Sale,White Sox,Rays,20750,38.5
P,Felipe Paulino,White Sox,Rays,7500,-5.0
P,Scott Downs,White Sox,Rays,7500,1.3
P,Hector Noesi,White Sox,Rays,7500,-0.3
P,Matt Lindstrom,White Sox,Rays,7500,3.8
C,Hector Gimenez,White Sox,Rays,5250,7.5
P,Maikel Cleto,White Sox,Rays,7500,1.7
OF,Blake Tekotte,White Sox,Rays,7100,3.8
3B,Jeff Keppinger,White Sox,Rays,5800,0.0
3B,Conor Gillaspie,White Sox,Rays,7750,13.5
P,Dylan Axelrod,White Sox,Rays,6600,4.3
P,Zach Putnam,White Sox,Rays,7500,7.0
P,Donnie Veal,White Sox,Rays,7500,1.0
P,Ronald Belisario,White Sox,Rays,7500,1.6
P,Nate Jones,White Sox,Rays,7500,-8.5
P,Jose Quintana,White Sox,Rays,11950,17.4
OF,Jordan Danks,White Sox,Rays,6300,5.1
OF,Avisail Garcia,White Sox,Rays,8250,14.8
OF,Adam Eaton,White Sox,Rays,7850,14.9
3B,Matt Davidson,White Sox,Rays,7400,8.3
2B,Leury Garcia,White Sox,Rays,7850,6.0
SS,Leury Garcia,White Sox,Rays,7850,6.0
P,Jake Petricka,White Sox,Rays,7500,4.4
1B,Jose Abreu,White Sox,Rays,12100,21.5
P,Daniel Webb,White Sox,Rays,7500,5.3
P,Erik Johnson,White Sox,Rays,8500,8.0
2B,Marcus Semien,White Sox,Rays,8700,13.0
3B,Marcus Semien,White Sox,Rays,8700,13.0
C,Adrian Nieto,White Sox,Rays,5000,1.8
P,Scott Atchison,Indians,Angels,7500,4.2
3B,Mike Aviles,Indians,Angels,6050,8.1
SS,Mike Aviles,Indians,Angels,6050,8.1
SS,Asdrubal Cabrera,Indians,Angels,7500,9.4
P,Carlos Carrasco,Indians,Angels,8950,12.2
P,Justin Masterson,Indians,Angels,11400,17.0
OF,Michael Brantley,Indians,Angels,8950,14.7
3B,Carlos Santana,Indians,Angels,7900,7.2
C,Carlos Santana,Indians,Angels,7900,7.2
P,Josh Tomlin,Indians,Angels,5000,4.0
P,Vinnie Pestano,Indians,Angels,7500,-0.3
3B,Lonnie Chisenhall,Indians,Angels,6250,9.3
2B,Jason Kipnis,Indians,Angels,10050,13.5
P,Zach McAllister,Indians,Angels,10850,24.2
OF,Ryan Raburn,Indians,Angels,6850,4.1
OF,Jeff Francoeur,Indians,Angels,6700,5.4
P,Blake Wood,Indians,Angels,7500,1.9
1B,Nick Swisher,Indians,Angels,9100,9.8
OF,Nick Swisher,Indians,Angels,9100,9.8
P,Josh Outman,Indians,Angels,7500,5.8
2B,Elliot Johnson,Indians,Angels,6950,0.8
SS,Elliot Johnson,Indians,Angels,6950,0.8
OF,David Murphy,Indians,Angels,7500,11.8
1B,David Cooper,Indians,Angels,6100,0.0
P,Bryan Shaw,Indians,Angels,7500,4.9
OF,Michael Bourn,Indians,Angels,9000,12.4
1B,Jason Giambi,Indians,Angels,5000,0.5
SS,Justin Sellers,Indians,Angels,5000,0.0
P,Shaun Marcum,Indians,Angels,7950,8.5
OF,Nyjer Morgan,Indians,Angels,7200,12.8
P,John Axford,Indians,Angels,7500,3.1
P,Marc Rzepczynski,Indians,Angels,7500,3.3
P,Corey Kluber,Indians,Angels,11750,21.0
P,Trevor Bauer,Indians,Angels,10450,32.0
C,Yan Gomes,Indians,Angels,6450,10.3
P,Cody Allen,Indians,Angels,7500,5.8
OF,Matt Carson,Indians,Angels,6200,6.3
P,Danny Salazar,Indians,Angels,11250,15.2
P,CC Lee,Indians,Angels,7500,2.9
P,Hector Santiago,Angels,Indians,11450,13.8
P,Joe Smith,Angels,Indians,7500,4.4
OF,Brennan Boesch,Angels,Indians,5100,2.1
P,Jered Weaver,Angels,Indians,11000,18.0
SS,Erick Aybar,Angels,Indians,8900,11.2
2B,Howie Kendrick,Angels,Indians,8100,14.6
P,Kevin Jepsen,Angels,Indians,7500,3.5
P,Michael Kohn,Angels,Indians,7500,5.3
C,Hank Conger,Angels,Indians,7300,10.5
OF,Mike Trout,Angels,Indians,12750,19.2
P,Garrett Richards,Angels,Indians,13800,29.8
P,Dane De La Rosa,Angels,Indians,7500,-7.0
OF,Josh Hamilton,Angels,Indians,11450,23.1
P,C.J. Wilson,Angels,Indians,13100,28.8
SS,John McDonald,Angels,Indians,5000,3.9
3B,John McDonald,Angels,Indians,5000,3.9
OF,Collin Cowgill,Angels,Indians,5250,7.1
1B,Carlos Pena,Angels,Indians,6050,9.1
C,Chris Iannetta,Angels,Indians,7400,13.7
3B,Ian Stewart,Angels,Indians,5800,10.7
2B,Ian Stewart,Angels,Indians,5800,10.7
OF,J.B. Shuck,Angels,Indians,5900,7.3
OF,Raul Ibanez,Angels,Indians,6950,8.6
P,Joe Blanton,Angels,Indians,7800,6.7
1B,Albert Pujols,Angels,Indians,12750,20.4
3B,David Freese,Angels,Indians,6600,6.5
P,Fernando Salas,Angels,Indians,7500,5.6
P,Wade LeBlanc,Angels,Indians,7300,3.2
P,Ernesto Frieri,Angels,Indians,7500,1.9
P,Sean Burnett,Angels,Indians,7500,0.0
