Position,PlayerName,Team,Opponent,Salary,PPG
P,Jim Johnson,Tigers,Pirates,7500,1.7
SS,Jose Iglesias,Tigers,Pirates,5000,0.0
3B,Jose Iglesias,Tigers,Pirates,5000,0.0
OF,Trevor Crowe,Tigers,Pirates,5250,6.7
OF,Ezequiel Carrera,Tigers,Pirates,5000,5.3
1B,Victor Martinez,Tigers,Pirates,9900,15.8
1B,Miguel Cabrera,Tigers,Pirates,11150,15.9
3B,Miguel Cabrera,Tigers,Pirates,11150,15.9
P,Justin Verlander,Tigers,Pirates,12800,17.9
3B,Don Kelly,Tigers,Pirates,5000,4.5
OF,Don Kelly,Tigers,Pirates,5000,4.5
P,Max Scherzer,Tigers,Pirates,20750,33.8
P,Phil Coke,Tigers,Pirates,7500,2.5
P,Rick Porcello,Tigers,Pirates,15050,23.9
C,Alex Avila,Tigers,Pirates,7500,9.9
SS,Danny Worth,Tigers,Pirates,5000,3.8
2B,Danny Worth,Tigers,Pirates,5000,3.8
P,Al Alburquerque,Tigers,Pirates,7500,4.1
OF,Andy Dirks,Tigers,Pirates,5000,0.0
P,Joakim Soria,Tigers,Pirates,7500,4.4
OF,Torii Hunter,Tigers,Pirates,7550,12.9
SS,Andrew Romine,Tigers,Pirates,6150,5.3
3B,Andrew Romine,Tigers,Pirates,6150,5.3
P,Joe Nathan,Tigers,Pirates,7500,3.6
P,Joba Chamberlain,Tigers,Pirates,7500,3.6
P,David Price,Tigers,Pirates,21550,35.7
2B,Ian Kinsler,Tigers,Pirates,8750,13.4
OF,Rajai Davis,Tigers,Pirates,7650,11.7
SS,Alex Gonzalez,Tigers,Pirates,5000,5.6
P,Anibal Sanchez,Tigers,Pirates,14000,22.5
OF,J.D. Martinez,Tigers,Pirates,7100,13.9
3B,Nick Castellanos,Tigers,Pirates,5850,10.0
OF,Nick Castellanos,Tigers,Pirates,5850,10.0
P,Luke Putkonen,Tigers,Pirates,7500,-11.0
C,Bryan Holaday,Tigers,Pirates,5000,4.8
P,Evan Reed,Tigers,Pirates,7500,2.3
P,Bruce Rondon,Tigers,Pirates,7500,0.0
P,Justin Miller,Tigers,Pirates,7500,3.1
P,Ian Krol,Tigers,Pirates,7500,1.6
P,Drew VerHagen,Tigers,Pirates,8150,5.0
OF,Tyler Collins,Tigers,Pirates,5000,1.1
P,Robbie Ray,Tigers,Pirates,8150,8.8
SS,Eugenio Suarez,Tigers,Pirates,5050,9.2
P,Jeremy Guthrie,Royals,Athletics,10700,15.1
P,Jason Frasor,Royals,Athletics,7500,3.6
P,Bruce Chen,Royals,Athletics,9850,7.4
1B,Billy Butler,Royals,Athletics,8500,9.8
OF,Alex Gordon,Royals,Athletics,9200,12.6
P,Luke Hochevar,Royals,Athletics,7500,0.0
SS,Alcides Escobar,Royals,Athletics,7300,9.6
P,Aaron Crow,Royals,Athletics,7500,3.1
3B,Mike Moustakas,Royals,Athletics,6750,9.3
P,Blake Wood,Royals,Athletics,7500,1.9
P,Greg Holland,Royals,Athletics,7500,5.9
OF,Jarrod Dyson,Royals,Athletics,6300,6.8
1B,Eric Hosmer,Royals,Athletics,7250,10.3
P,Tim Collins,Royals,Athletics,7500,1.6
