Position,PlayerName,Team,Opponent,Salary,PPG
3B,Josh Bell,White Sox,Rockies,5000,0.0
1B,Paul Konerko,White Sox,Rockies,7800,9.2
P,Doug Davis,White Sox,Rockies,5000,0.0
C,Ramon Castro,White Sox,Rockies,5000,0.0
1B,Adam Dunn,White Sox,Rockies,8700,12.7
P,Brian Bruney,White Sox,Rockies,5000,3.8
3B,Dallas McPherson,White Sox,Rockies,5000,0.0
OF,Lastings Milledge,White Sox,Rockies,5000,0.0
P,John Danks,White Sox,Rockies,9000,11.8
P,Tony Pena,White Sox,Rockies,5000,0.0
OF,Alejandro De Aza,White Sox,Rockies,9350,12.8
C,Donny Lucy,White Sox,Rockies,5000,0.0
SS,Alexei Ramirez,White Sox,Rockies,7800,11.3
OF,Dayan Viciedo,White Sox,Rockies,8150,9.9
2B,Gordon Beckham,White Sox,Rockies,8200,9.4
C,Tyler Flowers,White Sox,Rockies,7950,7.2
P,Zach Stewart,White Sox,Rockies,5000,-0.3
P,Chris Sale,White Sox,Rockies,16550,31.6
P,David Purcey,White Sox,Rockies,5000,3.9
P,Felipe Paulino,White Sox,Rockies,7750,5.0
P,Scott Downs,White Sox,Rockies,5000,2.1
OF,Greg Golson,White Sox,Rockies,5000,0.0
P,Jeff Gray,White Sox,Rockies,5000,0.0
P,Mauricio Robles,White Sox,Rockies,5000,6.3
P,Jairo Asencio,White Sox,Rockies,5000,2.0
P,Matt Lindstrom,White Sox,Rockies,5000,2.1
OF,Dewayne Wise,White Sox,Rockies,5000,3.7
3B,Jose Lopez,White Sox,Rockies,5000,1.2
2B,Jose Lopez,White Sox,Rockies,5000,1.2
SS,Ozzie Martinez,White Sox,Rockies,5000,0.0
SS,Angel Sanchez,White Sox,Rockies,5000,-2.0
2B,Angel Sanchez,White Sox,Rockies,5000,-2.0
C,Hector Gimenez,White Sox,Rockies,6650,7.5
P,Javy Guerra,White Sox,Rockies,5000,2.4
P,Scott Olsen,White Sox,Rockies,5000,0.0
P,Daniel Moskos,White Sox,Rockies,5000,0.0
P,Mitchell Boggs,White Sox,Rockies,5000,-0.4
P,Maikel Cleto,White Sox,Rockies,5000,0.8
2B,Orlando Hudson,White Sox,Rockies,5000,1.3
3B,Orlando Hudson,White Sox,Rockies,5000,1.3
OF,Blake Tekotte,White Sox,Rockies,9050,3.8
3B,Jeff Keppinger,White Sox,Rockies,9300,7.2
3B,Conor Gillaspie,White Sox,Rockies,7650,8.5
P,Eric Surkamp,White Sox,Rockies,6450,-29.0
P,Dylan Axelrod,White Sox,Rockies,8400,4.3
1B,Alex Liddi,White Sox,Rockies,5000,-0.1
3B,Alex Liddi,White Sox,Rockies,5000,-0.1
P,Zach Putnam,White Sox,Rockies,5000,-1.6
P,Jhan Marinez,White Sox,Rockies,5000,0.9
P,Gregory Infante,White Sox,Rockies,5000,0.0
P,Simon Castro,White Sox,Rockies,5000,4.5
