Position,PlayerName,Team,Opponent,Salary,PPG
P,Jeremy Guthrie,Royals,Mariners,10550,15.4
SS,Jason Donald,Royals,Mariners,6000,0.0
3B,Jason Donald,Royals,Mariners,6000,0.0
P,Bruce Chen,Royals,Mariners,7550,9.8
1B,Billy Butler,Royals,Mariners,7550,7.9
OF,Alex Gordon,Royals,Mariners,8150,10.0
P,Luke Hochevar,Royals,Mariners,7500,0.0
SS,Alcides Escobar,Royals,Mariners,7900,10.7
P,Aaron Crow,Royals,Mariners,7500,4.0
3B,Mike Moustakas,Royals,Mariners,6200,7.5
P,Greg Holland,Royals,Mariners,7500,5.2
OF,Jarrod Dyson,Royals,Mariners,6750,6.6
1B,Eric Hosmer,Royals,Mariners,10350,12.0
P,Tim Collins,Royals,Mariners,7500,-1.5
P,Louis Coleman,Royals,Mariners,7500,2.4
P,Danny Duffy,Royals,Mariners,8250,10.2
2B,Johnny Giavotella,Royals,Mariners,6700,5.3
C,Salvador Perez,Royals,Mariners,7950,10.4
3B,Danny Valencia,Royals,Mariners,6750,6.2
2B,Danny Valencia,Royals,Mariners,6750,6.2
P,Jason Vargas,Royals,Mariners,10900,21.1
C,Adam Moore,Royals,Mariners,6250,6.6
P,James Shields,Royals,Mariners,17900,28.9
P,Wade Davis,Royals,Mariners,9500,8.5
P,P.J. Walters,Royals,Mariners,7100,3.9
C,Ramon Hernandez,Royals,Mariners,6400,9.2
2B,Omar Infante,Royals,Mariners,7950,12.2
C,Brett Hayes,Royals,Mariners,5000,-0.5
OF,Jimmy Paredes,Royals,Mariners,6400,4.8
3B,Jimmy Paredes,Royals,Mariners,6400,4.8
3B,Pedro Ciriaco,Royals,Mariners,6350,10.0
2B,Pedro Ciriaco,Royals,Mariners,6350,10.0
OF,Justin Maxwell,Royals,Mariners,6200,2.8
OF,Lorenzo Cain,Royals,Mariners,7650,10.0
P,Kelvin Herrera,Royals,Mariners,7500,4.9
OF,Norichika Aoki,Royals,Mariners,8500,10.0
P,Francisley Bueno,Royals,Mariners,7500,-1.5
P,Donnie Joseph,Royals,Mariners,7500,0.0
P,Yordano Ventura,Royals,Mariners,15000,28.3
P,Aaron Brooks,Royals,Mariners,7500,-13.0
P,Michael Mariot,Royals,Mariners,7500,3.7
P,Justin Marks,Royals,Mariners,7500,-4.0
P,Jim Johnson,Athletics,Nationals,7500,4.5
SS,Jed Lowrie,Athletics,Nationals,7850,12.7
OF,Josh Reddick,Athletics,Nationals,6250,7.2
P,Jesse Chavez,Athletics,Nationals,13950,28.7
P,Scott Kazmir,Athletics,Nationals,16500,28.3
3B,Alberto Callaspo,Athletics,Nationals,6200,10.3
OF,Coco Crisp,Athletics,Nationals,9000,13.0
1B,Daric Barton,Athletics,Nationals,5900,2.8
3B,Josh Donaldson,Athletics,Nationals,9700,16.4
2B,Eric Sogard,Athletics,Nationals,5600,6.6
3B,Eric Sogard,Athletics,Nationals,5600,6.6
C,John Jaso,Athletics,Nationals,7300,10.1
OF,Craig Gentry,Athletics,Nationals,7000,8.2
P,Ryan Cook,Athletics,Nationals,7500,4.6
P,Eric O'Flaherty,Athletics,Nationals,7500,0.0
P,Fernando Rodriguez,Athletics,Nationals,7500,5.0
P,Fernando Abad,Athletics,Nationals,7500,5.5
P,Josh Lindblom,Athletics,Nationals,7500,6.0
2B,Nick Punto,Athletics,Nationals,6450,4.6
SS,Nick Punto,Athletics,Nationals,6450,4.6
P,Luke Gregerson,Athletics,Nationals,7500,3.8
P,Evan Scribner,Athletics,Nationals,7500,2.0
2B,Andy Parrino,Athletics,Nationals,5000,0.0
SS,Andy Parrino,Athletics,Nationals,5000,0.0
P,Tommy Milone,Athletics,Nationals,9500,13.5
P,Drew Pomeranz,Athletics,Nationals,9150,9.6
