Position,PlayerName,Team,Opponent,Salary,PPG
P,Jeremy Guthrie,Royals,Twins,13200,16.2
SS,J.J. Hardy,Orioles,Rays,7000,9.4
OF,Nick Markakis,Orioles,Rays,7600,11.6
OF,Adam Jones,Orioles,Rays,9600,13.8
1B,Chris Davis,Orioles,Rays,8800,12.0
3B,Chris Davis,Orioles,Rays,8800,12.0
P,Tommy Hunter,Orioles,Rays,7500,3.5
C,Matt Wieters,Orioles,Rays,9100,14.3
P,Chris Tillman,Orioles,Rays,14000,20.6
P,Brian Matusz,Orioles,Rays,7500,2.9
P,Zach Britton,Orioles,Rays,5750,5.0
P,Erik Bedard,Rays,Orioles,9900,13.2
P,Scott Atchison,Indians,White Sox,7500,4.1
P,Jon Lester,Athletics,Angels,20550,33.3
P,Matt Albers,Astros,Rangers,7500,4.6
P,Andrew Miller,Orioles,Rays,7500,5.8
P,Daisuke Matsuzaka,Mets,Braves,11050,9.5
SS,Jed Lowrie,Athletics,Angels,7200,10.3
3B,Mike Aviles,Indians,White Sox,6200,7.9
SS,Mike Aviles,Indians,White Sox,6200,7.9
OF,Josh Reddick,Athletics,Angels,7950,11.1
1B,Paul Konerko,White Sox,Indians,5100,5.8
1B,Adam Dunn,White Sox,Indians,8250,12.5
OF,Alex Rios,Rangers,Astros,8500,10.5
P,Jesse Crain,Astros,Rangers,7500,0.0
P,Gavin Floyd,Braves,Mets,13650,22.1
P,Jason Frasor,Royals,Twins,7500,3.3
P,John Danks,White Sox,Indians,10350,13.9
OF,Alejandro De Aza,White Sox,Indians,7500,8.8
SS,Alexei Ramirez,White Sox,Indians,8750,12.1
OF,Dayan Viciedo,White Sox,Indians,7500,10.0
2B,Gordon Beckham,Angels,Athletics,6300,8.8
C,Tyler Flowers,White Sox,Indians,5700,8.0
P,Chris Sale,White Sox,Indians,21150,37.8
P,Hector Santiago,Angels,Athletics,12000,16.3
OF,Shin-Soo Choo,Rangers,Astros,9100,11.1
P,Ubaldo Jimenez,Orioles,Rays,10750,15.9
P,Joe Smith,Angels,Athletics,7500,5.0
P,Carlos Carrasco,Indians,White Sox,8850,10.9
OF,Michael Brantley,Indians,White Sox,8650,15.8
3B,Carlos Santana,Indians,White Sox,9300,13.5
C,Carlos Santana,Indians,White Sox,9300,13.5
P,Josh Tomlin,Indians,White Sox,10700,17.2
P,Vinnie Pestano,Angels,Athletics,7500,3.4
3B,Lonnie Chisenhall,Indians,White Sox,6700,11.5
2B,Jason Kipnis,Indians,White Sox,8550,11.4
2B,Cord Phelps,Orioles,Rays,5000,-1.0
P,Zach McAllister,Indians,White Sox,7950,11.4
P,Jose Valverde,Mets,Braves,7500,3.2
OF,Ryan Raburn,Indians,White Sox,5750,5.2
OF,Delmon Young,Orioles,Rays,6300,8.6
OF,Brennan Boesch,Angels,Athletics,5000,2.1
P,Bruce Chen,Royals,Twins,9850,7.2
1B,Billy Butler,Royals,Twins,7950,10.1
OF,Alex Gordon,Royals,Twins,9450,13.1
P,Luke Hochevar,Royals,Twins,7500,0.0
P,Felipe Paulino,White Sox,Indians,7500,-5.0
P,Jesse Chavez,Athletics,Angels,12600,19.6
SS,Alcides Escobar,Royals,Twins,6800,9.6
P,Aaron Crow,Royals,Twins,7500,2.8
3B,Mike Moustakas,Royals,Twins,6500,9.2
P,Blake Wood,Royals,Twins,7500,1.9
P,Greg Holland,Royals,Twins,7500,5.6
OF,Jarrod Dyson,Royals,Twins,6950,7.5
1B,Eric Hosmer,Royals,Twins,7250,10.3
P,Tim Collins,Royals,Twins,7500,1.6
P,Louis Coleman,Royals,Twins,7500,1.1
P,Danny Duffy,Royals,Twins,12050,19.6
2B,Johnny Giavotella,Royals,Twins,6300,7.7
C,Salvador Perez,Royals,Twins,7150,10.6
OF,Bobby Abreu,Mets,Braves,5000,5.0
P,Scott Downs,Royals,Twins,7500,1.3
P,Scott Kazmir,Athletics,Angels,17750,25.9
P,Ervin Santana,Braves,Mets,18100,26.3
P,Jered Weaver,Angels,Athletics,14550,22.6
SS,Erick Aybar,Angels,Athletics,8200,11.1
2B,Howie Kendrick,Angels,Athletics,7300,11.4
3B,Alberto Callaspo,Athletics,Angels,6150,7.8
P,Kevin Jepsen,Angels,Athletics,7500,4.2
P,Jordan Walden,Braves,Mets,7500,4.1
P,Michael Kohn,Angels,Athletics,7500,4.5
C,Hank Conger,Angels,Athletics,5400,7.3
OF,Mike Trout,Angels,Athletics,13450,18.9
P,Garrett Richards,Angels,Athletics,17550,31.1
1B,Joe Mauer,Twins,Royals,9200,11.7
C,Joe Mauer,Twins,Royals,9200,11.7
OF,Jason Kubel,Twins,Royals,6150,7.5
P,Scott Baker,Rangers,Astros,7500,6.7
P,Glen Perkins,Twins,Royals,7500,4.9
P,Brian Duensing,Twins,Royals,7500,2.8
P,Anthony Swarzak,Twins,Royals,9150,3.8
3B,Trevor Plouffe,Twins,Royals,8800,12.7
P,Scott Diamond,Twins,Royals,5600,4.5
P,Bartolo Colon,Mets,Braves,15250,24.2
P,Freddy Garcia,Braves,Mets,7500,10.3
1B,Nick Swisher,Indians,White Sox,7050,8.9
OF,Nick Swisher,Indians,White Sox,7050,8.9
OF,Curtis Granderson,Mets,Braves,7750,11.3
P,Phil Hughes,Twins,Royals,14700,25.0
OF,Chris Dickerson,Indians,White Sox,6650,6.5
2B,Ramiro Pena,Braves,Mets,5150,3.7
3B,Ramiro Pena,Braves,Mets,5150,3.7
OF,Eduardo Nunez,Twins,Royals,6000,7.8
3B,Eduardo Nunez,Twins,Royals,6000,7.8
P,Hector Noesi,White Sox,Indians,10000,14.4
P,Grant Balfour,Rays,Orioles,7500,2.2
OF,Coco Crisp,Athletics,Angels,9300,13.2
OF,David DeJesus,Rays,Orioles,6900,9.4
OF,Josh Willingham,Royals,Twins,9000,12.7
1B,Daric Barton,Athletics,Angels,5000,3.1
3B,Kevin Kouzmanoff,Rangers,Astros,9600,17.3
C,Kurt Suzuki,Twins,Royals,6000,9.5
SS,Adam Rosales,Rangers,Astros,7400,10.2
2B,Adam Rosales,Rangers,Astros,7400,10.2
P,Josh Outman,Indians,White Sox,7500,3.9
1B,Chris Carter,Astros,Rangers,8550,14.0
3B,Josh Donaldson,Athletics,Angels,9500,15.5
2B,Eric Sogard,Athletics,Angels,5250,6.6
2B,Jemile Weeks,Orioles,Rays,5000,9.0
P,Jason Vargas,Royals,Twins,12400,21.8
C,Chris Gimenez,Indians,White Sox,5150,8.6
OF,Mike Carp,Rangers,Astros,5050,4.5
1B,Mike Carp,Rangers,Astros,5050,4.5
C,Adam Moore,Royals,Twins,5250,6.6
P,Josh Lueke,Rays,Orioles,7500,2.3
P,Kyle Farnsworth,Astros,Rangers,7500,1.5
OF,B.J. Upton,Braves,Mets,6750,9.7
P,Joel Peralta,Rays,Orioles,7500,4.0
P,James Shields,Royals,Twins,16300,23.9
2B,Ben Zobrist,Rays,Orioles,9100,13.1
OF,Ben Zobrist,Rays,Orioles,9100,13.1
3B,Evan Longoria,Rays,Orioles,9550,12.4
